Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Mean,EW Std,Normal EW Mean,Normal EW Std,EW Median,Normal EW Median
C4379553,274,50,1981-08-19T11:34:36,274.0,274.98,274.49,156.577,157.557,157.067,268.176,268.176,268.176,248.402,249.382,248.892,55.723675,56.87085,56.2685,9.351826,9.354001,9.35294,78.613266,78.61716,78.61521,82.03425717,31.09,0.98591522,0.18716261,0.19461828,0.03695541,0.96219279,0.1899286
C4379553,275,50,1981-08-19T11:34:36,275.0,275.98,275.49,157.577,158.557,158.067,268.176,268.176,268.176,249.402,250.382,249.892,54.932884,55.70366,55.287674,9.354045,9.355902,9.354997,78.60929,78.61319,78.611244,82.03425717,31.09,0.81181525,0.33554605,0.16030273,0.06625527,0.92195809,0.18203316
C4379553,276,50,1981-08-19T11:34:36,276.0,276.98,276.49,158.577,159.557,159.067,268.176,268.176,268.176,250.402,251.382,250.892,54.54102,54.921047,54.699207,9.355934,9.357476,9.356731,78.605286,78.6092,78.60725,82.03425717,31.09,0.55986495,0.22422646,0.11059332,0.04429427,0.56351489,0.11132676
C4379553,277,50,1981-08-19T11:34:36,277.0,277.98,277.49,159.577,160.557,160.067,268.176,268.176,268.176,251.402,252.382,251.892,54.497524,54.556694,54.515026,9.357505,9.358725,9.358141,78.60131,78.605225,78.603264,82.03425717,31.09,0.72172947,0.30678769,0.14261695,0.06062791,0.75749231,0.14968098
C4379553,278,50,1981-08-19T11:34:36,278.0,278.98,278.49,160.577,161.557,161.067,268.176,268.176,268.176,252.402,253.382,252.892,54.56117,54.978237,54.73816,9.358747,9.359651,9.359224,78.59732,78.60123,78.59927,82.03425717,31.09,1.04999646,0.23427484,0.20755087,0.04630225,1.02441388,0.20250895
C4379553,279,50,1981-08-19T11:34:36,279.0,279.98,279.49,161.577,162.557,162.067,268.176,268.176,268.176,253.402,254.382,253.892,54.99078,55.79442,55.362267,9.359665,9.360243,9.359982,78.59332,78.59724,78.59528,82.03425717,31.09,1.20385622,0.25124149,0.23804687,0.04967718,1.21789639,0.24080819
C4379553,280,50,1981-08-19T11:34:36,280.0,280.98,280.49,162.577,163.557,163.067,268.176,268.176,268.176,254.402,255.382,254.892,55.81463,56.98617,56.371918,9.360254,9.3605175,9.360411,78.58933,78.59324,78.59128,82.03425717,31.09,1.11435971,0.43983686,0.22042158,0.08698501,1.15791001,0.22903155
C4379553,281,50,1981-08-19T11:34:36,281.0,281.98,281.49,163.577,164.557,164.067,268.176,268.176,268.176,255.402,256.382,255.892,57.01415,58.527367,57.744556,9.360456,9.360533,9.360514,78.58534,78.58925,78.5873,82.03425717,31.09,1.20777113,0.71183026,0.23898837,0.14085996,1.17465914,0.2324688
C4379553,282,50,1981-08-19T11:34:36,282.0,282.98,282.49,164.577,165.557,165.067,268.176,268.176,268.176,256.402,257.382,256.892,58.561935,60.389282,59.45246,9.360072,9.360452,9.360289,78.58136,78.585266,78.58332,82.03425717,31.09,0.91279328,0.38130329,0.18068408,0.0754794,0.8572933,0.16970787
C4379553,283,50,1981-08-19T11:34:36,283.0,283.98,283.49,165.577,166.557,166.067,268.176,268.176,268.176,257.402,258.382,257.892,60.43053,62.54138,61.464474,9.35936,9.36006,9.359736,78.57738,78.58128,78.57934,82.03425717,31.09,0.98226238,0.33116307,0.19450316,0.06558535,1.04082285,0.20611557
C4379553,284,38,1981-08-19T11:34:36,284.0,284.98,284.49,166.577,167.557,167.067,268.176,268.176,268.176,258.402,259.382,258.892,62.58669,64.94795,63.750946,9.358321,9.359342,9.358854,78.5734,78.5773,78.57535,82.03425717,31.09,0.92824635,0.40888588,0.18386567,0.08099229,0.99905205,0.19786879
C4379553,285,29,1981-08-19T11:34:36,285.0,285.56,285.28,167.577,168.137,167.857,268.176,268.176,268.176,259.402,259.962,259.682,64.99772,66.449066,65.71799,9.357576,9.358296,9.357942,78.5711,78.573326,78.57222,82.03425717,31.09,1.27554566,0.56025582,0.25273191,0.11101767,1.20726831,0.23917957
C4379553,288,50,1981-08-19T11:34:36,288.0,288.98,288.49,170.577,171.557,171.067,268.176,268.176,268.176,262.402,263.382,262.892,73.46596,76.546906,74.99626,9.350894,9.353197,9.352073,78.557594,78.561455,78.55952,82.03425717,31.09,2.08678076,0.29051218,0.41391349,0.05762851,2.12678542,0.42188651
C4379553,289,50,1981-08-19T11:34:36,289.0,289.98,289.49,171.577,172.557,172.067,268.176,268.176,268.176,263.402,264.382,263.892,76.61011,79.81271,78.20245,9.348228,9.350843,9.349561,78.55366,78.5575,78.55557,82.03425717,31.09,2.8280154,0.30588069,0.5611275,0.06069686,2.7684992,0.54937732
C4379553,290,50,1981-08-19T11:34:36,290.0,290.98,290.49,172.577,173.557,173.067,268.176,268.176,268.176,264.402,265.382,264.892,79.8791,83.18364,81.52376,9.345232,9.348168,9.346725,78.54974,78.55358,78.55167,82.03425717,31.09,2.40141728,0.25416372,0.47664652,0.0504794,2.31703533,0.45988113
C4379553,291,50,1981-08-19T11:34:36,291.0,291.98,291.49,173.577,174.557,174.067,268.176,268.176,268.176,265.402,266.382,265.892,83.25247,86.63824,84.9384,9.341909,9.345171,9.343562,78.545845,78.54967,78.54776,82.03425717,31.09,2.38500433,0.45665763,0.47354755,0.09068365,2.3478297,0.46616363
C4379553,292,14,1981-08-19T11:34:36,292.0,292.26,292.13,174.577,174.837,174.707,268.176,268.176,268.176,266.402,266.662,266.532,86.708405,87.62138,87.16619,9.340945,9.34184,9.341386,78.544754,78.54578,78.545265,82.03425717,31.09,2.32897667,0.10791763,0.46252021,0.0214357,2.36451121,0.46959274
C4379553,294,28,1981-08-19T11:34:36,294.44,294.98,294.71,177.017,177.557,177.287,268.176,268.176,268.176,268.842,269.382,269.112,95.43292,97.39928,96.414406,9.330021,9.332039,9.331173,78.53425,78.53634,78.53529,82.03425717,31.09,4.43411815,0.360117,0.88134549,0.07159056,4.42703697,0.87998617
C4379553,295,50,1981-08-19T11:34:36,295.0,295.98,295.49,177.577,178.557,178.067,268.176,268.176,268.176,269.402,270.382,269.892,97.473465,101.07719,99.273285,9.325419,9.329931,9.327701,78.53042,78.534164,78.53229,82.03425717,31.09,4.64258439,0.31955781,0.92301734,0.06352549,4.62100525,0.91884538
C4384914,0,50,1981-08-21T05:35:08,0.0,0.98,0.49,181.368,182.348,181.858,272.904,272.904,272.904,268.464,269.444,268.954,78.30266,80.92076,79.61022,10.51015,10.517141,10.513678,78.06327,78.06837,78.06583,82.01154405,40.26,0.93218662,0.47888321,0.19276747,0.09903568,0.93624788,0.19362203
C4384914,1,50,1981-08-21T05:35:08,1.0,1.98,1.49,182.368,183.348,182.858,272.904,272.904,272.904,269.464,270.444,269.954,80.973885,83.60131,82.28682,10.502602,10.510002,10.506334,78.058105,78.06318,78.06064,82.01154405,40.26,0.96672165,0.3990133,0.19998911,0.08254193,0.95304224,0.19713159
C4384914,2,50,1981-08-21T05:35:08,2.0,2.98,2.49,183.368,184.348,183.858,272.904,272.904,272.904,270.464,271.444,270.954,83.65474,86.28677,84.970345,10.494637,10.502446,10.498571,78.052956,78.058,78.05548,82.01154405,40.26,1.14436978,0.29360111,0.23684161,0.06075607,1.12093973,0.23199342
C4384914,3,50,1981-08-21T05:35:08,3.0,3.98,3.49,184.368,185.348,184.858,272.904,272.904,272.904,271.464,272.444,271.954,86.340164,88.97314,87.65664,10.4862585,10.494474,10.490397,78.04786,78.05286,78.05036,82.01154405,40.26,1.13757109,0.4307908,0.23554043,0.08920274,1.22034406,0.25267424
C4384914,4,50,1981-08-21T05:35:08,4.0,4.98,4.49,185.368,186.348,185.858,272.904,272.904,272.904,272.464,273.444,272.954,89.02739,91.65677,90.34197,10.477468,10.486086,10.48181,78.04279,78.04775,78.04528,82.01154405,40.26,1.23617277,0.41923772,0.25605747,0.08683636,1.2417448,0.25722996
C4384914,5,50,1981-08-21T05:35:08,5.0,5.98,5.49,186.368,187.348,186.858,272.904,272.904,272.904,273.464,274.444,273.954,91.71016,94.334496,93.02287,10.4682665,10.477286,10.472808,78.037766,78.0427,78.04022,82.01154405,40.26,1.22063377,0.5662627,0.25295223,0.11734765,1.30226497,0.26985479
C4384914,6,50,1981-08-21T05:35:08,6.0,6.98,6.49,187.368,188.348,187.858,272.904,272.904,272.904,274.464,275.444,274.954,94.38766,97.00274,95.69619,10.458661,10.468077,10.463401,78.03278,78.037674,78.035225,82.01154405,40.26,1.93130195,0.37081122,0.40037679,0.07686878,2.00870527,0.41636717
C4384914,7,50,1981-08-21T05:35:08,7.0,7.98,7.49,188.368,189.348,188.858,272.904,272.904,272.904,275.464,276.444,275.954,97.05701,99.6604,98.35955,10.448649,10.458464,10.453589,78.02783,78.03268,78.03026,82.01154405,40.26,1.72938779,0.34272702,0.35866526,0.07107371,1.69888658,0.35235069
C4384914,8,50,1981-08-21T05:35:08,8.0,8.98,8.49,189.368,190.348,189.858,272.904,272.904,272.904,276.464,277.444,276.954,99.71185,102.30389,101.0098,10.438238,10.448441,10.443373,78.022934,78.02774,78.02533,82.01154405,40.26,1.34553719,0.33213356,0.27917014,0.06890764,1.32633979,0.2752134
C4384914,32,50,1981-08-21T02:18:52,32.0,32.98,32.49,134.139,135.119,134.629,272.535,272.535,272.535,221.604,222.584,222.094,99.787445,102.70951,101.2484,10.252804,10.264735,10.258795,78.35219,78.35678,78.354485,82.01154405,40.26,0.88648914,0.37866977,0.17894206,0.07643757,0.88161077,0.17794906
C4384914,33,50,1981-08-21T02:18:52,33.0,33.98,33.49,135.139,136.119,135.629,272.535,272.535,272.535,222.604,223.584,223.094,96.80686,99.72807,98.2673,10.264976,10.276559,10.270797,78.34748,78.352104,78.3498,82.01154405,40.26,0.83836026,0.33864874,0.1692963,0.06838419,0.86000515,0.1736647
C4384914,34,50,1981-08-21T02:18:52,34.0,34.98,34.49,136.139,137.119,136.629,272.535,272.535,272.535,223.604,224.584,224.094,93.826485,96.74594,95.286125,10.276794,10.288022,10.282436,78.34272,78.347374,78.34506,82.01154405,40.26,0.96391213,0.3481898,0.19472582,0.07033825,0.89784787,0.18139158
C4384914,35,50,1981-08-21T02:18:52,35.0,35.98,35.49,137.139,138.119,137.629,272.535,272.535,272.535,224.604,225.584,225.094,90.85089,93.76534,92.30804,10.288251,10.29912,10.293713,78.33792,78.34261,78.34027,82.01154405,40.26,0.75845108,0.29219912,0.15328213,0.05905576,0.72141472,0.14577935
C4384914,36,50,1981-08-21T02:18:52,36.0,36.98,36.49,138.139,139.119,138.629,272.535,272.535,272.535,225.604,226.584,226.094,87.88254,90.79124,89.33695,10.29934,10.309854,10.304623,78.33307,78.33783,78.33545,82.01154405,40.26,0.7420373,0.37945744,0.1500219,0.0767134,0.79497634,0.1607184
C4384914,37,50,1981-08-21T02:18:52,37.0,37.98,37.49,139.139,140.119,139.629,272.535,272.535,272.535,226.604,227.584,227.094,84.93099,87.82756,86.37681,10.310055,10.320201,10.315159,78.32821,78.33299,78.330605,82.01154405,40.26,0.69298285,0.3707922,0.14017135,0.07500488,0.75646108,0.15302908
C4384914,38,50,1981-08-21T02:18:52,38.0,38.98,38.49,140.139,141.119,140.629,272.535,272.535,272.535,227.604,228.584,228.094,81.99679,84.87071,83.43202,10.320409,10.330179,10.325323,78.323296,78.32811,78.3257,82.01154405,40.26,1.36779428,0.27432428,0.27677056,0.05551358,1.39320731,0.28190561
C4384914,39,50,1981-08-21T02:18:52,39.0,39.98,39.49,141.139,142.119,141.629,272.535,272.535,272.535,228.604,229.584,229.094,79.082756,81.93712,80.507965,10.330377,10.339778,10.335107,78.31835,78.3232,78.32077,82.01154405,40.26,1.49435214,0.21766536,0.30250297,0.04405112,1.45743577,0.29499852
C4384914,40,50,1981-08-21T02:18:52,40.0,40.98,40.49,142.139,143.119,142.629,272.535,272.535,272.535,229.604,230.584,230.094,76.19817,79.02501,77.609695,10.339969,10.348994,10.344511,78.31337,78.31825,78.31581,82.01154405,40.26,1.46321557,0.3170195,0.29632795,0.06420807,1.41976658,0.28755812
C4384914,41,50,1981-08-21T02:18:52,41.0,41.98,41.49,143.139,144.119,143.629,272.535,272.535,272.535,230.604,231.584,231.094,73.35146,76.14471,74.74374,10.34917,10.357824,10.353529,78.30836,78.31328,78.310814,82.01154405,40.26,1.20062559,0.42367065,0.24324855,0.08583263,1.26102357,0.25549111
C4384914,42,50,1981-08-21T02:18:52,42.0,42.98,42.49,144.139,145.119,144.629,272.535,272.535,272.535,231.604,232.584,232.094,70.54592,73.294586,71.91688,10.357994,10.366263,10.362161,78.30332,78.30826,78.30579,82.01154405,40.26,1.0751422,0.34991341,0.21791733,0.07092112,1.04820082,0.21246723
C4384914,43,50,1981-08-21T02:18:52,43.0,43.98,43.49,145.139,146.119,145.629,272.535,272.535,272.535,232.604,233.584,233.094,67.79377,70.490265,69.136955,10.366429,10.374314,10.3704,78.298256,78.303215,78.30073,82.01154405,40.26,0.84495842,0.34273301,0.17133675,0.06950339,0.75422811,0.15293116
C4384914,44,50,1981-08-21T02:18:52,44.0,44.98,44.49,146.139,147.119,146.629,272.535,272.535,272.535,233.604,234.584,234.094,65.096954,67.73797,66.41288,10.374465,10.381967,10.378246,78.29315,78.29815,78.295654,82.01154405,40.26,0.86538487,0.27131428,0.17555303,0.05503499,0.84025832,0.17045527
C4384914,45,50,1981-08-21T02:18:52,45.0,45.98,45.49,147.139,148.119,147.629,272.535,272.535,272.535,234.604,235.584,235.094,62.47684,65.04509,63.75461,10.382112,10.38922,10.385699,78.28804,78.29305,78.29055,82.01154405,40.26,1.7747563,0.65898947,0.36018224,0.13373627,1.52855212,0.31021075
C4384914,46,50,1981-08-21T02:18:52,46.0,46.98,46.49,148.139,149.119,148.629,272.535,272.535,272.535,235.604,236.584,236.094,59.936123,62.42412,61.173275,10.38936,10.396076,10.392751,78.28288,78.287926,78.28541,82.01154405,40.26,1.08806825,0.27000027,0.22091673,0.05481891,1.15827237,0.23515624
C4384914,47,50,1981-08-21T02:18:52,47.0,47.98,47.49,149.139,150.119,149.629,272.535,272.535,272.535,236.604,237.584,237.094,57.492996,59.886284,58.681965,10.396209,10.402531,10.3994,78.27771,78.28279,78.28025,82.01154405,40.26,1.12315601,0.13474507,0.22814284,0.02738759,1.1391516,0.23137451
C4384914,48,50,1981-08-21T02:18:52,48.0,48.98,48.49,150.139,151.119,150.629,272.535,272.535,272.535,237.604,238.584,238.094,55.16287,57.445946,56.294544,10.402654,10.408577,10.405647,78.27254,78.27762,78.27506,82.01154405,40.26,1.21570146,0.34109511,0.2470416,0.06930578,1.30805025,0.26580852
C4384914,49,50,1981-08-21T02:18:52,49.0,49.98,49.49,151.139,152.119,151.629,272.535,272.535,272.535,238.604,239.584,239.094,52.95879,55.116436,54.02711,10.408694,10.414222,10.4114895,78.26732,78.27242,78.269875,82.01154405,40.26,1.04697875,0.23718741,0.21285511,0.04822644,1.03528004,0.21047174
C4384914,50,50,1981-08-21T02:18:52,50.0,50.98,50.49,152.139,153.119,152.629,272.535,272.535,272.535,239.604,240.584,240.094,50.902878,52.916714,51.897438,10.41433,10.419453,10.4169235,78.262085,78.26721,78.264656,82.01154405,40.26,1.03232786,0.22185828,0.20996975,0.04514363,0.99568413,0.20250105
C4384914,51,50,1981-08-21T02:18:52,51.0,51.98,51.49,153.139,154.119,153.629,272.535,272.535,272.535,240.604,241.584,241.094,49.014145,50.86379,49.9248,10.419555,10.424273,10.4219475,78.25685,78.261986,78.259415,82.01154405,40.26,1.09369481,0.31140755,0.22254386,0.06335352,1.02229716,0.20799793
C4384914,52,50,1981-08-21T02:18:52,52.0,52.98,52.49,154.139,155.119,154.629,272.535,272.535,272.535,241.604,242.584,242.094,47.313694,48.977932,48.130173,10.424368,10.428683,10.4265585,78.25158,78.256744,78.254166,82.01154405,40.26,0.79318095,0.38982676,0.1614636,0.07934923,0.83947659,0.17086362
C4384914,53,50,1981-08-21T02:18:52,53.0,53.98,53.49,155.139,156.119,155.629,272.535,272.535,272.535,242.604,243.584,243.094,45.823875,47.281487,46.535297,10.428767,10.432681,10.430757,78.24631,78.25147,78.24889,82.01154405,40.26,0.96155342,0.31413337,0.19582683,0.06397152,1.03736755,0.21126509
C4384914,54,50,1981-08-21T02:18:52,54.0,54.98,54.49,156.139,157.119,156.629,272.535,272.535,272.535,243.604,244.584,244.094,44.565582,45.79606,45.162098,10.432759,10.43626,10.434541,78.24101,78.2462,78.24361,82.01154405,40.26,1.2819703,0.31225613,0.26119781,0.06360254,1.21131376,0.24682027
C4384914,55,50,1981-08-21T02:18:52,55.0,55.98,55.49,157.139,158.119,157.629,272.535,272.535,272.535,244.604,245.584,245.094,43.561703,44.544624,44.03207,10.436331,10.439423,10.43791,78.23572,78.24091,78.23832,82.01154405,40.26,0.84136528,0.26176049,0.17149997,0.05334299,0.8183329,0.16680405
C4384914,56,50,1981-08-21T02:18:52,56.0,56.98,56.49,158.139,159.119,158.629,272.535,272.535,272.535,245.604,246.584,246.094,42.827698,43.543888,43.16426,10.439486,10.442169,10.440857,78.230415,78.23562,78.23301,82.01154405,40.26,1.28496963,0.19560123,0.26204542,0.03988478,1.28611746,0.2622721
C4384914,57,50,1981-08-21T02:18:52,57.0,57.98,57.49,159.139,160.119,159.629,272.535,272.535,272.535,246.604,247.584,247.094,42.378887,42.816086,42.574776,10.44222,10.444491,10.443389,78.2251,78.23031,78.227715,82.01154405,40.26,0.76227911,0.31901984,0.155522,0.06508845,0.82938915,0.16919975
C4384914,58,50,1981-08-21T02:18:52,58.0,58.98,58.49,160.139,161.119,160.629,272.535,272.535,272.535,247.604,248.584,248.094,42.2228,42.372963,42.27469,10.444534,10.446397,10.4455,78.219795,78.225,78.222404,82.01154405,40.26,0.54852535,0.19180195,0.11196253,0.03915044,0.52924661,0.108037
C4384914,59,50,1981-08-21T02:18:52,59.0,59.98,59.49,161.139,162.119,161.629,272.535,272.535,272.535,248.604,249.584,249.094,42.222694,42.361877,42.269253,10.446428,10.44788,10.447188,78.21447,78.21968,78.21707,82.01154405,40.26,0.98281139,0.35228116,0.20069342,0.07193612,1.0038359,0.20500568
C4384914,60,50,1981-08-21T02:18:52,60.0,60.98,60.49,162.139,163.119,162.629,272.535,272.535,272.535,249.604,250.584,250.094,42.367714,42.79217,42.557404,10.447905,10.448941,10.448457,78.20913,78.21435,78.21174,82.01154405,40.26,1.41983244,0.47396044,0.29007449,0.09686068,1.29533239,0.26461842
C4384914,61,50,1981-08-21T02:18:52,61.0,61.98,61.49,163.139,164.119,163.629,272.535,272.535,272.535,250.604,251.584,251.094,42.803608,43.502796,43.131737,10.448958,10.449579,10.449302,78.20382,78.20903,78.20642,82.01154405,40.26,2.01799633,0.27576477,0.4124461,0.05632905,2.03290219,0.4154473
C4384914,62,50,1981-08-21T02:18:52,62.0,62.98,62.49,164.139,165.119,164.629,272.535,272.535,272.535,251.604,252.584,252.094,43.519722,44.478592,43.979218,10.449588,10.449796,10.449725,78.19849,78.203705,78.201096,82.01154405,40.26,1.7365584,0.52940055,0.35507606,0.10821666,1.82909167,0.37394447
C4384914,63,50,1981-08-21T02:18:52,63.0,63.98,63.49,165.139,166.119,165.629,272.535,272.535,272.535,252.604,253.584,253.094,44.500896,45.700603,45.082428,10.449584,10.449794,10.449723,78.19317,78.19838,78.19578,82.01154405,40.26,1.5498521,0.26030447,0.31704744,0.05323523,1.59570635,0.32643526
C4384914,64,50,1981-08-21T02:18:52,64.0,64.98,64.49,166.139,167.119,166.629,272.535,272.535,272.535,253.604,254.584,254.094,45.727596,47.146904,46.420704,10.448953,10.449578,10.449298,78.187836,78.19306,78.190445,82.01154405,40.26,1.36495855,0.4435393,0.27935046,0.09077517,1.36014063,0.27834034
C4384914,65,50,1981-08-21T02:18:52,65.0,65.98,65.49,167.139,168.119,167.629,272.535,272.535,272.535,254.604,255.584,255.094,47.177914,48.79436,47.971695,10.447896,10.448935,10.448451,78.18253,78.18774,78.185135,82.01154405,40.26,1.841681,0.26220848,0.37708877,0.05372071,1.82686044,0.37396989
C4384914,66,50,1981-08-21T02:18:52,66.0,66.98,66.49,168.139,169.119,168.629,272.535,272.535,272.535,255.604,256.584,256.094,48.829372,50.62584,49.71312,10.44641,10.44787,10.447179,78.177216,78.18243,78.179825,82.01154405,40.26,1.43779645,0.57175243,0.29452294,0.11712078,1.45689272,0.29844541
C4384914,67,50,1981-08-21T02:18:52,67.0,67.98,67.49,169.139,170.119,169.629,272.535,272.535,272.535,256.604,257.584,257.094,50.66026,52.609634,51.622406,10.444526,10.446384,10.445482,78.17192,78.17712,78.174515,82.01154405,40.26,1.59810005,0.4839285,0.32749838,0.09916361,1.68684871,0.34573046
C4384914,68,50,1981-08-21T02:18:52,68.0,68.98,68.49,170.139,171.119,170.629,272.535,272.535,272.535,257.604,258.584,258.094,52.646435,54.731133,53.67871,10.442191,10.444465,10.443364,78.16664,78.17182,78.16923,82.01154405,40.26,1.38740402,0.44844208,0.28444588,0.09193275,1.33326596,0.27335431
C4384914,69,50,1981-08-21T02:18:52,69.0,69.98,69.49,171.139,172.119,171.629,272.535,272.535,272.535,258.604,259.584,259.094,54.770515,56.96948,55.86245,10.439439,10.442131,10.440821,78.16137,78.16654,78.163956,82.01154405,40.26,1.6248025,0.49170309,0.33326533,0.10084863,1.47923282,0.30341321
C4384914,70,50,1981-08-21T02:18:52,70.0,70.98,70.49,172.139,173.119,172.629,272.535,272.535,272.535,259.604,260.584,260.094,57.016422,59.311615,58.155865,10.436266,10.4393835,10.437855,78.156105,78.161255,78.15868,82.01154405,40.26,1.20798731,0.66083554,0.24789167,0.13562095,1.20213008,0.24667504
C4384914,71,50,1981-08-21T02:18:52,71.0,71.98,71.49,173.139,174.119,173.629,272.535,272.535,272.535,260.604,261.584,261.094,59.359116,61.740955,60.54347,10.432673,10.436199,10.434467,78.15086,78.156006,78.153435,82.01154405,40.26,1.22723691,0.3317624,0.2519372,0.06809133,1.18624267,0.24354146
C4384914,72,50,1981-08-21T02:18:52,72.0,72.98,72.49,174.139,175.119,174.629,272.535,272.535,272.535,261.604,262.584,262.094,61.78973,64.24246,63.011303,10.428661,10.432598,10.430663,78.14564,78.15076,78.1482,82.01154405,40.26,1.07356294,0.34974828,0.22049183,0.07183815,1.04451771,0.21454085
C4384914,73,50,1981-08-21T02:18:52,73.0,73.98,73.49,175.139,176.119,175.629,272.535,272.535,272.535,262.604,263.584,263.094,64.292595,66.80656,65.546135,10.424227,10.428577,10.426435,78.140434,78.145546,78.14298,82.01154405,40.26,1.40083402,0.32218657,0.28782871,0.06619641,1.40057278,0.28779311
C4384914,74,50,1981-08-21T02:18:52,74.0,74.98,74.49,176.139,177.119,176.629,272.535,272.535,272.535,263.604,264.584,264.094,66.85863,69.421486,68.13705,10.4193735,10.424134,10.421788,78.13525,78.14033,78.13778,82.01154405,40.26,1.49943794,0.37746721,0.30822438,0.07760411,1.48205616,0.30461945
C4384914,75,50,1981-08-21T02:18:52,75.0,75.98,75.49,177.139,178.119,177.629,272.535,272.535,272.535,264.604,265.584,265.094,69.47517,72.078384,70.77451,10.414105,10.419278,10.416725,78.13009,78.13515,78.132614,82.01154405,40.26,1.35459772,0.37418407,0.27856661,0.07693901,1.45033779,0.29828194
C4384914,76,50,1981-08-21T02:18:52,76.0,76.98,76.49,178.139,179.119,178.629,272.535,272.535,272.535,265.604,266.584,266.094,72.134,74.77137,73.45041,10.408429,10.414003,10.411246,78.12494,78.12998,78.127464,82.01154405,40.26,1.29737287,0.33202217,0.26691323,0.06830995,1.33765742,0.27522666
C4384914,77,50,1981-08-21T02:18:52,77.0,77.98,77.49,179.139,180.119,179.629,272.535,272.535,272.535,266.604,267.584,267.094,74.82636,77.48953,76.15582,10.402327,10.408311,10.405352,78.11983,78.12484,78.12233,82.01154405,40.26,0.99147542,0.41119135,0.20406681,0.08462609,1.0379955,0.21367032
C4384914,78,50,1981-08-21T02:18:52,78.0,78.98,78.49,180.139,181.119,180.629,272.535,272.535,272.535,267.604,268.584,268.094,77.544975,80.22888,78.88469,10.395821,10.402206,10.399043,78.11474,78.11972,78.11723,82.01154405,40.26,0.7531211,0.30034487,0.15507172,0.06183706,0.75988789,0.15644938
C4384914,79,50,1981-08-21T02:18:52,79.0,79.98,79.49,181.139,182.119,181.629,272.535,272.535,272.535,268.604,269.584,269.094,80.28375,82.98135,81.63129,10.388898,10.395687,10.392324,78.10968,78.11464,78.11216,82.01154405,40.26,1.02181176,0.27038109,0.21048865,0.05569478,0.99376387,0.20473414
C4384914,80,50,1981-08-21T02:18:52,80.0,80.98,80.49,182.139,183.119,182.629,272.535,272.535,272.535,269.604,270.584,270.094,83.036995,85.74492,84.39023,10.381571,10.388759,10.385197,78.10466,78.10957,78.10711,82.01154405,40.26,1.07896643,0.49542578,0.22236004,0.10210165,1.07724893,0.22200316
C4384914,81,50,1981-08-21T02:18:52,81.0,81.98,81.49,183.139,184.119,183.629,272.535,272.535,272.535,270.604,271.584,271.094,85.79935,88.51426,87.15668,10.3738365,10.381422,10.377663,78.09966,78.10455,78.10211,82.01154405,40.26,1.06836759,0.5200652,0.22025705,0.1072108,1.13518569,0.23404223
C4384914,82,50,1981-08-21T02:18:52,82.0,82.98,82.49,184.139,185.119,184.629,272.535,272.535,272.535,271.604,272.584,272.094,88.568184,91.282845,89.92565,10.365699,10.37368,10.369721,78.094696,78.09957,78.09714,82.01154405,40.26,1.04482625,0.37500224,0.21549962,0.07735145,0.93591989,0.19303637
C4384914,83,46,1981-08-21T02:18:52,83.0,83.98,83.47,185.139,186.119,185.611,272.535,272.535,272.535,272.604,273.584,273.076,91.33812,94.04919,92.64633,10.357161,10.365533,10.3615265,78.08978,78.09461,78.09228,82.01154405,40.26,0.9306378,0.3029214,0.19202317,0.06249737,0.95614791,0.19728283
C4384914,84,50,1981-08-21T02:18:52,84.0,84.98,84.49,186.139,187.119,186.629,272.535,272.535,272.535,273.604,274.584,274.094,94.104645,96.811584,95.45863,10.348224,10.356986,10.352635,78.0849,78.08968,78.08728,82.01154405,40.26,0.97650331,0.60852583,0.20157468,0.1256151,0.91528803,0.18896612
C4384914,85,50,1981-08-21T02:18:52,85.0,85.98,85.49,187.139,188.119,187.629,272.535,272.535,272.535,274.604,275.584,275.094,96.86633,99.56362,98.21565,10.338889,10.348042,10.343496,78.08004,78.08479,78.08241,82.01154405,40.26,0.91291691,0.3309303,0.18851848,0.06833467,0.93588029,0.19327509
C4384914,86,50,1981-08-21T02:18:52,86.0,86.98,86.49,188.139,189.119,188.629,272.535,272.535,272.535,275.604,276.584,276.094,99.617805,102.30444,100.96216,10.329161,10.3386965,10.33396,78.07523,78.07995,78.07759,82.01154405,40.26,0.73701841,0.43019176,0.1522608,0.08887044,0.80697075,0.16672526
C4384914,311,50,1981-08-20T22:17:48,311.0,311.98,311.49,133.263,316.537,232.192,272.084,272.909,272.464,43.933,220.794,125.328,87.156845,101.65506,93.935585,7.81243,10.370706,8.98942,78.15988,78.32028,78.233864,82.01154405,40.26,1.12573739,0.43985525,0.22986358,0.09059695,1.13057485,0.2319469
C4384914,312,50,1981-08-20T22:17:48,312.0,312.98,312.49,316.557,317.537,317.047,272.084,272.084,272.084,44.473,45.453,44.963,84.29662,87.100296,85.69693,7.8021336,7.8122215,7.807149,78.16249,78.16726,78.16486,82.01154405,40.26,1.0550082,0.43438393,0.21638137,0.08910143,1.0649314,0.21838568
