Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean
ISS_039RF_FMOVIE001_VIMS,10863,1,2007-02-27T12:03:11,217.26,217.26,10.2035885,0.0,103.439026,144.74608,76.43975463,1.28063669,0.0,0.00065882,0.00066584,0.00075136,0.00083722,0.00083508,0.00083293,0.00090479,0.0010123,0.00101161,0.00100927,0.00105956,0.00117617,0.00121732,0.00138023,0.0014232,0.00159345,0.00160798,0.00173432,0.00173472,0.0018304,0.00192742,0.00232688,0.00232743,0.0028166,0.00281716,0.00299401,0.00301416,0.00285532,0.00281603,0.00246232,0.0023743,0.00268837,0.00282329,0.0034434,0.00370948,0.00386648,0.00415397,0.00424466,0.00422413,0.00422162,0.0042191,0.00420148,0.00417477,0.00389011,0.00346284,0.00338641,0.00320734,0.00351222,0.00422286,0.00433922
ISS_039RF_FMOVIE001_VIMS,10864,1,2007-02-27T12:03:11,217.28,217.28,10.203434,0.0,103.439095,144.74744,76.43975463,1.2941954,0.0,0.00084158,0.00083846,0.00083534,0.00084147,0.00084581,0.00089369,0.00099234,0.00100137,0.00102156,0.00107218,0.00118944,0.00122343,0.00135744,0.00139887,0.00156264,0.00158003,0.00173131,0.00173506,0.00176355,0.00176421,0.00199948,0.00203687,0.00257086,0.00262125,0.00299233,0.00303415,0.00304296,0.00304566,0.00266243,0.00256711,0.00257367,0.00257686,0.00323133,0.00351219,0.00397866,0.00428987,0.00416873,0.0040882,0.00431349,0.00453879,0.00453031,0.00451726,0.0042959,0.00396352,0.00380681,0.0034403,0.00361556,0.00402363,0.00416997,0.00475334
ISS_039RF_FMOVIE001_VIMS,10865,1,2007-02-27T12:03:11,217.3,217.3,10.2032795,0.0,103.439156,144.74878,76.43975463,1.34154988,0.0,0.00084364,0.00085887,0.00085656,0.00085275,0.00092308,0.00102821,0.00102717,0.00120443,0.00120662,0.00121074,0.00124458,0.00137775,0.00137696,0.00136402,0.00138886,0.0016066,0.00160733,0.00175993,0.00176065,0.00177966,0.00178039,0.00228004,0.00233621,0.00268788,0.00299644,0.0031549,0.00319507,0.00291702,0.00284805,0.0025327,0.00239797,0.00268774,0.00288117,0.00341259,0.00376711,0.00393724,0.00410737,0.00429276,0.00447815,0.00448066,0.00449383,0.00442051,0.00428817,0.00405233,0.00350107,0.00348446,0.00344474,0.00364227,0.00443019,0.00449134
ISS_039RF_FMOVIE001_VIMS,10866,1,2007-02-27T12:03:11,217.32,217.32,10.203125,0.0,103.439224,144.75012,76.43975463,1.41436828,0.0,0.00085083,0.00084558,0.00083731,0.0009168,0.00103563,0.00103589,0.00103544,0.00103495,0.00103062,0.00115192,0.00118583,0.00120744,0.00139569,0.00143212,0.00175372,0.0017545,0.00162277,0.00162355,0.00160372,0.0016045,0.00195883,0.00199889,0.00268495,0.00276187,0.00302497,0.00309133,0.00305355,0.00305623,0.00276893,0.00264625,0.0026188,0.00260076,0.00313548,0.00349221,0.00377344,0.00405468,0.004112,0.00416933,0.00419515,0.00423348,0.00435423,0.00453496,0.00429887,0.00374695,0.0037494,0.00375683,0.00380735,0.00400707,0.00408298,0.00475989
ISS_039RF_FMOVIE001_VIMS,10867,1,2007-02-27T12:03:11,217.34,217.34,10.2029705,0.0,103.439285,144.75145,76.43975463,1.26629886,0.0,0.00084015,0.00085485,0.00085204,0.00084434,0.00090166,0.00103426,0.00106791,0.00119993,0.00120105,0.00120297,0.00120361,0.00131539,0.00138837,0.00160279,0.00160364,0.00177697,0.00177782,0.00162347,0.00160708,0.00197397,0.00201549,0.00231444,0.00238982,0.00293069,0.00306655,0.00303208,0.00301779,0.00289908,0.00261231,0.00246569,0.00238573,0.00277472,0.00303433,0.00352258,0.00401084,0.00409029,0.00420903,0.00424524,0.00429913,0.00437582,0.00455362,0.00447115,0.00427757,0.00416922,0.00364425,0.00334212,0.00355514,0.00367502,0.00474713,0.00475031
ISS_039RF_FMOVIE001_VIMS,10868,1,2007-02-27T12:03:11,217.36,217.36,10.202817,0.0,103.43935,144.7528,76.43975463,1.16856898,0.0,0.00069312,0.00073982,0.00084774,0.00083861,0.00081628,0.00085923,0.00102867,0.00104641,0.00119976,0.00119964,0.00119226,0.00119304,0.00137523,0.00146911,0.00176921,0.00176999,0.00176192,0.00176173,0.00180294,0.00180822,0.0020783,0.00214641,0.00248874,0.00257492,0.0028974,0.00303606,0.0030288,0.00302422,0.00253305,0.00220587,0.00253047,0.00285982,0.00329143,0.00372304,0.00383576,0.00400446,0.00409057,0.00421934,0.00431529,0.0045381,0.00444032,0.00421111,0.00411335,0.00371998,0.00369586,0.00347247,0.00355077,0.00424922,0.00425,0.00476091
ISS_039RF_FMOVIE001_VIMS,10869,1,2007-02-27T12:03:11,217.38,217.38,10.202663,0.0,103.439415,144.75415,76.43975463,1.13230787,0.0,0.00084221,0.00084964,0.00085309,0.00086479,0.00086173,0.00084737,0.00086632,0.00103131,0.00104616,0.00117419,0.00117488,0.00137576,0.00137645,0.00138352,0.00138492,0.00156852,0.00162257,0.00159172,0.00158453,0.00189291,0.00197052,0.00225465,0.00237682,0.00283497,0.00303172,0.00302642,0.00302312,0.00265546,0.00241058,0.00249895,0.00258733,0.00276365,0.00306103,0.00343392,0.00397155,0.00404037,0.00420003,0.00429637,0.00452026,0.00447783,0.00430604,0.00424515,0.00399951,0.00393118,0.00331074,0.00335911,0.00378893,0.00378963,0.00458037,0.00451278
ISS_039RF_FMOVIE001_VIMS,10870,1,2007-02-27T12:03:11,217.4,217.4,10.20251,0.0,103.439476,144.75548,76.43975463,1.11230113,0.0,0.00080524,0.00073652,0.00084159,0.00084444,0.00086467,0.00087961,0.00100867,0.00100935,0.00101617,0.00101684,0.00119085,0.00119152,0.0013597,0.00137899,0.00157004,0.00159187,0.00172106,0.00171842,0.00158835,0.00159178,0.00199495,0.00216812,0.00242451,0.00259566,0.00286678,0.00304775,0.0029345,0.00282125,0.00259198,0.00236271,0.00253035,0.00278148,0.00317751,0.00377121,0.00383589,0.00398422,0.0040544,0.00433311,0.00436388,0.0044849,0.0044137,0.00376742,0.00374192,0.00350696,0.00350764,0.00345198,0.00345266,0.00423088,0.00423156,0.00472826
ISS_039RF_FMOVIE001_VIMS,10871,1,2007-02-27T12:03:11,217.42,217.42,10.202356,0.0,103.43954,144.75684,76.43975463,1.11545029,0.0,0.00068389,0.00067688,0.00069476,0.00084766,0.00084828,0.00085956,0.00086021,0.00103574,0.00103639,0.0011565,0.00117043,0.00121363,0.001219,0.00150004,0.00157079,0.00141663,0.00137857,0.00153791,0.00160657,0.00173937,0.00196212,0.00235216,0.0026124,0.00270803,0.00280367,0.0027859,0.00276812,0.00260839,0.00236847,0.00246076,0.00259887,0.00279915,0.00326561,0.00343296,0.00382258,0.00390047,0.00422848,0.00420046,0.00401286,0.00403814,0.00426047,0.00426111,0.00345485,0.0034555,0.00306128,0.00306193,0.00370262,0.00377438,0.0044501,0.00452576
ISS_039RF_FMOVIE001_VIMS,10872,1,2007-02-27T12:03:11,217.44,217.44,10.202203,0.0,103.4396,144.75816,76.43975463,1.12332215,0.0,0.00069214,0.00070797,0.00084524,0.0008459,0.00101781,0.00102019,0.00101762,0.00101827,0.00118646,0.00120574,0.00122295,0.00122774,0.00135843,0.00139159,0.00152755,0.0015862,0.00144489,0.0013847,0.00161941,0.0017761,0.0021431,0.00238798,0.00240418,0.00258554,0.00279111,0.00299668,0.00284889,0.00262689,0.00248562,0.00215512,0.00235854,0.00283231,0.00302139,0.00377573,0.00386204,0.00420531,0.00422974,0.00444438,0.00433775,0.00452052,0.00452118,0.00400327,0.00400393,0.00331058,0.00331124,0.00346395,0.00348151,0.00446687,0.00471371,0.00479861
ISS_039RF_FMOVIE001_VIMS,10873,1,2007-02-27T12:03:11,217.46,217.46,10.202051,0.0,103.43966,144.7595,76.43975463,1.12898743,0.0,0.00084463,0.00068009,0.00068079,0.00087071,0.00087141,0.00086035,0.00085974,0.00104892,0.00117466,0.00104478,0.00101283,0.00130556,0.00137926,0.00152715,0.00159093,0.00160119,0.00160827,0.0016022,0.00159839,0.0017975,0.00199662,0.00218948,0.00238234,0.00256606,0.0029773,0.00293905,0.00283032,0.0027012,0.00239899,0.00244187,0.00261129,0.00273156,0.00321054,0.00331377,0.00423721,0.00421474,0.00400686,0.00400756,0.00431124,0.00431194,0.00420976,0.00406056,0.00355064,0.0034946,0.00310909,0.00306688,0.00386085,0.00405987,0.00455209,0.00476345
ISS_039RF_FMOVIE001_VIMS,10874,1,2007-02-27T12:03:11,217.48,217.48,10.201899,0.0,103.439705,144.76086,76.43975463,1.15306508,0.0,0.00086463,0.00086549,0.00084425,0.00084265,0.00100143,0.00101983,0.00104452,0.00105133,0.00115696,0.00115647,0.00118464,0.0012444,0.00147569,0.0015753,0.00160652,0.00162761,0.00161222,0.00159684,0.00170219,0.00180754,0.00204066,0.0023899,0.00249618,0.00265517,0.00272433,0.00288458,0.00286069,0.00256379,0.00253363,0.00241042,0.00249264,0.0032258,0.00328603,0.00382129,0.00382215,0.00409236,0.00409322,0.00457891,0.00457976,0.0042985,0.004268,0.00390876,0.00380094,0.00330372,0.00324872,0.0037467,0.00387183,0.00439457,0.00461908,0.00468981
ISS_039RF_FMOVIE001_VIMS,10875,1,2007-02-27T12:03:11,217.5,217.5,10.201746,0.0,103.439766,144.76219,76.43975463,1.15638434,0.0,0.00085722,0.00086304,0.00086444,0.00100027,0.00103486,0.00103454,0.00103509,0.00105095,0.00105823,0.00117573,0.00122658,0.00132884,0.00140311,0.00150123,0.00159935,0.00159508,0.00159082,0.00159205,0.00159348,0.00182529,0.00217259,0.00229905,0.002593,0.00266707,0.00283877,0.00284039,0.00284431,0.00275998,0.0024,0.00243369,0.00285105,0.0028519,0.00370643,0.00370727,0.00402832,0.00402916,0.00433308,0.00436761,0.00430092,0.00429427,0.00406904,0.00401336,0.0036237,0.00352692,0.00353819,0.00383618,0.00411206,0.00429626,0.00459867,0.00480057
ISS_039RF_FMOVIE001_VIMS,10876,1,2007-02-27T12:03:11,217.52,217.52,10.201594,0.0,103.439835,144.76355,76.43975463,1.14537751,0.0,0.00083588,0.0008653,0.0008709,0.00087295,0.00086186,0.0008576,0.00099602,0.00105584,0.00116723,0.00124178,0.00122959,0.00122176,0.00129673,0.0013717,0.00148652,0.00160727,0.00167647,0.00177985,0.00177766,0.0017714,0.00190221,0.00220627,0.00232966,0.00282056,0.00281854,0.00280781,0.00279389,0.00266159,0.00266247,0.00247051,0.00255079,0.0032727,0.00327357,0.00395112,0.00402718,0.004249,0.00427442,0.00428167,0.00428414,0.00427362,0.00427164,0.00393681,0.00379381,0.00333297,0.00313597,0.00352412,0.00381301,0.00444811,0.00481476,0.00493636
ISS_039RF_FMOVIE001_VIMS,10877,1,2007-02-27T12:03:11,217.54,217.54,10.201442,0.0,103.43988,144.76486,76.43975463,1.13470826,0.0,0.00067456,0.00079438,0.00084618,0.00086433,0.00087256,0.00096853,0.00103277,0.00103269,0.00103291,0.00103504,0.00103716,0.00116672,0.00136066,0.00137153,0.00138743,0.00144702,0.0015931,0.00159799,0.00160363,0.00172251,0.00219567,0.00231633,0.0027966,0.00280272,0.00285157,0.00285236,0.0026602,0.00266098,0.00220554,0.00220633,0.00277094,0.00283437,0.00355303,0.00376084,0.0039835,0.00403975,0.00421775,0.00426284,0.00430032,0.00431683,0.00414552,0.00407254,0.00359156,0.00327116,0.0032835,0.00329583,0.00377786,0.00425989,0.00447794,0.00479424
ISS_039RF_FMOVIE001_VIMS,10878,1,2007-02-27T12:03:11,217.56,217.56,10.201291,0.0,103.43994,144.76622,76.43975463,1.131253,0.0,0.00066913,0.00066656,0.00085664,0.00085766,0.00095043,0.00101252,0.00102165,0.00103079,0.00102314,0.00101131,0.00109057,0.0012091,0.00125951,0.00137616,0.00144089,0.00159095,0.00159126,0.00159033,0.00167608,0.00198474,0.00202808,0.0024123,0.00241303,0.00283388,0.0028346,0.00283875,0.00283947,0.00247445,0.00243453,0.00262758,0.00264967,0.00316471,0.00329401,0.00383993,0.00400704,0.004139,0.00417663,0.0042379,0.00426458,0.00411037,0.00400781,0.00377373,0.00353964,0.00343239,0.00332513,0.00367442,0.00419799,0.00442185,0.00475728,0.00475874
ISS_039RF_FMOVIE001_VIMS,10879,1,2007-02-27T12:03:11,217.58,217.58,10.20114,0.0,103.44,144.76756,76.43975463,1.14664754,0.0,0.00067631,0.00067376,0.00067121,0.00075416,0.00084739,0.00084703,0.00084442,0.00092249,0.00103925,0.00108533,0.00119192,0.00119613,0.00120502,0.00123823,0.00136894,0.00141309,0.0015876,0.00159127,0.00161872,0.00161943,0.00215713,0.00216517,0.00279614,0.00279684,0.00304134,0.00306913,0.00264527,0.0025988,0.00225746,0.00217266,0.00266819,0.0027926,0.00346861,0.00375873,0.00404483,0.0042358,0.00415714,0.00399726,0.00403052,0.00406377,0.00379303,0.00352229,0.0033155,0.00300495,0.00330748,0.00376092,0.0040604,0.00475823,0.00477681,0.00481922
ISS_039RF_FMOVIE001_VIMS,10880,1,2007-02-27T12:03:11,217.6,217.6,10.200989,0.0,103.44005,144.7689,76.43975463,1.16225128,0.0,0.00075873,0.00067799,0.00073858,0.00082913,0.00083188,0.00083568,0.00090108,0.00103632,0.00098523,0.00086514,0.00093029,0.00118894,0.00120834,0.00137772,0.00139835,0.00157878,0.00157944,0.00159894,0.0015996,0.00176122,0.00176188,0.00248541,0.00260189,0.00276071,0.00277499,0.00266617,0.00263946,0.0022909,0.0021419,0.00244693,0.00257803,0.00311964,0.00348093,0.00381517,0.00403821,0.00402889,0.00401957,0.00424411,0.00445859,0.00414717,0.00371491,0.00353915,0.00327518,0.00328851,0.00331875,0.0035153,0.00429953,0.00440441,0.00482199,0.00482178
ISS_039RF_FMOVIE001_VIMS,10881,1,2007-02-27T12:03:11,217.62,217.62,10.200837,0.0,103.440094,144.77025,76.43975463,1.19778515,0.0,0.00068691,0.00075478,0.00085622,0.00085561,0.00085323,0.00089453,0.00105755,0.00102183,0.00096386,0.00104264,0.00122351,0.00124021,0.00138474,0.00138546,0.00159598,0.0015967,0.00136602,0.00136674,0.00173245,0.00177372,0.00229068,0.00242046,0.00258713,0.00262934,0.00277926,0.00286389,0.00253772,0.00239835,0.00241912,0.0024332,0.00293245,0.00326552,0.0036439,0.00402228,0.00412258,0.00422288,0.00424515,0.00427819,0.00425396,0.00419648,0.00398889,0.00349972,0.00341593,0.0030786,0.0032694,0.00403042,0.00410678,0.00478821,0.00482174,0.00511775
ISS_039RF_FMOVIE001_VIMS,10882,1,2007-02-27T12:03:11,217.64,217.64,10.200687,0.0,103.440155,144.7716,76.43975463,1.22323013,0.0,0.00069164,0.00068385,0.00075092,0.00101681,0.00102294,0.00104513,0.00104828,0.00107034,0.00106746,0.00103521,0.00112112,0.00123625,0.00123704,0.00137389,0.0013898,0.00156828,0.00158882,0.00159389,0.00159574,0.00193354,0.00201859,0.00257535,0.00281442,0.0027933,0.0027847,0.00266873,0.00259626,0.00247597,0.00238891,0.00261923,0.00284956,0.00320792,0.00374507,0.0038791,0.00407976,0.00412265,0.00422168,0.00432812,0.00457541,0.0044632,0.004012,0.0038333,0.00319681,0.0035418,0.00373506,0.00373585,0.00475438,0.00475517,0.00507333,0.00507412
ISS_039RF_FMOVIE001_VIMS,10883,1,2007-02-27T12:03:11,217.66,217.66,10.200537,0.0,103.44022,144.77293,76.43975463,1.23782441,0.0,0.00086291,0.00086421,0.000867,0.00086794,0.00086992,0.00087072,0.00102345,0.00102425,0.00121997,0.00122078,0.00121492,0.00121498,0.00145585,0.00161244,0.00144301,0.00140126,0.00156323,0.00160433,0.00172249,0.00177359,0.00216028,0.00241834,0.00267738,0.00285035,0.00285736,0.00286437,0.0026357,0.00240704,0.00250762,0.00265901,0.0028955,0.00324982,0.00351497,0.00413258,0.00412327,0.00410046,0.00418911,0.00454126,0.00449841,0.00410633,0.00402651,0.00330163,0.00330243,0.0035197,0.00349851,0.00427996,0.00428077,0.00499213,0.00507189,0.00500698
ISS_039RF_FMOVIE001_VIMS,10884,1,2007-02-27T12:03:11,217.68,217.68,10.200386,0.0,103.44026,144.77428,76.43975463,1.23804586,0.0,0.00069423,0.00068067,0.00068153,0.00086667,0.00086752,0.00088902,0.00088988,0.00102856,0.00104473,0.00116929,0.00120107,0.00137685,0.00142144,0.00156835,0.00162359,0.00147443,0.0014192,0.001562,0.00165749,0.00199108,0.00221375,0.00242347,0.0026332,0.00276678,0.00290036,0.00271161,0.00242807,0.00243435,0.00244786,0.00263942,0.00307883,0.0032083,0.00382635,0.00387183,0.00405115,0.00405008,0.00403351,0.00405091,0.00420064,0.00420149,0.0035236,0.00352446,0.00313029,0.00308726,0.00393729,0.0040325,0.00474011,0.0047958,0.00483142,0.00484097
ISS_039RF_FMOVIE001_VIMS,10885,1,2007-02-27T12:03:11,217.7,217.7,10.200237,0.0,103.44032,144.77562,76.43975463,1.236616,0.0,0.00074665,0.00087309,0.00086339,0.00086307,0.00085396,0.00085371,0.0009976,0.00103421,0.00104616,0.00104978,0.00117567,0.00123011,0.00136115,0.00141779,0.00141041,0.00140577,0.00152132,0.0016271,0.00181828,0.00200946,0.00216807,0.00240555,0.00258354,0.0028501,0.0027903,0.00264965,0.00257867,0.00241191,0.00245984,0.002649,0.00273895,0.00354167,0.00359502,0.00408191,0.00408276,0.00421901,0.00421986,0.00430505,0.0043059,0.00385557,0.00380629,0.00318783,0.00311987,0.00338684,0.00345422,0.00424564,0.00458531,0.00495958,0.00508891,0.00480067
ISS_039RF_FMOVIE001_VIMS,10886,1,2007-02-27T12:03:11,217.72,217.72,10.200087,0.0,103.44038,144.77696,76.43975463,1.21547305,0.0,0.00069332,0.00083753,0.00085868,0.00085422,0.00084934,0.00098782,0.00104765,0.00105218,0.0010546,0.0010446,0.00103821,0.00124061,0.00137581,0.00148426,0.0015927,0.00148964,0.00138657,0.00154989,0.00179158,0.00190632,0.00219979,0.00232515,0.00261654,0.00262693,0.00266597,0.00261163,0.00239177,0.00237436,0.00221098,0.00229808,0.0030753,0.00307613,0.00380193,0.00380277,0.00402498,0.00378897,0.00420747,0.00425471,0.00409795,0.00405938,0.00347738,0.0033325,0.00314111,0.00305956,0.00379555,0.00411146,0.00453708,0.0048211,0.00487419,0.00492728
ISS_039RF_FMOVIE001_VIMS,10887,1,2007-02-27T12:03:11,217.74,217.74,10.199937,0.0,103.44042,144.7783,76.43975463,1.23930284,0.0,0.00065691,0.0006875,0.00068467,0.00068388,0.00079123,0.00089242,0.00096099,0.00100694,0.00102695,0.00104695,0.00112313,0.00119932,0.00127205,0.00138079,0.00147328,0.00161163,0.0016157,0.00162421,0.00173633,0.00199696,0.00207673,0.00240555,0.00243215,0.00266567,0.00263596,0.00236275,0.00236348,0.00218027,0.002181,0.00284123,0.00284195,0.00345934,0.00352858,0.00399805,0.00405086,0.00406831,0.00407244,0.00405341,0.00404871,0.00367618,0.00351694,0.00336165,0.00325837,0.00358301,0.00379967,0.00430643,0.00481319,0.00484797,0.00488275,0.00487707
ISS_039RF_FMOVIE001_VIMS,10888,1,2007-02-27T12:03:11,217.76,217.76,10.19979,0.0,103.440475,144.77965,76.43975463,1.23973194,0.0,0.00068774,0.00079005,0.00085847,0.00095592,0.0010211,0.00094013,0.00085916,0.00095053,0.00085681,0.00092262,0.00102101,0.00112709,0.00137373,0.00137077,0.00136299,0.00140795,0.00158585,0.00162442,0.00177674,0.00181565,0.00216055,0.0021612,0.00238164,0.002624,0.00260498,0.00260563,0.0022391,0.00219895,0.00236527,0.00238434,0.00313445,0.00332247,0.00388409,0.00402499,0.00405868,0.00407349,0.00423832,0.00430934,0.00410388,0.00375829,0.00339958,0.00304087,0.003169,0.00329713,0.00377975,0.00450334,0.00462198,0.0047996,0.0047885,0.00476172
ISS_039RF_FMOVIE001_VIMS,10889,1,2007-02-27T12:03:11,217.78,217.78,10.19964,0.0,103.44053,144.78099,76.43975463,1.24293309,0.0,0.00060774,0.0006709,0.00077079,0.00087068,0.00086729,0.00086186,0.00090726,0.00101229,0.00101782,0.00103055,0.00106303,0.00119057,0.00122344,0.00135289,0.00135418,0.00136033,0.00138394,0.00159103,0.00159171,0.0020037,0.00200438,0.00237095,0.00237163,0.00279568,0.0028434,0.00245638,0.00241552,0.00225976,0.00222133,0.00280089,0.00304966,0.00354203,0.00375343,0.00393149,0.00405042,0.00419135,0.00428553,0.00418289,0.00408025,0.00376089,0.00329935,0.00337759,0.00325368,0.00348829,0.00403482,0.00424872,0.00474691,0.00480187,0.00501967,0.00497501
ISS_039RF_FMOVIE001_VIMS,10890,1,2007-02-27T12:03:11,217.8,217.8,10.1994915,0.0,103.44058,144.78233,76.43975463,1.25759586,0.0,0.00069126,0.0006981,0.00070797,0.00081003,0.00104712,0.00101135,0.00086593,0.00093316,0.00119974,0.00120202,0.00121622,0.0012372,0.00138243,0.00138322,0.00164006,0.00164084,0.00161294,0.00161372,0.00176661,0.0017843,0.00216473,0.00220769,0.00240829,0.00245902,0.00257521,0.00262545,0.00233952,0.00217576,0.00247336,0.00267511,0.00318624,0.00352726,0.00378422,0.00404118,0.00406208,0.00408299,0.00414759,0.0042441,0.00418519,0.00404667,0.00381939,0.00328804,0.00333502,0.00371902,0.00394226,0.00483285,0.00485728,0.00507088,0.00505009,0.00485671
ISS_039RF_FMOVIE001_VIMS,10891,1,2007-02-27T12:03:11,217.82,217.82,10.199345,0.0,103.44063,144.78368,76.43975463,1.28323638,0.0,0.00073123,0.00086217,0.00086466,0.00087202,0.00088848,0.00102976,0.00103206,0.00104592,0.00104677,0.00102011,0.00102096,0.0014347,0.00143556,0.00157136,0.00161192,0.00142647,0.00140663,0.00159681,0.00164499,0.00201369,0.0021722,0.00236005,0.00244104,0.00258418,0.00267989,0.00241026,0.00223079,0.00233059,0.0024304,0.00304665,0.00351201,0.00373188,0.00406126,0.00414061,0.00425922,0.00425614,0.00424783,0.00425464,0.00427932,0.0040921,0.00334065,0.00333749,0.00330226,0.00340049,0.00430885,0.00459002,0.00503575,0.00503661,0.00512367,0.00512452
ISS_039RF_FMOVIE001_VIMS,10892,1,2007-02-27T12:03:11,217.84,217.84,10.199195,0.0,103.440674,144.78502,76.43975463,1.40395589,0.0,0.00088708,0.00088439,0.00085319,0.00085406,0.00086061,0.00086148,0.00119936,0.00120023,0.00105734,0.00104224,0.00120675,0.0012258,0.00153125,0.00160827,0.00145728,0.00140876,0.00155573,0.00162131,0.0018487,0.00200058,0.00224413,0.00240679,0.00261901,0.00283122,0.00270586,0.0025805,0.00250667,0.00239548,0.00257881,0.00285337,0.00304795,0.00375644,0.00387705,0.00424326,0.0042406,0.00422733,0.00423512,0.00429832,0.00424211,0.00372923,0.0037301,0.0033275,0.00332837,0.00399153,0.0039924,0.0047527,0.0048717,0.00509014,0.00506946,0.00508295
ISS_039RF_FMOVIE001_VIMS,10893,1,2007-02-27T12:03:11,217.86,217.86,10.199048,0.0,103.44072,144.78636,76.43975463,1.47663441,0.0,0.00068428,0.00077166,0.00087363,0.00085357,0.00085211,0.00100961,0.00102788,0.00117963,0.00121822,0.0013631,0.00139997,0.00139688,0.00139605,0.00141004,0.00141965,0.00140547,0.0013963,0.00157939,0.00175746,0.00208743,0.0024174,0.00250721,0.00264149,0.00264156,0.00264122,0.00250099,0.00217263,0.00221669,0.00239035,0.00258384,0.00335523,0.00342966,0.00409259,0.00407709,0.00428139,0.00428225,0.00423712,0.00423799,0.00377241,0.00377327,0.00334745,0.00330091,0.00348409,0.00353053,0.00442186,0.00464535,0.00519731,0.00543436,0.00536184,0.00516401
ISS_039RF_FMOVIE001_VIMS,10894,1,2007-02-27T12:03:11,217.88,217.88,10.1989,0.0,103.44077,144.7877,76.43975463,1.73817546,0.0,0.00070818,0.00071131,0.00083017,0.00086652,0.00087936,0.000881,0.00099401,0.00104296,0.00115825,0.00123541,0.00133845,0.00140744,0.00140334,0.00139924,0.00150302,0.0016068,0.00161631,0.00163012,0.00177628,0.00212621,0.00226602,0.00238708,0.00243556,0.00262682,0.00258253,0.0024027,0.00238581,0.00222669,0.00230847,0.00303734,0.00303823,0.003775,0.00377589,0.00407637,0.00407726,0.00428878,0.00431307,0.00430959,0.00430939,0.00368326,0.0035274,0.00338814,0.00332896,0.00384892,0.00407226,0.00472858,0.00516643,0.00524303,0.00529439,0.0051709
ISS_039RF_FMOVIE001_VIMS,10895,1,2007-02-27T12:03:11,217.9,217.9,10.198753,0.0,103.44083,144.78906,76.43975463,1.6540258,0.0,0.00069837,0.00082822,0.00088436,0.00097649,0.00103819,0.00094637,0.00089221,0.00095628,0.00102036,0.00112328,0.00122619,0.00127928,0.00135847,0.00136569,0.00137609,0.00144763,0.00161343,0.00164518,0.00176959,0.00184291,0.00213359,0.00232058,0.00259353,0.00257317,0.00238299,0.00238385,0.00223488,0.00223574,0.00286122,0.00286208,0.003672,0.00376275,0.00402129,0.00408657,0.00404208,0.0040316,0.00408717,0.0044146,0.00400526,0.00381588,0.00338966,0.00310579,0.00353631,0.00382361,0.00459519,0.00536678,0.00554615,0.00581478,0.00554719,0.00514538
ISS_039RF_FMOVIE001_VIMS,10896,1,2007-02-27T12:03:11,217.92,217.92,10.198606,0.0,103.44086,144.79039,76.43975463,1.74815056,0.0,0.00063924,0.00069324,0.00078179,0.00087034,0.00087348,0.00087662,0.00094811,0.0010523,0.00111421,0.00122235,0.00127815,0.00140722,0.00140711,0.00140407,0.00140102,0.00138621,0.00138873,0.00140447,0.00146573,0.00201016,0.00201102,0.00241931,0.00242017,0.00264581,0.00261379,0.00240901,0.00238702,0.00241808,0.0024265,0.0031651,0.0033504,0.00367266,0.00381127,0.00399512,0.0040744,0.00419694,0.00427891,0.0041767,0.00410884,0.0036602,0.00326587,0.00336907,0.00352344,0.00395596,0.0046043,0.00482575,0.00534131,0.00526095,0.00507229,0.00507329
