Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean
ISS_039RF_FMOVIE001_VIMS,10108,1,2007-02-27T12:42:55,202.16,202.16,10.198804,0.0,103.722885,144.90674,76.43975463,1.31546774,0.0,0.00087786,0.00088658,0.00096573,0.00101879,0.00104719,0.0010664,0.00113993,0.00121345,0.00128494,0.00139175,0.0013772,0.00139697,0.00146727,0.00163013,0.00168146,0.00180007,0.00184435,0.00201885,0.00205772,0.0022106,0.00222999,0.00239762,0.00242251,0.00263959,0.00264045,0.00329987,0.003377,0.00334797,0.00332575,0.00293167,0.00288865,0.00322099,0.00330472,0.00392327,0.00407856,0.00389908,0.00382266,0.00381491,0.00381209,0.00399198,0.0041122,0.00434372,0.00454295,0.00466098,0.00485433,0.00452905,0.0040407,0.00382189,0.00349323,0.00351188
ISS_039RF_FMOVIE001_VIMS,10109,1,2007-02-27T12:42:55,202.18,202.18,10.198655,0.0,103.72292,144.90807,76.43975463,1.3164735,0.0,0.00071315,0.00079925,0.00088534,0.00097412,0.0010629,0.00106528,0.00106839,0.00114506,0.00125961,0.00130763,0.00141845,0.00145635,0.0015486,0.00146592,0.00166007,0.00167541,0.00180599,0.00184247,0.00216334,0.00216427,0.00248293,0.00248386,0.00240831,0.00240925,0.00307946,0.00315475,0.00326346,0.00329134,0.003021,0.00308662,0.00307201,0.00306628,0.00356736,0.00378264,0.00382351,0.00385107,0.00367553,0.00355882,0.00367485,0.00379089,0.00405844,0.004326,0.00440657,0.00452695,0.00449274,0.00430521,0.00407146,0.00352479,0.00354432,0.00361964
ISS_039RF_FMOVIE001_VIMS,10110,1,2007-02-27T12:42:55,202.2,202.2,10.198505,0.0,103.72298,144.90941,76.43975463,1.31106187,0.0,0.00088069,0.00087717,0.00088765,0.0009029,0.00095919,0.00108927,0.0010729,0.00103345,0.00107497,0.00123824,0.00125478,0.00139613,0.00141958,0.00162321,0.00161432,0.00163572,0.00163666,0.00201027,0.00201121,0.00239162,0.00243473,0.00221607,0.00219261,0.00271312,0.00284395,0.00319652,0.00328537,0.0031828,0.00313938,0.00313617,0.00303261,0.00328276,0.00355156,0.00382451,0.00409747,0.0038423,0.00358713,0.00357322,0.00355188,0.00387162,0.00435076,0.00434384,0.00432643,0.0043805,0.00459398,0.00443996,0.00381048,0.00377062,0.00349953,0.00353233
ISS_039RF_FMOVIE001_VIMS,10111,1,2007-02-27T12:42:55,202.22,202.22,10.198357,0.0,103.72301,144.91077,76.43975463,1.30037099,0.0,0.0008753,0.00092272,0.00105467,0.0010536,0.00104669,0.00104968,0.00105905,0.00107674,0.00122888,0.00122976,0.00139762,0.00139849,0.00138982,0.0013907,0.00157495,0.0015962,0.00178353,0.00179029,0.00210008,0.00217819,0.0023398,0.00238086,0.00240148,0.00241082,0.0028796,0.00308101,0.00332259,0.00348394,0.00317864,0.00287335,0.00310246,0.00333158,0.00341576,0.0035455,0.00373445,0.00401743,0.00381392,0.00333789,0.00348476,0.00382629,0.00397234,0.00455394,0.00455866,0.00459419,0.00455099,0.0041552,0.00415607,0.00351909,0.00352068,0.00352734
ISS_039RF_FMOVIE001_VIMS,10112,1,2007-02-27T12:42:55,202.24,202.24,10.198209,0.0,103.723045,144.9121,76.43975463,1.28077161,0.0,0.00072499,0.000859,0.00086451,0.00089147,0.00090743,0.00104446,0.00104529,0.00106854,0.00106937,0.00120133,0.00121673,0.00138348,0.00140275,0.00158348,0.00162928,0.00164267,0.00164664,0.0017625,0.00189798,0.00227125,0.00237684,0.00224247,0.00215317,0.00269595,0.00305808,0.00328567,0.00351325,0.00333263,0.00306128,0.00305707,0.00305035,0.00319777,0.00354065,0.00362974,0.00380357,0.00373182,0.00353013,0.00358204,0.00378716,0.00382019,0.00411073,0.00411156,0.0043355,0.00433633,0.00432453,0.00432536,0.00388807,0.00384022,0.00339699,0.00334848
ISS_039RF_FMOVIE001_VIMS,10113,1,2007-02-27T12:42:55,202.26,202.26,10.19806,0.0,103.723076,144.91345,76.43975463,1.27014773,0.0,0.00068743,0.00068827,0.00087015,0.00087098,0.00099671,0.00088077,0.00104412,0.00106302,0.00120282,0.0012384,0.00122656,0.00122423,0.00134901,0.00140296,0.00156131,0.00162965,0.00172801,0.00179386,0.00203592,0.00219757,0.00219202,0.00218648,0.00230378,0.0024793,0.00281643,0.00332171,0.00331638,0.00330284,0.0031776,0.00288427,0.0029679,0.00329994,0.00340811,0.00383828,0.00384448,0.00389358,0.00383913,0.00327918,0.00328002,0.00405115,0.00405199,0.00449891,0.00454932,0.00460172,0.00460829,0.0041906,0.00408681,0.00347885,0.00332749,0.00350316
ISS_039RF_FMOVIE001_VIMS,10114,1,2007-02-27T12:42:55,202.28,202.28,10.197912,0.0,103.723114,144.9148,76.43975463,1.26170208,0.0,0.00068175,0.000706,0.00070941,0.00095913,0.00102216,0.00104441,0.00104753,0.0010295,0.00102527,0.00116413,0.00122411,0.0013262,0.00139454,0.00153138,0.00162287,0.00161625,0.00160962,0.00178538,0.00204861,0.00218512,0.00238949,0.00233083,0.00228885,0.00259273,0.00307683,0.00312181,0.0032993,0.00321845,0.00289264,0.00291007,0.00306057,0.00313765,0.00382493,0.00382573,0.00398772,0.00398852,0.00355045,0.00350249,0.00380686,0.00384557,0.00439658,0.00453494,0.00452697,0.00452558,0.00425438,0.0041386,0.00369388,0.00350374,0.00353543,0.00355683
ISS_039RF_FMOVIE001_VIMS,10115,1,2007-02-27T12:42:55,202.3,202.3,10.197763,0.0,103.723175,144.91614,76.43975463,1.25819764,0.0,0.0008439,0.00088143,0.00087622,0.00087446,0.00087655,0.00087791,0.00098627,0.00105878,0.00115851,0.00120793,0.00122769,0.00124744,0.00133304,0.00141865,0.00149866,0.00161828,0.00172528,0.00197388,0.00205974,0.00225899,0.00225465,0.00223488,0.00231611,0.0026386,0.00271767,0.00332363,0.00329775,0.00305828,0.00305909,0.00288734,0.00288815,0.00350086,0.00356966,0.00398486,0.00403171,0.00384557,0.00379964,0.00376499,0.00375693,0.00397045,0.00403146,0.00444699,0.00462702,0.00471164,0.00476833,0.00429605,0.00382378,0.00359132,0.00335887,0.00343693
ISS_039RF_FMOVIE001_VIMS,10116,1,2007-02-27T12:42:55,202.32,202.32,10.197617,0.0,103.723206,144.91748,76.43975463,1.25877433,0.0,0.0008814,0.00100309,0.0010845,0.00106822,0.00105765,0.00104141,0.00102517,0.00104155,0.0010657,0.00113949,0.00124702,0.00130433,0.00144653,0.0015528,0.00179967,0.00180054,0.00180149,0.00188423,0.00221271,0.00221466,0.00222556,0.00224497,0.00241299,0.00241382,0.00287268,0.00287351,0.00312453,0.00311963,0.00303207,0.00302308,0.00325852,0.00331801,0.0037067,0.0038045,0.00382139,0.0038291,0.00362191,0.00353359,0.00369641,0.00380523,0.00416075,0.00451626,0.00467829,0.00478096,0.00449799,0.00407313,0.00387648,0.00358109,0.00357247,0.00355124
ISS_039RF_FMOVIE001_VIMS,10117,1,2007-02-27T12:42:55,202.34,202.34,10.197469,0.0,103.72324,144.91882,76.43975463,1.25907288,0.0,0.00088096,0.00087583,0.00088342,0.00089437,0.0009592,0.00105603,0.00110713,0.00122521,0.00127076,0.00137589,0.00138086,0.00139818,0.00140094,0.0013776,0.00141865,0.00178124,0.0017821,0.00201723,0.00201809,0.00219764,0.0021985,0.00222416,0.00222778,0.00281952,0.00288603,0.00325572,0.00334878,0.00314028,0.00310215,0.0031378,0.00315214,0.00353565,0.00379162,0.00395358,0.00406184,0.00378426,0.00350667,0.00363571,0.00376475,0.00409431,0.00458823,0.00458294,0.00457458,0.00455628,0.00426206,0.00411438,0.0035211,0.00348449,0.0033355,0.00336144
ISS_039RF_FMOVIE001_VIMS,10118,1,2007-02-27T12:42:55,202.36,202.36,10.197322,0.0,103.723274,144.92017,76.43975463,1.26056188,0.0,0.0010484,0.00099991,0.0008855,0.00088424,0.00088004,0.00095319,0.00124299,0.00124369,0.00124238,0.00124026,0.0012136,0.00121455,0.00161825,0.00161919,0.0017237,0.00180085,0.00183252,0.00183688,0.00211207,0.00214349,0.00219971,0.00221448,0.00257659,0.00266783,0.00298774,0.00312539,0.00325139,0.00333571,0.00321047,0.00312729,0.00329278,0.00350331,0.00380686,0.0041104,0.00390461,0.00359544,0.00350416,0.00336676,0.00357886,0.0040725,0.00417885,0.00460139,0.0046117,0.0046501,0.00459618,0.00404662,0.00379777,0.00359264,0.00359359,0.00360305
ISS_039RF_FMOVIE001_VIMS,10119,1,2007-02-27T12:42:55,202.38,202.38,10.197174,0.0,103.723305,144.92151,76.43975463,1.26099873,0.0,0.00087406,0.00086264,0.00086514,0.00088047,0.00089918,0.00106037,0.00106127,0.0010568,0.0010577,0.00122571,0.00122661,0.00124285,0.00124546,0.00139421,0.00141153,0.0015937,0.00164635,0.00191891,0.0020344,0.0021542,0.00220605,0.00233128,0.00241507,0.00280065,0.00305801,0.00318946,0.00332091,0.00308983,0.00285875,0.00294195,0.00306632,0.00328782,0.00382105,0.00381472,0.00379875,0.00370482,0.00332638,0.00342715,0.00382754,0.00390099,0.00455478,0.0045499,0.00449876,0.00449966,0.004105,0.0041059,0.0035823,0.00355005,0.00353246,0.00352712
ISS_039RF_FMOVIE001_VIMS,10120,1,2007-02-27T12:42:55,202.4,202.4,10.197027,0.0,103.72336,144.92287,76.43975463,1.31212176,0.0,0.00070352,0.00070452,0.00088512,0.00088767,0.00105799,0.00105899,0.00120583,0.00122304,0.00124293,0.00124865,0.00124259,0.00124183,0.00138817,0.00145146,0.00159767,0.0016609,0.00173863,0.00179077,0.00205147,0.00222404,0.00232398,0.00242393,0.00252881,0.00268564,0.0029405,0.00332229,0.00318659,0.00286861,0.00294233,0.00311301,0.00319706,0.00353025,0.00363055,0.00401156,0.00382951,0.00357461,0.00357561,0.00356183,0.00356284,0.00393012,0.00393112,0.00423047,0.00426462,0.00453605,0.00456709,0.00376256,0.00356218,0.00343078,0.00339868,0.00372262
ISS_039RF_FMOVIE001_VIMS,10121,1,2007-02-27T12:42:55,202.42,202.42,10.196881,0.0,103.72339,144.92421,76.43975463,1.24248468,0.0,0.00088293,0.00101656,0.00103219,0.00091729,0.00088389,0.00102799,0.00106779,0.00107631,0.00108046,0.00117122,0.00123202,0.00134398,0.00141892,0.00142146,0.001424,0.00152303,0.00162205,0.00171163,0.00184557,0.00197894,0.00218399,0.00225924,0.0024305,0.00255526,0.00305168,0.00306646,0.00312294,0.00309634,0.00284993,0.00290127,0.0033562,0.00335709,0.00381917,0.00382005,0.00402686,0.00396522,0.00333535,0.00329394,0.00369424,0.00379498,0.00440633,0.00455983,0.00459064,0.00460435,0.00427322,0.00413181,0.00353419,0.00313607,0.00328371,0.00338243
ISS_039RF_FMOVIE001_VIMS,10122,1,2007-02-27T12:42:55,202.44,202.44,10.196734,0.0,103.723434,144.92555,76.43975463,1.2398394,0.0,0.0008428,0.00089577,0.00089571,0.00089614,0.00088438,0.0008768,0.00099621,0.00108649,0.00116232,0.00123815,0.00131035,0.00138255,0.00139933,0.00142411,0.00148884,0.00163884,0.0017002,0.00184231,0.00190981,0.00217742,0.00218535,0.00221465,0.00231332,0.00285605,0.00290473,0.00333653,0.00333732,0.00309701,0.00309781,0.0031053,0.00310684,0.00355433,0.00360476,0.00400696,0.00410811,0.00366675,0.00355701,0.00356507,0.00355092,0.00410326,0.00434043,0.00446863,0.00455437,0.00445424,0.00435411,0.0040925,0.0038309,0.00355468,0.00313996,0.00328216
ISS_039RF_FMOVIE001_VIMS,10123,1,2007-02-27T12:42:55,202.46,202.46,10.1965885,0.0,103.72345,144.92691,76.43975463,1.23537453,0.0,0.00087471,0.00087509,0.00087548,0.00087607,0.00087666,0.00087765,0.00087871,0.00101107,0.00121323,0.00122188,0.00122685,0.00128143,0.00140769,0.00145068,0.00162018,0.00164207,0.00183251,0.00185215,0.00202228,0.00202311,0.00220781,0.00220863,0.00240685,0.00240767,0.0032095,0.00329932,0.00292342,0.00288239,0.00286279,0.0028585,0.00331634,0.00351302,0.00389324,0.00405666,0.00377304,0.00358424,0.00340975,0.0032937,0.00351454,0.00396106,0.00438035,0.00457397,0.00448984,0.00436323,0.00420193,0.00382447,0.00372745,0.00349997,0.0034756,0.00337566
ISS_039RF_FMOVIE001_VIMS,10124,1,2007-02-27T12:42:55,202.48,202.48,10.196444,0.0,103.72349,144.92825,76.43975463,1.22344114,0.0,0.00076376,0.00086235,0.00092105,0.0010569,0.00105911,0.00106312,0.0010624,0.00105698,0.00109225,0.00123083,0.00123493,0.0012357,0.00125453,0.00141722,0.00141806,0.00160056,0.00160141,0.00179347,0.00181556,0.00199271,0.00201314,0.00216023,0.00219764,0.0027142,0.00284397,0.00315817,0.00310893,0.00294614,0.00287685,0.00302886,0.00313048,0.00345025,0.00377003,0.00378136,0.00379269,0.00370959,0.00358453,0.00368104,0.00382539,0.00395552,0.00425803,0.00445612,0.00453805,0.00445309,0.00411073,0.00402999,0.00329667,0.00332225,0.00354577,0.00354661
ISS_039RF_FMOVIE001_VIMS,10125,1,2007-02-27T12:42:55,202.5,202.5,10.196297,0.0,103.72353,144.9296,76.43975463,1.2602084,0.0,0.00081401,0.00088399,0.00116268,0.0011606,0.00113862,0.00114178,0.00116699,0.0011674,0.00134463,0.00134504,0.00134639,0.0013468,0.00149495,0.00149734,0.00170704,0.0017307,0.00188923,0.00192917,0.00217505,0.00228065,0.00231475,0.00232959,0.00254907,0.00269552,0.00313683,0.00343117,0.00331149,0.00318643,0.00315187,0.00313887,0.00336692,0.0037088,0.00377501,0.00392896,0.00384209,0.00363885,0.00364532,0.00367,0.00377363,0.00418695,0.00423664,0.00468064,0.00467802,0.00451051,0.00445066,0.00364961,0.00365002,0.00341166,0.00338553,0.00363431
ISS_039RF_FMOVIE001_VIMS,10126,1,2007-02-27T12:42:55,202.52,202.52,10.196152,0.0,103.723564,144.93094,76.43975463,1.27208403,0.0,0.00081352,0.00098363,0.00098407,0.00097048,0.00097092,0.00114846,0.00116858,0.00129413,0.00130847,0.00133595,0.00134314,0.00148691,0.00152318,0.00149597,0.00164709,0.00182425,0.00189607,0.0021283,0.00228327,0.00228534,0.00228741,0.00239234,0.00249726,0.00267812,0.00294918,0.00313421,0.00341153,0.00328076,0.00297504,0.00304638,0.00333396,0.00344291,0.00387739,0.00387994,0.00389934,0.00386835,0.00358587,0.00358631,0.00393398,0.00393442,0.00437505,0.00437548,0.00465865,0.0046905,0.00433387,0.00438796,0.00378304,0.00362816,0.00363793,0.00364237
ISS_039RF_FMOVIE001_VIMS,10127,1,2007-02-27T12:42:55,202.54,202.54,10.196007,0.0,103.723595,144.9323,76.43975463,1.27112124,0.0,0.00089691,0.00090584,0.00104157,0.00107634,0.00107891,0.00108038,0.00108238,0.00108387,0.00121382,0.00127015,0.00137044,0.00143767,0.00155665,0.00167562,0.00174776,0.0018199,0.00191622,0.00206714,0.002136,0.00223873,0.0022575,0.00229981,0.00243199,0.00273893,0.00284519,0.00326689,0.00323125,0.00290161,0.00292324,0.0031091,0.00311021,0.00372901,0.00356017,0.00383928,0.00384039,0.00358367,0.00355613,0.0035464,0.00354631,0.00416227,0.0043171,0.00457253,0.00468264,0.00448475,0.00440058,0.00391569,0.00357406,0.00354291,0.00363495,0.00374988
ISS_039RF_FMOVIE001_VIMS,10128,1,2007-02-27T12:42:55,202.56,202.56,10.195862,0.0,103.723625,144.93361,76.43975463,1.26250219,0.0,0.00072971,0.00085448,0.00091122,0.00101245,0.00107331,0.00117117,0.00123679,0.00124883,0.00126086,0.00125158,0.00123709,0.00131586,0.00143344,0.00150217,0.00166102,0.00170723,0.00181354,0.00185583,0.00205985,0.0020976,0.00222823,0.00227056,0.00264254,0.00264367,0.00334663,0.00334775,0.00311911,0.00312023,0.00295599,0.00293875,0.00336298,0.00341112,0.00377714,0.00399792,0.00369913,0.00359316,0.00345937,0.00340267,0.00397333,0.00435414,0.00452144,0.00463335,0.00450775,0.00438215,0.00413802,0.00389389,0.00375321,0.00354164,0.00356419,0.00358042
ISS_039RF_FMOVIE001_VIMS,10129,1,2007-02-27T12:42:55,202.58,202.58,10.195717,0.0,103.723656,144.93498,76.43975463,1.25552863,0.0,0.0007943,0.00087922,0.00087782,0.00087642,0.00094951,0.00105968,0.001116,0.00124596,0.00124893,0.0012544,0.00129453,0.00145178,0.00145095,0.00144436,0.00146772,0.00166933,0.00170508,0.0020182,0.00201929,0.00217159,0.00206872,0.00240329,0.00244143,0.00288043,0.00293017,0.00305867,0.00309161,0.00294476,0.00290885,0.00304473,0.00310358,0.0035959,0.0038075,0.00380391,0.00380188,0.00359649,0.00338136,0.00362713,0.00387291,0.00402436,0.004251,0.00437826,0.00456861,0.00435542,0.00385655,0.00378196,0.00360648,0.0035916,0.00352886,0.0035649
ISS_039RF_FMOVIE001_VIMS,10130,1,2007-02-27T12:42:55,202.6,202.6,10.195573,0.0,103.72369,144.93633,76.43975463,1.24874396,0.0,0.00088247,0.00087333,0.00085081,0.00085793,0.00088372,0.00091737,0.00104658,0.00105889,0.00121909,0.0012188,0.00120896,0.00120985,0.00140432,0.00140521,0.00157654,0.00157744,0.00179087,0.00181538,0.00211353,0.00218874,0.00219049,0.00219509,0.00253081,0.00266178,0.00297222,0.00310578,0.00296473,0.002871,0.00286789,0.00286477,0.00322434,0.00358391,0.00369485,0.00386081,0.00371063,0.00348492,0.00356151,0.00358159,0.0037634,0.00427829,0.0042773,0.00427065,0.00427516,0.00430852,0.00423341,0.00355022,0.00355112,0.00332574,0.00332664,0.00351905
ISS_039RF_FMOVIE001_VIMS,10131,1,2007-02-27T12:42:55,202.62,202.62,10.195429,0.0,103.7237,144.93767,76.43975463,1.24078251,0.0,0.00073846,0.00087177,0.00085737,0.0007208,0.00072168,0.00105211,0.00105298,0.00104959,0.00105157,0.00105886,0.00106027,0.00135749,0.00143245,0.00144044,0.00144309,0.00166335,0.00175825,0.00196064,0.00204787,0.00214444,0.00220912,0.00236242,0.00246491,0.00276202,0.00302939,0.00307112,0.00313327,0.00301977,0.00284907,0.00298894,0.00331412,0.00346092,0.00380229,0.00379459,0.00376119,0.00366648,0.00328501,0.00334361,0.00386404,0.00404604,0.00425106,0.00425193,0.00428513,0.004286,0.00384282,0.00379435,0.00338943,0.00334521,0.00352464,0.00357015
ISS_039RF_FMOVIE001_VIMS,10132,1,2007-02-27T12:42:55,202.64,202.64,10.195285,0.0,103.72375,144.93901,76.43975463,1.24125363,0.0,0.00073519,0.00073598,0.00086953,0.00088507,0.00089891,0.00090296,0.0010304,0.00106285,0.00106772,0.00107025,0.00118855,0.00123729,0.00134307,0.00141385,0.00153539,0.00161668,0.00172869,0.0018407,0.0019824,0.00219455,0.0022184,0.00225377,0.00244203,0.00288027,0.00292494,0.0030555,0.00303718,0.00279726,0.00285047,0.00306097,0.0031392,0.00383696,0.00383774,0.0038174,0.00381819,0.00354833,0.00354912,0.00380595,0.00383518,0.00405995,0.00414287,0.00447276,0.00449857,0.00418784,0.00411075,0.00357167,0.00334108,0.00348733,0.0035851,0.00355863
ISS_039RF_FMOVIE001_VIMS,10133,1,2007-02-27T12:42:55,202.66,202.66,10.195141,0.0,103.72376,144.94035,76.43975463,1.26390776,0.0,0.00081747,0.00081904,0.00081995,0.00093341,0.00098227,0.00109578,0.00117159,0.00116209,0.00115589,0.00123597,0.00131606,0.00131917,0.0014368,0.0015951,0.00171918,0.00177146,0.00189292,0.00196448,0.00213091,0.00215989,0.00227455,0.00232638,0.00253245,0.00259507,0.00315535,0.00315576,0.00313931,0.00304114,0.00299439,0.0029948,0.00357848,0.0036437,0.00362423,0.00362244,0.00362071,0.00362059,0.00350806,0.00346007,0.00397322,0.00419338,0.00447803,0.00466793,0.00441091,0.00421062,0.0039282,0.00364579,0.00363491,0.00362404,0.00373291,0.00389602
ISS_039RF_FMOVIE001_VIMS,10134,1,2007-02-27T12:42:55,202.68,202.68,10.194997,0.0,103.72379,144.9417,76.43975463,1.29628402,0.0,0.00093585,0.00103211,0.00101731,0.00100251,0.00107242,0.00117701,0.00117415,0.00116959,0.00121918,0.0013342,0.00139142,0.00152425,0.00152842,0.00154351,0.00172731,0.00194214,0.00196316,0.00214818,0.00214871,0.00230659,0.00230712,0.00252121,0.00252173,0.00287226,0.00291168,0.00319435,0.00322623,0.00306039,0.00301932,0.0032875,0.00343255,0.00381673,0.00398168,0.00392979,0.00389537,0.00372227,0.00360704,0.00389332,0.00417961,0.00431432,0.00444903,0.00453075,0.00465306,0.00444565,0.00392391,0.00381341,0.00364136,0.00369409,0.00390342,0.0039193
ISS_039RF_FMOVIE001_VIMS,10135,1,2007-02-27T12:42:55,202.7,202.7,10.194854,0.0,103.72382,144.94304,76.43975463,1.3306161,0.0,0.00100333,0.0008901,0.00101168,0.00101087,0.00100814,0.00104175,0.00117435,0.00117371,0.00116304,0.00118331,0.00136091,0.00136152,0.00148867,0.00148928,0.00171085,0.00171146,0.00188183,0.00190131,0.00212169,0.00217724,0.00227925,0.00230522,0.00263945,0.00278304,0.0030854,0.00321533,0.00306098,0.00295829,0.00311174,0.00321426,0.00356814,0.00392582,0.00402272,0.00416633,0.00399066,0.00372685,0.00373095,0.00373971,0.0040143,0.00465418,0.00470599,0.00491138,0.00481524,0.00442881,0.00435678,0.00370358,0.00380031,0.0037149,0.00371552,0.00389858
ISS_039RF_FMOVIE001_VIMS,10136,1,2007-02-27T12:42:55,202.72,202.72,10.194711,0.0,103.72386,144.9444,76.43975463,1.31361346,0.0,0.00095477,0.00093178,0.0009511,0.00111889,0.00111965,0.00112733,0.00112808,0.0012793,0.00128005,0.00142592,0.0014428,0.00146207,0.00146745,0.00167517,0.00172767,0.00182713,0.00187019,0.00189653,0.00210017,0.00219812,0.00226367,0.00250246,0.00274126,0.00294919,0.00315711,0.0031684,0.00318494,0.00309712,0.002965,0.0031444,0.00356198,0.00368436,0.00396889,0.00381715,0.00357801,0.00357877,0.00357959,0.00363327,0.00411042,0.00411117,0.00467012,0.00467088,0.00432407,0.00432482,0.00390553,0.00385961,0.00348479,0.00344382,0.00382006,0.00389955
ISS_039RF_FMOVIE001_VIMS,10137,1,2007-02-27T12:42:55,202.74,202.74,10.194568,0.0,103.72388,144.94572,76.43975463,1.31751925,0.0,0.00088634,0.00090297,0.00075836,0.00074319,0.00087009,0.00090198,0.00104209,0.00107788,0.00117909,0.00122304,0.00123463,0.0012427,0.00147747,0.00163432,0.00163493,0.00163554,0.00175142,0.0018673,0.00202705,0.00224286,0.00220553,0.0024635,0.00259841,0.00291184,0.00295362,0.0031177,0.00307635,0.0029079,0.00292702,0.00309099,0.00319122,0.00408523,0.00408624,0.00380342,0.00382858,0.0035646,0.00356561,0.00381864,0.00384766,0.00422943,0.00432564,0.00453532,0.0045885,0.00423315,0.00408144,0.00373048,0.00358065,0.00344505,0.00335499,0.00351165
ISS_039RF_FMOVIE001_VIMS,10138,1,2007-02-27T12:42:55,202.76,202.76,10.194425,0.0,103.7239,144.94708,76.43975463,1.33066714,0.0,0.0007279,0.00085337,0.00090779,0.00090323,0.00090056,0.0010085,0.00107402,0.00108348,0.00110882,0.00118966,0.00127051,0.00132502,0.00140622,0.00141523,0.00143477,0.0015458,0.00180339,0.00184942,0.00203019,0.00207525,0.00225217,0.00226246,0.00269365,0.00273747,0.00312293,0.00312404,0.00284454,0.00284565,0.00288357,0.00288877,0.00350924,0.00357917,0.0038336,0.00389804,0.00346599,0.00335881,0.00349757,0.00351516,0.00400008,0.00432374,0.00460248,0.00478868,0.00445089,0.0041131,0.00386408,0.00361506,0.00359159,0.00355583,0.00367843,0.00386179
ISS_039RF_FMOVIE001_VIMS,10139,1,2007-02-27T12:42:55,202.78,202.78,10.194283,0.0,103.72393,144.94843,76.43975463,1.33713006,0.0,0.00075025,0.00089376,0.00090355,0.00091771,0.00097711,0.00106566,0.0010632,0.00105602,0.00112573,0.00127602,0.00126768,0.00123108,0.00125452,0.00145675,0.00147381,0.00161867,0.00161975,0.00203765,0.00203873,0.00220658,0.00220766,0.0022241,0.00222689,0.00292162,0.00287022,0.0028534,0.00285002,0.00286909,0.00287789,0.00333654,0.00353372,0.003737,0.00387288,0.00371244,0.00360584,0.00345573,0.00330562,0.00372135,0.0041469,0.00433447,0.00460058,0.00453069,0.00436617,0.00422227,0.00388506,0.00381936,0.00355331,0.0036161,0.00386399,0.00386299
ISS_039RF_FMOVIE001_VIMS,10140,1,2007-02-27T12:42:55,202.8,202.8,10.19414,0.0,103.72396,144.94977,76.43975463,1.33027125,0.0,0.00076852,0.00080407,0.00094408,0.0009442,0.00094247,0.00094439,0.00095579,0.00097207,0.00111267,0.0011134,0.00137037,0.00127254,0.00143292,0.00145139,0.00165076,0.00167356,0.00183351,0.00187405,0.0020193,0.00205616,0.00218645,0.0022427,0.00256995,0.00271062,0.00296989,0.00314062,0.00295282,0.0027666,0.00292949,0.00309238,0.00342547,0.00392475,0.00389193,0.00384233,0.00369669,0.00335589,0.00343915,0.00363244,0.00382351,0.00458559,0.0045771,0.00465519,0.00460713,0.00416875,0.00416948,0.00355835,0.00355908,0.00357009,0.00357082,0.00377045
ISS_039RF_FMOVIE001_VIMS,10141,1,2007-02-27T12:36:15,202.82,202.82,10.214612,0.0,103.66888,144.75514,76.43975463,1.34994486,0.0,0.00085553,0.00084991,0.00084694,0.00095018,0.00101907,0.00102596,0.00103062,0.00109968,0.00116873,0.00125326,0.00137996,0.00137479,0.00136694,0.00142726,0.00156773,0.00163768,0.00180064,0.00182977,0.00194573,0.00199104,0.0021717,0.00219647,0.00238583,0.00244125,0.00301046,0.00301066,0.00304933,0.00304953,0.00281931,0.00281951,0.00320767,0.00325098,0.00386921,0.00393808,0.00360239,0.00351862,0.00327623,0.00321578,0.00376798,0.00400475,0.0044432,0.00473557,0.00460385,0.00447932,0.00419056,0.00390179,0.00372063,0.00353948,0.0036471,0.00380845
