Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139250 Mean,Normal EW139255 Mean,Normal EW139260 Mean,Normal EW139265 Mean,Normal EW139270 Mean,Normal EW139275 Mean,Normal EW139280 Mean,Normal EW139285 Mean,Normal EW139290 Mean,Normal EW139295 Mean,Normal EW139300 Mean,Normal EW139305 Mean,Normal EW139310 Mean,Normal EW139315 Mean,Normal EW139320 Mean,Normal EW139325 Mean,Normal EW139330 Mean,Normal EW139335 Mean,Normal EW139340 Mean,Normal EW139345 Mean,Normal EW139350 Mean,Normal EW139355 Mean,Normal EW139360 Mean,Normal EW139365 Mean,Normal EW139370 Mean,Normal EW139375 Mean,Normal EW139380 Mean,Normal EW139385 Mean,Normal EW139390 Mean,Normal EW139395 Mean,Normal EW139400 Mean,Normal EW139405 Mean,Normal EW139410 Mean,Normal EW139415 Mean,Normal EW139420 Mean,Normal EW139425 Mean,Normal EW139430 Mean,Normal EW139435 Mean,Normal EW139440 Mean,Normal EW139445 Mean,Normal EW139450 Mean,Normal EW139455 Mean,Normal EW139460 Mean,Normal EW139465 Mean,Normal EW139470 Mean,Normal EW139475 Mean,Normal EW139480 Mean,Normal EW139485 Mean,Normal EW139490 Mean,Normal EW139495 Mean,Normal EW139500 Mean,Normal EW139505 Mean,Normal EW139510 Mean,Normal EW139515 Mean,Normal EW139520 Mean,Normal EW139525 Mean,Normal EW139530 Mean,Normal EW139535 Mean,Normal EW139540 Mean,Normal EW139545 Mean,Normal EW139550 Mean,Normal EW139555 Mean,Normal EW139560 Mean,Normal EW139565 Mean,Normal EW139570 Mean,Normal EW139575 Mean,Normal EW139580 Mean,Normal EW139585 Mean,Normal EW139590 Mean,Normal EW139595 Mean,Normal EW139600 Mean,Normal EW139605 Mean,Normal EW139610 Mean,Normal EW139615 Mean,Normal EW139620 Mean,Normal EW139625 Mean,Normal EW139630 Mean,Normal EW139635 Mean,Normal EW139640 Mean,Normal EW139645 Mean,Normal EW139650 Mean,Normal EW139655 Mean,Normal EW139660 Mean,Normal EW139665 Mean,Normal EW139670 Mean,Normal EW139675 Mean,Normal EW139680 Mean,Normal EW139685 Mean,Normal EW139690 Mean,Normal EW139695 Mean,Normal EW139700 Mean,Normal EW139705 Mean,Normal EW139710 Mean,Normal EW139715 Mean,Normal EW139720 Mean,Normal EW139725 Mean,Normal EW139730 Mean,Normal EW139735 Mean,Normal EW139740 Mean,Normal EW139745 Mean,Normal EW139750 Mean,Normal EW139755 Mean,Normal EW139760 Mean,Normal EW139765 Mean,Normal EW139770 Mean,Normal EW139775 Mean,Normal EW139780 Mean,Normal EW139785 Mean,Normal EW139790 Mean,Normal EW139795 Mean,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean,Normal EW140150 Mean,Normal EW140155 Mean,Normal EW140160 Mean,Normal EW140165 Mean,Normal EW140170 Mean,Normal EW140175 Mean,Normal EW140180 Mean,Normal EW140185 Mean,Normal EW140190 Mean,Normal EW140195 Mean,Normal EW140200 Mean,Normal EW140205 Mean,Normal EW140210 Mean,Normal EW140215 Mean,Normal EW140220 Mean,Normal EW140225 Mean,Normal EW140230 Mean,Normal EW140235 Mean,Normal EW140240 Mean,Normal EW140245 Mean,Normal EW140250 Mean,Normal EW140255 Mean,Normal EW140260 Mean,Normal EW140265 Mean,Normal EW140270 Mean,Normal EW140275 Mean,Normal EW140280 Mean,Normal EW140285 Mean,Normal EW140290 Mean,Normal EW140295 Mean,Normal EW140300 Mean,Normal EW140305 Mean,Normal EW140310 Mean,Normal EW140315 Mean,Normal EW140320 Mean,Normal EW140325 Mean,Normal EW140330 Mean,Normal EW140335 Mean,Normal EW140340 Mean,Normal EW140345 Mean,Normal EW140350 Mean,Normal EW140355 Mean,Normal EW140360 Mean,Normal EW140365 Mean,Normal EW140370 Mean,Normal EW140375 Mean,Normal EW140380 Mean,Normal EW140385 Mean,Normal EW140390 Mean,Normal EW140395 Mean,Normal EW140400 Mean,Normal EW140405 Mean,Normal EW140410 Mean,Normal EW140415 Mean,Normal EW140420 Mean,Normal EW140425 Mean,Normal EW140430 Mean,Normal EW140435 Mean,Normal EW140440 Mean,Normal EW140445 Mean,Normal EW140450 Mean,Normal EW140455 Mean,Normal EW140460 Mean,Normal EW140465 Mean,Normal EW140470 Mean,Normal EW140475 Mean,Normal EW140480 Mean,Normal EW140485 Mean,Normal EW140490 Mean,Normal EW140495 Mean,Normal EW140500 Mean,Normal EW140505 Mean,Normal EW140510 Mean,Normal EW140515 Mean,Normal EW140520 Mean,Normal EW140525 Mean,Normal EW140530 Mean,Normal EW140535 Mean,Normal EW140540 Mean,Normal EW140545 Mean,Normal EW140550 Mean,Normal EW140555 Mean,Normal EW140560 Mean,Normal EW140565 Mean,Normal EW140570 Mean,Normal EW140575 Mean,Normal EW140580 Mean,Normal EW140585 Mean,Normal EW140590 Mean,Normal EW140595 Mean,Normal EW140600 Mean,Normal EW140605 Mean,Normal EW140610 Mean,Normal EW140615 Mean,Normal EW140620 Mean,Normal EW140625 Mean,Normal EW140630 Mean,Normal EW140635 Mean,Normal EW140640 Mean,Normal EW140645 Mean,Normal EW140650 Mean,Normal EW140655 Mean,Normal EW140660 Mean,Normal EW140665 Mean,Normal EW140670 Mean,Normal EW140675 Mean,Normal EW140680 Mean,Normal EW140685 Mean,Normal EW140690 Mean,Normal EW140695 Mean,Normal EW140700 Mean
ISS_092RF_FMOVIE003_PRIME,13700,1,2008-11-07T04:04:47,274.0,274.0,5.986034,0.0,49.860264,133.89706,85.7276404,0.46526021,0.0,-5.4e-06,-0.00011308,-0.00011411,-0.00011277,-0.00011297,-5.081e-05,1.278e-05,-0.00010755,4.472e-05,-8.161e-05,-0.00011349,-6.456e-05,3.392e-05,-0.00011185,2.38e-05,-6.558e-05,-0.00010794,-0.00010564,-0.00010538,4.726e-05,-7.24e-05,-8.78e-06,-8.94e-06,-7.157e-05,4.874e-05,-8.781e-05,-0.00010285,-2.443e-05,5.093e-05,1.376e-05,5.087e-05,4.646e-05,-4.281e-05,-4.207e-05,1.799e-05,1.754e-05,-0.00010074,2.084e-05,-2.464e-05,-5.487e-05,2.184e-05,5.717e-05,5.508e-05,--,0.00011649,0.00012011,0.00011906,0.00011287,6.104e-05,2.01e-06,0.00013002,0.0001216,0.00011418,0.00011639,0.00012022,0.00012106,0.00011669,0.0001226,0.00012347,0.00012838,0.00012695,0.00012715,0.00011882,0.00012188,0.00012403,0.00018947,0.00026897,0.00012751,0.00026819,0.00028941,0.00027568,0.00027596,0.00027782,0.00027589,0.00027845,0.00028058,0.00036177,0.00044252,0.00028097,0.00028985,0.00016369,0.00025497,0.00035014,0.0004741,0.00028676,0.00045869,0.00049022,0.00041704,0.00028326,0.00027923,0.00048033,0.00050287,0.0005029,0.00041741,0.00030806,0.000493,0.00049759,0.00057459,0.00048896,0.00049344,0.00048443,0.00051042,0.00049509,0.00059399,0.00064303,0.00065248,0.00065309,0.00065686,0.00064724,0.00065277,0.00071828,0.00086581,0.00084564,0.00084269,0.00098342,0.00099312,0.0008625,0.00084592,0.00106329,0.00106441,0.00115821,0.001282,0.0014123,0.00123784,0.00159882,0.00162966,0.00162806,0.00162136,0.00159429,0.00163067,0.00164141,0.00158845,0.00152217,0.0014826,0.00163402,0.00143241,0.00140025,0.00141402,0.00142548,0.00140117,0.00141795,0.00143797,0.00155537,0.00172283,0.00197829,0.00252608,0.00285359,0.00317679,0.00338884,0.00353224,0.00354021,0.00358202,0.00372596,0.00376131,0.00362082,0.00349173,0.00352569,0.00324044,0.00302315,0.00297948,0.00291022,0.0027919,0.00274184,0.00253557,0.00254392,0.00265474,0.00276883,0.00278574,0.00279271,0.00279293,0.00289468,0.00296791,0.00298467,0.00304226,0.00301239,0.00326172,0.00327871,0.00349365,0.004094,0.00461084,0.0051428,0.00525229,0.00544545,0.00576801,0.00603519,0.00734788,0.00899254,0.01182047,0.01595625,0.02050819,0.02743858,0.02636058,0.01629513,0.00911986,0.00508567,0.00328334,0.00232714,0.00195032,0.00173322,0.00166762,0.00167752,0.00161912,0.0018544,0.00216795,0.00241559,0.00268283,0.00311103,0.00385039,0.00430156,0.00419446,0.00406701,0.00400269,0.0037167,0.00380967,0.004215,0.00474694,0.00499838,0.00481775,0.0037459,0.00295472,0.0024485,0.0021927,0.00202412,0.00184394,0.00185289,0.0018411,0.00171128,0.0015591,0.00145671,0.0014176,0.0014229,0.00127703,0.00115076,0.00108886,0.00107062,0.00087261,0.0007,0.00080209,0.00081255,0.00070102,0.00068081,0.00063289,0.00056967,0.00054345,0.00047918,0.00034831,0.00051051,0.00033583,0.00032768,0.00024877,0.00017464,0.00017812,8.781e-05,0.0001541,0.00018205,0.00011789,2.595e-05,2.576e-05,3.241e-05,3.2e-05,3.107e-05,3.206e-05,3.492e-05,3.606e-05,-9.242e-05,-2.902e-05,3.517e-05,3.62e-06,-0.00012318,-0.00012159,-0.00012767,-5.018e-05,-1.678e-05,-0.00010777,-4.722e-05,-0.00012317,-0.00012216,-0.0001208,-0.00012008,-0.00012296,3.242e-05,3.403e-05,-5.716e-05,-0.00012056,-0.00012317,-3.969e-05,4.081e-05,4.064e-05,-3.66e-05,-0.0001134,-0.00011304
ISS_092RF_FMOVIE003_PRIME,13701,1,2008-11-07T04:04:47,274.02,274.02,5.98662,0.0,49.85828,133.89511,85.7276404,0.46558871,0.0,-9.351e-05,-9.358e-05,-9.412e-05,-9.278e-05,-9.024e-05,-9.112e-05,-8.907e-05,-8.64e-05,-8.821e-05,-9.025e-05,-9.004e-05,-8.975e-05,-9.053e-05,-9.079e-05,-8.843e-05,-8.519e-05,-8.406e-05,1.931e-05,-8.239e-05,-8.165e-05,-8.228e-05,-8.439e-05,-8.328e-05,-8.144e-05,-8.138e-05,-8.03e-05,-8.001e-05,-8.521e-05,-8.87e-05,-8.039e-05,9.01e-06,7.74e-06,-8.094e-05,-7.887e-05,4.596e-05,-3.098e-05,-7.641e-05,-7.594e-05,-6.201e-05,4.429e-05,-7.495e-05,-7.347e-05,-7.475e-05,--,8.836e-05,8.552e-05,8.756e-05,9.708e-05,9.64e-05,9.776e-05,9.671e-05,9.498e-05,9.613e-05,0.00010183,9.489e-05,0.00010015,9.936e-05,9.805e-05,9.972e-05,0.00010004,9.215e-05,-0.00030879,-0.00018985,0.00010064,0.00010279,0.00010942,0.00023526,0.00014657,0.00016559,0.00025684,0.00024935,0.00025933,0.00026365,0.00016918,0.00018098,0.00025694,0.00027136,0.00024911,0.00025546,0.00025615,0.00040174,0.00025435,0.00025512,0.0004256,0.00034772,0.00026476,0.00026219,0.00025693,0.00026499,0.00040635,0.00036988,0.00046796,0.00043706,0.00026535,0.00045054,0.00047428,0.00047298,0.00046842,0.00047034,0.00064636,0.00062322,0.00062899,0.00049374,0.00050321,0.00062022,0.00062885,0.00063133,0.0007154,0.00083623,0.00082442,0.00083227,0.00066454,0.00074648,0.00083717,0.00084407,0.00084446,0.00084212,0.0008466,0.00087969,0.00093756,0.00116465,0.00105681,0.0013321,0.00141008,0.00148968,0.00162489,0.00163967,0.00161034,0.00162718,0.00158376,0.00144814,0.00154884,0.00139464,0.00141757,0.00141961,0.00134081,0.00122019,0.00122566,0.00140073,0.00125835,0.00133084,0.00149113,0.00163005,0.00181225,0.0020076,0.00253447,0.00288063,0.00308407,0.00326226,0.00349925,0.00350706,0.00354081,0.00366166,0.00352696,0.0035383,0.00376268,0.00359507,0.00338278,0.0031573,0.00291938,0.00275448,0.00277237,0.00261793,0.00250713,0.00250983,0.00250479,0.00272,0.00289913,0.00284296,0.00280318,0.00295959,0.002971,0.00295897,0.00317399,0.00322802,0.00325943,0.00328637,0.00377332,0.00438521,0.00474029,0.00501616,0.00526222,0.00542751,0.00575603,0.00616983,0.0070602,0.00866113,0.01119977,0.01519273,0.02166439,0.02694518,0.02610788,0.0182252,0.00922061,0.00460105,0.00319025,0.00243473,0.0019874,0.00184441,0.0016793,0.00162762,0.00164957,0.00176372,0.0019629,0.00231257,0.0029396,0.00340366,0.00381947,0.00405202,0.0041218,0.00407647,0.00409339,0.00406245,0.00406321,0.00429651,0.00492199,0.00546568,0.00471831,0.00369706,0.0030387,0.00266632,0.00230625,0.00206956,0.0019688,0.00205999,0.0019278,0.0016434,0.00165095,0.00165625,0.00149366,0.0014299,0.00140157,0.00125145,0.001236,0.00111214,0.00096919,0.00089165,0.00089531,0.00088653,0.00072596,0.00069082,0.00068663,0.0006457,0.00054269,0.0005414,0.00050262,0.00034064,0.00033794,0.00033663,0.00034291,0.00019525,0.00018894,0.00026282,0.00029533,0.00018807,0.00019072,0.00017446,3.871e-05,4.109e-05,4.277e-05,3.942e-05,3.884e-05,4.085e-05,4.074e-05,4.154e-05,4.489e-05,4.71e-05,4.648e-05,4.44e-05,-3.21e-05,-6.209e-05,5.046e-05,4.631e-05,4.397e-05,-4.783e-05,-4.552e-05,4.874e-05,4.899e-05,4.722e-05,-0.00010615,-0.00010374,-5.726e-05,3.462e-05,-0.0001086,-4.07e-05,-0.00010071,-9.945e-05,-6.755e-05,5.214e-05,-9.994e-05,-6.868e-05
ISS_092RF_FMOVIE003_PRIME,13702,1,2008-11-07T04:04:47,274.04,274.04,5.987208,0.0,49.856285,133.89316,85.7276404,0.47101532,0.0,-6.55e-05,-6.509e-05,-6.206e-05,-6.335e-05,-6.285e-05,-1.532e-05,3.202e-05,-5.677e-05,-5.382e-05,-5.837e-05,6.585e-05,-2.521e-05,-5.679e-05,-5.795e-05,-5.253e-05,-5.067e-05,-4.971e-05,-4.778e-05,-4.676e-05,-4.873e-05,-4.944e-05,-4.588e-05,-4.567e-05,-4.67e-05,-4.756e-05,-4.671e-05,-4.599e-05,-1.84e-05,2.775e-05,2.08e-06,8.839e-05,-3.894e-05,-4.488e-05,-4.312e-05,1.799e-05,7.841e-05,-3.893e-05,-3.627e-05,-3.606e-05,-3.268e-05,-3.171e-05,-2.957e-05,-3.358e-05,--,4.002e-05,4.369e-05,4.031e-05,4.609e-05,-4.586e-05,-4.557e-05,4.839e-05,4.525e-05,4.491e-05,5.093e-05,4.769e-05,5.008e-05,5.782e-05,5.233e-05,5.332e-05,5.548e-05,5.676e-05,8.749e-05,9.218e-05,6.469e-05,0.00017795,0.00020652,0.00014717,7.295e-05,5.491e-05,0.00019959,0.00010676,0.00013427,0.0002078,0.00019716,0.00020777,0.00020695,0.00022018,0.00022566,0.00022128,0.00022463,0.00021829,0.00022034,0.00022579,0.00022773,0.00023653,0.0004248,0.00042041,0.00042003,0.00042597,0.00043155,0.00042985,0.00044031,0.000439,0.00043504,0.000439,0.00045492,0.00056982,0.00045398,0.00044764,0.00052396,0.00058309,0.00046322,0.00059143,0.00046696,0.00052564,0.0005917,0.00064173,0.00080534,0.00060864,0.00073976,0.00070151,0.00066895,0.00076863,0.00058373,0.00079465,0.00081612,0.00081612,0.0008151,0.00080644,0.00101308,0.00101425,0.00110005,0.00121997,0.00139102,0.00157783,0.00155901,0.00158771,0.00169914,0.00170769,0.00156205,0.0015649,0.00159929,0.00147183,0.00146275,0.00140357,0.001386,0.00121622,0.00119385,0.00129096,0.00138415,0.00137151,0.00137183,0.00156673,0.00185288,0.00219643,0.00256875,0.00298594,0.00321968,0.00343958,0.00349934,0.00358837,0.00375255,0.00342945,0.00369655,0.00373861,0.00361989,0.00330634,0.00319904,0.00298104,0.00295947,0.00282983,0.00263743,0.00248072,0.00246966,0.0024856,0.00251483,0.00251723,0.00269382,0.00276932,0.0029458,0.00298176,0.00301144,0.00299676,0.00301143,0.00321145,0.00347671,0.00329125,0.00351932,0.00405884,0.0045747,0.00491325,0.00474086,0.00497267,0.00530908,0.00571776,0.00681212,0.00885279,0.01154365,0.01555211,0.02147018,0.02715343,0.0288692,0.01670929,0.00974367,0.0055816,0.00321905,0.00253762,0.00205272,0.00188292,0.00170641,0.00163924,0.00171615,0.00189068,0.00207925,0.00255715,0.00291956,0.00344407,0.00388156,0.00411186,0.00406201,0.00409534,0.0040055,0.00388573,0.00404625,0.00460605,0.00505302,0.00517502,0.00447463,0.00343774,0.003014,0.00260767,0.00222521,0.00207635,0.00200478,0.00188622,0.00184265,0.00168723,0.00165599,0.00165604,0.00161448,0.00145864,0.00128174,0.00127332,0.00121366,0.00109852,0.0011058,0.00091137,0.00090249,0.00089708,0.00090043,0.00085292,0.00069302,0.00068494,0.00057129,0.00054599,0.00055752,0.00055255,0.00056403,0.00038056,0.00035855,0.00036225,0.00033008,0.00019998,0.00036656,0.00023417,0.00020046,0.00021159,0.00021977,0.00020982,7.504e-05,0.00016857,0.00012413,6.231e-05,5.816e-05,6.517e-05,6.219e-05,6.128e-05,6.282e-05,6.54e-05,6.501e-05,6.54e-05,6.546e-05,6.552e-05,6.632e-05,6.844e-05,6.986e-05,7.135e-05,7.179e-05,7.036e-05,7.378e-05,7.972e-05,7.793e-05,-5.059e-05,1.322e-05,7.721e-05,7.581e-05,7.775e-05,8.004e-05,7.559e-05,4.32e-06,-2.523e-05
ISS_092RF_FMOVIE003_PRIME,13703,1,2008-11-07T04:04:47,274.06,274.06,5.9877934,0.0,49.8543,133.8912,85.7276404,0.48958628,0.0,0.00011099,-3.368e-05,8.451e-05,0.00011907,7.503e-05,-3.407e-05,-3.213e-05,0.00010488,0.00011575,0.00011913,-7.3e-07,-1.938e-05,0.0001212,1.3e-06,-2.924e-05,2.06e-06,9.512e-05,-2.765e-05,-2.916e-05,-2.603e-05,5.222e-05,6.377e-05,0.00010735,-2.86e-05,-2.946e-05,-2.459e-05,-2.694e-05,-2.919e-05,-2.363e-05,0.00011764,8.5e-06,-2.309e-05,-2.498e-05,-2.239e-05,-1.843e-05,-1.661e-05,8.614e-05,5.689e-05,-1.487e-05,-1.514e-05,-1.781e-05,-2.068e-05,7.258e-05,--,0.00015377,0.00015024,0.00015394,0.00015271,0.00014809,0.00016285,0.00015064,0.00015296,0.00015666,0.00015905,0.00017396,0.00022289,0.00016169,0.00016086,0.00022078,0.00031325,0.00030348,0.00031401,0.00031488,0.0003118,0.00031332,0.00032416,0.00022469,0.00030176,0.00032017,0.00025692,0.00019019,0.00031066,0.00031273,0.00032041,0.00031979,0.00031939,0.00032196,0.00042307,0.00052667,0.00053029,0.00053055,0.00046918,0.00032909,0.00053499,0.00052745,0.00052327,0.0005272,0.00053066,0.00051787,0.00052246,0.00051977,0.00052361,0.0005291,0.00052992,0.00052839,0.00052843,0.00053253,0.00053788,0.00056845,0.0006353,0.00066707,0.00057058,0.0006124,0.00063358,0.0005453,0.00068792,0.00068212,0.00083266,0.00079123,0.00068682,0.00073234,0.00089104,0.00088907,0.00088403,0.00088003,0.0008789,0.00088233,0.00087994,0.00104277,0.00117977,0.00125489,0.00128955,0.00143225,0.00144777,0.00156764,0.00164438,0.00165127,0.00181284,0.00169751,0.00167441,0.00166115,0.00166551,0.00167008,0.0014721,0.00145809,0.00147582,0.0013905,0.00125268,0.00136034,0.0014839,0.00146972,0.00157693,0.00174479,0.00195081,0.00234429,0.00280155,0.00297247,0.00317173,0.00331881,0.00331099,0.00331205,0.00349971,0.00366693,0.00378915,0.00379103,0.00358346,0.00354893,0.00320537,0.00303248,0.00301853,0.00294958,0.00254638,0.00252159,0.00256794,0.00269647,0.00283024,0.00282933,0.0028386,0.00263115,0.00285353,0.00298052,0.00288439,0.00301224,0.00301807,0.00319907,0.0032725,0.00335336,0.00357392,0.00430404,0.00453617,0.00478493,0.00493466,0.0050042,0.00514692,0.00574605,0.00676719,0.00853728,0.01100848,0.01468797,0.02119488,0.02864499,0.02624905,0.01899685,0.01010543,0.00496871,0.00306917,0.00232427,0.00203282,0.00185354,0.0017655,0.00170146,0.00153138,0.00180498,0.00204657,0.00230113,0.00286933,0.00339671,0.00398668,0.00415763,0.00414885,0.00412654,0.00415745,0.00416414,0.00413026,0.00452503,0.00504314,0.00519415,0.00433975,0.00330911,0.00277212,0.00259772,0.0024654,0.00211389,0.00191119,0.00192787,0.00182698,0.00171117,0.0018296,0.00148676,0.00151605,0.00152834,0.0014401,0.00126993,0.00113607,0.00117592,0.00116567,0.00104465,0.00096322,0.00096557,0.00093795,0.00076776,0.00074171,0.00074467,0.00072173,0.00060335,0.0005991,0.00059279,0.00047751,0.00048302,0.00056711,0.00040049,0.00040437,0.00040542,0.00032718,0.0002653,0.00038074,0.00025157,0.00025856,0.00025422,0.00025025,0.00025561,0.00025792,0.00025209,0.00013346,0.00010084,0.00010023,0.00010028,0.00010936,0.00010212,0.00010367,0.00018313,0.00017978,0.00010409,0.0001057,0.0001076,0.00010378,0.00010226,0.00010556,0.00011139,0.00010702,0.00011024,0.00010972,0.00010883,0.00011229,0.0001061,0.00011267,0.0001123,0.00011022,8.33e-05,-4.009e-05,-3.957e-05
ISS_092RF_FMOVIE003_PRIME,13704,1,2008-11-07T04:04:47,274.08,274.08,5.988381,0.0,49.85231,133.88925,85.7276404,0.48304252,0.0,9.865e-05,9.893e-05,9.899e-05,0.00010054,0.00010282,9.905e-05,0.00010042,0.00010193,0.000101,9.999e-05,9.701e-05,9.779e-05,0.00010143,0.00010503,0.00010529,0.00010383,0.00010617,0.00011102,0.00011364,8.376e-05,4.894e-05,0.00010942,0.00010457,0.00010524,0.0001052,0.00010273,9.734e-05,0.00010888,0.00020982,0.00018162,6.401e-05,-4.272e-05,-3.931e-05,-4.098e-05,5.235e-05,5.37e-05,-3.729e-05,-3.91e-05,-3.244e-05,-3.667e-05,4.139e-05,7.413e-05,-1.608e-05,--,0.00012322,0.00012656,0.00012583,0.00011592,0.00012564,0.00012353,0.0001211,0.00012253,0.00012477,0.00012066,0.00014525,0.00012717,0.00012588,0.00014738,0.00028265,0.00014689,0.00013488,0.00013551,0.00016332,0.00027655,0.00012676,0.00012441,0.00022079,0.00028446,0.00028283,0.00028062,0.00028168,0.00027891,0.00028328,0.00034647,0.00044544,0.00014097,0.0002653,0.0004109,0.00040812,0.00033052,0.00049189,0.00029033,0.00044746,0.00048369,0.00048127,0.00047977,0.00049686,0.0005064,0.00050335,0.00049977,0.00050066,0.00050081,0.00049058,0.00051036,0.00050774,0.00051148,0.00053252,0.00066764,0.00066925,0.00066045,0.00066374,0.00067087,0.00067806,0.0006548,0.00064276,0.00065726,0.00065943,0.00066418,0.00066858,0.00085788,0.00086844,0.00086606,0.00086991,0.00088122,0.00088312,0.00104254,0.00095086,0.00095861,0.00107715,0.00106689,0.00117316,0.0011864,0.0013373,0.00142285,0.00144912,0.00164773,0.00163888,0.00164363,0.00164038,0.00163509,0.00163495,0.00148426,0.00165211,0.00163933,0.00154652,0.00142213,0.0014288,0.00126122,0.00137034,0.00141948,0.00142825,0.00147528,0.00167116,0.00203528,0.00235572,0.00273633,0.00307281,0.00323816,0.00327138,0.00350066,0.00354676,0.00361354,0.00376377,0.00351172,0.00374304,0.00359562,0.00341335,0.00323661,0.00301379,0.00299932,0.00279201,0.00277858,0.00280109,0.0027711,0.00250918,0.00256487,0.00272809,0.0026594,0.00260054,0.00280202,0.0030024,0.00301268,0.00298988,0.00300465,0.00309829,0.00329339,0.00356328,0.00390128,0.00418544,0.00441814,0.00465688,0.00486483,0.00490469,0.00525607,0.00572226,0.00656187,0.00804091,0.01113245,0.01493233,0.02117331,0.02630089,0.0288368,0.01827509,0.00873877,0.00521757,0.003331,0.00244132,0.00213085,0.00173605,0.0015239,0.00161629,0.00169515,0.00177015,0.00209371,0.00231326,0.00282686,0.003295,0.00372509,0.00412976,0.00396445,0.00403311,0.00393451,0.00385274,0.00397431,0.00444832,0.00529124,0.00495483,0.00422869,0.00336751,0.00282904,0.002489,0.00218135,0.00199594,0.00192089,0.0018698,0.00167913,0.00152054,0.00163466,0.00171492,0.00165376,0.00147197,0.00129515,0.00124563,0.00116657,0.00113168,0.00105995,0.0009046,0.00094016,0.00077459,0.00073989,0.00073288,0.00068948,0.00058307,0.00058584,0.00057294,0.00047601,0.00037907,0.00037321,0.00038547,0.0003804,0.00026876,0.00028347,0.00037774,0.0003804,0.0002237,0.0002198,0.00022317,0.00022824,0.00023081,0.00022903,9.864e-05,0.00018702,0.00023609,0.00019304,8.168e-05,7.515e-05,0.00020087,0.00014032,8.004e-05,0.00011163,0.00015476,0.00023239,0.00012918,8.359e-05,3.857e-05,-4.857e-05,8.492e-05,9.313e-05,7.573e-05,7.085e-05,8.17e-05,8.021e-05,9.328e-05,8.586e-05,8.89e-05,9.238e-05,9.259e-05,7.082e-05,9.119e-05,9.68e-05,9.339e-05
