Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,Normal EW3Z,Normal EW3Z Std,Normal EW3ZPN,Normal EW3ZPN Std
ISS_033RF_FMOVIE001_VIMS,0,17166,2006-11-25T16:52:47,0.0,359.98,10.04,10.408,10.174,159.649,160.813,160.266,119.085,122.613,120.886,75.128,95.36666666666666,10.86615,1.5425,5.56991,0.75872,3.48814,0.28148,1.78941,0.14144,4.7592,1.35057,2.43913,0.68769,2.61881,0.30156,1.34137,0.13439,5.88782,0.84678,0.56293,0.0798
ISS_036RF_FMOVIE001_VIMS,0,18000,2006-12-23T09:43:43,0.0,359.98,11.699,11.85,11.773,158.585,161.006,159.767,122.63,125.777,124.287,75.513,100.0,11.38567,4.47397,6.42705,2.62254,3.99608,2.5346,2.26136,1.48487,5.13761,2.03755,2.89533,1.17262,2.25198,0.80815,1.27035,0.47243,6.79895,2.74574,0.66991,0.28754
ISS_036RF_FMOVIE002_VIMS,0,16046,2007-01-05T14:31:59,0.0,359.98,10.175,10.557,10.362,131.067,135.709,133.367,143.631,145.695,144.777,75.696,89.14444444444445,2.69685,2.34503,2.19939,1.90496,1.0196,1.82749,0.83078,1.48626,1.11647,0.63039,0.91102,0.51158,0.56077,0.28434,0.45759,0.23043,2.30547,1.94968,0.73686,0.60421
ISS_039RF_FMOVIE001_VIMS,0,18000,2007-02-27T07:18:39,0.0,359.98,10.153,10.245,10.194,101.403,108.096,104.843,143.666,146.751,145.321,76.44,100.0,1.48794,0.80804,1.21979,0.65327,0.31829,0.18881,0.26104,0.15249,0.71055,0.47035,0.58247,0.38143,0.4591,0.41057,0.37628,0.33367,1.29045,0.69539,0.8424,0.47247
ISS_039RF_FMOVIE002_VIMS,0,16520,2007-02-10T11:47:11,0.0,359.98,10.222,10.287,10.255,125.326,131.163,128.211,146.776,148.766,147.939,76.201,91.77777777777779,2.31899,1.38693,1.96358,1.1725,0.62839,0.61613,0.53246,0.52185,1.03611,0.59932,0.87737,0.50643,0.65449,0.56231,0.55375,0.4751,2.06773,1.22609,0.78513,0.45609
ISS_039RF_FMOVIE003_VIMS,0,3535,2007-02-11T15:43:11,74.0,144.68,10.106,10.164,10.132,136.474,137.878,137.127,143.367,144.375,143.942,76.211,19.63888888888889,2.2874,0.31603,1.84906,0.25469,0.54092,0.06505,0.43724,0.05212,1.02581,0.26407,0.8292,0.21316,0.72068,0.11899,0.58263,0.09609,1.94867,0.27854,0.54876,0.07764
ISS_041RF_FMOVIE001_VIMS,0,15410,2007-03-31T09:35:11,44.0,352.18,11.851,11.957,11.863,82.179,85.653,83.939,128.183,130.514,129.406,76.896,85.61111111111111,1.7403,0.74028,1.10166,0.46059,0.59074,0.53388,0.3726,0.33362,0.77862,0.45654,0.49346,0.28718,0.37093,0.11809,0.2356,0.07504,1.16746,0.49046,0.95741,0.4063
ISS_041RF_FMOVIE002_VIMS,0,18000,2007-03-17T03:49:19,0.0,359.98,10.416,10.754,10.593,106.21,111.872,109.034,143.602,145.442,144.574,76.694,100.0,1.63495,0.84601,1.33131,0.6861,0.44881,0.36985,0.36509,0.2996,0.76193,0.46534,0.62057,0.37806,0.4242,0.26732,0.34565,0.21739,1.40785,0.73043,0.85334,0.45224
ISS_043RF_FMOVIE001_VIMS,0,17830,2007-04-18T03:26:39,0.0,359.98,12.019,12.323,12.172,83.668,87.286,85.497,125.62,127.654,126.643,77.153,99.05555555555556,1.76122,0.76105,1.05137,0.45476,0.60901,0.56469,0.36306,0.33677,0.74688,0.42516,0.4461,0.2545,0.40533,0.11534,0.24221,0.06996,1.1128,0.48118,0.89967,0.38889
ISS_044RF_FMOVIE001_VIMS,0,18000,2007-05-05T04:51:11,0.0,359.98,11.896,12.369,12.136,80.254,83.496,81.885,118.64,120.156,119.404,77.399,100.0,2.02404,0.70312,0.99593,0.35531,0.62159,0.4534,0.30734,0.22774,0.88279,0.50302,0.43404,0.24982,0.51966,0.14978,0.25455,0.07171,1.0604,0.38717,0.88069,0.31713
ISS_051RI_LPMRDFMOV001_PRIME,0,15876,2007-10-18T21:11:11,0.0,359.98,17.492,82.404,29.78,54.899,57.003,56.086,93.996,94.141,94.081,79.85,88.2,7.89023,1.36288,0.56116,0.09504,2.22609,0.41729,0.15839,0.02943,2.32448,0.90794,0.1652,0.06388,3.33966,1.03872,0.23757,0.07349,0.64476,0.12327,0.60683,0.11669
ISS_055RF_FMOVIE001_VIMS,0,16438,2007-12-31T15:47:27,24.94,353.68,9.032,10.012,9.511,62.879,67.796,65.263,122.066,123.774,122.906,80.96,91.32222222222222,1.14748,0.25332,0.62368,0.13953,0.40292,0.08603,0.21896,0.04754,0.47526,0.21455,0.25834,0.11704,0.2693,0.05027,0.14638,0.02803,0.6718,0.16019,0.61216,0.14509
ISS_055RI_LPMRDFMOV001_PRIME,0,18000,2008-01-07T08:07:59,0.0,359.98,9.418,10.141,9.799,19.03,22.698,20.902,99.563,102.615,101.133,81.063,100.0,2.93424,0.45432,0.5654,0.09364,1.09495,0.18476,0.21075,0.0374,1.08254,0.37549,0.20944,0.07786,0.75675,0.106,0.14522,0.01645,0.62318,0.11268,0.61932,0.11182
ISS_057RF_FMOVIE001_VIMS,0,16117,2008-01-23T14:10:23,0.0,359.98,9.782,10.452,10.033,42.464,46.135,44.255,117.107,119.432,118.249,81.308,89.53888888888889,1.21252,0.27762,0.5735,0.12941,0.42369,0.09889,0.20031,0.04603,0.49524,0.228,0.23428,0.10754,0.29359,0.08568,0.13891,0.03946,0.62022,0.14885,0.59997,0.1441
ISS_059RF_FMOVIE001_VIMS,0,16612,2008-02-17T12:25:03,0.0,359.98,8.524,9.349,8.935,42.97,47.116,44.965,121.279,124.365,122.766,81.687,92.28888888888889,1.09113,0.31713,0.59023,0.17015,0.39015,0.07706,0.21115,0.04191,0.50364,0.27864,0.27248,0.15011,0.19734,0.03255,0.10661,0.01647,0.64468,0.19934,0.62279,0.19266
ISS_059RF_FMOVIE002_VIMS,0,18000,2008-02-24T12:27:11,0.0,359.98,9.266,10.376,9.477,23.656,26.862,25.226,104.391,108.35,106.388,81.794,100.0,2.06067,0.4119,0.58057,0.12119,0.75645,0.14455,0.21203,0.03585,0.87223,0.3748,0.24667,0.1093,0.432,0.04544,0.12187,0.01601,0.64142,0.14665,0.63552,0.14517
ISS_061RI_LPMRDFMOV001_PRIME,0,10861,2008-03-15T10:14:07,139.08,356.28,7.988,22.225,9.049,12.616,15.163,13.916,94.207,97.141,95.731,82.093,60.33888888888889,5.25797,1.06681,0.51041,0.05834,2.00287,0.31265,0.19662,0.02561,1.78098,0.58889,0.17282,0.05,1.47412,0.41727,0.14097,0.02184,0.58747,0.0802,0.58592,0.08004
ISS_068RF_FMOVIE001_VIMS,0,8301,2008-05-15T23:55:27,0.0,359.98,5.377,6.568,6.042,44.146,56.186,49.294,126.222,136.356,130.643,83.037,46.11666666666667,0.79662,0.1281,0.51822,0.08928,0.28198,0.04373,0.18308,0.02835,0.32999,0.11876,0.21499,0.07966,0.18465,0.01357,0.12014,0.0116,0.56638,0.10613,0.54182,0.10022
ISS_075RF_FMOVIE002_VIMS,0,17932,2008-07-05T01:53:35,0.0,359.98,6.013,6.885,6.475,28.938,37.32,32.89,112.495,121.122,116.617,83.807,99.62222222222222,1.14735,0.16776,0.51203,0.07862,0.41149,0.06786,0.18329,0.02924,0.46556,0.13712,0.20828,0.06491,0.2703,0.03022,0.12047,0.01252,0.56799,0.09414,0.55852,0.09201
ISS_079RF_FRINGMRLF002_PRIME,0,11291,2008-08-06T01:42:23,79.6,305.4,8.635,13.675,10.894,21.175,28.065,24.347,63.588,72.51,68.244,84.295,62.72777777777778,1.63957,0.44302,0.60493,0.17208,0.58688,0.16479,0.21532,0.05888,0.74713,0.31306,0.27695,0.1213,0.30556,0.04426,0.11266,0.01825,0.68573,0.20559,0.67979,0.20356
ISS_080RF_FMOVIE005_PRIME,0,5213,2008-08-14T06:50:39,66.74,170.98,6.609,14.91,7.207,14.243,15.013,14.542,81.263,83.724,82.548,84.419,28.96111111111111,3.5521,0.54351,0.45729,0.06285,1.35752,0.22838,0.17428,0.02383,1.37412,0.44682,0.17831,0.05958,0.82045,0.16286,0.10471,0.01238,0.53307,0.08559,0.53153,0.08534
ISS_081RI_FMOVIE106_VIMS,0,15915,2008-08-20T00:36:15,0.0,359.98,3.466,4.928,4.228,29.143,47.495,37.117,39.289,60.611,51.215,84.513,88.41666666666667,0.87717,0.2341,0.53502,0.11689,0.29908,0.06476,0.18318,0.03345,0.39643,0.16738,0.24104,0.09199,0.18166,0.05138,0.1108,0.02568,0.60146,0.14098,0.58829,0.13911
ISS_083RI_FMOVIE109_VIMS,0,15995,2008-08-30T16:19:11,31.78,351.66,6.956,7.7,7.119,20.905,26.548,23.624,103.18,110.271,106.689,84.677,88.86111111111111,1.83861,0.51703,0.51603,0.11782,0.65528,0.15615,0.18402,0.03082,0.75149,0.32489,0.21029,0.08294,0.43185,0.12386,0.12172,0.03071,0.58893,0.14585,0.58428,0.14494
ISS_085RF_FMOVIE003_PRIME_1,0,9055,2008-09-15T23:01:19,65.92,248.78,5.248,5.789,5.519,41.461,48.005,44.65,126.377,132.641,129.466,84.925,50.30555555555556,0.81212,0.20384,0.51255,0.11498,0.26921,0.0394,0.1704,0.02105,0.33411,0.13663,0.21043,0.08146,0.2088,0.07881,0.13172,0.04659,0.57608,0.13796,0.55708,0.13466
ISS_085RF_FMOVIE003_PRIME_2,0,6245,2008-09-16T06:34:07,120.46,245.34,5.287,6.073,5.641,48.221,53.0,50.582,130.326,135.655,132.95,84.928,34.69444444444444,0.77332,0.17979,0.52426,0.11176,0.28058,0.062,0.1902,0.03767,0.32962,0.13387,0.22316,0.08734,0.16312,0.02472,0.1109,0.01573,0.59094,0.13694,0.56438,0.13191
ISS_087RF_FMOVIE003_PRIME,0,13961,2008-09-30T16:28:15,0.0,359.98,4.905,5.855,5.388,44.651,54.237,49.155,125.562,136.736,130.89,85.155,77.56111111111112,0.83552,0.17097,0.54873,0.12842,0.29745,0.05534,0.19462,0.03785,0.36622,0.1519,0.24178,0.10661,0.17185,0.01115,0.11234,0.01046,0.6245,0.16013,0.59741,0.15103
ISS_089RF_FMOVIE003_PRIME,0,14613,2008-10-14T22:37:51,0.0,359.98,5.66,6.458,6.052,38.92,46.087,42.326,117.97,127.251,122.475,85.375,81.18333333333332,1.04096,0.20358,0.55925,0.11809,0.36757,0.07067,0.19635,0.03543,0.46047,0.17996,0.2487,0.10041,0.21292,0.0157,0.1142,0.01189,0.6433,0.15056,0.62416,0.14541
ISS_091RF_FMOVIE003_PRIME,0,15376,2008-10-29T20:23:27,27.78,335.28,5.749,8.673,7.143,43.519,55.778,49.204,127.867,141.26,134.18,85.606,85.42222222222222,1.06191,0.32123,0.7286,0.19397,0.34404,0.0936,0.236,0.05217,0.47445,0.2556,0.32467,0.16826,0.24342,0.07893,0.16792,0.05213,0.83996,0.24909,0.80485,0.24132
ISS_092RF_FMOVIE003_PRIME,0,3514,2008-11-07T03:06:39,230.4,300.66,5.826,6.169,5.957,48.894,51.155,50.107,132.839,135.374,134.18,85.728,19.522222222222222,0.79819,0.11557,0.55638,0.0819,0.28753,0.02648,0.20031,0.01805,0.36302,0.10688,0.25319,0.07533,0.14765,0.00967,0.10288,0.0066,0.64546,0.1077,0.61685,0.10273
ISS_093RF_FMOVIE003_PRIME,0,11328,2008-11-14T15:06:39,0.0,359.98,6.052,6.615,6.343,40.236,46.93,43.472,126.077,132.494,129.22,85.848,62.93333333333333,0.80856,0.10947,0.51166,0.07613,0.29102,0.04194,0.18365,0.02544,0.34628,0.09393,0.21986,0.06328,0.17125,0.01514,0.10815,0.00961,0.5922,0.09801,0.57346,0.09406
ISS_094RF_FMOVIE001_PRIME_1,0,8630,2008-11-21T21:26:55,0.0,359.98,6.23,6.567,6.408,36.091,41.009,38.492,121.865,126.966,124.38,85.959,47.94444444444444,0.80038,0.10231,0.45169,0.0592,0.30326,0.0379,0.17123,0.02267,0.30177,0.08791,0.17062,0.05092,0.19536,0.02729,0.10983,0.01224,0.51693,0.07744,0.50475,0.07537
ISS_094RF_FMOVIE001_PRIME_2,0,4610,2008-11-22T04:36:47,81.96,175.66,6.362,6.926,6.626,43.731,46.363,45.016,125.857,129.081,127.435,85.961,25.61111111111111,0.72184,0.11021,0.43862,0.06707,0.26564,0.03422,0.16151,0.02145,0.27882,0.10285,0.16953,0.06289,0.17737,0.02139,0.10757,0.0112,0.50282,0.08993,0.48571,0.08681
ISS_096RF_FMOVIE004_PRIME,0,15282,2008-12-10T18:01:03,0.0,359.98,3.797,5.276,4.507,52.913,74.093,62.569,17.417,40.63,29.944,86.254,84.89999999999999,0.60455,0.08801,0.52178,0.09137,0.20981,0.03162,0.18072,0.03056,0.26404,0.07758,0.22885,0.07289,0.13071,0.01269,0.11221,0.0104,0.60992,0.11776,0.55915,0.10113
ISS_100RF_FMOVIE003_PRIME,0,13338,2009-01-11T10:41:34,6.44,273.18,5.85,6.291,6.078,36.25,47.223,41.527,122.902,133.626,128.182,86.743,74.1,0.73102,0.11076,0.44959,0.06397,0.26845,0.03921,0.16577,0.02713,0.28077,0.09193,0.17216,0.05385,0.1818,0.02477,0.11166,0.01295,0.53048,0.08756,0.51541,0.08487
ISS_103RF_FMOVIE003_PRIME,0,11471,2009-02-10T14:28:46,0.0,359.98,6.205,6.445,6.327,69.849,82.182,75.983,150.193,155.545,153.128,87.209,63.72777777777778,0.73445,0.17639,0.6545,0.15561,0.23442,0.05327,0.20884,0.04671,0.36283,0.15474,0.32326,0.13722,0.1372,0.01001,0.1224,0.00981,0.8268,0.22659,0.71477,0.19949
ISS_104RF_FMOVIE003_PRIME,0,3181,2009-02-25T00:06:54,0.0,359.98,5.011,5.11,5.039,142.832,146.622,144.782,112.185,116.398,114.288,87.426,17.672222222222224,6.06193,1.09585,2.47449,0.34727,2.49686,0.35583,1.02139,0.11284,2.21406,0.75965,0.89987,0.27739,1.35102,0.12812,0.55323,0.0283,3.04444,0.51887,0.61978,0.08413
ISS_105RF_FMOVIE002_PRIME,0,14099,2009-03-11T11:51:58,0.0,359.98,5.323,5.658,5.487,98.879,112.068,105.575,23.153,25.639,23.899,87.657,78.32777777777777,0.89085,0.22124,0.81463,0.20337,0.3124,0.07018,0.28557,0.06387,0.40507,0.18992,0.37058,0.17434,0.17337,0.02419,0.15848,0.02202,1.04842,0.30825,0.67116,0.20681
ISS_105RF_FMOVIE003_PRIME,0,5474,2009-03-04T08:46:54,0.0,359.98,7.078,7.235,7.095,33.541,35.013,34.259,110.73,114.441,112.583,87.541,30.41111111111111,1.28013,0.17333,0.49313,0.08154,0.47867,0.04331,0.18379,0.01862,0.51378,0.18837,0.19932,0.07938,0.28768,0.03076,0.11002,0.008,0.62648,0.13317,0.61519,0.13054
ISS_106RF_FMOVIE002_PRIME,0,13552,2009-03-23T11:07:10,0.0,359.98,5.312,5.638,5.472,99.884,112.456,106.237,23.128,25.736,23.85,87.842,75.28888888888889,0.89377,0.30363,0.81686,0.27532,0.29092,0.05215,0.26597,0.04708,0.42358,0.23444,0.38707,0.21337,0.17926,0.06329,0.16383,0.05733,1.08415,0.4199,0.68043,0.25036
ISS_107RF_FMOVIE002_PRIME,0,7463,2009-03-29T16:51:42,188.48,337.72,7.083,7.131,7.096,54.925,61.22,58.11,139.907,144.157,142.101,87.934,41.46111111111111,0.73649,0.2821,0.57878,0.21286,0.20311,0.03314,0.16019,0.02578,0.37816,0.2104,0.29675,0.16045,0.15521,0.07193,0.12184,0.05442,0.80067,0.33172,0.7497,0.31434
ISS_108RF_FMOVIE001_PRIME,0,11667,2009-04-16T10:34:06,0.0,359.98,7.814,7.859,7.825,100.748,107.744,104.254,142.255,147.304,144.946,88.21,64.81666666666666,1.14115,0.75191,0.92822,0.59658,0.30766,0.16013,0.25089,0.12698,0.59486,0.52809,0.48308,0.42136,0.23863,0.17368,0.19425,0.13783,1.35173,0.95803,0.8729,0.59412
ISS_110RF_FMOVIE002_PRIME,0,12616,2009-05-10T09:03:58,49.94,302.24,5.532,5.761,5.639,52.806,66.26,59.308,56.303,70.077,63.253,88.58,70.08888888888889,1.23832,0.30192,0.54844,0.12044,0.40186,0.09883,0.17547,0.02519,0.58997,0.24731,0.26421,0.1096,0.24649,0.05156,0.10877,0.01902,0.85176,0.24388,0.79215,0.22503
ISS_111RF_FMOVIE002_PRIME,0,9666,2009-05-26T09:08:14,0.0,359.98,5.278,21.155,5.905,34.336,38.283,36.065,92.949,103.212,98.019,88.825,53.7,4.72272,2.53212,0.53021,0.09033,1.43242,0.74629,0.16391,0.02157,2.07004,1.18721,0.23264,0.0541,1.22025,0.71744,0.13365,0.0461,0.99786,0.22512,0.97745,0.21948
ISS_112RF_FMOVIE002_PRIME_1,0,9096,2009-06-10T11:51:26,0.0,359.98,4.215,5.529,4.618,17.108,21.661,18.808,97.808,109.738,104.166,89.058,50.53333333333333,2.09727,0.53521,0.48341,0.07197,0.88717,0.35316,0.1979,0.04557,0.7509,0.18339,0.17899,0.05203,0.45921,0.11687,0.10652,0.02114,0.86426,0.16291,0.85997,0.16199
ISS_112RF_FMOVIE002_PRIME_2,0,6533,2009-06-10T19:18:22,0.0,359.98,5.198,5.943,5.297,33.752,34.879,34.217,109.649,117.236,113.525,89.061,36.294444444444444,1.34047,0.12446,0.53568,0.07753,0.40604,0.0627,0.16032,0.01769,0.59818,0.10305,0.23927,0.04917,0.33625,0.07653,0.1361,0.04233,1.01101,0.16588,0.99288,0.16271
ISS_114RF_FMOVIEEQX001_PRIME,0,15013,2009-07-13T20:02:06,0.0,359.98,8.778,9.725,9.204,88.168,92.177,90.25,130.722,132.91,131.886,89.574,83.40555555555555,1.08007,0.22617,0.72013,0.1466,0.33024,0.05695,0.22051,0.03826,0.52675,0.19562,0.35106,0.12913,0.22308,0.07334,0.14856,0.04734,2.46702,0.78378,1.90921,0.59888
ISS_115RF_FMOVIEEQX001_PRIME,0,15721,2009-07-30T01:05:34,0.0,359.98,9.999,11.025,10.386,98.879,101.838,100.416,117.346,119.101,118.237,89.824,87.33888888888889,1.55679,0.28601,0.73627,0.13392,0.49321,0.07716,0.23352,0.03769,0.72736,0.25486,0.34393,0.1199,0.33623,0.08946,0.15882,0.0412,5.49384,1.78669,3.79007,1.22757
ISS_132RI_FMOVIE001_VIMS,0,15237,2010-05-31T23:02:54,32.54,347.08,7.372,10.859,8.129,119.849,125.547,122.49,79.423,80.122,79.836,85.538,84.65,5.85984,0.70678,1.03377,0.1243,2.25161,0.20687,0.39724,0.03616,2.55558,0.63792,0.45061,0.1118,1.05265,0.09612,0.18593,0.01905,1.23159,0.17147,0.55561,0.08141
ISS_168RF_FMOVIE001_PRIME,0,10745,2012-06-25T03:03:58,0.0,359.98,10.752,14.08,11.405,108.712,111.52,110.102,110.622,111.005,110.772,75.174,59.69444444444445,2.75164,0.84773,0.97573,0.30026,0.93499,0.21502,0.33152,0.07588,1.42686,0.65966,0.506,0.23395,0.38979,0.09843,0.13821,0.03472,1.05246,0.33466,0.62564,0.20583
ISS_172RF_FMOVIE001_PRIME,0,15386,2012-09-20T17:37:33,0.0,359.98,10.02,10.918,10.462,110.869,115.317,113.062,121.627,122.193,121.919,74.117,85.47777777777777,1.91279,0.54492,1.01148,0.28874,0.46113,0.04428,0.24384,0.02376,1.1004,0.4357,0.58182,0.23048,0.35125,0.12693,0.18581,0.06747,1.08319,0.31644,0.60612,0.17487
ISS_172RI_EGAPMOVMP002_PRIME,0,18000,2012-10-01T13:11:25,0.0,359.98,14.313,14.93,14.578,71.728,74.516,73.129,114.739,116.295,115.532,73.988,100.0,1.60855,0.47342,0.693,0.20233,0.4192,0.02929,0.18065,0.01257,0.8572,0.37591,0.3695,0.16138,0.33215,0.18626,0.14285,0.07962,0.74208,0.22232,0.65201,0.19568
ISS_173RF_FMOVIE001_PRIME_1,0,11456,2012-10-15T19:43:57,3.62,232.72,7.717,9.039,8.032,137.364,142.122,139.499,123.756,124.323,124.078,73.827,63.644444444444446,3.73076,0.68721,2.09058,0.38591,1.65327,0.33165,0.92642,0.18611,1.67845,0.46955,0.94053,0.26337,0.39904,0.05781,0.22363,0.03268,2.20271,0.41354,0.56313,0.09873
ISS_173RF_FMOVIE001_PRIME_2,0,11431,2012-10-16T03:46:37,3.46,232.06,7.214,9.851,7.873,153.296,160.866,157.206,118.24,123.414,120.861,73.821,63.50555555555556,10.17224,1.95961,5.18215,0.84419,3.65481,0.58379,1.86179,0.22533,4.55623,1.01709,2.32635,0.49163,1.9612,0.72011,0.994,0.33261,5.46906,0.89837,0.60711,0.07615
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8993,2012-11-08T21:59:57,0.0,359.98,7.419,7.946,7.661,150.423,156.162,153.246,121.053,123.746,122.499,73.545,49.96111111111111,7.83764,1.46937,4.2055,0.76659,2.99939,0.30621,1.60861,0.13811,3.46997,1.22695,1.86436,0.65992,1.36828,0.33649,0.73253,0.17096,4.42857,0.84164,0.60427,0.11396
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8989,2012-11-09T05:18:21,0.0,359.98,6.443,7.286,6.801,143.816,149.517,146.562,119.127,121.815,120.558,73.543,49.93888888888889,5.8477,1.21235,2.96812,0.59823,2.28466,0.26606,1.15865,0.11069,2.68714,1.06433,1.36627,0.54172,0.8759,0.24685,0.4432,0.11845,3.13502,0.6616,0.59083,0.12269
ISS_176RF_FMOVIE001_PRIME,0,15929,2012-12-06T18:33:01,0.0,359.98,8.231,9.427,8.842,103.367,111.681,107.341,146.126,148.364,147.337,73.222,88.49444444444444,1.10933,0.36406,0.93416,0.30763,0.35732,0.06929,0.30095,0.05924,0.62768,0.31891,0.52855,0.26896,0.12433,0.05374,0.10467,0.04503,0.98818,0.33445,0.61274,0.2045
ISS_177RF_FMOVIE001_PRIME_1,0,7288,2012-12-18T20:33:33,0.0,359.98,9.538,9.73,9.631,93.818,96.503,95.162,135.559,136.707,136.141,73.087,40.488888888888894,1.13514,0.30583,0.81849,0.22122,0.28967,0.02205,0.20888,0.01622,0.70875,0.28301,0.51102,0.2046,0.13672,0.02833,0.09859,0.02056,0.87279,0.24285,0.6427,0.17783
ISS_177RF_FMOVIE001_PRIME_2,0,7252,2012-12-19T02:29:49,0.0,359.98,9.728,10.032,9.881,89.212,92.207,90.664,139.676,141.383,140.509,73.086,40.28888888888889,0.97113,0.27674,0.74943,0.21452,0.33232,0.06365,0.25629,0.04803,0.55919,0.2474,0.43168,0.19208,0.07961,0.02636,0.06147,0.02055,0.79438,0.23397,0.61328,0.1796
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8721,2012-12-25T02:34:37,0.0,359.98,5.797,10.796,6.219,16.341,21.4,19.004,75.784,81.641,78.874,73.016,48.449999999999996,3.06473,0.74724,0.58264,0.1447,0.69379,0.12823,0.13037,0.01003,1.78055,0.59629,0.34167,0.12443,0.59039,0.23427,0.1106,0.04356,0.64836,0.1655,0.64511,0.16485
