Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139650 Mean,Normal EW139655 Mean,Normal EW139660 Mean,Normal EW139665 Mean,Normal EW139670 Mean,Normal EW139675 Mean,Normal EW139680 Mean,Normal EW139685 Mean,Normal EW139690 Mean,Normal EW139695 Mean,Normal EW139700 Mean,Normal EW139705 Mean,Normal EW139710 Mean,Normal EW139715 Mean,Normal EW139720 Mean,Normal EW139725 Mean,Normal EW139730 Mean,Normal EW139735 Mean,Normal EW139740 Mean,Normal EW139745 Mean,Normal EW139750 Mean,Normal EW139755 Mean,Normal EW139760 Mean,Normal EW139765 Mean,Normal EW139770 Mean,Normal EW139775 Mean,Normal EW139780 Mean,Normal EW139785 Mean,Normal EW139790 Mean,Normal EW139795 Mean,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean
ISS_006RI_LPHRLFMOV001_PRIME,8105,1,2005-04-13T13:17:20,162.1,162.1,6.3129883,0.0,33.34099,83.31656,67.9820476,0.48586191,0.0,2.198e-05,1.535e-05,1.548e-05,2.136e-05,1.804e-05,1.574e-05,2.116e-05,2.447e-05,2.27e-05,2.61e-05,2.552e-05,2.625e-05,2.568e-05,1.992e-05,3.118e-05,2.89e-05,2.915e-05,3.732e-05,4.23e-05,3.735e-05,3.866e-05,4.03e-05,4.092e-05,3.533e-05,7.493e-05,8.271e-05,8.397e-05,8.122e-05,7.777e-05,7.148e-05,8.294e-05,9.069e-05,8.932e-05,8.059e-05,5.993e-05,6.873e-05,8.904e-05,9.907e-05,9.785e-05,9.861e-05,0.00011863,0.00014422,0.00012947,0.00014689,0.0001499,0.00016193,0.00019162,0.00019142,0.00017757,0.00018378,0.00020856,0.00025121,0.00024305,0.00023603,0.00026585,0.00029599,0.00029029,0.00028835,0.00029589,0.00029438,0.00030333,0.00033488,0.00035076,0.00035162,0.00036809,0.00039905,0.00044492,0.00046488,0.00048508,0.00049712,0.00050466,0.00057184,0.00064174,0.00075079,0.00084429,0.00090888,0.00091814,0.00086761,0.00086196,0.00088928,0.00093383,0.00101883,0.00102578,0.00098706,0.00093535,0.00097847,0.00087971,0.00079328,0.00075628,0.00079851,0.000954,0.001029,0.00104842,0.00103523,0.00100325,0.00111477,0.00114652
ISS_006RI_LPHRLFMOV001_PRIME,8106,1,2005-04-13T13:17:20,162.12,162.12,6.3140335,0.0,33.340855,83.316246,67.9820476,0.49005718,0.0,1.224e-05,1.69e-05,2.595e-05,2.013e-05,1.846e-05,2.387e-05,2.635e-05,2.85e-05,2.43e-05,2.283e-05,2.653e-05,3.097e-05,3.485e-05,3.206e-05,3.403e-05,3.273e-05,3.314e-05,4.195e-05,4.127e-05,3.255e-05,3.373e-05,3.47e-05,3.555e-05,4.015e-05,6.961e-05,8.145e-05,8.051e-05,8.011e-05,8.7e-05,8.473e-05,8.486e-05,8.977e-05,8.785e-05,9.445e-05,7.256e-05,5.872e-05,8.529e-05,8.364e-05,8.874e-05,9.187e-05,0.00010221,0.00013916,0.00014665,0.00013882,0.00013745,0.00015099,0.00018778,0.00018596,0.00019415,0.00019354,0.00019112,0.00024493,0.00024544,0.00025026,0.00026736,0.00029983,0.00029791,0.00028972,0.00029078,0.00029424,0.00029704,0.00035746,0.00035133,0.00034966,0.00036238,0.00040793,0.00046073,0.00048684,0.00050219,0.00051184,0.00050891,0.00055786,0.00063638,0.00072465,0.00081847,0.00096014,0.00092482,0.00089845,0.00085209,0.00078521,0.00092116,0.0010093,0.00106115,0.00104526,0.00092479,0.00097596,0.00090607,0.00082022,0.00080444,0.00081055,0.00091136,0.00097468,0.00101514,0.00102647,0.00104908,0.00106168,0.00112751
ISS_006RI_LPHRLFMOV001_PRIME,8107,1,2005-04-13T13:17:20,162.14,162.14,6.3151283,0.0,33.34072,83.31595,67.9820476,0.4914476,0.0,1.872e-05,2.304e-05,2.183e-05,2.176e-05,2.156e-05,2.236e-05,2.359e-05,2.656e-05,2.727e-05,3.041e-05,3.149e-05,2.919e-05,1.908e-05,2.231e-05,3.127e-05,3.672e-05,3.661e-05,1.868e-05,2.79e-05,3.12e-05,3.238e-05,4.23e-05,3.408e-05,4.308e-05,6.197e-05,7.801e-05,8.136e-05,8.209e-05,7.778e-05,8.201e-05,9.012e-05,8.091e-05,8.079e-05,9.041e-05,8.334e-05,5.535e-05,8.985e-05,9.882e-05,9.685e-05,9.402e-05,9.765e-05,0.00014755,0.00013883,0.0001404,0.00014636,0.00014827,0.00017765,0.00018426,0.00018552,0.00018824,0.00019181,0.00023755,0.00024135,0.00024249,0.0002499,0.0002875,0.00031253,0.0003036,0.00029942,0.00031315,0.00029757,0.00034498,0.0003555,0.00035606,0.00033549,0.00040833,0.00044631,0.00048334,0.00051531,0.00051911,0.00050524,0.00058795,0.00064452,0.00068674,0.00079081,0.0009393,0.0009381,0.00092175,0.00087005,0.00091969,0.00096497,0.00098372,0.00098868,0.0009833,0.00100003,0.00095137,0.00090603,0.00086966,0.00082149,0.00081317,0.000894,0.00094647,0.00098327,0.00101531,0.00100926,0.00105311,0.0011125
ISS_006RI_LPHRLFMOV001_PRIME,8108,1,2005-04-13T13:17:20,162.16,162.16,6.316277,0.0,33.34059,83.31564,67.9820476,0.49031752,0.0,1.051e-05,1.307e-05,1.761e-05,1.901e-05,2.557e-05,2.959e-05,2.116e-05,2.548e-05,2.812e-05,2.754e-05,2.684e-05,2.636e-05,3.547e-05,3.838e-05,3.083e-05,1.843e-05,2.355e-05,3.041e-05,3.284e-05,3.15e-05,2.712e-05,4.042e-05,3.711e-05,4.056e-05,4.927e-05,7.781e-05,7.69e-05,7.752e-05,7.91e-05,8.124e-05,8.235e-05,7.462e-05,8.597e-05,9.338e-05,9.206e-05,4.927e-05,8.606e-05,9.288e-05,9.273e-05,8.976e-05,9.455e-05,0.00013779,0.00014992,0.00015133,0.00015196,0.00014376,0.00016843,0.0001812,0.00018424,0.00018518,0.00018973,0.00022995,0.00024675,0.00024433,0.00023597,0.00028681,0.0002897,0.00028991,0.00029249,0.00028575,0.00030069,0.00033139,0.00035284,0.00035568,0.00035841,0.00040599,0.0004132,0.00040517,0.00039179,0.00045903,0.00053516,0.00061001,0.00069791,0.00079662,0.00085695,0.0009009,0.00093369,0.00091323,0.00085501,0.0009443,0.00096655,0.00097338,0.00097329,0.00100231,0.00099234,0.00095534,0.00090025,0.00085257,0.00081109,0.00081474,0.00087152,0.00095391,0.00101838,0.00100102,0.00098311,0.00100636,0.00105214
ISS_006RI_LPHRLFMOV001_PRIME,8109,1,2005-04-13T13:17:20,162.18,162.18,6.317487,0.0,33.340454,83.31532,67.9820476,0.48858938,0.0,2.184e-05,1.626e-05,1.268e-05,1.942e-05,2.561e-05,2.263e-05,1.8e-05,2.644e-05,2.949e-05,2.586e-05,1.725e-05,2.658e-05,2.339e-05,2.465e-05,2.928e-05,2.973e-05,3.124e-05,3.141e-05,3.093e-05,3.049e-05,3.071e-05,3.074e-05,3.635e-05,3.874e-05,3.5e-05,7.106e-05,7.992e-05,7.809e-05,7.405e-05,7.406e-05,8.48e-05,9.306e-05,9.08e-05,8.262e-05,8.51e-05,4.766e-05,7.271e-05,8.871e-05,9.17e-05,9.37e-05,8.7e-05,0.00011158,0.0001336,0.00014381,0.00014316,0.00014725,0.00016382,0.00018446,0.00019672,0.0001834,0.00018916,0.00023943,0.00024953,0.00025242,0.00025035,0.00028578,0.00029735,0.00029422,0.00031644,0.00034827,0.0003543,0.00035227,0.00034437,0.00035137,0.00035781,0.00038442,0.00040526,0.00039745,0.00040784,0.00047915,0.00052926,0.00058717,0.00068967,0.00080304,0.0008519,0.00089267,0.00091934,0.00090747,0.0008628,0.00090048,0.00095054,0.00098998,0.00098907,0.0009833,0.00094768,0.00092822,0.00093066,0.00088515,0.00080869,0.00083353,0.00089684,0.00094238,0.00100759,0.00098374,0.00100506,0.00103058,0.00105195
ISS_006RI_LPHRLFMOV001_PRIME,8110,1,2005-04-13T13:17:20,162.2,162.2,6.318745,0.0,33.340324,83.31501,67.9820476,0.48308068,0.0,2.233e-05,1.224e-05,1.553e-05,1.611e-05,8.26e-06,1.866e-05,2.147e-05,2.051e-05,2.033e-05,2.414e-05,1.635e-05,2.339e-05,2.797e-05,3.2e-05,2.528e-05,3.152e-05,2.998e-05,2.763e-05,2.577e-05,2.816e-05,3.842e-05,3.706e-05,3.679e-05,3.942e-05,3.486e-05,6.741e-05,7.462e-05,7.734e-05,8.234e-05,8.493e-05,7.945e-05,8.13e-05,8.502e-05,8.698e-05,8.682e-05,6.151e-05,6.29e-05,8.308e-05,9.05e-05,0.00013811,0.00014503,0.00015324,0.00016222,0.00014358,0.00014324,0.00016886,0.00018558,0.00018445,0.00019557,0.00022942,0.0002386,0.00024188,0.00024601,0.0002443,0.00024193,0.00026618,0.00029374,0.00030227,0.00029384,0.00034021,0.00035879,0.0003566,0.00036002,0.00035743,0.00035152,0.00036589,0.00040276,0.00041466,0.00045849,0.00047808,0.00052818,0.00062533,0.00072909,0.00079892,0.0008353,0.00086988,0.00093251,0.00093606,0.00088579,0.00088809,0.00093934,0.00099292,0.00104848,0.00101507,0.00096393,0.00092166,0.00087313,0.00087274,0.00084095,0.00083796,0.00088017,0.00094241,0.00097267,0.00098243,0.00097858,0.00094411,0.00099036
ISS_006RI_LPHRLFMOV001_PRIME,8111,1,2005-04-13T13:17:20,162.22,162.22,6.3200665,0.0,33.340195,83.3147,67.9820476,0.47488315,0.0,1.745e-05,1.671e-05,1.601e-05,1.755e-05,2.438e-05,2.857e-05,2.291e-05,1.811e-05,1.72e-05,2.339e-05,2.913e-05,2.664e-05,2.457e-05,1.85e-05,3.29e-05,3.269e-05,3.094e-05,2.946e-05,3.39e-05,3.952e-05,3.424e-05,3.269e-05,3.704e-05,4.156e-05,4.161e-05,6.118e-05,7.91e-05,8.643e-05,7.89e-05,7.996e-05,8.656e-05,9.123e-05,8.772e-05,8.359e-05,8.124e-05,8.397e-05,8.764e-05,8.676e-05,8.943e-05,0.00012757,0.00014015,0.00014488,0.00013922,0.00015239,0.00014316,0.00015574,0.00018636,0.0001938,0.00019494,0.00021877,0.00023575,0.00023858,0.00024276,0.00024422,0.000241,0.00025398,0.00030171,0.0002943,0.00028916,0.00031049,0.00034448,0.00033958,0.0003509,0.00035661,0.00035807,0.00035978,0.00039326,0.00041269,0.00042926,0.00048304,0.00057933,0.00062928,0.00073005,0.00076571,0.00080257,0.00086454,0.00091221,0.00088948,0.0008716,0.00087641,0.00092759,0.00100113,0.00106237,0.00103574,0.00098533,0.00093528,0.00088606,0.00083218,0.00081691,0.00084503,0.0008663,0.00095948,0.00099238,0.00099843,0.00099743,0.00093708,0.00095388
ISS_006RI_LPHRLFMOV001_PRIME,8112,1,2005-04-13T13:17:20,162.24,162.24,6.321435,0.0,33.34006,83.31439,67.9820476,0.46993611,0.0,1.696e-05,1.865e-05,1.492e-05,1.487e-05,1.529e-05,1.747e-05,1.987e-05,2.207e-05,2.181e-05,1.857e-05,2.34e-05,3.032e-05,3.366e-05,1.577e-05,2.962e-05,3.055e-05,2.904e-05,2.807e-05,1.661e-05,2.404e-05,2.871e-05,3.153e-05,3.435e-05,2.917e-05,3.457e-05,5.369e-05,7.745e-05,8.477e-05,6.874e-05,6.989e-05,7.26e-05,7.146e-05,8.392e-05,8.511e-05,7.974e-05,7.563e-05,8.182e-05,8.939e-05,8.727e-05,0.00010668,0.00013037,0.0001423,0.00014238,0.00014657,0.00014873,0.00015356,0.00019027,0.00018513,0.00018228,0.00019946,0.00024322,0.00024504,0.00024229,0.00023925,0.0002377,0.00024037,0.00029042,0.00029602,0.00030007,0.00031326,0.00035875,0.0003471,0.00034856,0.00034943,0.00034976,0.00035005,0.00039985,0.00040527,0.00041991,0.00048382,0.00056917,0.00065666,0.00071182,0.0007536,0.00079915,0.0008747,0.00086102,0.00085899,0.0008842,0.00094016,0.00099118,0.00104223,0.00106158,0.00103543,0.00098534,0.00088277,0.00083014,0.00082044,0.00083575,0.00086622,0.0009271,0.00096068,0.00100144,0.00105047,0.00101185,0.00094209,0.000942
ISS_006RI_LPHRLFMOV001_PRIME,8113,1,2005-04-13T13:17:20,162.26,162.26,6.322862,0.0,33.339935,83.31408,67.9820476,0.46580953,0.0,1.644e-05,2.218e-05,1.218e-05,1.776e-05,1.836e-05,1.864e-05,2.036e-05,2.968e-05,2.012e-05,2.222e-05,2.486e-05,2.39e-05,4.552e-05,3.438e-05,3.346e-05,3.36e-05,2.995e-05,3.303e-05,3.682e-05,3.403e-05,3.143e-05,3.806e-05,3.696e-05,3.326e-05,3.29e-05,3.958e-05,8.422e-05,8.575e-05,7.54e-05,8.051e-05,9.814e-05,9.192e-05,9.665e-05,8.939e-05,8.677e-05,0.00010072,9.456e-05,8.958e-05,8.552e-05,9.537e-05,0.000146,0.00014163,0.00014453,0.00014154,0.00013812,0.0001498,0.00018594,0.00019869,0.00019964,0.00019745,0.00024129,0.0002373,0.00024173,0.0002457,0.00024599,0.00024356,0.00028327,0.00029597,0.00030417,0.00031692,0.00035751,0.00035891,0.0003554,0.00035157,0.00035209,0.00035052,0.00039325,0.00041092,0.00042053,0.00051697,0.00056619,0.00069076,0.00075276,0.00080241,0.00080498,0.00082526,0.00084815,0.00086696,0.00088297,0.00093353,0.00098196,0.00102718,0.00105697,0.00104368,0.00097743,0.00088977,0.00085141,0.00082487,0.00082827,0.00086318,0.00090121,0.00095899,0.00101577,0.00105181,0.00098347,0.00095265,0.00093825
ISS_006RI_LPHRLFMOV001_PRIME,8114,1,2005-04-13T13:17:20,162.28,162.28,6.324348,0.0,33.33981,83.313774,67.9820476,0.46363681,0.0,1.214e-05,2.028e-05,1.321e-05,1.308e-05,1.625e-05,2.185e-05,2.14e-05,1.566e-05,1.63e-05,1.715e-05,1.893e-05,3.576e-05,2.122e-05,2.664e-05,3.034e-05,2.471e-05,3.013e-05,3.474e-05,4.007e-05,4.208e-05,3.346e-05,3.121e-05,3.229e-05,3.558e-05,4.154e-05,4.879e-05,7.005e-05,7.907e-05,8.349e-05,8.526e-05,9.914e-05,8.583e-05,7.917e-05,7.771e-05,8.228e-05,8.013e-05,8.355e-05,8.479e-05,8.729e-05,9.258e-05,0.00014651,0.0001448,0.00014504,0.00014408,0.00013875,0.00014692,0.00017471,0.00018458,0.00018248,0.00019396,0.00023983,0.00024349,0.00023873,0.00023491,0.00024983,0.00025079,0.00027655,0.00029536,0.00029777,0.00030321,0.00033532,0.0003414,0.00034578,0.00037102,0.00036479,0.00037317,0.00036905,0.00036875,0.0004142,0.00049406,0.00057936,0.00067097,0.00074317,0.00079495,0.00086146,0.00088445,0.00088391,0.00085854,0.00086044,0.0009124,0.0009551,0.00100132,0.00104021,0.00106169,0.00097483,0.00090386,0.00085557,0.00080171,0.00083012,0.00085246,0.00088863,0.00094406,0.00099875,0.00103947,0.00102694,0.00098381,0.0009308
ISS_006RI_LPHRLFMOV001_PRIME,8115,1,2005-04-13T13:17:20,162.3,162.3,6.325877,0.0,33.33968,83.31346,67.9820476,0.46184828,0.0,4.28e-06,1.899e-05,2.146e-05,1.788e-05,1.158e-05,9.06e-06,2.323e-05,2.457e-05,2.516e-05,2.68e-05,2.917e-05,2.678e-05,2.071e-05,2.217e-05,3.285e-05,2.376e-05,2.28e-05,2.851e-05,3.024e-05,2.08e-05,3.151e-05,3.148e-05,3.818e-05,4.338e-05,3.67e-05,2.824e-05,6.466e-05,7.854e-05,7.574e-05,7.958e-05,8.801e-05,8.543e-05,8.438e-05,9.016e-05,8.974e-05,8.82e-05,8.863e-05,8.802e-05,8.517e-05,8.752e-05,0.00012325,0.00013855,0.00014701,0.00015535,0.00014929,0.00014627,0.00016075,0.00018572,0.00020305,0.00018404,0.00021757,0.00024112,0.00024169,0.00024727,0.0002395,0.00023635,0.00025611,0.0003045,0.00029363,0.00030011,0.00031888,0.00034673,0.00035547,0.00033831,0.00036279,0.00036259,0.00035128,0.00034817,0.00039504,0.0004782,0.00056276,0.00065994,0.00074241,0.00078833,0.00082932,0.00085504,0.00084487,0.00085857,0.00086337,0.00092025,0.00096706,0.0009895,0.00105885,0.00106004,0.00099778,0.00092158,0.00086696,0.000775,0.00081321,0.00087228,0.00087346,0.00088112,0.00097773,0.00103785,0.00100926,0.00093481,0.00093679
ISS_006RI_LPHRLFMOV001_PRIME,8116,1,2005-04-13T13:17:20,162.32,162.32,6.3274703,0.0,33.33955,83.31315,67.9820476,0.45998872,0.0,1.869e-05,1.404e-05,1.499e-05,2.219e-05,3.859e-05,1.331e-05,2.585e-05,2.766e-05,2.01e-05,3.038e-05,1.082e-05,2.225e-05,3.211e-05,3.307e-05,2.56e-05,3.121e-05,2.947e-05,2.778e-05,3.154e-05,2.207e-05,3.673e-05,3.721e-05,3.41e-05,3.436e-05,3.484e-05,3.655e-05,5.578e-05,8.512e-05,9.185e-05,8.759e-05,7.301e-05,7.018e-05,8.141e-05,9.15e-05,7.934e-05,8.922e-05,9.213e-05,8.504e-05,9.251e-05,9.146e-05,0.00011913,0.00014815,0.00015105,0.00013658,0.00014439,0.00014894,0.00015679,0.00018547,0.00019054,0.00019155,0.00021289,0.0002437,0.00024267,0.00023167,0.00024123,0.00025151,0.00025952,0.00028747,0.00030047,0.00029797,0.00030926,0.00034417,0.00035672,0.00036139,0.00035564,0.00034813,0.0003458,0.0003522,0.00043242,0.00048602,0.00054701,0.00067609,0.00073396,0.00076815,0.00081375,0.00086256,0.00085544,0.00075735,0.00081878,0.0009221,0.00105671,0.00111135,0.00104683,0.00100802,0.00095292,0.00087767,0.00088701,0.0007391,0.00077474,0.0008807,0.00093455,0.00088533,0.00097161,0.00103381,0.00104072,0.00093177,0.00093272
ISS_006RI_LPHRLFMOV001_PRIME,8117,1,2005-04-13T13:17:20,162.34,162.34,6.329113,0.0,33.339424,83.312836,67.9820476,0.45940034,0.0,2.488e-05,3.034e-05,3.023e-05,1.832e-05,1.507e-05,2.423e-05,3.17e-05,3.397e-05,2.145e-05,2.942e-05,2.819e-05,2.73e-05,2.787e-05,2.392e-05,4.019e-05,4.17e-05,3.826e-05,3.408e-05,2.817e-05,4.115e-05,4.412e-05,4.369e-05,4.302e-05,4.142e-05,4.352e-05,4.963e-05,5.894e-05,7.468e-05,8.759e-05,9.159e-05,9.211e-05,9.101e-05,8.941e-05,8.093e-05,8.186e-05,8.555e-05,8.885e-05,0.00010087,9.749e-05,9.498e-05,0.00011046,0.00015084,0.00014492,0.00014723,0.00014344,0.00014112,0.00014928,0.00019914,0.00019478,0.00019175,0.00020254,0.00024233,0.0002401,0.00025006,0.00025238,0.00024631,0.00025003,0.00028932,0.0002992,0.00029938,0.00030413,0.00034619,0.00035687,0.00035409,0.00035591,0.00035714,0.00036536,0.00039125,0.00043329,0.0004833,0.00055896,0.0006528,0.00072671,0.00077657,0.00081595,0.00086478,0.0008587,0.00079309,0.00078987,0.0008702,0.00104653,0.0011012,0.00108033,0.00103488,0.00098241,0.00086986,0.00086591,0.00081909,0.00079176,0.0008658,0.00093564,0.00088804,0.00091692,0.00098894,0.00099466,0.0009803,0.00100251
ISS_006RI_LPHRLFMOV001_PRIME,8118,1,2005-04-13T13:17:20,162.36,162.36,6.330816,0.0,33.339302,83.312515,67.9820476,0.45632085,0.0,1.635e-05,1.232e-05,1.683e-05,2.73e-05,1.866e-05,1.896e-05,2.38e-05,1.948e-05,2.133e-05,2.431e-05,2.983e-05,3.593e-05,2.669e-05,2.51e-05,2.595e-05,2.91e-05,3.489e-05,3.571e-05,3.643e-05,3.696e-05,3.714e-05,3.714e-05,4.302e-05,4.604e-05,4.557e-05,4.415e-05,4.49e-05,8.583e-05,8.001e-05,7.732e-05,8.012e-05,8.147e-05,8.726e-05,9.186e-05,9.439e-05,9.378e-05,8.764e-05,8.955e-05,8.941e-05,9.174e-05,9.599e-05,0.0001382,0.00015178,0.00015327,0.00015006,0.00014481,0.00016457,0.0001863,0.00019168,0.0001889,0.00019351,0.00024102,0.00024987,0.00025307,0.00025348,0.00023872,0.00024258,0.00027349,0.00029708,0.00030322,0.00029038,0.00033705,0.00034863,0.00035062,0.00035609,0.00036958,0.00035739,0.00038045,0.00041753,0.00046141,0.00057095,0.00064486,0.00069796,0.00074415,0.00080084,0.00085986,0.00086195,0.00081524,0.00078911,0.00095005,0.0010383,0.00108181,0.00107763,0.00102326,0.00092448,0.00088078,0.00086581,0.00082522,0.00074029,0.00093319,0.00093175,0.00090059,0.00093735,0.00100263,0.00098504,0.00099413,0.00102033
ISS_006RI_LPHRLFMOV001_PRIME,8119,1,2005-04-13T13:17:20,162.38,162.38,6.332579,0.0,33.339176,83.31221,67.9820476,0.44609658,0.0,2.128e-05,1.297e-05,2.041e-05,1.7e-05,1.861e-05,2.082e-05,1.673e-05,2.421e-05,2.265e-05,2.335e-05,2.706e-05,3.441e-05,2.907e-05,4.098e-05,4.656e-05,3.986e-05,3.787e-05,4.526e-05,3.841e-05,3.091e-05,3.41e-05,2.737e-05,3.772e-05,4.417e-05,4.569e-05,3.633e-05,4.293e-05,7.602e-05,9.235e-05,9.103e-05,7.324e-05,8.096e-05,8.888e-05,9.472e-05,9.53e-05,8.289e-05,9.543e-05,9.305e-05,9.067e-05,9.066e-05,9.665e-05,0.00014094,0.00015007,0.00014738,0.000146,0.00016032,0.00014745,0.00016878,0.00019683,0.000201,0.00020003,0.00023239,0.00024589,0.0002451,0.00024031,0.00025019,0.00024802,0.00026918,0.00030377,0.0002978,0.00030796,0.00033394,0.00035148,0.00035582,0.00035711,0.0003676,0.00036387,0.00038632,0.00045659,0.00052061,0.00055623,0.00063236,0.00070425,0.00074775,0.00080547,0.00080191,0.00080509,0.00081446,0.00079842,0.00093538,0.00100972,0.00106199,0.00107031,0.0009904,0.00095821,0.00091744,0.00088282,0.00087875,0.00082978,0.00092183,0.00094003,0.00093861,0.00095219,0.00099959,0.00096315,0.00097508,0.00103879
ISS_006RI_LPHRLFMOV001_PRIME,8120,1,2005-04-13T13:17:20,162.4,162.4,6.3343806,0.0,33.339054,83.3119,67.9820476,0.4542336,0.0,1.542e-05,2.707e-05,2.621e-05,2.771e-05,2.785e-05,2.022e-05,2.831e-05,2.904e-05,2.761e-05,2.606e-05,3.081e-05,3.425e-05,3.354e-05,3.372e-05,3.275e-05,3.496e-05,3.543e-05,3.38e-05,3.412e-05,3.742e-05,3.803e-05,3.779e-05,3.503e-05,3.415e-05,4.137e-05,3.647e-05,3.853e-05,5.587e-05,8.237e-05,8.6e-05,8.588e-05,8.887e-05,9.204e-05,9.49e-05,9.559e-05,9.431e-05,9.128e-05,9.265e-05,9.928e-05,9.024e-05,9.517e-05,0.00012086,0.0001465,0.00014829,0.00015621,0.0001483,0.00014654,0.00015748,0.00019408,0.00019637,0.00019312,0.00021284,0.00024486,0.0002468,0.00024393,0.00024728,0.00025096,0.00025673,0.00029074,0.00029576,0.00030305,0.00032103,0.00035373,0.00035713,0.00035806,0.00035521,0.00035712,0.00036556,0.00046051,0.00050549,0.00054706,0.00058969,0.00067038,0.00072735,0.00079069,0.00081391,0.00081251,0.00081663,0.00087572,0.00091874,0.00098776,0.00104663,0.00103516,0.00099997,0.00095943,0.00092366,0.00088942,0.00088748,0.00083082,0.00088042,0.00094319,0.00093922,0.00094405,0.00097764,0.00097587,0.00096919,0.00103969
ISS_006RI_LPHRLFMOV001_PRIME,8121,1,2005-04-13T13:17:20,162.42,162.42,6.33625,0.0,33.338932,83.31159,67.9820476,0.46085936,0.0,2.113e-05,2.173e-05,2.517e-05,2.857e-05,2.659e-05,2.84e-05,2.999e-05,3.227e-05,3.542e-05,3.851e-05,3.57e-05,2.945e-05,3.02e-05,3.727e-05,4.276e-05,3.423e-05,3.376e-05,3.62e-05,3.884e-05,5.234e-05,4.368e-05,4.363e-05,4.652e-05,4.96e-05,3.973e-05,4.103e-05,4.145e-05,5.188e-05,0.00010277,8.496e-05,9.697e-05,0.00010284,0.00010041,8.046e-05,9.736e-05,9.681e-05,9.66e-05,9.842e-05,8.575e-05,9.512e-05,9.803e-05,0.00011239,0.00014487,0.00014405,0.00015047,0.00015195,0.00015329,0.00015918,0.00020923,0.00019522,0.00019081,0.00020275,0.00024127,0.00024933,0.0002478,0.00024707,0.0002464,0.00023871,0.00029285,0.00030676,0.00030655,0.0003008,0.00036444,0.00035126,0.00035643,0.00036382,0.00036169,0.00035937,0.00043196,0.00049702,0.00052884,0.00063372,0.00068165,0.0007201,0.00077177,0.00082335,0.00080547,0.00081038,0.00083976,0.00090796,0.00098761,0.00104116,0.00103822,0.00097215,0.00090737,0.00085899,0.00086437,0.00087176,0.00086822,0.00087972,0.00094732,0.0009585,0.00093822,0.00097579,0.00100853,0.00095381,0.00101864
ISS_006RI_LPHRLFMOV001_PRIME,8122,1,2005-04-13T13:17:20,162.44,162.44,6.3381615,0.0,33.338806,83.31128,67.9820476,0.46368621,0.0,1.919e-05,2.067e-05,3.074e-05,3.382e-05,2.247e-05,2.67e-05,2.495e-05,2.161e-05,3.001e-05,2.971e-05,2.51e-05,2.115e-05,2.147e-05,3.423e-05,3.993e-05,3.3e-05,2.832e-05,3.533e-05,3.539e-05,3.723e-05,3.514e-05,3.39e-05,3.73e-05,3.063e-05,4.419e-05,4.535e-05,4.112e-05,4.219e-05,9.468e-05,9.332e-05,8.731e-05,8.064e-05,8.147e-05,9.032e-05,9.335e-05,9.524e-05,9.642e-05,9.658e-05,9.585e-05,9.293e-05,9.306e-05,9.745e-05,0.00014264,0.00015107,0.00015347,0.00015482,0.00015904,0.00015453,0.00017433,0.00018721,0.00019452,0.00019774,0.00024082,0.00024784,0.00024813,0.0002469,0.00024709,0.0002491,0.00027987,0.00030021,0.0002971,0.00029563,0.00034283,0.00035788,0.00035783,0.00035051,0.00036428,0.00035732,0.00043153,0.00050728,0.00051991,0.00064474,0.00066229,0.00070355,0.0007516,0.00074182,0.00077426,0.00076244,0.00082227,0.00093666,0.00101726,0.00102904,0.00103482,0.00100374,0.00094604,0.00088006,0.0008689,0.00087122,0.00087417,0.00086949,0.00092524,0.00098546,0.00100542,0.0009992,0.0009971,0.00089256,0.00095902
