Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139650 Mean,Normal EW139655 Mean,Normal EW139660 Mean,Normal EW139665 Mean,Normal EW139670 Mean,Normal EW139675 Mean,Normal EW139680 Mean,Normal EW139685 Mean,Normal EW139690 Mean,Normal EW139695 Mean,Normal EW139700 Mean,Normal EW139705 Mean,Normal EW139710 Mean,Normal EW139715 Mean,Normal EW139720 Mean,Normal EW139725 Mean,Normal EW139730 Mean,Normal EW139735 Mean,Normal EW139740 Mean,Normal EW139745 Mean,Normal EW139750 Mean,Normal EW139755 Mean,Normal EW139760 Mean,Normal EW139765 Mean,Normal EW139770 Mean,Normal EW139775 Mean,Normal EW139780 Mean,Normal EW139785 Mean,Normal EW139790 Mean,Normal EW139795 Mean,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean
ISS_006RI_LPHRLFMOV001_PRIME,8662,1,2005-04-13T12:48:16,173.24,173.24,6.3633227,0.0,33.662636,83.34021,67.9820476,0.48364739,0.0,1.531e-05,1.355e-05,2.002e-05,2.222e-05,1.991e-05,1.555e-05,1.853e-05,2.152e-05,2.465e-05,2.672e-05,2.635e-05,2.37e-05,2.007e-05,2.194e-05,2.802e-05,2.529e-05,2.793e-05,2.789e-05,2.698e-05,2.541e-05,3.611e-05,3.015e-05,2.951e-05,3.053e-05,3.124e-05,4.272e-05,6.163e-05,7.055e-05,7.462e-05,7.086e-05,7.079e-05,7.923e-05,8.205e-05,6.926e-05,8.134e-05,8.554e-05,8.615e-05,9.445e-05,0.00013511,0.00014102,0.00013949,0.000136,0.0001363,0.00017313,0.00018319,0.00018135,0.00018913,0.00023771,0.00023957,0.0002395,0.00023366,0.00022622,0.000237,0.00028417,0.0003024,0.00030129,0.00028855,0.00029117,0.00030357,0.00029671,0.00029982,0.00034594,0.0003453,0.00037171,0.00039201,0.00040125,0.00044661,0.00053995,0.00056743,0.00058352,0.0006313,0.00066598,0.00071284,0.00073685,0.00073652,0.00067206,0.00067124,0.00073705,0.00080135,0.00084889,0.0009785,0.00101959,0.00104029,0.00103798,0.00098701,0.00092862,0.00085056,0.00078159,0.00074215,0.00068911,0.00068258,0.00074347,0.00090392,0.00113276,0.00159492,0.00187634,0.00203969
ISS_006RI_LPHRLFMOV001_PRIME,8663,1,2005-04-13T12:47:44,173.26,173.26,6.3631415,0.0,33.67099,83.34404,67.9820476,0.47672836,0.0,1.889e-05,1.95e-05,2.188e-05,2.552e-05,1.679e-05,1.788e-05,2.509e-05,2.433e-05,2.03e-05,2.332e-05,2.881e-05,3.522e-05,3.063e-05,2.973e-05,2.971e-05,2.955e-05,3.58e-05,3.471e-05,3.227e-05,2.962e-05,2.943e-05,4.062e-05,3.216e-05,3.5e-05,4.115e-05,4.592e-05,3.619e-05,4.226e-05,4.381e-05,4.331e-05,4.659e-05,4.989e-05,7.61e-05,8.806e-05,7.578e-05,8.803e-05,8.452e-05,8.158e-05,7.957e-05,7.665e-05,8.519e-05,8.823e-05,0.00011095,0.00014529,0.00018249,0.00018693,0.00018073,0.00017783,0.00019546,0.00024285,0.0002347,0.0002336,0.00024295,0.00029445,0.00029578,0.00029474,0.00028944,0.00028751,0.00030558,0.00033012,0.00033614,0.00033816,0.00036356,0.00034381,0.00038399,0.00043062,0.00046818,0.00055608,0.0005977,0.00064814,0.00068606,0.00067761,0.00066808,0.00070443,0.00069649,0.00066337,0.00067337,0.0007773,0.00086268,0.00094406,0.00101915,0.00110938,0.0011324,0.00106134,0.00097414,0.00093261,0.00089073,0.00082426,0.0007576,0.00068663,0.00069007,0.00083777,0.00099621,0.00124179,0.00153164,0.00183016,0.00212802
ISS_006RI_LPHRLFMOV001_PRIME,8664,1,2005-04-13T12:47:44,173.28,173.28,6.3629813,0.0,33.67084,83.34374,67.9820476,0.47585463,0.0,1.718e-05,1.901e-05,2.355e-05,2.076e-05,1.554e-05,1.434e-05,1.843e-05,2.421e-05,2.998e-05,3.12e-05,2.902e-05,2.821e-05,2.513e-05,2.793e-05,2.895e-05,2.478e-05,2.638e-05,3.721e-05,3.985e-05,3.747e-05,2.821e-05,2.786e-05,3.27e-05,3.638e-05,3.841e-05,3.54e-05,3.66e-05,4.039e-05,4.236e-05,5.06e-05,7.924e-05,8.074e-05,8.428e-05,8.874e-05,8.96e-05,8.633e-05,0.00011662,0.00013762,0.00013867,0.00013696,0.00014575,0.00013952,0.00013281,0.00013966,0.00017714,0.00017355,0.00017576,0.00017928,0.00018188,0.00022762,0.00023451,0.00023273,0.0002355,0.00029079,0.00029049,0.00029337,0.00029612,0.0002945,0.00030317,0.00032319,0.00034563,0.00035049,0.00034635,0.00035777,0.00037799,0.00040707,0.00045396,0.00054823,0.00059763,0.0006371,0.00066496,0.00066837,0.00066839,0.00070166,0.00073322,0.00068597,0.00072906,0.00076893,0.00083967,0.00091987,0.00102543,0.00102499,0.00103755,0.00101962,0.00097546,0.00093167,0.00086741,0.00082769,0.00076339,0.00068475,0.000685,0.00081921,0.00099961,0.0012165,0.00150922,0.00179166,0.00209462
ISS_006RI_LPHRLFMOV001_PRIME,8665,1,2005-04-13T12:47:44,173.3,173.3,6.3628774,0.0,33.670696,83.34342,67.9820476,0.47059414,0.0,1.466e-05,1.958e-05,2.299e-05,2.242e-05,2.623e-05,3.106e-05,2.186e-05,2.133e-05,2.224e-05,2.442e-05,2.804e-05,2.202e-05,2.443e-05,2.809e-05,2.994e-05,2.512e-05,2.783e-05,4.082e-05,3.682e-05,2.763e-05,3.951e-05,4.226e-05,5.99e-05,7.249e-05,6.263e-05,7.431e-05,8.526e-05,8.618e-05,8.202e-05,8.834e-05,8.104e-05,7.742e-05,7.597e-05,8.017e-05,8.201e-05,8.472e-05,0.00010736,0.00012844,0.00012492,0.00013804,0.00014263,0.00013955,0.00013439,0.00014785,0.00016913,0.00017459,0.00018585,0.00019468,0.00018985,0.00022415,0.00023804,0.00023837,0.00024493,0.00027588,0.00028394,0.00028627,0.00028457,0.00029507,0.00028522,0.00031351,0.00034724,0.00036634,0.00034999,0.00036508,0.00037653,0.00038956,0.0004505,0.00055137,0.00059672,0.00062836,0.00067071,0.00066774,0.00067666,0.00071009,0.00074087,0.00068581,0.00072127,0.00077376,0.00085906,0.00098992,0.00105501,0.00103793,0.00103245,0.00101915,0.00097073,0.0008807,0.00082557,0.00078332,0.0007426,0.00068548,0.00069856,0.00084012,0.00102151,0.00122948,0.00151985,0.00179454,0.00204888
ISS_006RI_LPHRLFMOV001_PRIME,8666,1,2005-04-13T12:47:44,173.32,173.32,6.3628306,0.0,33.670547,83.34312,67.9820476,0.46878585,0.0,2.448e-05,4.93e-06,1.927e-05,2.249e-05,2.228e-05,2.454e-05,3.17e-05,2.627e-05,2.709e-05,2.904e-05,2.363e-05,2.231e-05,2.282e-05,2.439e-05,2.724e-05,3.548e-05,3.431e-05,3.91e-05,3.71e-05,2.972e-05,3.281e-05,2.651e-05,4.734e-05,8.16e-05,7.214e-05,7.37e-05,7.501e-05,7.723e-05,8.068e-05,8.473e-05,8.962e-05,8.298e-05,7.555e-05,7.871e-05,7.941e-05,8.14e-05,0.00010222,0.00013175,0.0001314,0.00014634,0.00014208,0.00013649,0.00014608,0.00013953,0.00017245,0.00018609,0.00018634,0.00019311,0.00018372,0.00021043,0.0002286,0.00023044,0.00023473,0.00028372,0.00029785,0.0002985,0.00029355,0.00028594,0.00029341,0.00031771,0.00034811,0.00036644,0.00035188,0.00034487,0.00036231,0.00041091,0.00045364,0.00053333,0.00058502,0.000618,0.00067783,0.00068929,0.00068036,0.00067041,0.00066309,0.000685,0.00071744,0.00079045,0.00088225,0.00097981,0.00105566,0.00104268,0.00103817,0.00103903,0.00091309,0.00086339,0.00082785,0.00079459,0.00077126,0.00068992,0.00069845,0.00079879,0.00105497,0.00136733,0.00150441,0.00174108,0.00204433
ISS_006RI_LPHRLFMOV001_PRIME,8667,1,2005-04-13T12:47:44,173.34,173.34,6.3628416,0.0,33.6704,83.34281,67.9820476,0.47400858,0.0,1.016e-05,1.377e-05,1.997e-05,2.164e-05,2.068e-05,2.252e-05,1.274e-05,1.262e-05,1.683e-05,2.537e-05,3.048e-05,3.001e-05,2.601e-05,2.335e-05,2.824e-05,2.32e-05,2.428e-05,2.383e-05,2.271e-05,2.841e-05,3.161e-05,3.556e-05,4.775e-05,6.939e-05,7.38e-05,7.396e-05,7.893e-05,8.59e-05,8.47e-05,7.963e-05,7.914e-05,7.892e-05,7.811e-05,7.71e-05,7.82e-05,7.764e-05,8.956e-05,0.00014189,0.00013962,0.00013569,0.00013173,0.0001292,0.00013882,0.00012877,0.00015719,0.00017954,0.00018343,0.00017714,0.00018156,0.00020754,0.00024045,0.00022792,0.00024116,0.00027058,0.00028773,0.00028392,0.00028126,0.00029085,0.00029073,0.00029916,0.00034298,0.00034385,0.0003462,0.0003446,0.00035905,0.00039154,0.00043872,0.00051284,0.00057256,0.00061479,0.00066941,0.00068028,0.00068062,0.00067558,0.0006721,0.00068833,0.00070848,0.00076163,0.00086814,0.00096798,0.00101253,0.00102813,0.00101708,0.000955,0.00094249,0.00088844,0.00082846,0.00076453,0.00068593,0.00064101,0.00067009,0.00077783,0.00097625,0.00134202,0.0015013,0.00174043,0.00199159
ISS_006RI_LPHRLFMOV001_PRIME,8668,1,2005-04-13T12:47:44,173.36,173.36,6.362909,0.0,33.670254,83.3425,67.9820476,0.47488308,0.0,1.695e-05,2.03e-05,1.885e-05,1.466e-05,8.3e-06,2.196e-05,1.527e-05,2.121e-05,2.463e-05,2.284e-05,2.355e-05,2.322e-05,2.087e-05,1.861e-05,2.407e-05,2.108e-05,2.364e-05,2.636e-05,2.404e-05,4.087e-05,3.536e-05,3.542e-05,3.356e-05,7.436e-05,7.682e-05,8.122e-05,8.03e-05,7.18e-05,8.631e-05,8.314e-05,8.164e-05,8.163e-05,8.155e-05,7.904e-05,7.914e-05,7.83e-05,8.671e-05,0.00012879,0.00013064,0.00013365,0.00014006,0.00014943,0.00014407,0.00014978,0.00016237,0.00017897,0.00019115,0.0001836,0.00018574,0.00020462,0.00024407,0.00023786,0.00023506,0.0002609,0.00028917,0.00029201,0.00031225,0.00030028,0.00029096,0.00029676,0.00034493,0.00035011,0.00034654,0.00034706,0.00035999,0.00039277,0.00043136,0.00049386,0.0005799,0.00062611,0.00066691,0.0006698,0.00067209,0.00068005,0.00067517,0.0006625,0.00070174,0.00076624,0.00085467,0.00095695,0.00101986,0.00104983,0.0010357,0.00098422,0.00095427,0.00087894,0.00078457,0.00072302,0.00068301,0.0006625,0.00070215,0.00081989,0.0010005,0.00128611,0.00147539,0.00172468,0.00197112
ISS_006RI_LPHRLFMOV001_PRIME,8669,1,2005-04-13T12:47:44,173.38,173.38,6.363033,0.0,33.670105,83.34219,67.9820476,0.47546331,0.0,1.553e-05,2.358e-05,2.571e-05,2.5e-05,3.618e-05,2.547e-05,2.616e-05,2.741e-05,2.745e-05,2.359e-05,2.627e-05,2.536e-05,2.559e-05,3.292e-05,3.256e-05,2.884e-05,2.932e-05,3.351e-05,4.375e-05,3.409e-05,3.774e-05,4.006e-05,3.164e-05,8.125e-05,7.908e-05,7.693e-05,8.146e-05,8.123e-05,8.213e-05,8.373e-05,8.59e-05,8.866e-05,8.688e-05,8.128e-05,8.675e-05,9.395e-05,9.529e-05,0.00012813,0.00014363,0.00014842,0.00014676,0.000136,0.00014224,0.00013998,0.00014857,0.00017444,0.00017924,0.00018329,0.00019112,0.00020724,0.00023552,0.00024437,0.00024028,0.00025773,0.00028534,0.00028636,0.00028587,0.0002926,0.00029633,0.00028382,0.00034688,0.00034775,0.00034749,0.00034683,0.0003492,0.00039413,0.00043085,0.0004802,0.0005502,0.00062027,0.00066255,0.00067914,0.00067736,0.00067575,0.00064678,0.00066322,0.00069637,0.00075549,0.00086711,0.00096332,0.00102356,0.00105691,0.00103742,0.0009703,0.00092855,0.00089209,0.00085394,0.000761,0.00065683,0.00064873,0.00071942,0.00087899,0.00120461,0.00137933,0.00156015,0.00171906,0.00192645
ISS_006RI_LPHRLFMOV001_PRIME,8670,1,2005-04-13T12:47:44,173.4,173.4,6.3632135,0.0,33.669964,83.341896,67.9820476,0.4743327,0.0,1.23e-05,1.854e-05,1.902e-05,1.434e-05,6.59e-06,1.254e-05,1.735e-05,2.021e-05,1.847e-05,1.729e-05,1.832e-05,1.626e-05,1.904e-05,2.579e-05,3.721e-05,3.52e-05,2.968e-05,2.706e-05,2.036e-05,2.629e-05,2.973e-05,3.121e-05,3.208e-05,7.514e-05,7.532e-05,7.179e-05,7.518e-05,7.724e-05,7.833e-05,7.767e-05,7.925e-05,8.941e-05,7.775e-05,7.795e-05,7.839e-05,7.767e-05,8.332e-05,0.00011934,0.00013623,0.00014393,0.00013552,0.00012515,0.00014002,0.00014157,0.00013902,0.00018094,0.00018933,0.00018541,0.00018276,0.00018415,0.00022857,0.00023557,0.00024012,0.00024971,0.00028414,0.00028933,0.00029001,0.0002902,0.00029029,0.00029419,0.00033392,0.00034455,0.00034583,0.00034756,0.0003477,0.00038726,0.00042681,0.00046933,0.00054674,0.00062418,0.00063988,0.00064044,0.00063777,0.00063151,0.00058597,0.00062938,0.00071857,0.00085613,0.00102586,0.00108628,0.00110988,0.00109683,0.00103264,0.00098276,0.00094981,0.00089368,0.00085139,0.00074405,0.00066818,0.00065622,0.00072669,0.00088568,0.00116242,0.00134218,0.00150366,0.00164868,0.00188992
ISS_006RI_LPHRLFMOV001_PRIME,8671,1,2005-04-13T12:47:44,173.42,173.42,6.36345,0.0,33.669823,83.34158,67.9820476,0.47555398,0.0,1.77e-05,1.263e-05,5.23e-06,4.2e-07,1.741e-05,2.126e-05,2.053e-05,1.582e-05,1.824e-05,1.516e-05,1.439e-05,1.568e-05,2.839e-05,1.81e-05,1.703e-05,1.991e-05,2.38e-05,2.852e-05,4.068e-05,3.632e-05,2.906e-05,2.961e-05,3.183e-05,5.411e-05,6.739e-05,7.322e-05,7.491e-05,6.453e-05,6.839e-05,7.414e-05,7.981e-05,7.618e-05,8.945e-05,8.874e-05,8.46e-05,8.417e-05,7.901e-05,0.00011436,0.00013419,0.00012897,0.00013536,0.00013347,0.00014304,0.00013842,0.00013474,0.00017779,0.00017738,0.00017711,0.00017809,0.00018297,0.00023503,0.00023468,0.00023212,0.00023573,0.00029106,0.00028961,0.00028754,0.0002945,0.00033305,0.0003492,0.00033241,0.00033124,0.00034297,0.00035717,0.00042749,0.00047047,0.00051653,0.00056514,0.00064293,0.00063927,0.00063941,0.00063054,0.00063634,0.00062581,0.00062432,0.00065366,0.00074246,0.00092161,0.00101837,0.00106821,0.00109022,0.0010757,0.00104956,0.00100561,0.00095776,0.00091308,0.00086041,0.00077929,0.00072375,0.00071464,0.00074806,0.00094271,0.00110756,0.00132055,0.00149657,0.00163067,0.00185065
ISS_006RI_LPHRLFMOV001_PRIME,8672,1,2005-04-13T12:47:44,173.44,173.44,6.363744,0.0,33.669678,83.34128,67.9820476,0.47946995,0.0,7.77e-06,6.73e-06,8.62e-06,2.105e-05,1.536e-05,1.307e-05,1.392e-05,1.924e-05,1.84e-05,2.16e-05,2.243e-05,1.93e-05,3.878e-05,2.051e-05,2.272e-05,2.404e-05,2.816e-05,2.071e-05,2.28e-05,2.643e-05,2.977e-05,2.786e-05,2.998e-05,5.18e-05,6.944e-05,6.131e-05,8.949e-05,7.148e-05,6.751e-05,7.327e-05,6.988e-05,8.538e-05,7.509e-05,7.178e-05,8.277e-05,7.622e-05,8.098e-05,0.00011661,0.0001466,0.00012878,0.00012862,0.00014093,0.00014393,0.0001409,0.00017697,0.00017806,0.0001846,0.00019981,0.00022539,0.00023264,0.00023617,0.00024159,0.00024532,0.0002372,0.00028949,0.00029493,0.00029187,0.00029006,0.00033868,0.00033945,0.00034586,0.00035055,0.00034379,0.00032955,0.00041531,0.00046899,0.00050285,0.00057878,0.00059839,0.00061763,0.00062798,0.00062968,0.00062947,0.00061874,0.00062621,0.0006519,0.00073467,0.00089972,0.00102438,0.00112385,0.00116136,0.00111066,0.00101631,0.00096268,0.00093265,0.00093266,0.00086086,0.00077953,0.00072496,0.00070072,0.00074844,0.00096913,0.00115151,0.00131831,0.00146199,0.00176482,0.00191968
ISS_006RI_LPHRLFMOV001_PRIME,8673,1,2005-04-13T12:47:44,173.46,173.46,6.364095,0.0,33.66954,83.34098,67.9820476,0.47032296,0.0,9.51e-06,9.41e-06,1.093e-05,8.67e-06,1.331e-05,2.015e-05,2.438e-05,1.198e-05,1.728e-05,1.747e-05,1.624e-05,2.424e-05,2.177e-05,2.556e-05,2.71e-05,2.546e-05,3.256e-05,2.895e-05,3.69e-05,4.296e-05,3.181e-05,2.156e-05,3.058e-05,5.246e-05,7.705e-05,6.215e-05,6.179e-05,7.846e-05,8.542e-05,7.546e-05,7.827e-05,8.251e-05,7.844e-05,7.65e-05,8.573e-05,8.613e-05,8.351e-05,9.531e-05,0.00012715,0.00012901,0.00013514,0.00013818,0.00013878,0.00013519,0.00017801,0.00017369,0.00016964,0.00017279,0.00022421,0.00023969,0.00023722,0.00023191,0.00022921,0.00024781,0.00027524,0.00027768,0.00027711,0.00031143,0.00033746,0.00034163,0.00034784,0.0003496,0.00033721,0.00034948,0.0003937,0.00044716,0.00049635,0.00055468,0.00059308,0.00060711,0.00060381,0.00060672,0.00061291,0.00061889,0.00064417,0.000682,0.00080764,0.00094265,0.00103727,0.00111333,0.00117412,0.00109893,0.00102737,0.00095468,0.00090629,0.00088083,0.00084325,0.00078983,0.00073085,0.00068007,0.00080918,0.00096328,0.00111762,0.0012726,0.00147505,0.00178598,0.00195893
ISS_006RI_LPHRLFMOV001_PRIME,8674,1,2005-04-13T12:47:44,173.48,173.48,6.3645024,0.0,33.669395,83.34067,67.9820476,0.4715676,0.0,8.14e-06,8.32e-06,9.04e-06,9.47e-06,6.14e-06,2.05e-06,1.55e-05,2.121e-05,1.83e-05,1.713e-05,2.492e-05,1.967e-05,2.487e-05,2.566e-05,2.53e-05,3.29e-05,3.102e-05,4.125e-05,6.527e-05,5.657e-05,7.59e-05,7.928e-05,7.713e-05,7.483e-05,7.756e-05,7.151e-05,8.865e-05,9.1e-05,8.284e-05,8.114e-05,8.343e-05,8.13e-05,8.446e-05,7.979e-05,6.683e-05,7.792e-05,8.937e-05,0.00010514,0.00014076,0.00014102,0.00013829,0.0001351,0.00013394,0.00015236,0.00017302,0.00017406,0.00017005,0.00017556,0.0002329,0.00023119,0.00023048,0.00023067,0.00023186,0.000238,0.00026902,0.00029081,0.00029451,0.00027042,0.00032112,0.00034355,0.00034542,0.00034613,0.00034702,0.0003403,0.00037809,0.00044611,0.00048118,0.00054112,0.00058559,0.00061762,0.00062391,0.00060568,0.00062656,0.00063492,0.0006387,0.00068044,0.00084409,0.00092804,0.00101663,0.00112106,0.00116606,0.00112586,0.00104463,0.00094896,0.00085103,0.00086241,0.00082313,0.00075568,0.00068034,0.00067857,0.00079836,0.00100054,0.00119339,0.0013212,0.0014676,0.00168488,0.00191619
ISS_006RI_LPHRLFMOV001_PRIME,8675,1,2005-04-13T12:46:56,173.5,173.5,6.3643904,0.0,33.677753,83.34449,67.9820476,0.48522278,0.0,7.13e-06,1.171e-05,1.603e-05,1.897e-05,1.581e-05,9.86e-06,1.186e-05,1.612e-05,2.049e-05,2.846e-05,2.635e-05,2.514e-05,2.396e-05,2.139e-05,2.595e-05,2.303e-05,2.154e-05,2.466e-05,3.682e-05,3.663e-05,3.097e-05,2.531e-05,2.517e-05,6.69e-05,7.436e-05,7.433e-05,7.257e-05,7.39e-05,7.826e-05,8.188e-05,8.283e-05,7.742e-05,7.93e-05,8.444e-05,8.718e-05,8.72e-05,8.447e-05,0.00013026,0.00013659,0.00013695,0.00013688,0.00014674,0.00013319,0.00013791,0.00015136,0.00017272,0.00017279,0.00017651,0.00017946,0.00018716,0.00023859,0.00023262,0.00023347,0.00025183,0.00029086,0.00029016,0.00029462,0.00029583,0.00029204,0.00028222,0.00033737,0.00034824,0.00035011,0.00035356,0.00041204,0.00043877,0.00047501,0.00051354,0.00054944,0.00061278,0.00061724,0.0006178,0.00062135,0.00063103,0.00064137,0.00067,0.00073619,0.00084998,0.00102555,0.00106536,0.00108829,0.00108302,0.00102716,0.00093756,0.00088879,0.00084821,0.000806,0.00071659,0.00069029,0.00074875,0.00084269,0.00098654,0.00117116,0.001287,0.00140171,0.00153698,0.00175771
ISS_006RI_LPHRLFMOV001_PRIME,8676,1,2005-04-13T12:46:56,173.52,173.52,6.3642244,0.0,33.677605,83.34419,67.9820476,0.48367596,0.0,8.46e-06,9.62e-06,5.66e-06,1.839e-05,1.786e-05,2.475e-05,2.377e-05,1.769e-05,1.739e-05,1.866e-05,2.2e-05,2.245e-05,1.857e-05,2.146e-05,2.626e-05,2.668e-05,3.181e-05,3.072e-05,3.966e-05,2.834e-05,2.854e-05,3.706e-05,4.013e-05,6.718e-05,6.699e-05,6.353e-05,7.203e-05,8.74e-05,8.089e-05,8.137e-05,8.572e-05,8.944e-05,7.376e-05,7.572e-05,7.887e-05,8.049e-05,8.375e-05,0.00011881,0.00012554,0.00012646,0.0001383,0.00014229,0.00013492,0.00013775,0.00014964,0.00018306,0.00018445,0.00018911,0.00019254,0.00018949,0.00023822,0.00023689,0.0002397,0.0002516,0.00027928,0.00028602,0.00028541,0.00028778,0.00029546,0.00028461,0.00033659,0.00035643,0.00036325,0.00034889,0.00041677,0.00042985,0.00045976,0.00050869,0.00057758,0.00060451,0.00061677,0.00062143,0.0006198,0.00063182,0.00062605,0.00066771,0.00077831,0.00090511,0.00109804,0.00111685,0.00111898,0.00112805,0.00103578,0.00098606,0.00091391,0.00084599,0.00081321,0.00070166,0.00069093,0.00074836,0.00083783,0.00106762,0.00116249,0.00124418,0.00136836,0.00152322,0.00183664
ISS_006RI_LPHRLFMOV001_PRIME,8677,1,2005-04-13T12:46:56,173.54,173.54,6.3641167,0.0,33.677456,83.34388,67.9820476,0.48427228,0.0,1.829e-05,1.286e-05,1.98e-06,1.901e-05,1.662e-05,1.839e-05,2.202e-05,2.737e-05,1.934e-05,2.4e-05,2.262e-05,1.916e-05,1.816e-05,1.895e-05,2.104e-05,2.605e-05,3.166e-05,2.641e-05,2.008e-05,2.286e-05,2.693e-05,2.965e-05,2.038e-05,6.164e-05,7.526e-05,6.939e-05,7.104e-05,7.256e-05,7.578e-05,7.916e-05,8.232e-05,8.904e-05,7.938e-05,7.637e-05,7.631e-05,7.745e-05,8.007e-05,0.00011,0.00012962,0.0001315,0.00014829,0.00013543,0.00013837,0.00014254,0.00013829,0.00018504,0.00018421,0.00018073,0.00017787,0.0001834,0.00022237,0.00022837,0.00023089,0.00023423,0.00029534,0.00029827,0.00029608,0.0002915,0.00028492,0.0002972,0.000327,0.00034549,0.00034536,0.00034822,0.00042214,0.00045106,0.00047413,0.00050394,0.00056784,0.00059862,0.00061859,0.00062398,0.00058079,0.00056672,0.00059496,0.00065431,0.00079985,0.00095928,0.00107915,0.00111034,0.00111664,0.00113693,0.00098696,0.00098471,0.00093874,0.0008435,0.0007345,0.00069674,0.00070001,0.00074241,0.00081167,0.00105625,0.00118344,0.00129078,0.00138527,0.00152242,0.00178422
ISS_006RI_LPHRLFMOV001_PRIME,8678,1,2005-04-13T12:46:56,173.56,173.56,6.3640647,0.0,33.677303,83.343575,67.9820476,0.48885537,0.0,9.42e-06,7.25e-06,1.011e-05,1.869e-05,1.21e-05,9.64e-06,1.61e-05,8.42e-06,9.52e-06,1.705e-05,2.365e-05,2.74e-05,2.685e-05,2.056e-05,2.221e-05,2.435e-05,2.005e-05,2.211e-05,2.024e-05,2.753e-05,3.744e-05,3.021e-05,3.501e-05,5.473e-05,6.861e-05,7.204e-05,7.199e-05,8.065e-05,8.362e-05,8.195e-05,7.762e-05,7.754e-05,7.711e-05,7.672e-05,7.727e-05,7.765e-05,7.571e-05,0.0001081,0.00014051,0.00013866,0.00013326,0.00012911,0.00013176,0.00013717,0.00012585,0.00016717,0.00018081,0.00018133,0.00017936,0.00018716,0.0002267,0.00023581,0.00023112,0.00024307,0.00028479,0.00028659,0.00028392,0.00028321,0.00029397,0.00028986,0.00031638,0.00034417,0.00034511,0.00034335,0.00042583,0.00047362,0.00049848,0.00056102,0.00055696,0.00059211,0.00061793,0.00062175,0.00057632,0.0005711,0.00059664,0.00066232,0.00081326,0.00095359,0.00111869,0.00114651,0.00109258,0.00102621,0.00098548,0.00096654,0.00094321,0.00088489,0.0007484,0.00068969,0.00067442,0.00070119,0.00080833,0.00100695,0.00117676,0.00128278,0.00132132,0.00150593,0.00173016
ISS_006RI_LPHRLFMOV001_PRIME,8679,1,2005-04-13T12:46:56,173.58,173.58,6.364072,0.0,33.67716,83.34327,67.9820476,0.49681685,0.0,9.79e-06,1.204e-05,1.579e-05,1.234e-05,6.62e-06,7.28e-06,1.726e-05,2.009e-05,2.007e-05,1.912e-05,1.838e-05,1.919e-05,1.839e-05,1.551e-05,1.608e-05,1.961e-05,1.623e-05,2.144e-05,2.146e-05,2.521e-05,3.732e-05,3.725e-05,2.89e-05,4.36e-05,7.135e-05,7.39e-05,7.989e-05,7.338e-05,7.307e-05,8.356e-05,7.876e-05,7.87e-05,7.88e-05,7.841e-05,7.636e-05,8.124e-05,8.921e-05,0.00010459,0.00012696,0.00012903,0.00013302,0.00014081,0.00014597,0.00014256,0.00015045,0.00016828,0.0001815,0.00018812,0.0001816,0.00018588,0.00021411,0.00023414,0.00024128,0.00023248,0.00027651,0.00028946,0.00029594,0.00031412,0.00029261,0.0002907,0.00031252,0.00034554,0.00035134,0.00034348,0.00040468,0.00049655,0.00050151,0.00055272,0.00056396,0.00059199,0.00061396,0.000563,0.00056068,0.00056682,0.00060268,0.00067643,0.00077839,0.00099283,0.00110613,0.00115781,0.00111548,0.0010628,0.00100506,0.00098416,0.00097632,0.00088785,0.00077988,0.0006853,0.00063794,0.00068552,0.00088785,0.00102422,0.00115593,0.00127671,0.00141284,0.00157056,0.00183804
