Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean,Normal EW140150 Mean,Normal EW140155 Mean,Normal EW140160 Mean,Normal EW140165 Mean,Normal EW140170 Mean,Normal EW140175 Mean,Normal EW140180 Mean,Normal EW140185 Mean,Normal EW140190 Mean,Normal EW140195 Mean,Normal EW140200 Mean,Normal EW140205 Mean,Normal EW140210 Mean,Normal EW140215 Mean,Normal EW140220 Mean,Normal EW140225 Mean,Normal EW140230 Mean,Normal EW140235 Mean,Normal EW140240 Mean,Normal EW140245 Mean,Normal EW140250 Mean,Normal EW140255 Mean,Normal EW140260 Mean,Normal EW140265 Mean,Normal EW140270 Mean,Normal EW140275 Mean,Normal EW140280 Mean,Normal EW140285 Mean,Normal EW140290 Mean,Normal EW140295 Mean,Normal EW140300 Mean,Normal EW140305 Mean,Normal EW140310 Mean,Normal EW140315 Mean,Normal EW140320 Mean,Normal EW140325 Mean,Normal EW140330 Mean,Normal EW140335 Mean,Normal EW140340 Mean,Normal EW140345 Mean,Normal EW140350 Mean,Normal EW140355 Mean,Normal EW140360 Mean,Normal EW140365 Mean,Normal EW140370 Mean,Normal EW140375 Mean,Normal EW140380 Mean,Normal EW140385 Mean,Normal EW140390 Mean,Normal EW140395 Mean,Normal EW140400 Mean,Normal EW140405 Mean,Normal EW140410 Mean,Normal EW140415 Mean,Normal EW140420 Mean,Normal EW140425 Mean,Normal EW140430 Mean,Normal EW140435 Mean,Normal EW140440 Mean,Normal EW140445 Mean,Normal EW140450 Mean,Normal EW140455 Mean,Normal EW140460 Mean,Normal EW140465 Mean,Normal EW140470 Mean,Normal EW140475 Mean,Normal EW140480 Mean,Normal EW140485 Mean,Normal EW140490 Mean,Normal EW140495 Mean,Normal EW140500 Mean,Normal EW140505 Mean,Normal EW140510 Mean,Normal EW140515 Mean,Normal EW140520 Mean,Normal EW140525 Mean,Normal EW140530 Mean,Normal EW140535 Mean,Normal EW140540 Mean,Normal EW140545 Mean,Normal EW140550 Mean,Normal EW140555 Mean,Normal EW140560 Mean,Normal EW140565 Mean,Normal EW140570 Mean,Normal EW140575 Mean,Normal EW140580 Mean,Normal EW140585 Mean,Normal EW140590 Mean,Normal EW140595 Mean,Normal EW140600 Mean
ISS_093RF_FMOVIE003_PRIME,15132,1,2008-11-14T20:54:55,302.64,302.64,6.2820706,0.0,44.189846,129.92807,85.84781998,0.49846172,0.0,0.00037647,0.00039232,0.00039417,0.00039818,0.0004012,0.00039786,0.00039891,0.00048923,0.00062513,0.0006405,0.00042391,0.00054108,0.00063461,0.00063474,0.00064953,0.00063984,0.00063388,0.00063986,0.00065704,0.00063786,0.00077829,0.0007263,0.00068966,0.00080758,0.00064016,0.00079056,0.00093034,0.00097014,0.00083257,0.00085814,0.00102379,0.00107332,0.00108296,0.00108909,0.00105341,0.00124023,0.00130895,0.00133736,0.00149609,0.00196932,0.00180208,0.00173559,0.00177967,0.00192507,0.00236936,0.00267499,0.00278235,0.00276584,0.00271491,0.00248279,0.00245714,0.00277427,0.00330975,0.00384893,0.00468355,0.00545782,0.00558052,0.00495767,0.00382837,0.00406733,0.00501306,0.00599752,0.00688584,0.00707591,0.00652441,0.00616651,0.00565528,0.0047368,0.00412698,0.0032333,0.00252296,0.00219653,0.00219221,0.0024662,0.00285046,0.00295543,0.00322875,0.00384593,0.00414295,0.00622054,0.01030455,0.01754942,0.03227045,0.04485035,0.0314224,0.01957891,0.01252196,0.00860828,0.00572652,0.0046343,0.00371259,0.0029164,0.00245351,0.00244275,0.00211637,0.00188112,0.00173709,0.00173661,0.00173523,0.00159814,0.00145694,0.00133227,0.00132418,0.00134953,0.00133439,0.00138293,0.00149957,0.00173142,0.00174327,0.00174457,0.00167798,0.00150357,0.00133227,0.00133569,0.00132809,0.00145009,0.00174616,0.00173123,0.00209115,0.00219238,0.00213108,0.00197045,0.00216973,0.00201796,0.00197085,0.00189974,0.00175537,0.00174877,0.00175907,0.00164907,0.00154051,0.00155653,0.00150478,0.00139086,0.00134078,0.0012887,0.00108513,0.00110951,0.00109773,0.00109123,0.00109125,0.00109688,0.00109734,0.00108638,0.00108691,0.00109184,0.00108037,0.00110095,0.00094056,0.00087844,0.00088663,0.00087417,0.00072747,0.0007038,0.00060553,0.00048812,0.00069058,0.00070613,0.00070866,0.00070322,0.00069482
ISS_093RF_FMOVIE003_PRIME,15133,1,2008-11-14T20:54:55,302.66,302.66,6.2819014,0.0,44.19155,129.92978,85.84781998,0.48713929,0.0,0.00038338,0.00038521,0.00037198,0.00037119,0.00037796,0.00038024,0.00038391,0.00039087,0.00038577,0.00038461,0.00038775,0.00045939,0.00062116,0.00061825,0.00064205,0.00063507,0.0006217,0.0006208,0.00062537,0.00062261,0.00070749,0.00075962,0.00062584,0.00079888,0.00067989,0.00071395,0.00079351,0.00077126,0.00105181,0.0008783,0.00092438,0.00104501,0.00104668,0.00105236,0.00104926,0.00114567,0.00129229,0.00129107,0.00165519,0.00170418,0.00171381,0.00174126,0.00190789,0.00214282,0.00233184,0.00254593,0.00270846,0.00274636,0.00244901,0.00242611,0.00257938,0.00295362,0.00324532,0.00392043,0.00478413,0.00539673,0.00564073,0.00470194,0.00375917,0.00389406,0.00471411,0.00605105,0.0071683,0.00714523,0.00678458,0.00620682,0.00568696,0.00467876,0.0040014,0.0032927,0.00263855,0.00217933,0.00216067,0.00255868,0.00283633,0.00300897,0.00327096,0.00375294,0.0042522,0.0059575,0.00926341,0.01652148,0.03584347,0.04018115,0.03326095,0.01946359,0.01142907,0.00844,0.00617551,0.00473097,0.00369692,0.00271153,0.00246284,0.00228487,0.00198979,0.0017029,0.00175058,0.00171674,0.00157469,0.00141366,0.0013272,0.00147759,0.00134695,0.00130276,0.0013541,0.00149397,0.00151422,0.00167223,0.00170892,0.00164968,0.00151575,0.00148434,0.00134373,0.00129363,0.0012874,0.00130786,0.00170916,0.00188155,0.00194226,0.00195245,0.00193529,0.00196904,0.00197116,0.0019686,0.0019581,0.00192971,0.00196093,0.0016445,0.00161046,0.00166769,0.00149003,0.00150701,0.00135696,0.00129945,0.00131168,0.00132001,0.00131885,0.00115329,0.00108228,0.0010817,0.00108023,0.00108997,0.00108381,0.00108,0.00108211,0.00108663,0.00105695,0.0008479,0.00084593,0.00082918,0.00083511,0.00067592,0.00065364,0.00065547,0.00066602,0.00065863,0.00066576,0.00066579,0.00066881,0.0006777,0.00067078
ISS_093RF_FMOVIE003_PRIME,15134,1,2008-11-14T20:54:55,302.68,302.68,6.281734,0.0,44.193245,129.93149,85.84781998,0.50018517,0.0,0.00039389,0.0004002,0.00040004,0.00059138,0.00052334,0.0004085,0.00041111,0.00064777,0.00045904,0.00052274,0.00063565,0.00064376,0.00065609,0.0006484,0.00063815,0.00063609,0.00065535,0.00065716,0.00077497,0.0007419,0.00065717,0.00065222,0.0006586,0.00077848,0.00083205,0.00088379,0.0010761,0.00106193,0.00107923,0.00107893,0.00107409,0.00107129,0.00108809,0.00123284,0.00122141,0.00108526,0.00129902,0.00169434,0.00171316,0.00171652,0.00174637,0.00174254,0.00173495,0.00214264,0.00252691,0.00277999,0.0027238,0.00249331,0.00244869,0.00245748,0.00245769,0.00297806,0.00338025,0.00397075,0.00470787,0.00528479,0.00529912,0.00456004,0.00410352,0.00410297,0.00473599,0.0061408,0.00678034,0.00698757,0.00677255,0.00617959,0.00570337,0.00485164,0.00400876,0.0033152,0.00245197,0.00206342,0.00213956,0.00241622,0.00286639,0.00331421,0.00349407,0.0037019,0.00441464,0.00611073,0.00910205,0.01979451,0.03385184,0.04053065,0.03579247,0.01880732,0.01154778,0.00861189,0.00625086,0.00464896,0.00358213,0.0029277,0.00256371,0.00229607,0.00198432,0.0019945,0.00176078,0.00158458,0.00145548,0.00135452,0.00150965,0.00135608,0.00133377,0.00140377,0.0015298,0.00151546,0.00151868,0.00161728,0.00171598,0.00171828,0.00153188,0.00150207,0.00141158,0.00133187,0.00132356,0.00176276,0.00176528,0.00187469,0.00199042,0.00201968,0.00197658,0.00196754,0.00198757,0.00196814,0.00174716,0.00196638,0.0020025,0.00191442,0.00177027,0.00175276,0.00153977,0.00149946,0.00150231,0.00150386,0.00132849,0.00135653,0.00121679,0.00121829,0.00133774,0.0011056,0.00110067,0.00110906,0.00111872,0.00110354,0.00088965,0.00106947,0.00104795,0.00105086,0.00088215,0.00087869,0.0007362,0.00079167,0.00083164,0.00071256,0.00069332,0.0006927,0.00069876,0.00070687,0.00071148,0.00071199,0.00071586
ISS_093RF_FMOVIE003_PRIME,15135,1,2008-11-14T20:54:55,302.7,302.7,6.2815657,0.0,44.194942,129.93323,85.84781998,0.49106508,0.0,0.00022358,0.0003917,0.00039631,0.00039511,0.00039478,0.00040582,0.00040466,0.00041175,0.00041134,0.00040304,0.00039077,0.0006155,0.000642,0.00064189,0.00064506,0.00066265,0.00065563,0.00064359,0.00064416,0.00065264,0.0006564,0.00081689,0.00071559,0.00064151,0.000667,0.0008231,0.00083422,0.00081989,0.00081998,0.00084472,0.00084788,0.00102988,0.00107303,0.00114484,0.0012747,0.00108662,0.00125717,0.00156993,0.00174018,0.00171718,0.00171014,0.00173117,0.001961,0.00226152,0.00243893,0.00272827,0.00273319,0.00257886,0.00238077,0.00221067,0.00239345,0.00300423,0.00351792,0.00389253,0.0043829,0.00538073,0.00509653,0.0043882,0.00380466,0.00381625,0.0049526,0.00617397,0.00684139,0.00705096,0.00670109,0.0061748,0.00560332,0.00488789,0.00405867,0.00328609,0.00231458,0.00206081,0.00213988,0.00246747,0.00303455,0.00347482,0.00335159,0.00348191,0.00404247,0.00577764,0.00967613,0.020156,0.03224939,0.04429015,0.03177054,0.01926061,0.01233613,0.00890657,0.00657099,0.00444115,0.00331411,0.00276188,0.00240009,0.0021855,0.0019828,0.00196355,0.00186634,0.00177127,0.00176526,0.00152318,0.00150618,0.00141494,0.00133122,0.00133177,0.00132107,0.00134153,0.00155159,0.0017499,0.00173766,0.00174125,0.00157933,0.00144026,0.00133389,0.00132663,0.00151692,0.00168205,0.00174917,0.00175848,0.00176361,0.00198559,0.00200559,0.0019121,0.00180107,0.00202069,0.00198942,0.00187909,0.00179184,0.00176692,0.00175764,0.0015695,0.00145157,0.0013785,0.00137152,0.00148514,0.00137667,0.00135218,0.00128207,0.0011132,0.0011037,0.00110843,0.00110964,0.00111294,0.00112077,0.00112369,0.00112312,0.00100519,0.00088753,0.00088636,0.00088393,0.00087657,0.00079578,0.00071846,0.00072494,0.00070736,0.00071164,0.00071215,0.00071185,0.00071561,0.00071323,0.00055893,0.00059832
ISS_093RF_FMOVIE003_PRIME,15136,1,2008-11-14T20:54:55,302.72,302.72,6.2813993,0.0,44.19664,129.93492,85.84781998,0.49047352,0.0,0.00022399,0.00034796,0.00033046,0.00025995,0.00040161,0.00040224,0.00039995,0.00040354,0.00043385,0.00063576,0.00042154,0.00053838,0.00063736,0.00062146,0.00040679,0.00063431,0.00066017,0.00065873,0.00065383,0.0006484,0.00079276,0.00072147,0.0006527,0.00065862,0.00065431,0.00079644,0.00083006,0.00082371,0.00081355,0.00083191,0.00100918,0.00106275,0.00111512,0.00106242,0.00107119,0.00107043,0.00118861,0.00139446,0.00174436,0.00196239,0.001785,0.00172118,0.00183023,0.00221725,0.00242347,0.00263815,0.00275647,0.00272218,0.00242727,0.00241162,0.00243096,0.00277342,0.00338787,0.00384544,0.00461274,0.00499804,0.00485528,0.00435544,0.00352024,0.00379084,0.00496587,0.00616037,0.00680508,0.00678526,0.00669556,0.00634835,0.00570559,0.00495025,0.003793,0.00295907,0.00243262,0.00228818,0.00247297,0.00271884,0.00317566,0.00344245,0.0035445,0.00354518,0.00433165,0.00596245,0.00964222,0.01890609,0.03288721,0.04692758,0.03144802,0.02086445,0.01270136,0.00931958,0.00615557,0.00476249,0.00356689,0.0028612,0.00245701,0.00194263,0.00194966,0.00186114,0.00172021,0.00152227,0.00152231,0.00139612,0.00133198,0.00134968,0.00148114,0.00135041,0.0014471,0.00142839,0.00141,0.00173506,0.00154003,0.00152804,0.00145657,0.00133948,0.00133644,0.00148828,0.00150466,0.00152552,0.00157685,0.00175168,0.00192894,0.00199066,0.00200662,0.0019892,0.00174208,0.00192824,0.00198719,0.00192175,0.00175088,0.00176216,0.00157555,0.00153072,0.00160776,0.00178347,0.00137879,0.00137076,0.00124712,0.00119984,0.00137355,0.00111426,0.00111618,0.00111923,0.00107393,0.00088243,0.00111903,0.00110517,0.00099139,0.00092889,0.0009261,0.0008842,0.00088349,0.00088503,0.00085071,0.00070259,0.00050026,0.00063551,0.00070852,0.00071372,0.00070247,0.00050817,0.00048241,0.00057256,0.00068725
ISS_093RF_FMOVIE003_PRIME,15137,1,2008-11-14T20:54:55,302.74,302.74,6.281232,0.0,44.19835,129.93663,85.84781998,0.49425063,0.0,0.00022711,0.00022571,0.00022637,0.00023667,0.0003663,0.00039854,0.00040105,0.00040687,0.00040519,0.00059626,0.00049733,0.00047117,0.00063934,0.0006498,0.00045191,0.00052244,0.0006445,0.00064951,0.00064924,0.00065683,0.00065963,0.00066181,0.00066501,0.00065241,0.00077975,0.00083601,0.00083723,0.00083502,0.00080076,0.00100017,0.0010765,0.00106858,0.00107314,0.00107312,0.0010683,0.00117063,0.00135869,0.00148992,0.0017112,0.00170608,0.00169928,0.00171418,0.00173858,0.00214189,0.00250196,0.00271294,0.00271493,0.00272057,0.00245523,0.00241825,0.0025336,0.00279013,0.00347302,0.00409685,0.00467355,0.00498285,0.00483703,0.00413303,0.00387459,0.0041711,0.00498333,0.00640003,0.00715048,0.0068446,0.00657744,0.00627739,0.00602242,0.00450001,0.00351831,0.00285428,0.00238287,0.00225989,0.00244298,0.00287681,0.00325953,0.00353543,0.00354201,0.00356676,0.00417005,0.00599946,0.00947989,0.01711783,0.0387265,0.04212836,0.0354918,0.02116939,0.01244698,0.00835193,0.00619427,0.00473459,0.00335918,0.00250352,0.00225647,0.00205422,0.00189532,0.0017643,0.00171926,0.00173776,0.00159554,0.00142638,0.00131664,0.00131303,0.00132187,0.00134328,0.00134786,0.00135159,0.00150592,0.00169744,0.00158041,0.00147759,0.0014776,0.00132924,0.00114116,0.00122895,0.00144052,0.00172438,0.00194315,0.00178348,0.00184429,0.0019548,0.00197785,0.00199404,0.00180495,0.0018658,0.00191064,0.00176317,0.00199129,0.00180891,0.00162591,0.00151823,0.00150654,0.00154767,0.0014124,0.00134738,0.00129685,0.00112259,0.00112142,0.00112838,0.00112629,0.00111899,0.00112042,0.0011029,0.00095373,0.00097872,0.00106134,0.00088921,0.00090085,0.00087594,0.00087448,0.0008564,0.0007063,0.00069913,0.0006986,0.00061437,0.00050895,0.00069848,0.00070458,0.00056002,0.00053858,0.00071387,0.00070841
ISS_093RF_FMOVIE003_PRIME,15138,1,2008-11-14T20:54:55,302.76,302.76,6.2810664,0.0,44.20004,129.93834,85.84781998,0.50017631,0.0,0.00027517,0.00038988,0.00022331,0.000364,0.00040162,0.00040479,0.00040669,0.00040244,0.00040496,0.00040557,0.00045176,0.00063664,0.00040067,0.00057227,0.00064625,0.00064825,0.00065415,0.00064491,0.00065475,0.0006587,0.00065808,0.00065627,0.000821,0.00083409,0.00083174,0.00083003,0.00082415,0.00082762,0.00081134,0.00082431,0.00087667,0.00107649,0.0010696,0.00106766,0.0010602,0.00109277,0.00129815,0.00145202,0.00160445,0.00170322,0.0017152,0.00170648,0.00191237,0.00224072,0.00250628,0.00269713,0.00271548,0.00245583,0.00225925,0.00225129,0.00243746,0.00300436,0.00361049,0.00408645,0.00460487,0.00505766,0.00477571,0.00400304,0.00364061,0.00402091,0.00530342,0.00662911,0.00702045,0.0070103,0.00675103,0.00642508,0.00565388,0.00480986,0.0037538,0.00294242,0.00247396,0.00223391,0.00258292,0.00295836,0.00332615,0.00351105,0.00380484,0.00385876,0.00444541,0.00607689,0.00913792,0.02050287,0.03467921,0.04156917,0.03703572,0.01944109,0.01224412,0.00892375,0.00626669,0.00465845,0.00333974,0.00280738,0.00242845,0.0021412,0.00194616,0.00174653,0.00173992,0.00172552,0.00165498,0.0015083,0.00149216,0.00137709,0.00143179,0.00146253,0.00133971,0.00149699,0.00150025,0.00161126,0.0017209,0.00171981,0.0013536,0.00132471,0.00132667,0.00136665,0.00148984,0.0015256,0.00187815,0.00198741,0.00195333,0.00198406,0.00198147,0.00197823,0.00199637,0.00196382,0.00175518,0.00174963,0.00175454,0.00174005,0.00172609,0.00177172,0.00175114,0.00158789,0.00145304,0.00135514,0.00136327,0.00132682,0.0012027,0.0012059,0.00130955,0.00111742,0.00111224,0.00111219,0.00101459,0.0008919,0.00110909,0.0011171,0.00096496,0.00086868,0.00085848,0.00070016,0.00070475,0.00070811,0.00070395,0.00069234,0.00070728,0.0007009,0.00070083,0.0006999,0.00069433,0.00070419,0.0007055
ISS_093RF_FMOVIE003_PRIME,15139,1,2008-11-14T20:54:55,302.78,302.78,6.280902,0.0,44.201736,129.94005,85.84781998,0.49931165,0.0,0.00039181,0.00021465,0.00034275,0.00039455,0.00039372,0.00040241,0.00039724,0.00055999,0.00053859,0.00044557,0.00062218,0.00061584,0.00062825,0.00063457,0.00063562,0.000636,0.00063986,0.00063981,0.00064644,0.00067408,0.00082761,0.00082397,0.00072151,0.00065028,0.00068452,0.00103445,0.00106436,0.00093211,0.00082398,0.00081563,0.00105607,0.00124867,0.00116775,0.00107387,0.00108028,0.00109464,0.00141972,0.00159696,0.00169346,0.00170846,0.00171748,0.00189024,0.00197011,0.00221595,0.00270419,0.00299163,0.00282772,0.00259418,0.00238903,0.00222125,0.00269592,0.00311163,0.00341454,0.00377948,0.00473994,0.00526761,0.00469598,0.00407234,0.0035571,0.00376827,0.00558572,0.0067069,0.0070953,0.00709153,0.00711017,0.00620188,0.0053938,0.00471182,0.00400579,0.00276692,0.0024587,0.00243906,0.00268235,0.00308359,0.00354047,0.0035487,0.0036876,0.00387679,0.00425845,0.00565284,0.01006986,0.02053454,0.03232953,0.04402412,0.03262803,0.01963616,0.01276133,0.0091925,0.00650693,0.00416942,0.00326762,0.00271172,0.00234482,0.00218253,0.0017275,0.00172156,0.00171867,0.00165158,0.0014985,0.00152086,0.00149814,0.00140721,0.00132771,0.0013341,0.00150545,0.00150471,0.00152962,0.00154305,0.00149553,0.00152404,0.00139358,0.00133035,0.00132143,0.00132185,0.00147117,0.00182291,0.00196794,0.00197718,0.00200603,0.00202036,0.00187322,0.00185418,0.00195233,0.00175288,0.00177942,0.00192094,0.00191787,0.00177271,0.00175376,0.00174436,0.00160786,0.0015147,0.00150967,0.00152464,0.00137376,0.00121579,0.00113454,0.00113082,0.00112123,0.00112972,0.00100861,0.00095501,0.00111772,0.0011378,0.001114,0.0010011,0.00088625,0.0008869,0.0008866,0.0008891,0.00079718,0.00070277,0.0006953,0.00070833,0.00071472,0.00071107,0.0007045,0.00070347,0.00070875,0.0007053,0.0007108
ISS_093RF_FMOVIE003_PRIME,15140,1,2008-11-14T20:54:55,302.8,302.8,6.2807374,0.0,44.20344,129.94177,85.84781998,0.49794106,0.0,0.00024031,0.00022305,0.00029574,0.00040574,0.00041563,0.0003914,0.00040065,0.00040795,0.00040658,0.00040207,0.00040665,0.00040072,0.0004714,0.0006238,0.00041317,0.00059844,0.00064736,0.00070204,0.00080703,0.00064118,0.00064552,0.00065345,0.00065482,0.00064222,0.00083287,0.00082887,0.00082865,0.00082812,0.00082528,0.0010516,0.00108355,0.00108161,0.00107352,0.00108083,0.00106903,0.00109968,0.00137792,0.00150898,0.00173019,0.00171058,0.00155823,0.00157797,0.00179871,0.00217166,0.0026888,0.00272844,0.00272135,0.00266269,0.00242516,0.00244314,0.00263976,0.00303681,0.00356918,0.00412643,0.00465459,0.00489483,0.00465064,0.00404758,0.00354947,0.00435999,0.00558157,0.00662713,0.00707389,0.00716219,0.00676691,0.00627951,0.00563871,0.00462495,0.00351904,0.00286731,0.0025506,0.00244696,0.0024443,0.00326988,0.00368785,0.0037961,0.00379608,0.00378748,0.00420764,0.00631596,0.01038411,0.01942423,0.03225554,0.04490892,0.0327688,0.0210724,0.01353516,0.0093598,0.00567862,0.0043789,0.00340617,0.0028267,0.00217129,0.00217115,0.00187165,0.00173472,0.00172281,0.00172677,0.00150853,0.00148663,0.00149799,0.00147657,0.00132908,0.00146897,0.00149093,0.00150412,0.00154013,0.00174272,0.00153391,0.00153895,0.00153182,0.00147596,0.0013224,0.00146723,0.00163172,0.00173301,0.00176259,0.00197958,0.00183475,0.00191722,0.00199442,0.00198744,0.00196601,0.00180886,0.00188495,0.00196666,0.00197777,0.00199632,0.00180523,0.00163189,0.00151091,0.00152181,0.00133039,0.00134896,0.00123605,0.00111534,0.0011027,0.00111301,0.00113272,0.00112753,0.00111573,0.00112279,0.00112264,0.00112063,0.00112067,0.00107559,0.00089586,0.00087128,0.00087857,0.00081142,0.00070356,0.00070117,0.0007091,0.0006996,0.00060345,0.00051427,0.00070816,0.00071272,0.00070725,0.00070649,0.00068788
ISS_093RF_FMOVIE003_PRIME,15141,1,2008-11-14T20:54:55,302.82,302.82,6.280574,0.0,44.205147,129.9435,85.84781998,0.49229063,0.0,0.00033201,0.00034646,0.00024178,0.0004025,0.0004003,0.00039911,0.00039895,0.00040026,0.00040486,0.00059199,0.00063745,0.00056343,0.00039399,0.00062831,0.00063345,0.00064325,0.00064897,0.00063777,0.00064004,0.00064818,0.00064981,0.00064881,0.00065193,0.00066041,0.0007653,0.00081735,0.00082699,0.00082313,0.00082394,0.00096675,0.00103958,0.00110233,0.00128375,0.00108903,0.00106946,0.00106852,0.00117289,0.00147614,0.00167081,0.00169253,0.00169574,0.00169963,0.00169105,0.00233995,0.00260816,0.0027362,0.0026986,0.00241736,0.00222314,0.00233969,0.00254306,0.00281312,0.00328551,0.00414903,0.00477132,0.00494657,0.00472323,0.0035501,0.00351736,0.00422831,0.00545201,0.00662955,0.00714326,0.00712092,0.0069323,0.00634389,0.00539817,0.00452469,0.00367552,0.00288081,0.00240428,0.00222095,0.00276794,0.00352677,0.0039767,0.00405164,0.00385224,0.00383723,0.0042981,0.0056879,0.00939589,0.01707436,0.03614798,0.04138235,0.03486446,0.0209847,0.01258351,0.00837436,0.00620421,0.00434979,0.00328147,0.00276301,0.0022329,0.00206392,0.00189564,0.00175234,0.00174233,0.0017482,0.00161547,0.00147005,0.00134057,0.00136189,0.00134757,0.00144454,0.00146483,0.00139433,0.00174279,0.00174451,0.0015976,0.00149998,0.00150133,0.0011166,0.0011123,0.00131384,0.00159119,0.00176579,0.0019968,0.00200174,0.00200295,0.00199915,0.00198398,0.00175766,0.00193984,0.00188451,0.00179816,0.00198604,0.00199361,0.00182425,0.00175196,0.00170356,0.00150844,0.00137324,0.00136494,0.00136224,0.00130774,0.00112355,0.00113196,0.00112557,0.00112142,0.00106996,0.00087057,0.00109941,0.00098422,0.00098328,0.00105257,0.00089121,0.0008872,0.00088767,0.00081516,0.00070641,0.00071362,0.00071119,0.00071874,0.00071787,0.00070545,0.00072148,0.00072267,0.00072389,0.00065311,0.00050912,0.00071394
ISS_093RF_FMOVIE003_PRIME,15142,1,2008-11-14T20:54:55,302.84,302.84,6.2804117,0.0,44.206844,129.9452,85.84781998,0.49134275,0.0,0.0004102,0.00040276,0.000401,0.0004041,0.00040358,0.00040237,0.00040457,0.00041078,0.00041584,0.0004131,0.00045391,0.00064677,0.00042891,0.00057271,0.0006475,0.0006521,0.00065406,0.00065294,0.00065883,0.00065988,0.00065441,0.00064414,0.00064766,0.00064898,0.00072553,0.00083833,0.00082732,0.00068283,0.00076893,0.00090177,0.0010541,0.00106586,0.00107722,0.00108444,0.00108433,0.00109983,0.00130417,0.00164682,0.00173665,0.00173448,0.00173089,0.00149396,0.00186462,0.00219454,0.00252486,0.0027422,0.00272652,0.00247526,0.00230797,0.0022481,0.00242656,0.00297118,0.00338184,0.00395365,0.00448439,0.00502374,0.00441627,0.00363479,0.00354622,0.0041054,0.00535639,0.00651994,0.00698347,0.00711727,0.00691293,0.0061526,0.00543768,0.00445731,0.0036213,0.00285357,0.00248235,0.00243747,0.0029623,0.00365462,0.00415982,0.00412752,0.003845,0.00380306,0.00429156,0.0054532,0.00921716,0.02022157,0.03453235,0.04158378,0.03586018,0.01950099,0.01318673,0.0090362,0.00644043,0.00427628,0.00326848,0.00257707,0.00234046,0.00213537,0.00199138,0.00173144,0.0015664,0.00151772,0.00146036,0.00134404,0.00132216,0.00134381,0.00135016,0.00134645,0.0013278,0.00152549,0.00150848,0.0015045,0.00150375,0.00148714,0.00135963,0.00134063,0.0013291,0.00140798,0.00173666,0.00174116,0.00176417,0.00185984,0.00198659,0.00197779,0.00198691,0.00196914,0.0019757,0.00194388,0.00172927,0.00195889,0.00185062,0.00176,0.00173579,0.0015359,0.00152376,0.00141682,0.00141099,0.00149225,0.00135076,0.00115913,0.00126182,0.00128702,0.00111431,0.00114035,0.001116,0.00112272,0.0010564,0.00088259,0.00088933,0.0010731,0.00100851,0.00084357,0.0007173,0.00071575,0.00072094,0.00072714,0.0007256,0.00071075,0.00071045,0.00071025,0.00072041,0.00068215,0.00048828,0.00048079,0.00048754
