Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean,Normal EW140135 Mean,Normal EW140140 Mean,Normal EW140145 Mean,Normal EW140150 Mean,Normal EW140155 Mean,Normal EW140160 Mean,Normal EW140165 Mean,Normal EW140170 Mean,Normal EW140175 Mean,Normal EW140180 Mean,Normal EW140185 Mean,Normal EW140190 Mean,Normal EW140195 Mean,Normal EW140200 Mean,Normal EW140205 Mean,Normal EW140210 Mean,Normal EW140215 Mean,Normal EW140220 Mean,Normal EW140225 Mean,Normal EW140230 Mean,Normal EW140235 Mean,Normal EW140240 Mean,Normal EW140245 Mean,Normal EW140250 Mean,Normal EW140255 Mean,Normal EW140260 Mean,Normal EW140265 Mean,Normal EW140270 Mean,Normal EW140275 Mean,Normal EW140280 Mean,Normal EW140285 Mean,Normal EW140290 Mean,Normal EW140295 Mean,Normal EW140300 Mean,Normal EW140305 Mean,Normal EW140310 Mean,Normal EW140315 Mean,Normal EW140320 Mean,Normal EW140325 Mean,Normal EW140330 Mean,Normal EW140335 Mean,Normal EW140340 Mean,Normal EW140345 Mean,Normal EW140350 Mean,Normal EW140355 Mean,Normal EW140360 Mean,Normal EW140365 Mean,Normal EW140370 Mean,Normal EW140375 Mean,Normal EW140380 Mean,Normal EW140385 Mean,Normal EW140390 Mean,Normal EW140395 Mean,Normal EW140400 Mean,Normal EW140405 Mean,Normal EW140410 Mean,Normal EW140415 Mean,Normal EW140420 Mean,Normal EW140425 Mean,Normal EW140430 Mean,Normal EW140435 Mean,Normal EW140440 Mean,Normal EW140445 Mean,Normal EW140450 Mean,Normal EW140455 Mean,Normal EW140460 Mean,Normal EW140465 Mean,Normal EW140470 Mean,Normal EW140475 Mean,Normal EW140480 Mean,Normal EW140485 Mean,Normal EW140490 Mean,Normal EW140495 Mean,Normal EW140500 Mean,Normal EW140505 Mean,Normal EW140510 Mean,Normal EW140515 Mean,Normal EW140520 Mean,Normal EW140525 Mean,Normal EW140530 Mean,Normal EW140535 Mean,Normal EW140540 Mean,Normal EW140545 Mean,Normal EW140550 Mean,Normal EW140555 Mean,Normal EW140560 Mean,Normal EW140565 Mean,Normal EW140570 Mean,Normal EW140575 Mean,Normal EW140580 Mean,Normal EW140585 Mean,Normal EW140590 Mean,Normal EW140595 Mean,Normal EW140600 Mean
ISS_093RF_FMOVIE003_PRIME,15811,1,2008-11-14T20:21:19,316.22,316.22,6.315009,0.0,43.797325,129.55461,85.84781998,0.55981935,0.0,0.00022833,0.00026281,0.00039938,0.0004048,0.00040343,0.00033157,0.00025924,0.00039773,0.00040617,0.0004092,0.00041049,0.00043156,0.00062142,0.00041509,0.00039951,0.00047414,0.0006376,0.00064463,0.00064983,0.00064354,0.00069432,0.00082053,0.00064747,0.00064917,0.00064872,0.00064755,0.00064636,0.00082392,0.0009897,0.00106262,0.00110347,0.00125588,0.00131146,0.00129553,0.00128877,0.0012683,0.00104759,0.00106093,0.00092632,0.00110477,0.00177965,0.00220116,0.00259324,0.00269471,0.00277827,0.0029654,0.0024271,0.00283311,0.00294235,0.00295028,0.00295105,0.00271014,0.00248956,0.00220362,0.00196364,0.00215229,0.00390732,0.0065432,0.00827567,0.00926725,0.0089254,0.00777376,0.00665722,0.00562626,0.00472635,0.0044374,0.00512718,0.00632683,0.00703589,0.00709243,0.00627882,0.00551859,0.00488478,0.00431626,0.00381716,0.0029578,0.00292917,0.00321334,0.00392979,0.0056557,0.01323755,0.02905487,0.03927635,0.04354725,0.03063603,0.02488729,0.02052709,0.01591023,0.01050754,0.0067376,0.00487419,0.00373768,0.00302627,0.00240949,0.00219069,0.00180449,0.00170143,0.00162277,0.00133412,0.0013199,0.00144509,0.00148993,0.00153295,0.0017399,0.00150894,0.00150815,0.00161056,0.00174544,0.00172077,0.00173096,0.00173574,0.00172797,0.00174167,0.00200159,0.00177239,0.00186783,0.00189792,0.00173048,0.00195897,0.00196485,0.00197416,0.00198183,0.00198164,0.0019768,0.00196323,0.00186031,0.00175954,0.00174448,0.00152749,0.001669,0.00163929,0.00147705,0.00133201,0.0013493,0.00121671,0.0011217,0.00111312,0.00110654,0.000923,0.00101973,0.00104051,0.00086799,0.00087659,0.00073682,0.00079062,0.0008733,0.00085937,0.00087454,0.00076093,0.00079386,0.00087648,0.0008801,0.00073208,0.00071,0.00071519,0.00072103,0.0006991,0.00070597,0.00071291,0.00071336,0.00068489
ISS_093RF_FMOVIE003_PRIME,15812,1,2008-11-14T20:21:19,316.24,316.24,6.3148484,0.0,43.799004,129.5563,85.84781998,0.5589398,0.0,0.00038521,0.00024236,0.00023878,0.00034155,0.00041354,0.00041848,0.00041856,0.00042073,0.00041421,0.00047915,0.00061982,0.0004244,0.00060428,0.00052855,0.00047856,0.00064374,0.00064023,0.00064749,0.00073701,0.00082306,0.00082129,0.00067846,0.0006599,0.00065874,0.00065797,0.00065291,0.00066206,0.00075775,0.00092037,0.00107027,0.00107515,0.00104474,0.00119669,0.00130413,0.001282,0.00106129,0.00109084,0.00108155,0.00114044,0.00131694,0.00169505,0.00218038,0.00254151,0.00270165,0.00272947,0.00273691,0.00272806,0.00280929,0.00293224,0.00291406,0.00277352,0.00254836,0.00232512,0.00217369,0.00193758,0.00236399,0.00415324,0.00644281,0.00909282,0.00924866,0.00891867,0.00793311,0.00643728,0.00505436,0.00483141,0.0047565,0.00524906,0.00603289,0.00706925,0.0071774,0.00622284,0.00547221,0.00474773,0.00389928,0.00353023,0.00320463,0.00312027,0.00333672,0.00386129,0.00641446,0.01336321,0.02456117,0.04035806,0.04068409,0.03049285,0.02537963,0.02056413,0.0153141,0.00922147,0.00643427,0.00494819,0.00392239,0.00297632,0.0024319,0.00209122,0.00176419,0.00148994,0.00147928,0.00152206,0.00151827,0.00151692,0.00152223,0.00153892,0.00172182,0.00172175,0.00165287,0.00154615,0.00174706,0.00174125,0.00174532,0.00174328,0.00172985,0.00196535,0.00179106,0.00185347,0.00196451,0.00198477,0.00198962,0.00197543,0.00197697,0.00202575,0.00219009,0.00197998,0.00197539,0.00197042,0.0019294,0.00173594,0.00175509,0.00176397,0.00169342,0.00150191,0.00135444,0.00149568,0.00142343,0.00134697,0.0013358,0.00111668,0.00111585,0.00111391,0.00106997,0.00090115,0.00088075,0.00088067,0.00088274,0.00088476,0.00088416,0.00090189,0.00105474,0.00095985,0.00073658,0.00088117,0.00088808,0.00077923,0.00070826,0.00071055,0.0007018,0.00070815,0.00071104,0.00071342,0.00071688,0.0007085
ISS_093RF_FMOVIE003_PRIME,15813,1,2008-11-14T20:21:19,316.26,316.26,6.314689,0.0,43.800682,129.558,85.84781998,0.56233625,0.0,0.0002161,0.00035733,0.00038978,0.00038803,0.00038832,0.00038362,0.00058038,0.00051269,0.00039597,0.00039661,0.00063043,0.00063332,0.00063289,0.00058234,0.00038657,0.00060767,0.00063544,0.00063111,0.00062331,0.00063026,0.00063858,0.00074229,0.00074665,0.00064891,0.00063436,0.00063809,0.00074625,0.00081543,0.00080999,0.00104346,0.00123663,0.00125968,0.00119696,0.00105136,0.00129227,0.00129699,0.00117193,0.00104404,0.00104051,0.00139548,0.0017627,0.00211134,0.00245327,0.00272049,0.00263864,0.00269557,0.0027268,0.00272842,0.00291471,0.00292668,0.00278883,0.00260808,0.00240538,0.00194943,0.00191832,0.00268903,0.00464419,0.00738993,0.00947387,0.009682,0.00898372,0.00791193,0.00677437,0.00545545,0.00467067,0.00462322,0.005256,0.006431,0.0071949,0.00707006,0.00659187,0.00595212,0.00476143,0.00423784,0.00379492,0.0033896,0.00296106,0.00324831,0.00391344,0.0059752,0.01209471,0.02195095,0.04198213,0.03862034,0.03227432,0.02671042,0.02208701,0.01415867,0.00969885,0.006905,0.00470218,0.00345137,0.00282077,0.00244435,0.00211681,0.00191105,0.00172281,0.00152562,0.00149264,0.00149826,0.00148726,0.00149992,0.00149294,0.00148645,0.00163296,0.00198608,0.0019685,0.00181963,0.00172693,0.00175157,0.00196543,0.00192668,0.00193121,0.00193891,0.00195035,0.00196174,0.00194025,0.00195512,0.001961,0.00195582,0.00198419,0.00194985,0.00182914,0.00182706,0.00200144,0.00197821,0.00197466,0.00174387,0.00157844,0.00172905,0.00172804,0.00140646,0.00131896,0.00131442,0.0013247,0.00108845,0.00108809,0.00110001,0.00105566,0.00086586,0.00107362,0.00081158,0.00076015,0.0008675,0.00087833,0.00086873,0.00086699,0.000865,0.00086259,0.00087347,0.00086981,0.00086135,0.00085535,0.00085304,0.00069059,0.00068039,0.00068264,0.00068854,0.00069292,0.00069505,0.00068709
ISS_093RF_FMOVIE003_PRIME,15814,1,2008-11-14T20:21:19,316.28,316.28,6.3145304,0.0,43.802364,129.5597,85.84781998,0.56206136,0.0,0.00034487,0.00039458,0.00039385,0.00039654,0.00061872,0.00046052,0.0003951,0.0003975,0.00039299,0.00060311,0.00063536,0.00063741,0.00063103,0.00062477,0.00061515,0.00048498,0.00046904,0.00063373,0.00064365,0.00077898,0.00081299,0.00076097,0.00063939,0.00063976,0.0006405,0.00063854,0.00067563,0.00083272,0.00082311,0.00097542,0.00114785,0.0013017,0.00127434,0.0013641,0.0013553,0.00129045,0.00127278,0.00106422,0.00106932,0.00129453,0.00166798,0.00220698,0.00236078,0.00261601,0.00268878,0.00270385,0.00271831,0.00267118,0.00288774,0.00295516,0.00285808,0.00241661,0.00214132,0.00201011,0.00215024,0.002895,0.00469611,0.00812477,0.00925708,0.00931482,0.00884059,0.00814027,0.00623463,0.00541015,0.00490955,0.00474811,0.00522968,0.00641425,0.00709859,0.00717216,0.0067399,0.00568783,0.00486358,0.00424445,0.0037664,0.00350649,0.00329385,0.00324496,0.00369631,0.00551088,0.00993554,0.02609027,0.03758191,0.03913337,0.03441635,0.02712081,0.01992415,0.01444517,0.01009365,0.00684467,0.00449574,0.00348595,0.00276007,0.00236951,0.00219455,0.00172743,0.00153968,0.00149536,0.00146179,0.00131699,0.0014938,0.00149978,0.00148018,0.00151445,0.00173984,0.00172068,0.00172879,0.00173155,0.00172697,0.00170793,0.00173999,0.00186927,0.00196022,0.00196953,0.00195583,0.00195706,0.00197161,0.0019822,0.00198466,0.00199002,0.00195854,0.00197131,0.00198369,0.0019646,0.00198555,0.00180406,0.00172802,0.00173948,0.00177804,0.0017456,0.00154522,0.00148092,0.00147603,0.00133664,0.0013272,0.00132819,0.00124023,0.00110264,0.00106903,0.00092453,0.00087865,0.0008752,0.00089457,0.00109579,0.00109011,0.00110206,0.00104806,0.00089105,0.00086876,0.00074996,0.00078206,0.00082972,0.00068796,0.0007001,0.0007055,0.00070863,0.00070766,0.0006991,0.00068872,0.00069279,0.00060907
ISS_093RF_FMOVIE003_PRIME,15815,1,2008-11-14T20:21:19,316.3,316.3,6.3143725,0.0,43.804043,129.56137,85.84781998,0.57676749,0.0,0.00032345,0.00023437,0.00039806,0.00038873,0.00038767,0.00038915,0.00039297,0.00039635,0.00058066,0.00063054,0.00063045,0.00062424,0.0003957,0.00057837,0.00062231,0.00062219,0.00062867,0.00079839,0.00069488,0.00073541,0.00081871,0.00081203,0.00080828,0.00069333,0.00064628,0.00064987,0.00065484,0.00079762,0.00094131,0.00104299,0.0010888,0.0012778,0.00124948,0.00124898,0.00119429,0.00105636,0.00104341,0.00104172,0.0011601,0.00146667,0.00190429,0.00244006,0.00258764,0.00268154,0.00275563,0.00292908,0.00271712,0.00284706,0.00282343,0.00274295,0.00295783,0.00244035,0.00225605,0.0020813,0.00207717,0.00325685,0.00560164,0.00824751,0.00973263,0.00999392,0.00879049,0.00761916,0.00649151,0.00535973,0.00466699,0.0046304,0.00530152,0.00629231,0.00699011,0.00696834,0.00635343,0.00558678,0.00492621,0.00432001,0.00406329,0.00329255,0.00304169,0.00317752,0.0037476,0.00555663,0.01203723,0.02657945,0.03838413,0.04463748,0.03392954,0.02804461,0.02182091,0.0148806,0.00977581,0.00611866,0.00471247,0.00356824,0.00288372,0.00243598,0.00193422,0.00177077,0.0017067,0.00171006,0.00168775,0.00152507,0.00148253,0.00148595,0.00151417,0.00150065,0.00169104,0.00173218,0.0017436,0.0017385,0.00173284,0.00174935,0.00175383,0.0017511,0.00174412,0.00195759,0.00176859,0.00184049,0.00196055,0.00196421,0.00192926,0.00196092,0.00196829,0.00196394,0.00198389,0.00196511,0.00196572,0.00187328,0.00173387,0.00174293,0.00174742,0.0017457,0.00167438,0.00150799,0.00147753,0.00136358,0.00132464,0.00124795,0.00108516,0.00108393,0.00108448,0.00097936,0.00087207,0.00086399,0.00112139,0.00094956,0.00098187,0.0010926,0.00111142,0.0008989,0.000869,0.00086366,0.00084312,0.00069398,0.00084578,0.00086012,0.00078815,0.00068472,0.00070155,0.00068926,0.00069521,0.00062978,0.00046299
ISS_093RF_FMOVIE003_PRIME,15816,1,2008-11-14T20:18:07,316.32,316.32,6.3269477,0.0,43.678375,129.43668,85.84781998,0.55520855,0.0,0.0002872,0.00029538,0.00029296,0.00036145,0.00052816,0.00029597,0.00029527,0.00041476,0.00053409,0.00053341,0.00053696,0.00054392,0.00054523,0.00054172,0.00053426,0.00053457,0.00052291,0.0005943,0.00069141,0.00053403,0.00068836,0.00069849,0.00064808,0.00054041,0.00053195,0.00066616,0.00070522,0.00077666,0.00093057,0.00093562,0.00110122,0.00117577,0.00117961,0.00118048,0.00115969,0.00101138,0.00095035,0.00095045,0.0009306,0.00131277,0.00177314,0.00211566,0.00229425,0.00255957,0.00260037,0.00263617,0.00263848,0.00260402,0.00279409,0.00279795,0.0026941,0.00249386,0.00211221,0.00180802,0.00216108,0.00333987,0.00556459,0.00829869,0.00986945,0.00934465,0.00852818,0.00785475,0.00652155,0.00518176,0.00448234,0.00435448,0.00462306,0.00614337,0.00698791,0.0068691,0.00639273,0.00580701,0.00459103,0.00433954,0.0040069,0.00360647,0.00335399,0.00285654,0.00360697,0.00539847,0.00896245,0.02151458,0.04033848,0.04125979,0.03728562,0.02962529,0.02079645,0.01410367,0.01003067,0.00680527,0.00487895,0.00337863,0.00260134,0.0021817,0.0020416,0.00182711,0.00161337,0.00145082,0.00139067,0.00138621,0.00135512,0.00158359,0.00148302,0.00145722,0.00157117,0.00137522,0.00156228,0.00159504,0.00165069,0.00181334,0.00161019,0.0018048,0.00184649,0.00183869,0.00183532,0.00184128,0.00184655,0.00184201,0.00182779,0.00181188,0.00185602,0.00185523,0.00184334,0.00180969,0.00161531,0.00178603,0.00182269,0.00182167,0.00182864,0.00137629,0.00155293,0.00148364,0.00134107,0.00122456,0.00121867,0.00103793,0.00105028,0.0011397,0.00095868,0.00096648,0.00096554,0.00097041,0.00097907,0.00097449,0.00077132,0.00088844,0.00090933,0.00076283,0.0009615,0.00077894,0.00085844,0.00091106,0.00074192,0.00074308,0.00061579,0.00065362,0.00074536,0.00074265,0.00073903,0.00062135,0.00057274
ISS_093RF_FMOVIE003_PRIME,15817,1,2008-11-14T20:18:07,316.34,316.34,6.3267484,0.0,43.68005,129.43835,85.84781998,0.56266632,0.0,0.00045648,0.00029526,0.00031936,0.00045792,0.00045314,0.00045596,0.00045978,0.00046286,0.00046353,0.00045823,0.00046126,0.0004709,0.00047018,0.00045459,0.00046667,0.00047754,0.00054778,0.00062165,0.00064703,0.00062783,0.00062926,0.00063316,0.00063809,0.00063825,0.00048267,0.00057186,0.0006444,0.00069266,0.00110469,0.00112458,0.0011167,0.00115332,0.0012587,0.00110445,0.00111433,0.00100118,0.00095773,0.00112631,0.00110547,0.00155772,0.00199316,0.00229595,0.00254031,0.00271044,0.00278111,0.00268549,0.00253519,0.00277293,0.00280294,0.0027884,0.00260752,0.00221703,0.0022512,0.00185854,0.00228356,0.00369702,0.00577452,0.00901763,0.00958116,0.00946024,0.0088089,0.00765297,0.00625613,0.00538641,0.00484386,0.00455474,0.00514341,0.00636633,0.0068853,0.00706418,0.00680172,0.00547116,0.00497123,0.00447856,0.00412514,0.00387238,0.00312282,0.00307525,0.00365451,0.00519787,0.00900667,0.02483626,0.0381943,0.04212258,0.03750913,0.02983507,0.02138848,0.0151547,0.00995943,0.00719934,0.00483605,0.00359369,0.00267347,0.00219232,0.00201787,0.00153432,0.00155485,0.00143518,0.00131246,0.00132077,0.00131462,0.00134216,0.00146455,0.001564,0.00151911,0.00157308,0.00155087,0.00153685,0.001558,0.00177444,0.00180767,0.00180141,0.00179122,0.00178375,0.00179147,0.00198517,0.00190617,0.00185612,0.00203685,0.00203122,0.00185627,0.00179476,0.00185029,0.00201822,0.00184038,0.00181142,0.00181093,0.00181339,0.00178901,0.00160168,0.00144937,0.001346,0.00130611,0.00115794,0.00115865,0.00116266,0.00109469,0.00093006,0.00091041,0.00092962,0.00093125,0.00092545,0.00091493,0.00092773,0.00093106,0.00093733,0.00094341,0.00093892,0.00093404,0.00093752,0.00084442,0.00072457,0.0009379,0.00074497,0.00071181,0.00066507,0.00053246,0.00052818,0.00052872,0.00052436,0.00052278
ISS_093RF_FMOVIE003_PRIME,15818,1,2008-11-14T20:18:07,316.36,316.36,6.3265505,0.0,43.681736,129.44005,85.84781998,0.57056734,0.0,0.00039921,0.00034168,0.00030123,0.00044745,0.00045955,0.00045266,0.00045553,0.00045997,0.00045409,0.0004683,0.00059646,0.00058062,0.00047422,0.00046286,0.00046986,0.00046886,0.0005168,0.00063238,0.00064128,0.00064347,0.00063778,0.00063444,0.00064142,0.00045902,0.00059483,0.00064658,0.00068838,0.00088101,0.00111388,0.00113382,0.00119577,0.00129114,0.00128595,0.00127887,0.00117745,0.00102414,0.00089457,0.0008911,0.00120198,0.00143119,0.00174385,0.00223768,0.00258929,0.00252463,0.00264993,0.00278452,0.00275701,0.00277057,0.00277914,0.00268588,0.00248271,0.0022519,0.00181891,0.0019145,0.00252687,0.00365413,0.00682475,0.00896221,0.00975874,0.00968937,0.00911961,0.00762332,0.0063661,0.00540627,0.00467478,0.00447441,0.00513614,0.00637082,0.00703771,0.00712638,0.00692975,0.00588062,0.00510635,0.00459165,0.00415096,0.00332805,0.00330559,0.00318507,0.00353402,0.0050955,0.01016886,0.02465602,0.03720321,0.04410806,0.03939362,0.02872091,0.0218421,0.01491158,0.01010579,0.00681219,0.00452695,0.00344685,0.00276076,0.00221815,0.0018171,0.00176938,0.00164485,0.00155043,0.00150572,0.00130374,0.00132192,0.00145612,0.00153611,0.00144284,0.00156423,0.00155649,0.00155263,0.00155317,0.00156301,0.00179984,0.00179206,0.00179666,0.00180539,0.00179293,0.00179892,0.00179055,0.00188076,0.00202668,0.00203972,0.00184464,0.00180759,0.00180592,0.00178371,0.00182338,0.00200334,0.00193845,0.00182233,0.00180796,0.00177363,0.00163645,0.00157097,0.00151988,0.00134195,0.00118858,0.00100177,0.00100884,0.00110951,0.00093791,0.00093383,0.0010615,0.00108299,0.00093417,0.00093769,0.00093056,0.00092482,0.00092744,0.00094299,0.00094301,0.00093493,0.00093985,0.00094428,0.00092813,0.00093914,0.00077726,0.00064121,0.00057674,0.00071608,0.0005492,0.00053693,0.00053885,0.00053603
ISS_093RF_FMOVIE003_PRIME,15819,1,2008-11-14T20:18:07,316.38,316.38,6.3263545,0.0,43.683403,129.44173,85.84781998,0.56292664,0.0,0.00037151,0.00037225,0.00023052,0.00023894,0.00023295,0.00037687,0.00040204,0.0002345,0.0004769,0.00047082,0.00046575,0.00047154,0.00047983,0.00047504,0.00047815,0.00047935,0.000511,0.00063861,0.000506,0.00058579,0.0006467,0.00064482,0.0006551,0.00064473,0.00064728,0.00065544,0.00066641,0.0008886,0.00088718,0.00101253,0.00118864,0.00130647,0.00111812,0.00123795,0.0010967,0.00090299,0.00089824,0.00089249,0.00117107,0.00147799,0.0018106,0.00227644,0.0024907,0.00253039,0.00260703,0.00276738,0.00282382,0.00276991,0.00275148,0.00267642,0.00251303,0.00203169,0.00186295,0.00189832,0.00238682,0.00390971,0.00723485,0.00929729,0.00976429,0.00931235,0.00873556,0.00771444,0.0063276,0.0051179,0.00456978,0.00450601,0.00505915,0.0061563,0.0069037,0.00715598,0.00671278,0.00599536,0.00545833,0.00498615,0.00452811,0.00365202,0.00305942,0.00292784,0.00344869,0.00479797,0.01102658,0.0236799,0.03724768,0.04485123,0.03776805,0.02978853,0.02149117,0.01516983,0.01022375,0.00615203,0.00462599,0.00356113,0.00268978,0.00225134,0.00177898,0.0016343,0.00144942,0.00137299,0.00155839,0.00137019,0.00134611,0.00143361,0.00157104,0.00160867,0.0015469,0.00154495,0.00155466,0.00157159,0.00158902,0.00176974,0.00181701,0.0018007,0.00175796,0.00180959,0.00182593,0.00181386,0.00179598,0.00179502,0.00180593,0.00179578,0.00179914,0.00181417,0.00182523,0.00202868,0.00189628,0.00170993,0.00160799,0.00180984,0.00164603,0.00158729,0.00150663,0.001346,0.00118903,0.00117942,0.00117308,0.00112401,0.00094346,0.00095853,0.00095154,0.00094913,0.00095094,0.00095488,0.00095268,0.00096052,0.00095884,0.00094956,0.00096011,0.00093954,0.00094618,0.0008859,0.00072669,0.00072586,0.00072962,0.00073197,0.00067948,0.00055394,0.00055561,0.00056039,0.00055744,0.00055135,0.00054672
ISS_093RF_FMOVIE003_PRIME,15820,1,2008-11-14T20:18:07,316.4,316.4,6.3261585,0.0,43.685078,129.4434,85.84781998,0.58222048,0.0,0.00032461,0.00032784,0.00033691,0.00033332,0.00033586,0.00042858,0.00054262,0.00033453,0.00054733,0.00057029,0.00057144,0.00057496,0.00057309,0.0003886,0.00045448,0.00056488,0.00056133,0.00054881,0.00069045,0.00074783,0.00074355,0.00075066,0.00075268,0.00062523,0.00057031,0.0005871,0.00074112,0.00096639,0.00098751,0.00104788,0.00119717,0.00121869,0.00123267,0.00121067,0.00112975,0.00098053,0.00076286,0.00075944,0.00107944,0.00154121,0.00210488,0.00230247,0.00231117,0.00243957,0.0026577,0.00278232,0.00286567,0.00285228,0.00276016,0.00261308,0.00232817,0.00196619,0.00184811,0.00198162,0.00233596,0.00494737,0.00799262,0.00942236,0.00993913,0.00933252,0.00872303,0.00749638,0.00655368,0.00566331,0.00460397,0.0043512,0.0051961,0.00628314,0.00731538,0.00698139,0.00655368,0.00615817,0.00572522,0.00519374,0.00463061,0.00389685,0.00346467,0.00320107,0.0031666,0.00556252,0.0114453,0.02448113,0.03723277,0.04618048,0.03905022,0.0298971,0.02207641,0.01509104,0.0094287,0.00630876,0.00464361,0.00351168,0.00284255,0.0021324,0.00193674,0.00172574,0.00155307,0.00140225,0.0014274,0.00159263,0.00153904,0.00144128,0.00142989,0.0014054,0.00158332,0.00156758,0.00147747,0.00166917,0.00186306,0.00187991,0.00188281,0.00186989,0.0016711,0.00184722,0.00189657,0.00190244,0.00190778,0.00192543,0.00190555,0.00189768,0.00190025,0.0019221,0.00181793,0.00185422,0.00193256,0.00193332,0.00191919,0.00189673,0.00172852,0.00156767,0.00141403,0.0012442,0.0012695,0.00127885,0.00120455,0.0010218,0.00102921,0.00103671,0.00103497,0.00102307,0.00100395,0.00103684,0.00102942,0.00102732,0.0010304,0.00103811,0.00101428,0.00086809,0.0008934,0.00097826,0.00079711,0.00101453,0.00090315,0.00080376,0.0007756,0.000643,0.00063354,0.00063011,0.00063149,0.00063629,0.00062681
ISS_093RF_FMOVIE003_PRIME,15821,1,2008-11-14T20:18:07,316.42,316.42,6.3259635,0.0,43.68676,129.44508,85.84781998,0.58632245,0.0,0.00033351,0.00033974,0.00034159,0.00033984,0.00033956,0.00034096,0.00034439,0.000551,0.00041732,0.00044104,0.00057738,0.00057796,0.00058206,0.00057676,0.00057361,0.00057527,0.00057987,0.00056733,0.00068297,0.00076176,0.00076076,0.00074567,0.00062342,0.00058642,0.00058242,0.00059219,0.00075017,0.00092425,0.00099228,0.00102922,0.00121666,0.00122521,0.00121642,0.00120927,0.00118638,0.00097739,0.00097578,0.00100408,0.00113586,0.00144698,0.00188254,0.00225575,0.00234962,0.00245056,0.00268499,0.00267519,0.00282742,0.00290274,0.00285935,0.00264513,0.00241369,0.00206382,0.0019013,0.00196807,0.00288764,0.00595625,0.00802979,0.0094566,0.01001435,0.00932752,0.00828409,0.00731405,0.00632664,0.00567766,0.00460865,0.00455645,0.00522221,0.00619476,0.0073321,0.00728892,0.00679418,0.0063273,0.00578503,0.0051452,0.00471505,0.00394539,0.00322182,0.0029154,0.003428,0.00542532,0.01186705,0.02237718,0.03765702,0.04507103,0.03918866,0.03156369,0.02337528,0.01523918,0.00886189,0.00629602,0.00461227,0.00356758,0.00289353,0.00219823,0.00197567,0.00179115,0.00163958,0.00145766,0.00129531,0.0013721,0.0014319,0.00142583,0.00144355,0.00161521,0.00166471,0.00167563,0.00168593,0.00192594,0.00205308,0.00221585,0.00223701,0.00188821,0.00192133,0.00190636,0.0019037,0.00191037,0.00189855,0.00211539,0.0019985,0.00190304,0.00190195,0.00192322,0.0019076,0.00190495,0.0019687,0.00211471,0.00191567,0.00173138,0.001575,0.00146759,0.00147923,0.00126596,0.00127396,0.00117927,0.00102867,0.00102413,0.00104078,0.00103573,0.0010333,0.00103646,0.00103459,0.00105225,0.00105654,0.00104538,0.00101948,0.00102656,0.00103486,0.00103514,0.00099008,0.00081698,0.00082538,0.00070127,0.00073222,0.00078158,0.00064207,0.00063721,0.00063589,0.00064477,0.00065749,0.00064778,0.00064904
