Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Mean,EW Std,Normal EW Mean,Normal EW Std,EW Median,Normal EW Median
C3485233,171,50,1980-11-09T22:39:09,171.0,171.98,171.49,146.333,147.313,146.823,225.253,225.253,225.253,281.08,282.06,281.57,68.07625,72.49193,70.28865,16.133575,16.14025,16.136953,83.43407,83.43758,83.43584,86.1787142,30.58,1.47464328,0.06706344,0.16857525,0.00767045,1.48691464,0.1699594
C3485233,172,50,1980-11-09T22:39:09,172.0,172.98,172.49,147.333,148.313,147.823,225.253,225.253,225.253,282.08,283.06,282.57,63.689243,68.003,65.83164,16.140379,16.14654,16.143497,83.43051,83.43401,83.43226,86.1787142,30.58,1.24452822,0.09541524,0.14234492,0.01089377,1.20009265,0.13726853
C3485233,173,50,1980-11-09T22:39:09,173.0,173.98,173.49,148.333,149.313,148.823,225.253,225.253,225.253,283.08,284.06,283.57,59.373886,63.59147,61.477013,16.146656,16.15229,16.149517,83.426895,83.430435,83.428665,86.1787142,30.58,1.3519626,0.06715423,0.15471957,0.00770405,1.3638388,0.15609201
C3485233,174,50,1980-11-09T22:39:09,174.0,174.98,174.49,149.333,150.313,149.823,225.253,225.253,225.253,284.08,285.06,284.57,55.234024,59.302784,57.254025,16.152403,16.157518,16.155,83.423294,83.42683,83.425064,86.1787142,30.58,1.50688032,0.05806117,0.17254219,0.00666447,1.51147031,0.17306621
C3485233,175,50,1980-11-09T22:39:09,175.0,175.98,175.49,150.333,151.313,150.823,225.253,225.253,225.253,285.08,286.06,285.57,51.269268,55.152718,53.195667,16.157616,16.162207,16.159952,83.41966,83.42323,83.42145,86.1787142,30.58,1.65474675,0.0706549,0.18957591,0.00808193,1.66448145,0.19066773
C3485233,176,50,1980-11-09T22:39:09,176.0,176.98,176.49,151.333,152.313,151.823,225.253,225.253,225.253,286.08,287.06,286.57,47.539795,51.19149,49.345757,16.162292,16.166355,16.164368,83.41604,83.419586,83.417816,86.1787142,30.58,1.55079497,0.08827977,0.17776386,0.01010318,1.57341551,0.18032905
C3485233,177,50,1980-11-09T22:39:09,177.0,177.98,177.49,152.333,153.313,152.823,225.253,225.253,225.253,287.08,288.06,287.57,44.10324,47.468624,45.759293,16.16643,16.169966,16.168242,83.41239,83.41596,83.41417,86.1787142,30.58,1.54376064,0.13537169,0.17705475,0.01551356,1.54919499,0.17767935
C3485233,178,50,1980-11-09T22:39:09,178.0,178.98,178.49,153.333,154.313,153.823,225.253,225.253,225.253,288.08,289.06,288.57,41.037113,44.038136,42.50507,16.170034,16.173038,16.17158,83.40874,83.41232,83.410515,86.1787142,30.58,1.42670884,0.11832642,0.16372136,0.01357696,1.458588,0.16738524
C3485233,179,50,1980-11-09T22:39:09,179.0,179.98,179.49,154.333,155.313,154.823,225.253,225.253,225.253,289.08,290.06,289.57,38.432365,40.9805,39.66589,16.173094,16.175566,16.174374,83.40506,83.40865,83.40686,86.1787142,30.58,1.55632429,0.11152768,0.17869576,0.01282688,1.55152552,0.17815023
C3485233,180,50,1980-11-09T22:39:09,180.0,180.98,180.49,155.333,156.313,155.823,225.253,225.253,225.253,290.08,291.06,290.57,36.3838,38.38476,37.336124,16.175608,16.177547,16.176622,83.4014,83.40499,83.40319,86.1787142,30.58,1.69391285,0.19993758,0.19460274,0.02299432,1.7771013,0.20416105
C3485233,181,50,1980-11-09T22:39:09,181.0,181.98,181.49,156.333,157.313,156.823,225.253,225.253,225.253,291.08,292.06,291.57,34.991447,36.34859,35.615223,16.177584,16.178986,16.178328,83.39772,83.40133,83.39952,86.1787142,30.58,2.00144547,0.13792981,0.23005715,0.0158572,2.01039406,0.23110845
C3485233,182,50,1980-11-09T22:39:09,182.0,182.98,182.49,157.333,158.313,157.823,225.253,225.253,225.253,292.08,293.06,292.57,34.332035,34.971092,34.591747,16.179008,16.179876,16.179485,83.39403,83.39765,83.39584,86.1787142,30.58,1.78652735,0.08469474,0.20546796,0.00975914,1.76994172,0.2035123
C3485233,183,50,1980-11-09T22:39:09,183.0,183.98,183.49,158.333,159.313,158.823,225.253,225.253,225.253,293.08,294.06,293.57,34.283356,34.445484,34.325157,16.179888,16.180214,16.180096,83.39035,83.39397,83.39216,86.1787142,30.58,2.37619412,0.2364965,0.27344033,0.02725753,2.31494804,0.26638806
C3485233,184,50,1980-11-09T22:39:09,184.0,184.98,184.49,159.333,160.313,159.823,225.253,225.253,225.253,294.08,295.06,294.57,34.455452,35.319397,34.82916,16.180008,16.180222,16.180157,83.38666,83.390274,83.38847,86.1787142,30.58,3.06860245,0.12599353,0.35330878,0.01447821,3.08177647,0.35485429
C3485233,185,50,1980-11-09T22:39:09,185.0,185.98,185.49,160.333,161.313,160.823,225.253,225.253,225.253,295.08,296.06,295.57,35.343285,36.89376,36.067387,16.17925,16.179998,16.179668,83.382965,83.38659,83.38477,86.1787142,30.58,3.71358822,0.51524945,0.42781886,0.0594266,3.70299462,0.42658857
C3485233,186,50,1980-11-09T22:39:09,186.0,186.98,186.49,161.333,162.313,161.823,225.253,225.253,225.253,296.08,297.06,296.57,36.93385,39.083187,37.963654,16.177944,16.17923,16.17863,83.37927,83.38287,83.38108,86.1787142,30.58,4.57898113,0.2350993,0.5277927,0.02702346,4.65057439,0.53597755
C3485233,187,50,1980-11-09T22:39:09,187.0,187.98,187.49,162.333,163.313,162.823,225.253,225.253,225.253,297.08,298.06,297.57,39.131336,41.781326,40.42043,16.176085,16.177912,16.177042,83.37557,83.379196,83.37739,86.1787142,30.58,4.15779496,0.0839577,0.47951392,0.00963321,4.16292832,0.48009639
C3485233,188,50,1980-11-09T22:39:09,188.0,188.98,188.49,163.333,164.313,163.823,225.253,225.253,225.253,298.08,299.06,298.57,41.839813,44.891396,43.337036,16.173674,16.17604,16.174902,83.37189,83.3755,83.373695,86.1787142,30.58,3.24365144,0.3642092,0.37428852,0.04196739,3.05377316,0.35239784
C3485233,189,50,1980-11-09T22:39:09,189.0,189.98,189.49,164.333,165.313,164.823,225.253,225.253,225.253,299.08,300.06,299.57,44.956627,48.330093,46.62137,16.170713,16.17362,16.172213,83.368195,83.37182,83.369995,86.1787142,30.58,2.98545585,0.18221444,0.34469526,0.0210894,3.01164539,0.34772902
C3485233,190,50,1980-11-09T22:39:09,190.0,190.98,190.49,165.333,166.313,165.823,225.253,225.253,225.253,300.08,301.06,300.57,48.401497,52.031185,50.195312,16.167198,16.170649,16.168968,83.3645,83.368126,83.36631,86.1787142,30.58,3.68774738,0.28476821,0.42601348,0.03291053,3.6749838,0.42454749
C3485233,191,50,1980-11-09T22:39:09,191.0,191.98,191.49,166.333,167.313,166.823,225.253,225.253,225.253,301.08,302.06,301.57,52.10178,55.9185,53.99385,16.163137,16.167126,16.165176,83.36085,83.36444,83.36264,86.1787142,30.58,2.9175855,0.16120197,0.3372256,0.01858118,2.89782169,0.33494035
C3485233,192,50,1980-11-09T22:39:09,192.0,192.98,192.49,167.333,168.313,167.823,225.253,225.253,225.253,302.08,303.06,302.57,55.99401,59.962955,57.96912,16.158525,16.163052,16.160833,83.35716,83.36076,83.358955,86.1787142,30.58,2.52334605,0.14652143,0.29182323,0.01698109,2.50437985,0.28963416
C3485233,193,50,1980-11-09T22:39:09,193.0,193.98,193.49,168.333,169.313,168.823,225.253,225.253,225.253,303.08,304.06,303.57,60.04208,64.12845,62.079002,16.153364,16.158428,16.15594,83.3535,83.35709,83.3553,86.1787142,30.58,2.95981509,0.18666275,0.34248551,0.02158264,2.98664858,0.34562582
C3485233,194,50,1980-11-09T22:39:09,194.0,194.98,194.49,169.333,170.313,169.823,225.253,225.253,225.253,304.08,305.06,304.57,64.21236,68.38897,66.29197,16.147652,16.153257,16.150496,83.34983,83.35342,83.35163,86.1787142,30.58,2.56581249,0.0786571,0.29705872,0.00911212,2.58231671,0.29897083
C3485233,195,50,1980-11-09T22:39:09,195.0,195.98,195.49,170.333,171.313,170.823,225.253,225.253,225.253,305.08,306.06,305.57,68.46768,72.70744,70.58366,16.141394,16.147533,16.144506,83.3462,83.34977,83.34798,86.1787142,30.58,2.52478046,0.17139618,0.29247001,0.01988926,2.46609135,0.28563437
C3485233,196,50,1980-11-09T22:39:09,196.0,196.98,196.49,171.333,172.313,171.823,225.253,225.253,225.253,306.08,307.06,306.57,72.79544,77.081856,74.93401,16.134586,16.141262,16.137966,83.34255,83.346115,83.34434,86.1787142,30.58,2.87375542,0.08753346,0.33307458,0.01015722,2.85293948,0.33060794
C3485233,197,50,1980-11-09T22:39:09,197.0,197.98,197.49,172.333,173.313,172.823,225.253,225.253,225.253,307.08,308.06,307.57,77.167625,81.49188,79.32691,16.127235,16.134447,16.130882,83.33892,83.34248,83.3407,86.1787142,30.58,2.65668796,0.113513,0.30808267,0.0131577,2.64396932,0.30661007
C3485233,198,50,1980-11-09T22:39:09,198.0,198.98,198.49,173.333,174.313,173.823,225.253,225.253,225.253,308.08,309.06,308.57,81.57736,85.92476,83.74957,16.11934,16.127083,16.123255,83.33531,83.33886,83.33708,86.1787142,30.58,2.5318664,0.17000923,0.29376419,0.01968523,2.54997185,0.29587402
C3485233,199,50,1980-11-09T22:35:57,199.0,199.98,199.49,173.11,174.433,173.641,225.246,225.253,225.247,307.864,309.18,308.395,80.866035,86.45488,83.18506,16.118351,16.125414,16.121706,83.33465,83.33775,83.33608,86.1787142,30.58,2.83671559,0.13187507,0.32918777,0.01530375,2.85957685,0.33180724
C3485233,200,50,1980-11-09T22:35:57,200.0,200.98,200.49,173.99,174.97,174.48,225.246,225.246,225.246,308.744,309.724,309.234,84.765724,89.12129,86.94235,16.11046,16.118572,16.114557,83.33105,83.33458,83.33281,86.1787142,30.58,2.97755637,0.09734373,0.3456996,0.01129894,2.96440586,0.34419331
C3485233,201,50,1980-11-09T22:35:57,201.0,201.98,201.49,174.99,175.97,175.48,225.246,225.246,225.246,309.744,310.724,310.234,89.21343,93.57753,91.39383,16.101645,16.110287,16.106009,83.32746,83.33097,83.32921,86.1787142,30.58,2.88780512,0.11732209,0.33545991,0.01364544,2.85865593,0.33201642
C3485233,202,50,1980-11-09T22:35:57,202.0,202.98,202.49,175.99,176.97,176.48,225.246,225.246,225.246,310.744,311.724,311.234,93.66484,98.03343,95.84937,16.09229,16.101463,16.09692,83.323906,83.32739,83.325645,86.1787142,30.58,3.13515336,0.20483703,0.36438846,0.02383422,3.1430711,0.36533051
C3485233,203,50,1980-11-09T22:35:57,203.0,203.98,203.49,176.99,177.97,177.48,225.246,225.246,225.246,311.744,312.724,312.234,98.12169,102.482155,100.30327,16.082403,16.092098,16.087292,83.32034,83.32383,83.32209,86.1787142,30.58,3.23289333,0.19753884,0.37594895,0.0230184,3.21520324,0.37392652
C3485233,334,50,1980-11-09T22:55:09,334.0,334.98,334.49,316.047,317.027,316.537,225.283,225.283,225.283,90.765,91.745,91.255,96.81895,101.17248,98.99443,12.686885,12.6976,12.6922,83.33199,83.33549,83.33373,86.1787142,30.58,1.63255275,0.07904067,0.18951578,0.00916731,1.62914449,0.18911646
C3485233,335,50,1980-11-09T22:55:09,335.0,335.98,335.49,317.047,318.027,317.537,225.283,225.283,225.283,91.765,92.745,92.255,92.37043,96.72812,94.55084,12.6764765,12.686668,12.681532,83.335556,83.33909,83.337326,86.1787142,30.58,1.88689536,0.11023895,0.21892302,0.01276437,1.87554997,0.21763375
C3485233,336,50,1980-11-09T22:55:09,336.0,336.98,336.49,318.047,319.027,318.537,225.283,225.283,225.283,92.765,93.745,93.255,87.930145,92.2839,90.10647,12.666603,12.676274,12.671397,83.33916,83.3427,83.34093,86.1787142,30.58,1.78841135,0.09607606,0.20738746,0.01116048,1.76987557,0.20522473
C3485233,337,50,1980-11-09T22:55:09,337.0,337.98,337.49,319.047,320.027,319.537,225.283,225.283,225.283,93.765,94.745,94.255,83.49788,87.841156,85.66843,12.657268,12.666411,12.661798,83.342766,83.34632,83.34453,86.1787142,30.58,1.6759445,0.08976719,0.19423843,0.01037942,1.65067365,0.19134827
C3485233,338,50,1980-11-09T22:55:09,338.0,338.98,338.49,320.047,321.027,320.537,225.283,225.283,225.283,94.765,95.745,95.255,79.080635,83.4058,81.24714,12.648464,12.657086,12.652738,83.34639,83.349945,83.34816,86.1787142,30.58,1.83944924,0.06558057,0.21307466,0.0076147,1.83405487,0.21241908
C3485233,339,50,1980-11-09T22:55:09,339.0,339.98,339.49,321.047,322.027,321.537,225.283,225.283,225.283,95.765,96.745,96.255,74.70021,78.99173,76.84449,12.640212,12.6482935,12.644213,83.35001,83.35359,83.35181,86.1787142,30.58,1.90974782,0.13958353,0.22109436,0.01613138,1.9210495,0.22240522
C3485233,340,50,1980-11-09T22:55:09,340.0,340.98,340.49,322.047,323.027,322.537,225.283,225.283,225.283,96.765,97.745,97.255,70.35391,74.61217,72.48051,12.632498,12.64005,12.63623,83.35366,83.357254,83.35546,86.1787142,30.58,1.65128245,0.11377742,0.19107,0.0131862,1.62520877,0.18805795
C3485233,341,50,1980-11-09T22:55:09,341.0,341.98,341.49,323.047,324.027,323.537,225.283,225.283,225.283,97.765,98.745,98.255,66.07562,70.26985,68.16708,12.625325,12.632349,12.628793,83.35732,83.360916,83.35912,86.1787142,30.58,1.84563687,0.08676734,0.21343944,0.010021,1.85890562,0.21492739
C3485233,342,50,1980-11-09T22:55:09,342.0,342.98,342.49,324.047,325.027,324.537,225.283,225.283,225.283,98.765,99.745,99.255,61.874554,65.989624,63.921844,12.618695,12.625187,12.6219,83.361,83.3646,83.3628,86.1787142,30.58,1.81704413,0.06078509,0.21001721,0.00701106,1.81261941,0.20951877
C3485233,343,50,1980-11-09T22:55:09,343.0,343.98,343.49,325.047,326.027,325.537,225.283,225.283,225.283,99.765,100.745,100.255,57.772335,61.790306,59.766777,12.612615,12.6185665,12.615553,83.36467,83.36828,83.36647,86.1787142,30.58,1.54313191,0.13463104,0.1782622,0.01557816,1.56646498,0.18095549
C3485233,344,50,1980-11-09T22:55:09,344.0,344.98,344.49,326.047,327.027,326.537,225.283,225.283,225.283,100.765,101.745,101.255,53.810852,57.680016,55.73075,12.607077,12.612508,12.609751,83.368355,83.37196,83.37016,86.1787142,30.58,1.5921575,0.087209,0.18382064,0.01005324,1.5843534,0.1829489
C3485233,345,50,1980-11-09T22:55:09,345.0,345.98,345.49,327.047,328.027,327.537,225.283,225.283,225.283,101.765,102.745,102.255,49.99988,53.719353,51.847298,12.602112,12.606985,12.604502,83.37205,83.37567,83.373856,86.1787142,30.58,1.81390383,0.09735467,0.20930532,0.01120502,1.7819953,0.2056386
C3485233,346,50,1980-11-09T22:55:09,346.0,346.98,346.49,328.047,329.027,328.537,225.283,225.283,225.283,102.765,103.745,103.255,46.43379,49.916203,48.164566,12.597678,12.602024,12.599799,83.37576,83.37938,83.37756,86.1787142,30.58,2.04509863,0.09949107,0.23585246,0.01145753,2.03736231,0.23495859
C3485233,347,50,1980-11-09T22:55:09,347.0,347.98,347.49,329.047,330.027,329.537,225.283,225.283,225.283,103.765,104.745,104.255,43.159443,46.36198,44.735504,12.593788,12.597597,12.59565,83.37946,83.38307,83.38126,86.1787142,30.58,2.20704982,0.16033055,0.25438624,0.01844504,2.19761347,0.25332929
C3485233,348,50,1980-11-09T22:55:09,348.0,348.98,348.49,330.047,331.027,330.537,225.283,225.283,225.283,104.765,105.745,105.255,40.245895,43.09453,41.638844,12.590459,12.5937195,12.592046,83.383156,83.38678,83.38497,86.1787142,30.58,2.38578353,0.29495157,0.27484142,0.03401518,2.54375334,0.29303792
C3485233,349,50,1980-11-09T22:55:09,349.0,349.98,349.49,331.047,332.027,331.537,225.283,225.283,225.283,105.765,106.745,106.255,37.793438,40.191113,38.95289,12.587679,12.590402,12.588995,83.38685,83.390495,83.388664,86.1787142,30.58,2.01318839,0.2863111,0.23178613,0.03297037,2.10782274,0.24268115
C3485233,350,50,1980-11-09T22:55:09,350.0,350.98,350.49,332.047,333.027,332.537,225.283,225.283,225.283,106.765,107.745,107.255,35.902138,37.75056,36.778183,12.585447,12.587624,12.586496,83.390564,83.394196,83.39239,86.1787142,30.58,2.24748584,0.27362712,0.25861768,0.03149875,2.29173607,0.2637318
C3485233,351,50,1980-11-09T22:55:09,351.0,351.98,351.49,333.047,334.027,333.537,225.283,225.283,225.283,107.765,108.745,108.255,34.66969,35.871452,35.21518,12.583767,12.585408,12.584544,83.39428,83.39791,83.39609,86.1787142,30.58,1.85274337,0.23466637,0.21307654,0.02700564,1.8442381,0.21205629
C3485233,352,50,1980-11-09T22:55:09,352.0,352.98,352.49,334.047,335.027,334.537,225.283,225.283,225.283,108.765,109.745,109.255,34.173283,34.651833,34.35302,12.58264,12.58374,12.583145,83.39799,83.40161,83.3998,86.1787142,30.58,1.81925068,0.16781089,0.20910874,0.01932012,1.85994659,0.21378354
C3485233,353,50,1980-11-09T22:55:09,353.0,353.98,353.49,335.047,336.027,335.537,225.283,225.283,225.283,109.765,110.745,110.255,34.16516,34.449337,34.249386,12.582061,12.582623,12.582299,83.40168,83.405304,83.40349,86.1787142,30.58,1.77452638,0.07795905,0.2038508,0.00894343,1.77490992,0.20392289
C3485233,354,50,1980-11-09T22:55:09,354.0,354.98,354.49,336.047,337.027,336.537,225.283,225.283,225.283,110.765,111.745,111.255,34.462616,35.48342,34.91491,12.581976,12.582056,12.582,83.40537,83.409004,83.40719,86.1787142,30.58,2.06823107,0.15628125,0.23745576,0.01790662,2.12799781,0.24432301
C3485233,355,50,1980-11-09T22:55:09,355.0,355.98,355.49,337.047,338.027,337.537,225.283,225.283,225.283,111.765,112.745,112.255,35.511303,37.211838,36.310402,12.582034,12.582554,12.582251,83.40908,83.41268,83.41089,86.1787142,30.58,2.43047176,0.1019471,0.27889358,0.01171983,2.43164899,0.27902759
C3485233,356,50,1980-11-09T22:55:09,356.0,356.98,356.49,338.047,339.027,338.537,225.283,225.283,225.283,112.765,113.745,113.255,37.254234,39.551273,38.35874,12.582567,12.583618,12.58305,83.412766,83.416374,83.41456,86.1787142,30.58,2.22373886,0.14027004,0.25502991,0.01611003,2.26343276,0.25963406
C3485233,357,50,1980-11-09T22:55:09,357.0,357.98,357.49,339.047,340.027,339.537,225.283,225.283,225.283,113.765,114.745,114.255,39.60409,42.395077,40.963722,12.583643,12.585234,12.584396,83.41645,83.420044,83.41825,86.1787142,30.58,2.0041497,0.05362302,0.22971691,0.00613933,2.00451593,0.22974715
C3485233,358,50,1980-11-09T22:55:09,358.0,358.98,358.49,340.047,341.027,340.537,225.283,225.283,225.283,114.765,115.745,115.255,42.457912,45.652763,44.02663,12.585273,12.587393,12.58629,83.42011,83.423706,83.42191,86.1787142,30.58,2.01657133,0.04631279,0.23101321,0.00532902,2.0026503,0.22940766
C3485233,359,50,1980-11-09T22:55:09,359.0,359.98,359.49,341.047,342.027,341.537,225.283,225.283,225.283,115.765,116.745,116.255,45.721832,49.24064,47.459164,12.587441,12.590098,12.588728,83.423775,83.42735,83.42557,86.1787142,30.58,2.34882955,0.11270508,0.26892472,0.01287372,2.35958798,0.27012807
C3487109,0,50,1980-11-10T13:38:21,0.0,0.98,0.49,338.803,339.783,339.293,226.939,226.939,226.939,111.865,112.845,112.355,31.995062,34.497997,33.21203,12.748966,12.750981,12.74992,84.01397,84.01802,84.01601,86.16948643,17.94,2.12543812,0.15951471,0.22158115,0.01667054,2.07736267,0.21656785
C3487109,1,50,1980-11-10T13:38:21,1.0,1.98,1.49,339.803,340.783,340.293,226.939,226.939,226.939,112.865,113.845,113.355,34.554016,37.448826,35.973637,12.751028,12.75371,12.752316,84.018105,84.02215,84.02013,86.16948643,17.94,2.03441241,0.07510173,0.21194404,0.00785272,2.03426242,0.21190987
C3487109,2,50,1980-11-10T13:38:21,2.0,2.98,2.49,340.803,341.783,341.293,226.939,226.939,226.939,113.865,114.845,114.355,37.510483,40.711006,39.088173,12.75377,12.757114,12.755391,84.02223,84.02627,84.02425,86.16948643,17.94,2.13318682,0.1247759,0.22207853,0.01295003,2.13819899,0.22259656
C3487109,3,50,1980-11-10T13:38:21,3.0,3.98,3.49,341.803,342.783,342.293,226.939,226.939,226.939,114.865,115.845,115.355,40.779213,44.21476,42.478294,12.757188,12.761199,12.759143,84.02634,84.030365,84.02834,86.16948643,17.94,2.36255914,0.07460625,0.24579258,0.00777969,2.36193886,0.2457678
C3487109,4,50,1980-11-10T13:38:21,4.0,4.98,4.49,342.803,343.783,343.293,226.939,226.939,226.939,115.865,116.845,116.355,44.286903,47.90446,46.082336,12.7612915,12.765959,12.763571,84.03043,84.03443,84.032425,86.16948643,17.94,2.14734554,0.09157408,0.22324804,0.00948414,2.14524384,0.22302363
C3487109,5,50,1980-11-10T13:38:21,5.0,5.98,5.49,343.803,344.783,344.293,226.939,226.939,226.939,116.865,117.845,117.355,47.98043,51.74504,49.85291,12.76606,12.771385,12.768671,84.034515,84.0385,84.036514,86.16948643,17.94,2.26021545,0.04940863,0.23482369,0.00510503,2.26921516,0.23582499
C3487109,6,50,1980-11-10T13:38:21,6.0,6.98,6.49,344.803,345.783,345.293,226.939,226.939,226.939,117.865,118.845,118.355,51.820507,55.70189,53.75211,12.7715025,12.777484,12.77444,84.03858,84.04256,84.040565,86.16948643,17.94,2.3189531,0.09706004,0.24076199,0.01004145,2.33255568,0.24218244
C3487109,7,50,1980-11-10T13:38:21,7.0,7.98,7.49,345.803,346.783,346.293,226.939,226.939,226.939,118.865,119.845,119.355,55.780586,59.742363,57.75342,12.77761,12.784247,12.780878,84.042625,84.04658,84.04461,86.16948643,17.94,2.65897243,0.10459133,0.27587796,0.01081886,2.68985945,0.27911759
C3487109,8,47,1980-11-10T13:38:21,8.0,8.92,8.46,346.803,347.723,347.263,226.939,226.939,226.939,119.865,120.785,120.325,59.82288,63.60424,61.70985,12.7843895,12.791125,12.787749,84.04665,84.05035,84.048515,86.16948643,17.94,2.6860418,0.09159494,0.27850594,0.00949416,2.67583438,0.2775336
C3487109,166,50,1980-11-10T13:31:57,166.0,166.98,166.49,142.117,143.097,142.607,226.926,226.926,226.926,275.191,276.171,275.681,81.78432,85.98934,83.88521,17.133083,17.14455,17.13887,84.0612,84.06502,84.06312,86.16948643,17.94,1.33790581,0.05629624,0.13838369,0.0058285,1.34710889,0.13929729
C3487109,167,50,1980-11-10T13:31:57,167.0,167.98,167.49,143.117,144.097,143.607,226.926,226.926,226.926,276.191,277.171,276.681,77.51198,81.698166,79.60439,17.14478,17.155626,17.150253,84.0573,84.06112,84.05921,86.16948643,17.94,1.47696579,0.12568329,0.15286852,0.01302922,1.46877279,0.15197802
C3487109,168,50,1980-11-10T13:31:57,168.0,168.98,168.49,144.117,145.097,144.607,226.926,226.926,226.926,277.191,278.171,277.681,73.262245,77.426674,75.34231,17.155842,17.16606,17.161,84.05335,84.057205,84.05529,86.16948643,17.94,1.66131821,0.07310078,0.17206028,0.00756515,1.66109173,0.17200082
C3487109,169,50,1980-11-10T13:31:57,169.0,169.98,169.49,145.117,146.097,145.607,226.926,226.926,226.926,278.191,279.171,278.681,69.04365,73.176155,71.106224,17.166262,17.17585,17.171104,84.0494,84.053276,84.051346,86.16948643,17.94,1.33291175,0.08942128,0.13813806,0.00924773,1.30239629,0.13500909
C3487109,170,50,1980-11-10T13:31:57,170.0,170.98,170.49,146.117,147.097,146.607,226.926,226.926,226.926,279.191,280.171,279.681,64.86349,68.959015,66.90574,17.176037,17.184988,17.180565,84.04542,84.049324,84.047386,86.16948643,17.94,1.47350817,0.1727567,0.15281496,0.01794228,1.5353668,0.15923006
C3487109,171,50,1980-11-10T13:31:57,171.0,171.98,171.49,147.117,148.097,147.607,226.926,226.926,226.926,280.191,281.171,280.681,60.733788,64.77774,62.74977,17.185167,17.193474,17.189373,84.04142,84.04535,84.04339,86.16948643,17.94,1.70300266,0.03921928,0.17672949,0.00405971,1.69925632,0.17633593
C3487109,172,50,1980-11-10T13:31:57,172.0,172.98,172.49,148.117,149.097,148.607,226.926,226.926,226.926,281.191,282.171,281.681,56.66933,60.651096,58.653183,17.193644,17.201319,17.19753,84.0374,84.04134,84.03937,86.16948643,17.94,1.51526906,0.10476765,0.15735108,0.01085027,1.50001898,0.15577478
C3487109,173,50,1980-11-10T13:31:57,173.0,173.98,173.49,149.117,150.097,149.607,226.926,226.926,226.926,282.191,283.171,282.681,52.69217,56.59076,54.63222,17.201464,17.20849,17.20503,84.03336,84.03732,84.03534,86.16948643,17.94,1.56311795,0.12122985,0.16243367,0.01262804,1.56951424,0.16310369
C3487109,174,50,1980-11-10T13:31:57,174.0,174.98,174.49,150.117,151.097,150.607,226.926,226.926,226.926,283.191,284.171,283.681,48.82249,52.61384,50.70723,17.208628,17.215006,17.211868,84.0293,84.03327,84.0313,86.16948643,17.94,1.65679825,0.0679833,0.17228257,0.00707159,1.65991104,0.17258519
C3487109,175,50,1980-11-10T13:31:57,175.0,175.98,175.49,151.117,152.097,151.607,226.926,226.926,226.926,284.191,285.171,284.681,45.09046,48.744587,46.905556,17.215128,17.220856,17.218046,84.02524,84.02922,84.02724,86.16948643,17.94,1.76570158,0.08297443,0.18373188,0.00864631,1.75483081,0.18260487
C3487109,176,50,1980-11-10T13:31:57,176.0,176.98,176.49,152.117,153.097,152.607,226.926,226.926,226.926,285.191,286.171,285.681,41.53732,45.01883,43.26202,17.220964,17.226036,17.223553,84.02116,84.02516,84.023155,86.16948643,17.94,1.85736563,0.08845258,0.19340254,0.00924452,1.87183734,0.19489713
C3487109,177,50,1980-11-10T13:31:57,177.0,177.98,177.49,153.117,154.097,153.607,226.926,226.926,226.926,286.191,287.171,286.681,38.213535,41.46722,39.8214,17.226131,17.230545,17.228392,84.01706,84.02107,84.019066,86.16948643,17.94,1.97338803,0.05649118,0.20562288,0.00591476,1.97026348,0.20528394
C3487109,178,50,1980-11-10T13:31:57,178.0,178.98,178.49,154.117,155.097,154.607,226.926,226.926,226.926,287.191,288.171,287.681,35.188084,38.14894,36.64286,17.23063,17.234379,17.23256,84.01294,84.01697,84.014946,86.16948643,17.94,1.96839589,0.14947129,0.20523921,0.01554719,1.95151296,0.20348602
C3487109,179,50,1980-11-10T13:31:57,179.0,179.98,179.49,155.117,156.097,155.607,226.926,226.926,226.926,288.191,289.171,288.681,32.53809,35.130512,33.800232,17.234455,17.237543,17.23605,84.00882,84.012856,84.01084,86.16948643,17.94,1.7161989,0.06435133,0.17906935,0.00673837,1.69682503,0.17701298
C3487109,180,50,1980-11-10T13:28:45,180.0,180.98,180.49,155.054,156.377,155.64,226.921,226.926,226.923,288.134,289.451,288.718,31.87708,35.17481,33.64287,17.22961,17.238308,17.232786,84.00734,84.01022,84.00862,86.16948643,17.94,2.01709555,0.09487196,0.21054152,0.00989084,1.98712605,0.20744364
C3487109,181,50,1980-11-10T13:28:45,181.0,181.98,181.49,155.774,156.754,156.264,226.921,226.921,226.921,288.854,289.834,289.344,30.959583,33.2295,32.054268,17.231949,17.23456,17.233309,84.003204,84.00725,84.005226,86.16948643,17.94,2.26148855,0.11209882,0.23618513,0.01172326,2.22946539,0.23289885
C3487109,182,50,1980-11-10T13:28:45,182.0,182.98,182.49,156.774,159.097,158.231,226.921,226.926,226.925,289.854,292.171,291.307,27.862999,30.91716,28.826683,17.234608,17.242943,17.240458,83.99641,84.003136,83.99918,86.16948643,17.94,1.93108199,0.08667878,0.2018791,0.00903446,1.90636466,0.19933325
