Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std
SENS_ISS_173RF_HIRESFRNG001_PRIME,0,38,2012-10-18T14:57:01,123.14,123.88,123.51,223.515,224.255,223.885,45.502,45.502,45.502,178.013,178.753,178.383,2.94313,2.9475296,2.9455633,2.136e-05,2.155e-05,2.147e-05,73.562515,73.736595,73.64885,41.530136,41.670868,41.60112,73.79691865,0.21,1.38039194,1.49041192,0.28431739,1.03223719,1.1146138,0.21317043
SENS_ISS_181RF_FMOVIE001_PRIME,0,236,2013-02-10T04:54:21,85.3,90.04,87.66,267.8,272.54,270.164,354.901,354.901,354.901,272.899,277.639,275.263,9.444288,9.57365,9.507968,8.434e-05,8.616e-05,8.531e-05,95.49414,95.51873,95.50942,138.18712,138.4949,138.34117,72.49087266,1.31,0.92939972,0.93513726,0.09681969,0.69489973,0.69866843,0.07240672
SENS_ISS_181RF_FRINGPHOT001_VIMS,0,184,2013-02-13T19:24:13,36.58,40.24,38.41,156.705,160.365,158.535,4.633,4.633,4.633,152.072,155.732,153.902,3.5631833,3.6334643,3.5927339,6.247e-05,6.413e-05,6.335e-05,163.7373,163.86621,163.7983,113.572334,113.91813,113.74441,72.45404641,1.02,16.16013937,16.61507057,1.34295518,6.50835796,6.69207922,0.56512358
SENS_ISS_196RF_FMOVIE006_PRIME,0,333,2013-08-28T21:35:25,178.08,184.74,181.42,296.08,302.74,299.416,174.128,174.128,174.128,121.952,128.612,125.288,14.890238,15.777896,15.332238,0.00012662,0.00013009,0.00012848,149.33333,149.40326,149.37239,129.92903,130.16348,130.04472,70.38770878,1.85,10.26723061,10.14753752,1.08361489,6.61416434,6.52950726,0.70420302
