Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std
SENS_ISS_173RF_HIRESFRNG001_PRIME,0,38,2012-10-18T14:57:01,123.14,123.88,123.51,223.515,224.255,223.885,45.502,45.502,45.502,178.013,178.753,178.383,2.9431283,2.947528,2.945562,2.136e-05,2.155e-05,2.147e-05,73.56261,73.73646,73.64886,41.530064,41.67097,41.60112,73.79691865,0.21,1.36817231,1.49216052,0.28603712,1.02309937,1.11592482,0.2144744
SENS_ISS_181RF_FMOVIE001_PRIME,0,237,2013-02-10T04:54:21,85.3,90.04,87.67,267.8,272.54,270.166,354.901,354.901,354.901,272.899,277.639,275.265,9.444301,9.57365,9.508022,8.434e-05,8.616e-05,8.531e-05,95.494156,95.51873,95.509415,138.18709,138.49492,138.34132,72.49087266,1.32,0.92901673,0.93462821,0.09582818,0.69433805,0.69828856,0.07165948
SENS_ISS_181RF_FRINGPHOT001_VIMS,0,184,2013-02-13T19:24:13,36.58,40.24,38.41,156.705,160.365,158.535,4.633,4.633,4.633,152.072,155.732,153.902,3.5631819,3.6334634,3.592733,6.247e-05,6.413e-05,6.335e-05,163.7373,163.86621,163.79828,113.572334,113.91813,113.74441,72.45404641,1.02,16.21728106,16.65196475,1.34364149,6.52971188,6.7069391,0.565479
SENS_ISS_196RF_FMOVIE006_PRIME,0,334,2013-08-28T21:35:25,178.06,184.74,181.4,296.06,302.74,299.397,174.128,174.128,174.128,121.932,128.612,125.269,14.890234,15.781025,15.334774,0.00012656,0.00013009,0.00012847,149.33333,149.40326,149.3722,129.9278,130.1635,130.04405,70.38770878,1.86,10.29383115,10.15319811,1.08398933,6.62719512,6.5330624,0.70448037
SENS_ISS_233RI_HIRESAFRG001_PRIME,0,100,2016-03-10T00:10:36,37.16,39.14,38.15,112.535,114.515,113.525,149.449,149.449,149.449,323.086,325.066,324.076,2.346356,2.4627736,2.4035137,4.489e-05,4.579e-05,4.536e-05,85.44341,85.469055,85.45221,109.7364,109.99163,109.86328,64.04443632,0.56,2.95389802,2.88049836,0.39467768,0.99990194,0.97843988,0.13236356
