Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,Normal EW3Z,Normal EW3Z Std,Normal EW3ZPN,Normal EW3ZPN Std,Core Offset Median,Core Offset Mean,Core Offset Std
ISS_094RF_FMOVIE001_PRIME_1,0,8630,2008-11-21T21:26:55,0.0,359.98,88.85,120.802,125.456,123.255,152.976,153.756,153.366,327.046,332.464,329.888,6.2295957,6.567346,6.4076414,36.09095,41.0094,38.491505,121.86459,126.966354,124.37983,85.95858065,47.94,0.80038184,0.10230527,0.45169035,0.05919967,0.30325546,0.03790358,0.17123406,0.02267466,0.30177086,0.08791065,0.17062309,0.05092091,0.19535552,0.02728748,0.1098332,0.0122373,0.51693082,0.07744101,0.50474523,0.07536799,0.0,-2.225,20.746
ISS_094RF_FMOVIE001_PRIME_2,0,4610,2008-11-22T04:36:47,81.96,175.66,129.22,300.551,304.623,302.566,153.782,154.199,153.988,146.408,150.831,148.577,6.3623753,6.9255996,6.626088,43.730602,46.36291,45.015762,125.856995,129.0808,127.43472,85.96106825,25.61,0.72183706,0.11020752,0.4386172,0.06706612,0.26564052,0.03422021,0.16151299,0.02144518,0.27882198,0.10284505,0.16953035,0.06288635,0.17737456,0.02139335,0.10757386,0.01120464,0.50281657,0.0899268,0.48570713,0.086815,0.0,-4.975,29.111
ISS_096RF_FMOVIE004_PRIME,0,15282,2008-12-10T18:01:03,0.0,359.98,205.37,134.412,136.505,135.289,203.895,205.307,204.601,289.15,292.513,290.688,3.7965293,5.276271,4.5069885,52.912567,74.09265,62.569084,17.41667,40.6301,29.94433,86.25366659,84.9,0.60455449,0.08800648,0.52177871,0.09136585,0.2098063,0.03161879,0.18072362,0.0305612,0.26404142,0.07757553,0.22884804,0.0728912,0.13070677,0.01269136,0.11220706,0.01039707,0.60991628,0.11775678,0.55914799,0.10113031,0.0,-1.572,20.907
ISS_100RF_FMOVIE003_PRIME,0,13338,2009-01-11T10:41:34,6.44,273.18,139.81,126.547,135.901,130.87,289.479,290.738,290.112,197.068,205.174,200.758,5.8498487,6.2906446,6.0778804,36.249763,47.223305,41.52727,122.90184,133.62552,128.18175,86.7429288,74.1,0.73102286,0.11076191,0.44958716,0.06396703,0.26845303,0.03920585,0.16576889,0.02713167,0.2807665,0.09192953,0.17215578,0.05384868,0.18180334,0.02477386,0.1116625,0.01294597,0.53048212,0.08755978,0.51541067,0.08486778,5.0,5.692,23.534
ISS_103RF_FMOVIE003_PRIME,0,11471,2009-02-10T14:28:46,0.0,359.98,220.27,168.079,194.376,180.534,10.912,12.081,11.497,157.162,182.295,169.037,6.2054257,6.4454904,6.3273406,69.84946,82.182365,75.982574,150.1931,155.5453,153.12843,87.20852527,63.73,0.73445206,0.17639161,0.65450041,0.15561089,0.23442216,0.05326684,0.20884473,0.04670712,0.36282798,0.15474385,0.323259,0.13721811,0.13720192,0.01000633,0.12239667,0.00981078,0.82679906,0.22658888,0.71477317,0.19948974,0.0,-3.318,30.777
ISS_104RF_FMOVIE003_PRIME,0,3181,2009-02-25T00:06:54,0.0,359.98,71.49,277.226,283.36,281.245,49.8,50.082,49.946,227.426,233.305,231.299,5.0108404,5.110109,5.0386333,142.83246,146.62178,144.78165,112.1854,116.39837,114.28833,87.42623123,17.67,6.06193496,1.09585184,2.47449291,0.34726733,2.49686062,0.35583272,1.02139388,0.112843,2.21405754,0.75965162,0.89987056,0.27738834,1.35101681,0.12812395,0.55322846,0.02829504,3.04444172,0.51886642,0.61978144,0.08413155,0.0,-3.791,24.637
ISS_105RF_FMOVIE002_PRIME,0,14099,2009-03-11T11:51:58,0.0,359.98,183.22,146.385,192.847,168.917,88.926,90.435,89.676,57.459,102.413,79.241,5.3228683,5.6580243,5.487459,98.879486,112.068016,105.57506,23.152744,25.639196,23.899208,87.65713262,78.33,0.89084612,0.22124251,0.81463453,0.20337382,0.3124032,0.07018172,0.28557303,0.06387232,0.40507166,0.18991763,0.37057929,0.17434402,0.17337126,0.02418973,0.15848221,0.02201985,1.04842156,0.30824625,0.67115726,0.20680904,-10.0,-10.656,20.051
ISS_105RF_FMOVIE003_PRIME,0,5474,2009-03-04T08:46:54,0.0,359.98,81.05,283.067,288.321,285.154,69.677,70.162,69.916,213.246,218.644,215.238,7.078299,7.235215,7.0947022,33.54066,35.01347,34.258514,110.73008,114.441284,112.582504,87.54120362,30.41,1.28013308,0.17333056,0.49313065,0.08154234,0.47866968,0.04330928,0.18379335,0.01861818,0.51378326,0.18837427,0.1993223,0.07937512,0.28768015,0.03075857,0.110015,0.00800233,0.62648222,0.13316635,0.6151904,0.13054089,5.0,1.898,24.239
ISS_106RF_FMOVIE002_PRIME,0,13552,2009-03-23T11:07:10,0.0,359.98,223.33,145.543,190.656,167.246,121.245,122.695,121.963,24.298,67.961,45.282,5.312372,5.6380115,5.4723206,99.88412,112.455826,106.23715,23.127897,25.735815,23.84989,87.84176869,75.29,0.89376676,0.3036343,0.81686175,0.27532038,0.29092414,0.05215347,0.26596607,0.04707847,0.42358329,0.23444101,0.38706931,0.21337069,0.17925933,0.0632871,0.16382637,0.05732847,1.08414654,0.41990396,0.68043365,0.25035835,0.0,-5.993,26.007
ISS_107RF_FMOVIE002_PRIME,0,7463,2009-03-29T16:51:42,188.48,337.72,263.1,151.967,161.761,156.731,138.092,138.808,138.455,13.875,22.953,18.276,7.082902,7.130871,7.0962863,54.925053,61.22007,58.109615,139.90654,144.15727,142.10075,87.93404367,41.46,0.73648648,0.28209929,0.57877896,0.21285906,0.20311367,0.03314002,0.16018885,0.02577716,0.3781648,0.21040379,0.29674759,0.16045276,0.15520801,0.07193214,0.12184252,0.05442418,0.80067142,0.33172273,0.74969615,0.31434097,-5.0,-9.634,20.596
ISS_108RF_FMOVIE001_PRIME,0,11667,2009-04-16T10:34:06,0.0,359.98,144.61,237.193,249.951,244.637,185.989,187.099,186.551,51.151,62.863,58.085,7.814438,7.8586545,7.8251505,100.74827,107.744484,104.25438,142.25546,147.30374,144.94629,88.2102077,64.82,1.14114967,0.7519147,0.92821551,0.5965793,0.30765501,0.16012944,0.25088552,0.1269835,0.59486336,0.52809478,0.48307932,0.42135825,0.2386313,0.17368168,0.19425067,0.13783339,1.35173064,0.95803384,0.87289946,0.594117,0.0,-1.174,15.798
ISS_110RF_FMOVIE002_PRIME,0,12616,2009-05-10T09:03:58,49.94,302.24,176.09,249.506,261.967,256.124,250.625,251.84,251.234,0.001,359.996,18.958,5.531553,5.761377,5.6388984,52.80594,66.26014,59.308018,56.303364,70.077415,63.25341,88.58032903,70.09,1.23832034,0.30192036,0.54844305,0.12044249,0.40186096,0.09883173,0.17546611,0.02518632,0.5899673,0.2473086,0.26421156,0.10959507,0.24649208,0.05156302,0.10876538,0.0190222,0.85176009,0.24387514,0.79214689,0.22502973,0.0,-4.274,16.351
ISS_111RF_FMOVIE002_PRIME,0,9666,2009-05-26T09:08:14,0.0,359.98,243.0,274.929,285.564,278.357,293.838,294.69,294.253,341.032,351.726,344.104,5.278127,21.154608,5.905424,34.33575,38.28255,36.06528,92.94899,103.212265,98.01942,88.82511886,53.7,4.72271798,2.53212256,0.53020678,0.09033355,1.43241956,0.74628807,0.16391327,0.02157445,2.07004375,1.18720762,0.23264477,0.05409922,1.22025467,0.71743525,0.13364874,0.04609665,0.99786054,0.22512347,0.9774507,0.21948157,0.0,3.237,19.203
ISS_112RF_FMOVIE002_PRIME_1,0,9096,2009-06-10T11:51:26,0.0,359.98,205.73,115.17,122.05,119.73,334.647,335.459,335.059,139.711,147.402,144.671,4.214558,5.5291777,4.617762,17.108255,21.66051,18.808016,97.80835,109.73838,104.1662,89.05793105,50.53,2.09727498,0.53520757,0.4834055,0.07196527,0.88717058,0.35316395,0.19789797,0.0455736,0.7508965,0.18339374,0.17898978,0.05203391,0.4592079,0.1168658,0.10651775,0.02113978,0.86425644,0.16291208,0.85996586,0.1619894,-20.0,-25.201,19.788
ISS_112RF_FMOVIE002_PRIME_2,0,6533,2009-06-10T19:18:22,0.0,359.98,187.52,294.47,299.046,295.503,335.485,336.071,335.772,318.676,323.56,319.731,5.198115,5.943142,5.29696,33.751617,34.879032,34.21734,109.64939,117.236206,113.525444,89.06137421,36.29,1.34047062,0.12446374,0.53568113,0.07752736,0.40603832,0.06270213,0.1603167,0.01769304,0.59818473,0.10304989,0.23926919,0.04917205,0.33624757,0.07652699,0.13609524,0.04232537,1.01101484,0.16588323,0.99288401,0.16270598,10.0,8.531,12.077
ISS_114RF_FMOVIEEQX001_PRIME,0,15013,2009-07-13T20:02:06,0.0,359.98,168.96,220.483,226.563,224.88,64.675,66.043,65.367,154.44,161.399,159.513,8.778051,9.72486,9.20368,88.167755,92.176735,90.24998,130.72159,132.91016,131.88593,89.57431509,83.41,1.08007255,0.22616922,0.72012825,0.14660445,0.33023779,0.05695393,0.22051108,0.03826036,0.5267509,0.19561922,0.35106071,0.12913048,0.22308386,0.07334076,0.14855646,0.04734023,2.46701798,0.78377742,1.90921397,0.59888376,0.0,-0.009,16.397
ISS_115RF_FMOVIEEQX001_PRIME,0,15721,2009-07-30T01:05:34,0.0,359.98,181.57,231.487,241.008,237.339,108.448,109.864,109.162,121.623,132.439,128.177,9.999373,11.024771,10.3858595,98.87858,101.838196,100.41571,117.346466,119.10135,118.23749,89.82384793,87.34,1.55679348,0.28600904,0.73626514,0.13391923,0.493207,0.07716218,0.23351848,0.03768765,0.72735757,0.25486482,0.34393022,0.11990241,0.33622891,0.08946048,0.15881643,0.04119733,5.49384173,1.78668606,3.79007362,1.2275727,-5.0,-3.277,16.224
ISS_132RI_FMOVIE001_VIMS,0,15237,2010-05-31T23:02:54,32.54,347.08,194.33,262.986,277.676,268.674,214.495,215.919,215.184,48.026,61.756,53.49,7.372074,10.858554,8.1288185,119.84923,125.546646,122.4896,79.42261,80.121895,79.83645,85.53846368,84.65,5.85984207,0.70677833,1.03377007,0.12429654,2.25160757,0.20686993,0.3972357,0.03615815,2.55558492,0.63792391,0.45060528,0.11179877,1.05264958,0.09611778,0.18592909,0.01904526,1.23159176,0.17146839,0.55560625,0.0814076,-15.0,-12.671,13.806
ISS_168RF_FMOVIE001_PRIME,0,10745,2012-06-25T03:03:58,0.0,359.98,191.08,275.067,288.188,277.679,93.635,94.635,94.12,180.742,194.553,183.559,10.751603,14.079632,11.40495,108.71217,111.519875,110.10212,110.62214,111.00492,110.77232,75.17375462,59.69,2.75163709,0.84772788,0.97572783,0.30026466,0.93498691,0.21501971,0.331518,0.07587664,1.42686408,0.65965599,0.5060047,0.23395058,0.38978609,0.09843235,0.13820514,0.03471626,1.0524639,0.33465942,0.62563997,0.20583399,-5.0,-5.761,16.684
ISS_172RF_FMOVIE001_PRIME,0,15386,2012-09-20T17:37:33,0.0,359.98,170.75,273.016,283.013,278.765,330.195,331.608,330.911,302.497,311.418,307.854,10.02026,10.917625,10.461851,110.86885,115.31748,113.062004,121.62674,122.19282,121.91898,74.11723356,85.48,1.91278864,0.54492365,1.01147759,0.28873832,0.46113289,0.04427964,0.24384114,0.02375642,1.10040349,0.43569805,0.58182406,0.23047755,0.35125226,0.12693051,0.1858124,0.06746772,1.08318562,0.31644467,0.60612153,0.17486656,20.0,18.913,9.406
ISS_172RI_EGAPMOVMP002_PRIME,0,18000,2012-10-01T13:11:25,0.0,359.98,179.99,227.047,237.535,232.502,0.005,359.986,132.578,227.611,236.734,232.284,14.31293,14.930283,14.578245,71.727684,74.51558,73.1291,114.73925,116.29479,115.531784,73.9880953,100.0,1.60854658,0.47342156,0.69299683,0.20232684,0.41920069,0.02929349,0.18065395,0.01257307,0.85719554,0.3759131,0.36949587,0.16137778,0.33215035,0.18626432,0.14284701,0.0796177,0.74207965,0.22231877,0.65200815,0.19568058,20.0,22.154,13.515
ISS_173RF_FMOVIE001_PRIME_1,0,11456,2012-10-15T19:43:57,3.62,232.72,118.17,107.008,143.071,124.627,37.939,38.834,38.385,68.173,105.131,86.242,7.717364,9.039465,8.03217,137.36449,142.12233,139.49898,123.756035,124.322716,124.07789,73.82718137,63.64,3.73076077,0.68721448,2.09057797,0.38590735,1.6532656,0.33165246,0.92642229,0.18611017,1.67845093,0.46955479,0.94052574,0.26336885,0.39904423,0.05781085,0.22362994,0.0326788,2.20270601,0.41354347,0.56313452,0.09872553,-25.0,-26.971,12.083
ISS_173RF_FMOVIE001_PRIME_2,0,11431,2012-10-16T03:46:37,3.46,232.06,117.76,302.012,337.462,319.893,38.844,39.74,39.293,262.271,298.618,280.6,7.213976,9.85144,7.8732147,153.29602,160.8658,157.20563,118.23973,123.41426,120.86082,73.82084173,63.51,10.17224418,1.95960519,5.18214827,0.84419064,3.65481297,0.58378617,1.86179311,0.2253317,4.5562343,1.01709051,2.32635333,0.49162903,1.9611969,0.72011264,0.99400184,0.33260542,5.46906479,0.89837284,0.60711005,0.07615467,15.0,15.343,13.127
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8993,2012-11-08T21:59:57,0.0,359.98,200.05,316.669,322.416,320.685,103.001,103.81,103.41,213.064,219.364,217.275,7.4185433,7.9463162,7.6612997,150.42345,156.16159,153.24641,121.05256,123.74581,122.499214,73.5450484,49.96,7.83764455,1.4693734,4.20549913,0.76659065,2.9993949,0.30621115,1.60860933,0.13811302,3.46997256,1.22695418,1.86435597,0.65991917,1.36827709,0.3364871,0.73253383,0.17096499,4.42857143,0.84163579,0.60427223,0.11396134,10.0,7.938,11.449
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8989,2012-11-09T05:18:21,0.0,359.98,199.89,133.809,139.652,136.326,103.822,104.631,104.224,29.61,35.83,32.102,6.4428396,7.285998,6.800567,143.81593,149.51744,146.56213,119.1272,121.81478,120.55794,73.54318726,49.94,5.8477049,1.2123516,2.96812148,0.59822814,2.28465839,0.2660578,1.1586489,0.11069475,2.68714388,1.0643315,1.36627024,0.54172263,0.87590263,0.24685463,0.44320234,0.11844888,3.1350185,0.66159984,0.59082786,0.1226909,-20.0,-17.486,6.509
ISS_176RF_FMOVIE001_PRIME,0,15929,2012-12-06T18:33:01,0.0,359.98,181.93,0.004,359.999,121.066,178.218,179.89,179.039,175.862,191.764,183.534,8.231424,9.426502,8.841668,103.367325,111.681206,107.34108,146.1256,148.36397,147.33656,73.2222613,88.49,1.10932731,0.36406329,0.93416375,0.30762939,0.3573249,0.06929138,0.30094604,0.05924202,0.6276765,0.31891403,0.52854761,0.26896139,0.12432591,0.05374052,0.1046701,0.04503215,0.98818119,0.33445195,0.61273602,0.20449651,-5.0,-2.507,13.177
ISS_177RF_FMOVIE001_PRIME_1,0,7288,2012-12-18T20:33:33,0.0,359.98,73.34,237.012,241.578,239.927,210.848,211.503,211.179,25.508,30.678,28.748,9.537824,9.729983,9.630919,93.81783,96.502754,95.16223,135.55908,136.70708,136.14085,73.08681607,40.49,1.13514188,0.30582577,0.818485,0.2212208,0.28966587,0.02204644,0.2088783,0.01622372,0.70875128,0.28300751,0.51101629,0.20460186,0.13672474,0.02833482,0.09859041,0.0205579,0.87279487,0.24284673,0.64269534,0.17782605,-5.0,-6.168,10.415
ISS_177RF_FMOVIE001_PRIME_2,0,7252,2012-12-19T02:29:49,0.0,359.98,72.81,20.707,24.904,23.312,211.516,212.17,211.845,168.536,173.362,171.466,9.727782,10.032331,9.8808365,89.21204,92.206795,90.66395,139.67554,141.38254,140.50891,73.08630503,40.29,0.97112708,0.27674104,0.74942949,0.21451949,0.33232126,0.06364792,0.25628554,0.04803028,0.55919146,0.24740252,0.43167685,0.19208488,0.07961436,0.02635814,0.0614671,0.02054754,0.79437539,0.23397467,0.61328368,0.1795987,-15.0,-16.102,11.398
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8721,2012-12-25T02:34:37,0.0,359.98,209.24,180.497,194.447,191.148,227.726,228.475,228.12,312.021,325.982,323.027,5.7965064,10.796025,6.2187743,16.3406,21.399899,19.00408,75.784355,81.64082,78.87428,73.01643264,48.45,3.06472866,0.74723766,0.58263836,0.14470111,0.69378944,0.12822799,0.13036988,0.0100316,1.78054659,0.59628722,0.34167084,0.12442924,0.59039264,0.23427256,0.11059764,0.04355537,0.64836277,0.16549956,0.64511223,0.16484728,20.0,22.092,10.608
ISS_177RF_FRSTRCHAN001_PRIME_2,0,5716,2012-12-25T09:20:29,0.0,359.98,160.91,0.011,359.991,344.795,228.488,228.933,228.72,116.46,135.496,128.041,6.336169,16.680002,7.148596,9.765417,13.515891,11.7487,81.4875,84.34226,82.991196,73.01515467,31.76,5.14218403,1.33923585,0.61987615,0.15544735,2.14796438,0.81439846,0.25672253,0.08631298,2.51043843,1.05550187,0.30496411,0.13435169,0.48378122,0.08308965,0.05818951,0.00805694,0.70063734,0.18401682,0.69932309,0.18371867,-35.0,-35.659,12.235
ISS_178RI_EGAPMOVMP001_PRIME,0,3271,2012-12-30T13:19:57,72.62,335.66,206.8,39.548,44.512,42.003,242.437,243.674,243.045,157.086,160.838,158.957,10.047861,10.187251,10.122485,70.92457,74.853966,72.83334,127.5563,130.19984,128.84315,72.95448064,18.17,1.01273947,0.26551519,0.63533772,0.16813013,0.35416923,0.0627815,0.22238104,0.04131802,0.57383747,0.23551441,0.35988004,0.14812734,0.08473277,0.01203302,0.05307665,0.00712526,0.67513333,0.18407571,0.59395316,0.16140287,-20.0,-19.843,10.362
ISS_179RF_FMOVIE001_PRIME,0,18000,2013-01-13T18:33:33,0.0,359.98,179.99,258.278,261.509,259.813,280.83,282.49,281.66,336.086,340.252,338.153,9.499176,10.25125,9.851346,87.332825,93.61579,90.42886,133.78603,136.86084,135.33916,72.7895668,100.0,1.07974826,0.26355081,0.76744476,0.18528647,0.23959088,0.01438353,0.17036069,0.00992482,0.66064856,0.24469179,0.46937334,0.17243251,0.17950883,0.0461381,0.12771073,0.03305552,0.81693687,0.20323836,0.63233882,0.15946913,20.0,18.015,9.99
ISS_179RF_FRINGPHOT001_VIMS,0,4351,2013-01-17T23:20:29,75.88,166.84,122.15,147.34,156.829,151.798,292.168,292.612,292.388,215.171,224.224,219.41,3.7098823,4.1168785,3.9174507,151.91261,160.86554,156.23244,116.80994,123.91072,120.545525,72.749644,24.17,10.88109569,2.52486156,5.48444701,1.10745522,3.86755691,0.81662341,1.940046,0.29083695,5.45902733,1.71905203,2.76553064,0.8635501,1.55451145,0.68118946,0.77887036,0.31082511,5.81258927,1.20310606,0.68327247,0.14611336,0.0,1.172,14.303
ISS_180RF_FMOVIE001_PRIME,0,15103,2013-01-27T17:43:25,0.0,359.98,195.67,330.998,335.139,333.296,318.539,319.923,319.231,11.215,16.533,14.065,10.650835,11.657371,11.164652,90.55681,96.79855,93.61452,139.95773,142.79982,141.39424,72.6355076,83.91,0.97122004,0.22803646,0.75897673,0.17840342,0.32355446,0.02541223,0.25282491,0.02020164,0.53527206,0.21283154,0.41834373,0.1663048,0.11239353,0.01716919,0.08780808,0.01335576,0.80155177,0.19517134,0.59997295,0.14591626,-15.0,-14.009,6.874
ISS_180RF_HIRESFRNG001_PRIME,0,4237,2013-02-01T15:06:37,233.08,321.66,276.63,192.857,197.017,194.891,331.746,332.165,331.959,221.11,224.858,222.931,2.8328922,3.1786208,3.0009813,50.884518,66.65672,58.37276,22.25743,28.132353,24.699194,72.58488171,23.54,0.65236832,0.1072142,0.59215064,0.09576683,0.19891657,0.00836789,0.1806457,0.00822686,0.33915867,0.10498735,0.3076766,0.0940258,0.11429308,0.01307103,0.10382834,0.01241078,0.62175376,0.10473363,0.58043526,0.09868298,20.0,18.4,9.048
ISS_181RF_FMOVIE001_PRIME,0,18000,2013-02-09T18:25:33,0.0,359.98,179.99,267.601,272.69,269.17,353.722,355.387,354.558,272.453,278.545,274.612,9.219322,10.140054,9.656067,90.82574,97.56108,94.14943,136.20964,139.1353,137.70462,72.48835921,100.0,1.05023176,0.30169593,0.77716426,0.2257951,0.27316896,0.01559172,0.20208139,0.01247971,0.57026822,0.26345017,0.4222356,0.1965557,0.20679457,0.08803791,0.15284726,0.06512394,0.82057704,0.24519461,0.61019363,0.17920924,25.0,25.127,12.802
ISS_181RF_FRINGPHOT001_VIMS,0,5938,2013-02-13T14:14:21,36.58,155.32,95.95,146.932,158.929,152.506,4.05,4.632,4.338,142.874,154.304,148.168,3.5631847,4.090131,3.8173444,151.95752,163.77673,157.67857,113.79813,123.57413,118.97513,72.45250309,32.99,11.50597332,3.31839626,5.45854366,1.25996264,4.95804521,1.33187968,2.34940597,0.46869116,5.27167642,2.15721993,2.50836238,0.94696522,1.27625169,0.42449731,0.60077532,0.15452112,5.76054765,1.36960983,0.62439653,0.13449387,-25.0,-24.756,12.277
ISS_181RF_FRINGPHOT002_VIMS,0,3231,2013-02-14T00:09:01,78.78,143.38,111.08,15.414,26.005,20.561,5.166,5.46,5.326,10.179,20.544,15.234,2.9567585,6.5454974,3.2295623,146.94185,156.39267,151.41734,93.43142,101.83664,97.38509,72.44949604,17.95,29.19264705,6.23582631,3.51771535,0.96633484,13.176204,3.13125707,1.55495792,0.29620365,11.89822412,2.96224902,1.47517615,0.62354559,4.11821893,1.00670952,0.48758129,0.09678107,3.91594159,1.0140433,0.57252529,0.07894707,-15.0,-15.652,9.718
ISS_183RF_FMOVIE001_PRIME_1,0,7356,2013-03-04T22:20:13,172.62,319.72,246.17,41.906,48.117,43.299,56.266,56.92,56.586,344.986,351.851,346.713,9.027651,9.495898,9.158248,68.72521,71.65419,70.200424,128.76306,131.20586,130.05554,72.24007365,40.87,0.88221077,0.1819041,0.56776253,0.11767355,0.30469125,0.02391574,0.19615876,0.01670493,0.47931969,0.1702123,0.30840293,0.10956912,0.09819983,0.01161566,0.06320084,0.00757675,0.60062906,0.12917835,0.53561415,0.11502055,-5.0,-4.506,7.587
ISS_183RF_FMOVIE001_PRIME_2,0,7267,2013-03-05T04:20:13,172.6,317.92,245.26,187.364,192.027,190.644,56.941,57.595,57.274,129.769,135.062,133.37,11.6737385,12.089405,11.859087,77.64008,80.54639,79.10056,129.20192,130.99649,130.11159,72.23558737,40.37,0.92378333,0.19579693,0.59513123,0.12609444,0.34663492,0.06552787,0.22330761,0.04208363,0.46438496,0.15277388,0.29917322,0.09847503,0.11276345,0.01031028,0.0726504,0.00669403,0.62699477,0.13609249,0.5315655,0.11537972,-20.0,-19.524,8.819
ISS_184RF_FMOVIE001_PRIME,0,7122,2013-03-18T20:15:25,0.0,359.98,278.72,268.246,272.04,270.18,93.836,94.48,94.158,173.766,178.178,176.021,7.440614,7.6922827,7.570505,104.28182,108.375984,106.30697,144.81898,145.86829,145.36855,72.08515629,39.57,1.03217231,0.29401248,0.84924034,0.24136015,0.32926106,0.02348274,0.27095092,0.01974341,0.55209751,0.25766664,0.45422805,0.21161314,0.15081374,0.04043972,0.12406138,0.03307129,0.89375444,0.26193667,0.56558085,0.16881806,0.0,-2.056,9.17
ISS_184RF_FMOVIE002_PRIME,0,13837,2013-03-27T13:23:41,0.0,359.98,199.24,5.722,11.41,9.795,117.366,118.626,118.002,247.096,254.02,251.792,9.6903715,10.295717,9.892488,55.682076,61.35984,58.465412,119.28596,123.871796,121.539536,71.99010975,76.87,1.16970665,0.36089419,0.60978289,0.18059689,0.32967927,0.04860692,0.17235192,0.02618911,0.66054573,0.30050635,0.34399836,0.15189076,0.17948166,0.10800959,0.09343261,0.05352485,0.64906082,0.19731054,0.60644753,0.18521701,20.0,20.854,10.132
ISS_189RF_FMOVIE001_PRIME,0,17766,2013-05-06T12:10:05,0.0,359.98,181.04,238.535,243.783,240.067,225.239,226.863,226.047,11.693,18.352,14.02,9.494243,12.6828,10.761661,52.636963,60.738384,56.65663,113.706856,120.48845,117.07972,71.55824104,98.7,1.61576579,0.72816435,0.72955374,0.31762105,0.34659444,0.05190308,0.15685068,0.01949005,1.00205535,0.51434522,0.45240521,0.22568939,0.267116,0.29629619,0.12029785,0.13212619,0.78359224,0.3428994,0.73621731,0.32320182,5.0,5.33,10.17
ISS_191RF_FMOVIE002_PRIME,0,17248,2013-05-27T09:05:33,0.0,359.98,178.14,263.164,267.096,264.95,281.598,283.191,282.388,340.101,345.498,342.561,7.9023004,8.715141,8.257048,84.380035,94.03475,89.12017,138.1009,143.55678,140.89282,71.33788599,95.82,1.1097707,0.47492226,0.8610282,0.36992866,0.23333962,0.03647747,0.18115588,0.02972168,0.66162958,0.38319862,0.51348842,0.29890142,0.21480149,0.16110324,0.1663839,0.12377354,0.91075718,0.39736833,0.71257804,0.31015025,15.0,17.817,11.525
ISS_193RF_FMOVIE001_PRIME_1,0,9787,2013-06-19T22:58:37,118.08,313.8,215.94,42.465,47.967,43.952,345.266,346.15,345.702,56.457,62.701,58.25,8.217126,8.687005,8.374486,69.54302,74.55572,72.052666,131.53123,135.62364,133.63597,71.0977893,54.37,0.95516869,0.28933084,0.65863804,0.2000387,0.35662254,0.1084508,0.2455769,0.07399162,0.49797147,0.2344966,0.34371107,0.16274883,0.10057468,0.04276681,0.06935007,0.02959766,0.69291141,0.21508729,0.61224093,0.18986464,-25.0,-25.721,15.9
ISS_193RF_FMOVIE001_PRIME_2,0,9755,2013-06-20T06:57:01,118.4,313.48,215.94,236.181,241.035,239.45,346.164,347.045,346.609,249.135,254.859,252.841,8.028069,8.134565,8.084208,83.54777,88.74375,86.15608,136.19676,139.24248,137.75648,71.09149505,54.19,1.04837661,0.32815027,0.77580946,0.24344466,0.26444624,0.0231151,0.19567247,0.01635729,0.54554113,0.25684901,0.40401671,0.1909253,0.23838923,0.16549138,0.17612027,0.12260447,0.81515815,0.25975944,0.65561644,0.20851616,25.0,26.85,17.85
ISS_194RF_FMOVIE001_PRIME_1,0,9732,2013-07-02T02:38:53,118.04,312.66,215.35,275.454,279.275,276.923,18.082,18.968,18.522,256.671,261.192,258.4,8.710803,9.461843,9.053996,81.459656,86.82729,84.13594,137.38524,140.81436,139.10638,70.96921746,54.07,1.06760277,0.34968565,0.80633621,0.26345454,0.27509663,0.02643024,0.20778288,0.0186279,0.57145741,0.25662871,0.43181442,0.19362795,0.22104873,0.17290947,0.1667389,0.1310541,0.84793352,0.27987438,0.69348067,0.22950309,20.0,20.813,17.143
ISS_194RF_FMOVIE001_PRIME_2,0,9749,2013-07-02T10:36:45,117.68,312.64,215.16,108.22,112.405,109.683,18.978,19.865,19.417,88.491,93.426,90.265,10.67169,11.923658,11.257116,76.9333,81.7808,79.32365,133.89517,137.18123,135.54967,70.96919909,54.16,0.98728058,0.3085698,0.70421471,0.22016059,0.4434507,0.18923548,0.31602079,0.13492621,0.44155844,0.21739655,0.31527879,0.15568409,0.10227143,0.03138613,0.07291512,0.02215279,0.73515317,0.23200012,0.62245798,0.19642761,-40.0,-38.939,15.476
ISS_196RF_FMOVIE003_PRIME,0,18000,2013-08-20T21:55:41,0.0,359.98,179.99,237.314,241.09,239.372,152.564,154.219,153.393,83.19,88.455,85.979,9.057339,10.367944,9.518738,58.6165,69.63676,64.25108,116.86253,124.6899,120.923195,70.46120993,100.0,1.47914051,0.60322767,0.7552642,0.31242719,0.44711956,0.14317468,0.22697101,0.06462225,0.7938879,0.35522444,0.40451942,0.17987797,0.23813305,0.40074355,0.12377377,0.21680924,0.79956733,0.32677359,0.73178013,0.29826849,-25.0,-22.82,18.627
