Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,EW139470,EW139470 STD,Normal EW139470,Normal EW139470 STD,EW139550,EW139550 STD,Normal EW139550,Normal EW139550 STD,EW139630,EW139630 STD,Normal EW139630,Normal EW139630 STD,EW139710,EW139710 STD,Normal EW139710,Normal EW139710 STD,EW139790,EW139790 STD,Normal EW139790,Normal EW139790 STD,EW139870,EW139870 STD,Normal EW139870,Normal EW139870 STD,EW139950,EW139950 STD,Normal EW139950,Normal EW139950 STD,EW140030,EW140030 STD,Normal EW140030,Normal EW140030 STD,EW140110,EW140110 STD,Normal EW140110,Normal EW140110 STD,EW140190,EW140190 STD,Normal EW140190,Normal EW140190 STD,EW140270,EW140270 STD,Normal EW140270,Normal EW140270 STD,EW140350,EW140350 STD,Normal EW140350,Normal EW140350 STD,EW140430,EW140430 STD,Normal EW140430,Normal EW140430 STD,EW140510,EW140510 STD,Normal EW140510,Normal EW140510 STD,EW140590,EW140590 STD,Normal EW140590,Normal EW140590 STD,EW140670,EW140670 STD,Normal EW140670,Normal EW140670 STD,EW140750,EW140750 STD,Normal EW140750,Normal EW140750 STD,EW140830,EW140830 STD,Normal EW140830,Normal EW140830 STD,EW140910,EW140910 STD,Normal EW140910,Normal EW140910 STD
ISS_177RF_FMOVIE001_PRIME_1,0,7288,2012-12-18T20:33:33,0.0,359.98,9.538,9.73,9.631,93.818,96.503,95.162,135.559,136.707,136.141,73.087,40.488888888888894,1.13514,0.30583,0.81849,0.22122,0.17053,0.01118,0.12296,0.00809,0.87974,0.29638,0.63433,0.21436,0.08487,0.0165,0.0612,0.01197,0.00114,0.00115,0.00082,0.00083,0.00184,0.00126,0.00133,0.00091,0.00298,0.00113,0.00215,0.00081,0.00539,0.00135,0.00389,0.00097,0.00937,0.00172,0.00676,0.00124,0.01566,0.0018,0.01129,0.0013,0.03117,0.00331,0.02247,0.00239,0.08403,0.0057,0.06059,0.00412,0.21296,0.0569,0.15356,0.04112,0.63388,0.25941,0.45704,0.18756,0.07606,0.02241,0.05484,0.01624,0.03763,0.00819,0.02714,0.00596,0.01607,0.00325,0.01158,0.00233,0.00763,0.00176,0.0055,0.00127,0.00175,0.00138,0.00126,0.001,-0.00031,0.00145,-0.00023,0.00105,-0.0008,0.00151,-0.00057,0.00109,-0.00079,0.00159,-0.00057,0.00114,-0.0005,0.00113,-0.00036,0.00082
ISS_177RF_FMOVIE001_PRIME_2,0,7252,2012-12-19T02:29:49,0.0,359.98,9.728,10.032,9.881,89.212,92.207,90.664,139.676,141.383,140.509,73.086,40.28888888888889,0.97113,0.27674,0.74943,0.21452,0.24143,0.01693,0.18631,0.01318,0.70167,0.26788,0.54148,0.2076,0.02803,0.01279,0.02164,0.00991,0.0036,0.00192,0.00278,0.00148,0.00558,0.00213,0.00431,0.00164,0.00778,0.0023,0.006,0.00178,0.0117,0.00245,0.00903,0.00189,0.02061,0.00253,0.01591,0.00198,0.03594,0.00281,0.02774,0.00222,0.06326,0.00412,0.04881,0.00308,0.08318,0.00624,0.0642,0.00494,0.184,0.0903,0.14178,0.06906,0.47586,0.23882,0.36741,0.18549,0.06683,0.0206,0.0516,0.01611,0.01699,0.00334,0.01311,0.00257,0.00253,0.00203,0.00195,0.00157,-0.0008,0.00198,-0.00062,0.00153,-0.00146,0.00187,-0.00113,0.00144,-0.00149,0.00165,-0.00115,0.00127,-0.00132,0.00147,-0.00102,0.00114,-0.00107,0.00127,-0.00082,0.00098,-0.00059,0.00083,-0.00046,0.00064
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8721,2012-12-25T02:34:37,0.0,359.98,5.797,10.796,6.219,16.341,21.4,19.004,75.784,81.641,78.874,73.016,48.449999999999996,3.06473,0.74724,0.58264,0.1447,0.37577,0.09469,0.06997,0.00933,2.42128,0.6845,0.46339,0.14492,0.26768,0.09542,0.04928,0.01268,-0.0016,0.00555,-0.00034,0.00109,-0.00164,0.00594,-0.00035,0.00115,0.00032,0.00642,1e-05,0.00124,0.00434,0.00801,0.00072,0.00149,0.01294,0.00969,0.0023,0.00165,0.02735,0.012,0.005,0.00179,0.0716,0.01833,0.01334,0.00207,0.21538,0.04279,0.04039,0.0029,0.49064,0.06891,0.09281,0.00651,1.655,0.58843,0.31816,0.12349,0.44261,0.20063,0.08371,0.04073,0.1495,0.04784,0.02761,0.00494,0.02461,0.01065,0.00458,0.00183,-0.00013,0.00855,-0.00011,0.00169,-0.00576,0.00793,-0.00117,0.00161,-0.00661,0.00768,-0.00132,0.00153,-0.00593,0.00785,-0.00116,0.00148,-0.0051,0.00791,-0.00099,0.00147,-0.00281,0.00599,-0.00055,0.00111
ISS_177RF_FRSTRCHAN001_PRIME_2,0,5716,2012-12-25T09:20:29,0.0,359.98,6.336,16.68,7.149,9.765,13.516,11.749,81.488,84.342,82.991,73.015,31.755555555555553,5.14218,1.33924,0.61988,0.15545,1.39063,0.24601,0.16678,0.0192,3.49112,1.2073,0.42183,0.14713,0.26043,0.05265,0.03127,0.00486,0.01062,0.00714,0.00127,0.00087,0.022,0.00874,0.00262,0.00099,0.03231,0.01,0.00386,0.00107,0.05188,0.01139,0.00624,0.00127,0.09896,0.01495,0.0119,0.00125,0.19434,0.02878,0.02329,0.00145,0.36418,0.06251,0.04347,0.00264,0.54682,0.12928,0.06574,0.01314,1.8124,0.9622,0.21729,0.11058,1.5249,0.92927,0.18601,0.12002,0.31512,0.05759,0.03789,0.00586,0.11213,0.0251,0.01339,0.00207,0.0435,0.0085,0.00532,0.00128,0.01416,0.0071,0.00171,0.00084,0.00285,0.00582,0.00034,0.0007,-0.00047,0.00519,-5e-05,0.00062,-0.00142,0.00489,-0.00017,0.00059,-0.00146,0.0047,-0.00017,0.00057,-0.00063,0.00385,-7e-05,0.00047
ISS_178RI_EGAPMOVMP001_PRIME,0,3271,2012-12-30T13:19:57,72.62,335.66,10.048,10.187,10.122,70.925,74.854,72.833,127.556,130.2,128.843,72.954,18.172222222222224,1.01274,0.26552,0.63534,0.16813,0.26544,0.01798,0.16647,0.01164,0.70872,0.25644,0.4447,0.16207,0.03857,0.00599,0.02417,0.00364,0.00239,0.00119,0.0015,0.00075,0.00478,0.00142,0.00299,0.00088,0.00746,0.00134,0.00468,0.00085,0.01184,0.00127,0.00743,0.00083,0.02158,0.00133,0.01353,0.00083,0.04069,0.00207,0.0255,0.00105,0.07469,0.00366,0.04683,0.00221,0.09152,0.01342,0.05741,0.0086,0.20726,0.11159,0.13037,0.07116,0.46579,0.22091,0.29201,0.13851,0.06335,0.01113,0.03967,0.00659,0.0195,0.00275,0.01223,0.00176,0.00376,0.00097,0.00236,0.00061,0.00028,0.00079,0.00018,0.00049,-0.00061,0.00079,-0.00038,0.0005,-0.00066,0.00075,-0.00042,0.00047,-0.0005,0.0007,-0.00031,0.00044,-0.0003,0.00066,-0.00019,0.00042,-9e-05,0.00049,-5e-05,0.00031
ISS_179RF_FMOVIE001_PRIME,0,18000,2013-01-13T18:33:33,0.0,359.98,9.499,10.251,9.851,87.333,93.616,90.429,133.786,136.861,135.339,72.79,100.0,1.07975,0.26355,0.76744,0.18529,0.13562,0.01078,0.09647,0.00793,0.84171,0.2586,0.59811,0.18192,0.10241,0.01443,0.07287,0.01059,0.0008,0.00116,0.00057,0.00083,0.00183,0.0013,0.0013,0.00092,0.00294,0.00136,0.00209,0.00097,0.00482,0.0015,0.00343,0.00107,0.00807,0.00154,0.00574,0.00111,0.01304,0.00169,0.00927,0.00123,0.02462,0.00189,0.01751,0.00134,0.06503,0.00371,0.04626,0.00285,0.16958,0.01356,0.12055,0.00913,0.6095,0.24138,0.433,0.17015,0.1087,0.04401,0.07732,0.03139,0.05195,0.00842,0.037,0.00639,0.0163,0.00286,0.01158,0.00195,0.00347,0.00139,0.00247,0.00099,0.00065,0.00133,0.00046,0.00094,-0.00023,0.0014,-0.00016,0.00099,-0.00052,0.00133,-0.00037,0.00095,-0.00052,0.00121,-0.00037,0.00086,-0.0003,0.00085,-0.00022,0.00061
ISS_179RF_FRINGPHOT001_VIMS,0,4351,2013-01-17T23:20:29,75.88,166.84,3.71,4.117,3.917,151.913,160.866,156.232,116.81,123.911,120.546,72.75,24.172222222222224,10.8811,2.52486,5.48445,1.10746,3.24293,0.72178,1.62498,0.26024,7.12314,2.09811,3.60125,1.01354,0.51503,0.20824,0.25821,0.0939,0.04911,0.01034,0.02465,0.00385,0.07969,0.01627,0.04001,0.0058,0.11606,0.02386,0.05823,0.00841,0.16564,0.03063,0.0832,0.0103,0.2625,0.05231,0.13172,0.01819,0.45399,0.09775,0.22759,0.03511,0.79922,0.17428,0.4007,0.06296,1.1836,0.28781,0.59251,0.1086,1.25951,0.44517,0.63848,0.2261,4.95726,1.68977,2.50849,0.84161,1.3274,0.61639,0.66483,0.28298,0.212,0.0795,0.10638,0.03557,0.01901,0.00744,0.00955,0.0034,0.00303,0.00346,0.00155,0.00175,-0.00075,0.00318,-0.00036,0.00161,-0.00209,0.00272,-0.00105,0.00135,-0.00203,0.00247,-0.00101,0.00122,-0.00139,0.0026,-0.00068,0.00131,-0.00067,0.00222,-0.00033,0.00114
ISS_180RF_FMOVIE001_PRIME,0,15103,2013-01-27T17:43:25,0.0,359.98,10.651,11.657,11.165,90.557,96.799,93.615,139.958,142.8,141.394,72.636,83.90555555555555,0.97122,0.22804,0.75898,0.1784,0.19676,0.01392,0.15373,0.01087,0.70418,0.22181,0.55031,0.17338,0.07028,0.01322,0.05493,0.01043,0.00128,0.00168,0.001,0.00132,0.00217,0.00175,0.0017,0.00137,0.00379,0.00184,0.00296,0.00144,0.00597,0.00204,0.00467,0.00159,0.01001,0.00216,0.00782,0.00168,0.01694,0.00203,0.01324,0.00158,0.0359,0.00233,0.02804,0.00178,0.09965,0.00542,0.07787,0.00441,0.23388,0.06001,0.18283,0.04729,0.44924,0.19351,0.35105,0.15104,0.06191,0.01393,0.04834,0.01074,0.03383,0.00684,0.02645,0.00546,0.01273,0.00273,0.00995,0.00219,0.00389,0.0019,0.00304,0.00147,0.00078,0.00172,0.00061,0.00134,-3e-05,0.00164,-2e-05,0.00128,-0.00025,0.0016,-0.0002,0.00125,-0.00028,0.0015,-0.00022,0.00117,-0.00018,0.00102,-0.00014,0.00079
ISS_180RF_HIRESFRNG001_PRIME,0,4237,2013-02-01T15:06:37,233.08,321.66,2.833,3.179,3.001,50.885,66.657,58.373,22.257,28.132,24.699,72.585,23.53888888888889,0.65237,0.10721,0.59215,0.09577,0.1626,0.00508,0.14768,0.00566,0.45115,0.10466,0.40944,0.0938,0.03862,0.00448,0.03503,0.00376,0.00158,0.00043,0.00143,0.00039,0.00325,0.00048,0.00295,0.00043,0.00552,0.00049,0.00501,0.00045,0.00845,0.0005,0.00768,0.00049,0.01265,0.0006,0.01148,0.00057,0.0213,0.00079,0.01935,0.00084,0.03828,0.00165,0.03476,0.00159,0.06337,0.00391,0.05757,0.00394,0.0591,0.00995,0.05362,0.00862,0.32457,0.10255,0.29447,0.09203,0.0993,0.01333,0.09022,0.01258,0.01325,0.00107,0.01203,0.00095,0.00134,0.00041,0.00122,0.00037,0.00042,0.00036,0.00038,0.00033,0.00017,0.00033,0.00015,0.0003,2e-05,0.00031,2e-05,0.00028,-7e-05,0.00029,-6e-05,0.00026,-9e-05,0.00027,-8e-05,0.00024,-5e-05,0.00024,-5e-05,0.00022
ISS_181RF_FMOVIE001_PRIME,0,18000,2013-02-09T18:25:33,0.0,359.98,9.219,10.14,9.656,90.826,97.561,94.149,136.21,139.135,137.705,72.488,100.0,1.05023,0.3017,0.77716,0.2258,0.18576,0.01128,0.13741,0.00881,0.76338,0.29263,0.56497,0.21855,0.10109,0.01959,0.07478,0.01469,0.00135,0.00144,0.001,0.00106,0.0022,0.00133,0.00163,0.00098,0.00429,0.00142,0.00317,0.00105,0.00732,0.00139,0.00542,0.00104,0.01155,0.00157,0.00855,0.00118,0.01887,0.00158,0.01396,0.00119,0.03916,0.00217,0.02897,0.0017,0.0854,0.00458,0.06317,0.0036,0.13823,0.01289,0.10226,0.00994,0.53506,0.25941,0.39619,0.1935,0.15335,0.0852,0.11331,0.06303,0.05148,0.00768,0.03808,0.00574,0.00518,0.00171,0.00383,0.00128,0.0003,0.00154,0.00022,0.00114,-0.00067,0.00132,-0.0005,0.00098,-0.00088,0.00123,-0.00065,0.00091,-0.00085,0.00108,-0.00063,0.0008,-0.00071,0.00099,-0.00052,0.00073,-0.0004,0.0007,-0.0003,0.00052
ISS_181RF_FRINGPHOT001_VIMS,0,5938,2013-02-13T14:14:21,36.58,155.32,3.563,4.09,3.817,151.958,163.777,157.679,113.798,123.574,118.975,72.453,32.98888888888889,11.50597,3.3184,5.45854,1.25996,3.94623,1.17924,1.85827,0.38534,6.96823,2.42372,3.32059,1.05408,0.59151,0.15793,0.27968,0.05222,0.06824,0.02158,0.03211,0.00739,0.10795,0.03487,0.05073,0.01186,0.14026,0.04769,0.06581,0.01633,0.20276,0.06234,0.0954,0.02057,0.3397,0.10709,0.15973,0.03552,0.59771,0.19669,0.28069,0.06617,1.02249,0.30377,0.48166,0.09739,1.32659,0.36612,0.62612,0.11934,2.23012,1.29046,1.07717,0.64615,4.1939,1.91467,1.98835,0.83422,0.90321,0.34315,0.42394,0.13096,0.30655,0.07145,0.14533,0.02143,0.08264,0.02378,0.03898,0.00781,0.0115,0.00428,0.00546,0.00182,-0.00383,0.00355,-0.00176,0.00156,-0.00736,0.00372,-0.00345,0.00158,-0.00717,0.00377,-0.00337,0.00162,-0.00592,0.00344,-0.00278,0.0015,-0.00337,0.00214,-0.00158,0.00095
ISS_181RF_FRINGPHOT002_VIMS,0,3231,2013-02-14T00:09:01,78.78,143.38,2.957,6.545,3.23,146.942,156.393,151.417,93.431,101.837,97.385,72.449,17.95,29.19265,6.23583,3.51772,0.96633,9.16348,2.12337,1.08197,0.19175,17.66833,4.09952,2.15247,0.74779,2.36084,0.46679,0.28327,0.06199,0.08509,0.02752,0.00973,0.00126,0.13698,0.03935,0.0159,0.00239,0.20663,0.05306,0.02419,0.00383,0.32173,0.0882,0.03733,0.0051,0.47695,0.1263,0.05571,0.00893,0.77528,0.18714,0.0912,0.01539,1.67289,0.40127,0.19698,0.0341,4.6188,1.00735,0.54828,0.10348,7.36809,2.29421,0.88262,0.34046,9.412,2.36284,1.16819,0.48466,2.3796,0.72888,0.27733,0.0535,1.00457,0.15397,0.12255,0.03162,0.51232,0.10097,0.06138,0.01319,0.14699,0.04165,0.01712,0.00284,0.0505,0.01077,0.0061,0.0017,0.02149,0.00432,0.00269,0.00102,0.00638,0.00403,0.00081,0.00066,-0.00113,0.00288,-0.0001,0.00036,-0.0025,0.0026,-0.00029,0.00033
ISS_183RF_FMOVIE001_PRIME_1,0,7356,2013-03-04T22:20:13,172.62,319.72,9.028,9.496,9.158,68.725,71.654,70.2,128.763,131.206,130.056,72.24,40.86666666666667,0.88221,0.1819,0.56776,0.11767,0.19713,0.01277,0.12689,0.00893,0.6344,0.17738,0.4082,0.11424,0.05068,0.01048,0.03267,0.00702,0.00064,0.00166,0.00042,0.00106,0.00104,0.00177,0.00067,0.00114,0.00228,0.00171,0.00147,0.0011,0.00413,0.00154,0.00266,0.00099,0.00791,0.00139,0.00509,0.0009,0.01419,0.00133,0.00913,0.00087,0.03601,0.00176,0.02317,0.00117,0.11027,0.00681,0.07098,0.00479,0.17513,0.03701,0.11279,0.02432,0.43241,0.16533,0.27819,0.10637,0.06855,0.00991,0.04408,0.00622,0.02682,0.00529,0.0173,0.00362,0.00593,0.00122,0.00382,0.00078,0.00117,0.00126,0.00075,0.00081,-0.00068,0.00119,-0.00044,0.00076,-0.00107,0.00136,-0.00069,0.00088,-0.00108,0.00146,-0.0007,0.00094,-0.00092,0.00143,-0.00059,0.00092,-0.00051,0.00097,-0.00033,0.00062
ISS_183RF_FMOVIE001_PRIME_2,0,7267,2013-03-05T04:20:13,172.6,317.92,11.674,12.089,11.859,77.64,80.546,79.101,129.202,130.996,130.112,72.236,40.37222222222222,0.92378,0.1958,0.59513,0.12609,0.25854,0.0142,0.16655,0.00907,0.60319,0.18639,0.38856,0.11991,0.06206,0.0097,0.04002,0.00651,0.00337,0.00168,0.00217,0.00108,0.00561,0.00181,0.00361,0.00116,0.00756,0.00168,0.00487,0.00107,0.01055,0.00135,0.0068,0.00086,0.01709,0.00132,0.01101,0.00086,0.03142,0.00168,0.02024,0.00107,0.06446,0.00296,0.04152,0.00182,0.10502,0.01004,0.06766,0.00653,0.20086,0.12438,0.12936,0.07988,0.3651,0.11232,0.23525,0.07257,0.07282,0.00857,0.04688,0.0053,0.02992,0.00505,0.0193,0.00345,0.0082,0.00145,0.00529,0.00094,0.00301,0.00145,0.00194,0.00093,0.00042,0.00144,0.00027,0.00092,-0.00038,0.00137,-0.00025,0.00088,-0.00052,0.00158,-0.00033,0.00102,-0.00043,0.00158,-0.00028,0.00102,-0.00027,0.00121,-0.00017,0.00078
ISS_184RF_FMOVIE001_PRIME,0,7122,2013-03-18T20:15:25,0.0,359.98,7.441,7.692,7.571,104.282,108.376,106.307,144.819,145.868,145.369,72.085,39.56666666666667,1.03217,0.29401,0.84924,0.24136,0.25996,0.01469,0.21392,0.0124,0.70204,0.28552,0.57761,0.23444,0.07017,0.0229,0.05772,0.01875,0.00404,0.00133,0.00332,0.00109,0.00604,0.00138,0.00497,0.00114,0.00812,0.0014,0.00668,0.00115,0.012,0.00144,0.00988,0.00119,0.01913,0.00158,0.01574,0.00132,0.03362,0.00173,0.02767,0.00144,0.06225,0.00226,0.05122,0.00193,0.10133,0.00674,0.08339,0.00569,0.12554,0.04072,0.10332,0.03356,0.50929,0.23923,0.419,0.19643,0.1153,0.03562,0.09485,0.02916,0.03417,0.01028,0.02811,0.00841,0.00589,0.00162,0.00484,0.00132,-4e-05,0.00129,-3e-05,0.00106,-0.00107,0.00126,-0.00088,0.00103,-0.00118,0.00108,-0.00097,0.00089,-0.00103,0.00089,-0.00085,0.00073,-0.0008,0.00074,-0.00066,0.00061,-0.00043,0.00048,-0.00035,0.00039
ISS_184RF_FMOVIE002_PRIME,0,13837,2013-03-27T13:23:41,0.0,359.98,9.69,10.296,9.892,55.682,61.36,58.465,119.286,123.872,121.54,71.99,76.87222222222222,1.16971,0.36089,0.60978,0.1806,0.2504,0.03339,0.13089,0.01775,0.86787,0.34464,0.45204,0.17313,0.05143,0.01797,0.02685,0.00916,0.00121,0.00169,0.00064,0.00089,0.00288,0.00178,0.0015,0.00094,0.00535,0.00162,0.0028,0.00087,0.0086,0.00156,0.0045,0.00083,0.01456,0.00166,0.00761,0.00084,0.02983,0.00207,0.01558,0.00106,0.0615,0.00716,0.03214,0.00368,0.11037,0.0241,0.0577,0.01283,0.13221,0.04122,0.06926,0.02271,0.62373,0.29371,0.32462,0.1481,0.16464,0.104,0.08569,0.05152,0.02058,0.00575,0.0107,0.00277,0.00062,0.00179,0.00033,0.00093,-0.00121,0.00176,-0.00063,0.00091,-0.00142,0.00158,-0.00073,0.00082,-0.00133,0.00162,-0.00068,0.00084,-0.00115,0.00174,-0.00059,0.00091,-0.00083,0.00185,-0.00043,0.00097,-0.00044,0.00135,-0.00023,0.00071
ISS_189RF_FMOVIE001_PRIME,0,17766,2013-05-06T12:10:05,0.0,359.98,9.494,12.683,10.762,52.637,60.738,56.657,113.707,120.488,117.08,71.558,98.7,1.61577,0.72816,0.72955,0.31762,0.18834,0.03072,0.08514,0.01129,1.28559,0.64416,0.58018,0.28251,0.14184,0.14438,0.06423,0.0639,0.00084,0.00169,0.00038,0.00075,0.00161,0.00202,0.00072,0.00091,0.00327,0.00222,0.00148,0.00099,0.00565,0.00344,0.00255,0.00151,0.0097,0.00429,0.00439,0.00184,0.01559,0.00445,0.00705,0.00183,0.03275,0.00582,0.0148,0.00216,0.09647,0.01511,0.04361,0.0054,0.26328,0.06363,0.11911,0.02642,0.91948,0.48939,0.41517,0.21541,0.17227,0.23023,0.07726,0.1036,0.06862,0.07269,0.03122,0.03225,0.02285,0.01413,0.01034,0.00621,0.00625,0.0047,0.00281,0.00205,0.0007,0.00251,0.00031,0.00114,-0.00084,0.00195,-0.00039,0.00089,-0.00118,0.00172,-0.00054,0.00079,-0.00101,0.00175,-0.00046,0.0008,-0.00055,0.00115,-0.00025,0.00053
ISS_191RF_FMOVIE002_PRIME,0,17248,2013-05-27T09:05:33,0.0,359.98,7.902,8.715,8.257,84.38,94.035,89.12,138.101,143.557,140.893,71.338,95.82222222222222,1.10977,0.47492,0.86103,0.36993,0.13138,0.0191,0.10199,0.01561,0.86282,0.44443,0.66959,0.34632,0.11557,0.07324,0.08944,0.05629,0.00071,0.00124,0.00055,0.00097,0.00167,0.00138,0.00129,0.00107,0.0026,0.00147,0.00201,0.00114,0.00395,0.00163,0.00307,0.00127,0.00668,0.00189,0.00518,0.00147,0.01176,0.0021,0.00912,0.00164,0.02336,0.00305,0.01813,0.00249,0.06599,0.00987,0.05125,0.00815,0.16807,0.04397,0.13055,0.03515,0.61018,0.36758,0.47349,0.28647,0.14026,0.13748,0.1087,0.10547,0.05757,0.03545,0.04454,0.02723,0.0159,0.00689,0.01231,0.00532,0.00353,0.00248,0.00273,0.00192,0.00013,0.00169,0.0001,0.00132,-0.00068,0.00148,-0.00053,0.00115,-0.00082,0.00132,-0.00064,0.00102,-0.0007,0.00117,-0.00054,0.00091,-0.00038,0.00084,-0.0003,0.00065
ISS_193RF_FMOVIE001_PRIME_1,0,9787,2013-06-19T22:58:37,118.08,313.8,8.217,8.687,8.374,69.543,74.556,72.053,131.531,135.624,133.636,71.098,54.37222222222222,0.95517,0.28933,0.65864,0.20004,0.23354,0.03218,0.16101,0.02171,0.6722,0.27149,0.46354,0.18788,0.04943,0.01671,0.03409,0.01149,0.00125,0.00159,0.00086,0.00109,0.00247,0.00162,0.0017,0.00112,0.0044,0.00166,0.00303,0.00114,0.0064,0.00333,0.00441,0.00227,0.00995,0.0026,0.00686,0.00177,0.02014,0.00286,0.01389,0.00192,0.04998,0.00289,0.03449,0.00211,0.1208,0.01983,0.08328,0.01353,0.2892,0.16902,0.19879,0.11581,0.34999,0.21092,0.24196,0.14656,0.07022,0.04191,0.04843,0.02912,0.02592,0.00891,0.01787,0.00608,0.00839,0.00302,0.00577,0.00202,0.00161,0.00159,0.00111,0.00108,-0.00088,0.00123,-0.00061,0.00085,-0.00143,0.0013,-0.00098,0.00089,-0.00141,0.00138,-0.00097,0.00095,-0.00119,0.00139,-0.00082,0.00096,-0.00066,0.00108,-0.00045,0.00075
ISS_193RF_FMOVIE001_PRIME_2,0,9755,2013-06-20T06:57:01,118.4,313.48,8.028,8.135,8.084,83.548,88.744,86.156,136.197,139.242,137.756,71.091,54.19444444444444,1.04838,0.32815,0.77581,0.24344,0.19229,0.0139,0.14229,0.00971,0.74084,0.31005,0.54831,0.23014,0.11525,0.05706,0.08521,0.04219,0.00125,0.00168,0.00093,0.00124,0.00288,0.00184,0.00213,0.00136,0.00498,0.00188,0.00368,0.00139,0.00781,0.00203,0.00578,0.0015,0.01188,0.00173,0.00879,0.00125,0.02115,0.00165,0.01565,0.00118,0.04271,0.0025,0.03161,0.00173,0.08562,0.00663,0.06335,0.00454,0.11762,0.0279,0.087,0.0203,0.51408,0.24969,0.38077,0.18573,0.18361,0.15635,0.13565,0.116,0.05232,0.01791,0.03867,0.01307,0.00563,0.00295,0.00416,0.00213,0.00033,0.00133,0.00024,0.00098,-0.00064,0.00139,-0.00047,0.00103,-0.00089,0.00151,-0.00066,0.00112,-0.00088,0.00146,-0.00065,0.00108,-0.00071,0.00136,-0.00053,0.00101,-0.00038,0.00123,-0.00028,0.00091
ISS_194RF_FMOVIE001_PRIME_1,0,9732,2013-07-02T02:38:53,118.04,312.66,8.711,9.462,9.054,81.46,86.827,84.136,137.385,140.814,139.106,70.969,54.06666666666666,1.0676,0.34969,0.80634,0.26345,0.19739,0.01779,0.14909,0.01249,0.75874,0.32673,0.57315,0.24655,0.11148,0.05416,0.0841,0.04067,0.00076,0.00135,0.00058,0.00102,0.00225,0.0016,0.0017,0.0012,0.0043,0.00188,0.00325,0.00142,0.00731,0.00198,0.00552,0.00148,0.012,0.00193,0.00907,0.00144,0.02178,0.00219,0.01645,0.00158,0.04498,0.0032,0.03398,0.00222,0.08925,0.00797,0.0674,0.00542,0.12924,0.02856,0.09758,0.02104,0.53468,0.24839,0.40408,0.18757,0.16782,0.16259,0.12663,0.12346,0.05278,0.01961,0.03981,0.01449,0.00568,0.00296,0.00427,0.00219,-6e-05,0.0017,-6e-05,0.00128,-0.00108,0.00145,-0.00082,0.0011,-0.00129,0.00132,-0.00098,0.001,-0.00122,0.00117,-0.00093,0.00088,-0.00101,0.00102,-0.00076,0.00077,-0.00057,0.00071,-0.00043,0.00054
ISS_194RF_FMOVIE001_PRIME_2,0,9749,2013-07-02T10:36:45,117.68,312.64,10.672,11.924,11.257,76.933,81.781,79.324,133.895,137.181,135.55,70.969,54.16111111111112,0.98728,0.30857,0.70421,0.22016,0.26806,0.0699,0.1912,0.04987,0.66634,0.27401,0.47536,0.19584,0.05288,0.01854,0.03766,0.01284,0.00235,0.00172,0.00168,0.00123,0.00434,0.00178,0.0031,0.00127,0.00623,0.00191,0.00444,0.00137,0.00875,0.00183,0.00624,0.0013,0.01476,0.00188,0.01054,0.00133,0.03043,0.00253,0.02172,0.00192,0.06844,0.00488,0.04887,0.00379,0.11648,0.05298,0.08303,0.03789,0.38145,0.20605,0.2718,0.14673,0.25178,0.17386,0.17988,0.1246,0.06749,0.02602,0.04816,0.01866,0.02551,0.00924,0.01817,0.00638,0.00818,0.00273,0.00582,0.00189,0.00246,0.00194,0.00175,0.00137,0.00037,0.00167,0.00026,0.00119,-0.00032,0.00149,-0.00023,0.00106,-0.00053,0.00137,-0.00038,0.00098,-0.00055,0.00143,-0.0004,0.00102,-0.00034,0.00085,-0.00024,0.00061
ISS_196RF_FMOVIE003_PRIME,0,18000,2013-08-20T21:55:41,0.0,359.98,9.057,10.368,9.519,58.616,69.637,64.251,116.863,124.69,120.923,70.461,100.0,1.47914,0.60323,0.75526,0.31243,0.26316,0.03247,0.13447,0.01308,1.08617,0.48593,0.55314,0.24605,0.12982,0.22659,0.06765,0.12262,0.0014,0.00179,0.00072,0.00092,0.00339,0.00211,0.00174,0.00109,0.00581,0.00245,0.00297,0.00126,0.00801,0.00296,0.0041,0.00153,0.01195,0.00233,0.00611,0.00114,0.02305,0.0028,0.01179,0.00122,0.05275,0.00417,0.02702,0.00206,0.13197,0.02,0.06741,0.00846,0.43387,0.2847,0.21847,0.13751,0.56879,0.28966,0.29115,0.15008,0.16077,0.32889,0.08358,0.17773,0.05999,0.07867,0.03119,0.04261,0.01723,0.01527,0.0089,0.00827,0.0041,0.00317,0.00212,0.00171,0.00013,0.00194,7e-05,0.00102,-0.00108,0.00186,-0.00055,0.00095,-0.00128,0.00193,-0.00065,0.00098,-0.00111,0.00185,-0.00057,0.00095,-0.00061,0.00146,-0.00031,0.00075
