Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,EW139470,EW139470 STD,Normal EW139470,Normal EW139470 STD,EW139550,EW139550 STD,Normal EW139550,Normal EW139550 STD,EW139630,EW139630 STD,Normal EW139630,Normal EW139630 STD,EW139710,EW139710 STD,Normal EW139710,Normal EW139710 STD,EW139790,EW139790 STD,Normal EW139790,Normal EW139790 STD,EW139870,EW139870 STD,Normal EW139870,Normal EW139870 STD,EW139950,EW139950 STD,Normal EW139950,Normal EW139950 STD,EW140030,EW140030 STD,Normal EW140030,Normal EW140030 STD,EW140110,EW140110 STD,Normal EW140110,Normal EW140110 STD,EW140190,EW140190 STD,Normal EW140190,Normal EW140190 STD,EW140270,EW140270 STD,Normal EW140270,Normal EW140270 STD,EW140350,EW140350 STD,Normal EW140350,Normal EW140350 STD,EW140430,EW140430 STD,Normal EW140430,Normal EW140430 STD,EW140510,EW140510 STD,Normal EW140510,Normal EW140510 STD,EW140590,EW140590 STD,Normal EW140590,Normal EW140590 STD,EW140670,EW140670 STD,Normal EW140670,Normal EW140670 STD,EW140750,EW140750 STD,Normal EW140750,Normal EW140750 STD,EW140830,EW140830 STD,Normal EW140830,Normal EW140830 STD,EW140910,EW140910 STD,Normal EW140910,Normal EW140910 STD
ISS_051RI_LPMRDFMOV001_PRIME,0,15876,2007-10-18T21:11:11,0.0,359.98,17.492,82.404,29.78,54.899,57.003,56.086,93.996,94.141,94.081,79.85,88.2,7.89023,1.36288,0.56116,0.09504,1.54087,0.31206,0.10961,0.02187,4.15153,1.10561,0.29522,0.07766,2.19782,0.54107,0.15633,0.03818,0.01009,0.00607,0.00072,0.00043,0.01867,0.00709,0.00133,0.0005,0.02957,0.00614,0.0021,0.00043,0.04931,0.00851,0.00351,0.00059,0.08654,0.01442,0.00615,0.001,0.15671,0.03059,0.01115,0.00214,0.29848,0.07523,0.02121,0.00519,0.75334,0.21485,0.0536,0.0152,1.11895,0.35048,0.07961,0.02482,2.02889,0.82578,0.14422,0.05822,1.43339,0.7142,0.10197,0.05066,0.61421,0.26257,0.04364,0.01851,0.53359,0.14657,0.03795,0.01034,0.34711,0.07698,0.02473,0.0056,0.20062,0.03108,0.01429,0.00226,0.11424,0.02161,0.00813,0.00154,0.05752,0.01155,0.0041,0.00083,0.02854,0.00708,0.00203,0.00051,0.01043,0.00418,0.00074,0.0003
ISS_055RF_FMOVIE001_VIMS,0,16438,2007-12-31T15:47:27,24.94,353.68,9.032,10.012,9.511,62.879,67.796,65.263,122.066,123.774,122.906,80.96,91.32222222222222,1.14748,0.25332,0.62368,0.13953,0.36833,0.0825,0.20008,0.04517,0.60317,0.24304,0.32805,0.13337,0.17598,0.01536,0.09556,0.00795,0.00249,0.00139,0.00136,0.00076,0.00501,0.00173,0.00272,0.00094,0.00949,0.00167,0.00516,0.00092,0.01648,0.00201,0.00895,0.00109,0.03008,0.00482,0.01634,0.00261,0.0587,0.01789,0.03197,0.01001,0.11874,0.0659,0.06419,0.03512,0.11859,0.08811,0.06461,0.04839,0.06368,0.04545,0.03475,0.02509,0.45492,0.20627,0.24727,0.11248,0.1442,0.05242,0.07843,0.02901,0.08103,0.00855,0.044,0.00447,0.03143,0.00263,0.01708,0.00153,0.0108,0.00143,0.00587,0.00078,0.0027,0.00142,0.00147,0.00077,0.00027,0.00116,0.00015,0.00063,-0.00034,0.00103,-0.00018,0.00056,-0.00048,0.00091,-0.00026,0.00049,-0.00032,0.00064,-0.00017,0.00035
ISS_055RI_LPMRDFMOV001_PRIME,0,18000,2008-01-07T08:07:59,0.0,359.98,9.418,10.141,9.799,19.03,22.698,20.902,99.563,102.615,101.133,81.063,100.0,2.93424,0.45432,0.5654,0.09364,0.99586,0.18469,0.19111,0.03434,1.38095,0.43703,0.26756,0.093,0.55743,0.06442,0.10673,0.00558,0.00684,0.00187,0.00131,0.00034,0.01379,0.00209,0.00264,0.00031,0.02579,0.00279,0.00495,0.00035,0.04496,0.00495,0.00863,0.00067,0.08054,0.01088,0.01544,0.00159,0.16547,0.04128,0.03205,0.00847,0.3202,0.16754,0.06001,0.02807,0.31404,0.19599,0.06127,0.04016,0.18758,0.13044,0.03706,0.02775,1.01828,0.3496,0.19683,0.07196,0.30565,0.10589,0.05874,0.02012,0.20875,0.05098,0.03967,0.0077,0.12001,0.02211,0.02332,0.0053,0.06635,0.00868,0.01275,0.00145,0.03273,0.0034,0.00628,0.00037,0.0142,0.00194,0.00272,0.00029,0.00563,0.0016,0.00108,0.0003,0.00236,0.00139,0.00045,0.00027,0.00108,0.00121,0.00021,0.00023
ISS_057RF_FMOVIE001_VIMS,0,16117,2008-01-23T14:10:23,0.0,359.98,9.782,10.452,10.033,42.464,46.135,44.255,117.107,119.432,118.249,81.308,89.53888888888889,1.21252,0.27762,0.5735,0.12941,0.36701,0.08547,0.17343,0.03928,0.61778,0.2592,0.29239,0.12246,0.22774,0.0435,0.10767,0.01958,0.00174,0.00143,0.00082,0.00068,0.00371,0.00167,0.00176,0.0008,0.00722,0.00181,0.00342,0.00087,0.01341,0.00196,0.00634,0.00094,0.02365,0.00263,0.01119,0.00129,0.04679,0.00721,0.0221,0.0032,0.09967,0.03879,0.0475,0.01936,0.15413,0.09165,0.07239,0.04233,0.10104,0.0749,0.04788,0.0358,0.46757,0.21703,0.22117,0.1023,0.10231,0.07215,0.04856,0.0336,0.07811,0.02891,0.03683,0.01303,0.0545,0.01419,0.02572,0.00649,0.03021,0.00553,0.01433,0.00282,0.01633,0.00207,0.00772,0.00095,0.00748,0.00149,0.00354,0.0007,0.00289,0.00111,0.00137,0.00053,0.00139,0.00129,0.00066,0.00061,0.00037,0.00099,0.00017,0.00047
ISS_059RF_FMOVIE001_VIMS,0,16612,2008-02-17T12:25:03,0.0,359.98,8.524,9.349,8.935,42.97,47.116,44.965,121.279,124.365,122.766,81.687,92.28888888888889,1.09113,0.31713,0.59023,0.17015,0.34909,0.07273,0.18883,0.03915,0.63294,0.31013,0.34236,0.16686,0.10909,0.01362,0.05904,0.00744,0.00339,0.00115,0.00183,0.00061,0.00682,0.00125,0.00369,0.00066,0.01171,0.00131,0.00633,0.0007,0.02013,0.00174,0.01089,0.00093,0.03605,0.00523,0.01948,0.00271,0.06891,0.02108,0.03748,0.01214,0.11355,0.05967,0.061,0.0311,0.0825,0.06612,0.04483,0.03629,0.09864,0.08209,0.05341,0.04433,0.4521,0.25657,0.24468,0.13845,0.12343,0.02694,0.06662,0.01368,0.04789,0.00436,0.02591,0.00241,0.01736,0.00208,0.00939,0.00111,0.00534,0.00186,0.00289,0.00099,0.00184,0.00155,0.001,0.00083,0.00081,0.0014,0.00044,0.00075,0.0004,0.0012,0.00022,0.00064,0.0002,0.00089,0.00011,0.00048,7e-05,0.00056,4e-05,0.0003
ISS_059RF_FMOVIE002_VIMS,0,18000,2008-02-24T12:27:11,0.0,359.98,9.266,10.376,9.477,23.656,26.862,25.226,104.391,108.35,106.388,81.794,100.0,2.06067,0.4119,0.58057,0.12119,0.68159,0.13879,0.19084,0.03339,1.08654,0.41805,0.30751,0.12312,0.29253,0.02992,0.08221,0.00741,0.00693,0.00187,0.00195,0.00052,0.01282,0.00164,0.00361,0.00047,0.0225,0.00234,0.00632,0.00054,0.03868,0.00355,0.01087,0.00074,0.06765,0.00964,0.01901,0.00249,0.1403,0.04807,0.03906,0.01261,0.21507,0.08978,0.06133,0.0278,0.1656,0.13257,0.04534,0.03402,0.1718,0.13443,0.04901,0.03887,0.78732,0.34311,0.2222,0.09925,0.21215,0.04917,0.06021,0.01654,0.1257,0.02391,0.03513,0.00537,0.05772,0.0036,0.01629,0.00157,0.02493,0.00255,0.007,0.00052,0.00857,0.00158,0.00241,0.00042,0.00255,0.00116,0.00072,0.00033,0.00062,0.00136,0.00018,0.00039,-5e-05,0.00126,-1e-05,0.00036,-0.00017,0.00089,-5e-05,0.00025
ISS_061RI_LPMRDFMOV001_PRIME,0,10861,2008-03-15T10:14:07,139.08,356.28,7.988,22.225,9.049,12.616,15.163,13.916,94.207,97.141,95.731,82.093,60.33888888888889,5.25797,1.06681,0.51041,0.05834,1.53624,0.38169,0.14799,0.0173,2.70544,0.67409,0.26381,0.05452,1.01629,0.18376,0.09861,0.00526,0.00753,0.00225,0.00074,0.00021,0.01405,0.00246,0.00137,0.00014,0.02386,0.00411,0.00232,0.00016,0.04435,0.00787,0.00431,0.00021,0.08673,0.01464,0.00843,0.00031,0.15819,0.03579,0.01527,0.00112,0.39409,0.0253,0.03923,0.0059,0.66822,0.30072,0.06275,0.01859,0.68458,0.17381,0.07002,0.02606,1.70226,0.57464,0.165,0.04885,0.72771,0.33192,0.06789,0.02348,0.44224,0.0407,0.04362,0.00441,0.20196,0.03755,0.01959,0.00075,0.07089,0.01598,0.00683,0.00048,0.02247,0.00452,0.00218,0.0002,0.00712,0.00215,0.00069,0.00016,0.00201,0.00141,0.00019,0.00013,9e-05,0.00147,1e-05,0.00015,-0.00037,0.00107,-4e-05,0.00011
ISS_068RF_FMOVIE001_VIMS,0,8301,2008-05-15T23:55:27,0.0,359.98,5.377,6.568,6.042,44.146,56.186,49.294,126.222,136.356,130.643,83.037,46.11666666666667,0.79662,0.1281,0.51822,0.08928,0.26328,0.03877,0.17112,0.02654,0.39727,0.12182,0.25869,0.08229,0.13607,0.0081,0.08841,0.00592,0.00169,0.00108,0.0011,0.0007,0.00408,0.00122,0.00265,0.00078,0.00787,0.0013,0.0051,0.00074,0.0134,0.00109,0.00871,0.00079,0.02316,0.00346,0.01495,0.00158,0.04508,0.00948,0.02954,0.00736,0.091,0.04368,0.05807,0.02608,0.07225,0.03637,0.04792,0.02617,0.03507,0.02134,0.02258,0.01336,0.31837,0.11499,0.20745,0.07711,0.0766,0.01552,0.05012,0.01195,0.05712,0.00697,0.03698,0.00342,0.02914,0.00241,0.01897,0.00202,0.01435,0.00197,0.00928,0.00092,0.0057,0.00124,0.00368,0.00071,0.00173,0.00092,0.00112,0.00059,0.00031,0.0008,0.0002,0.00051,-0.00013,0.0008,-9e-05,0.00052,-0.00018,0.00066,-0.00011,0.00043
ISS_075RF_FMOVIE002_VIMS,0,17932,2008-07-05T01:53:35,0.0,359.98,6.013,6.885,6.475,28.938,37.32,32.89,112.495,121.122,116.617,83.807,99.62222222222222,1.14735,0.16776,0.51203,0.07862,0.28855,0.05146,0.1279,0.017,0.63948,0.14911,0.28662,0.07463,0.21932,0.02921,0.09751,0.01025,0.00149,0.00141,0.00066,0.0006,0.00261,0.00185,0.00115,0.00079,0.00433,0.00229,0.00192,0.00097,0.00761,0.00273,0.00338,0.00113,0.01408,0.00334,0.00625,0.00131,0.02656,0.0044,0.01179,0.00153,0.05541,0.01032,0.02447,0.00295,0.14718,0.02952,0.06554,0.01209,0.18034,0.05885,0.08097,0.02856,0.43745,0.13095,0.19545,0.06098,0.08216,0.01719,0.03706,0.00938,0.07509,0.01636,0.03317,0.00538,0.05261,0.00876,0.02338,0.00348,0.03147,0.00436,0.01399,0.00153,0.01667,0.0033,0.00741,0.00132,0.00762,0.00258,0.00339,0.00109,0.0031,0.0021,0.00138,0.00091,0.00121,0.00162,0.00053,0.00071,0.00038,0.00093,0.00017,0.00041
ISS_079RF_FRINGMRLF002_PRIME,0,11291,2008-08-06T01:42:23,79.6,305.4,8.635,13.675,10.894,21.175,28.065,24.347,63.588,72.51,68.244,84.295,62.72777777777778,1.63957,0.44302,0.60493,0.17208,0.43273,0.10703,0.15755,0.03016,1.00461,0.39866,0.37331,0.15805,0.20223,0.02616,0.07407,0.00672,0.00041,0.00339,0.00014,0.00121,0.00137,0.00382,0.00048,0.00136,0.00333,0.00443,0.0012,0.00156,0.00788,0.00503,0.00285,0.00173,0.01754,0.00592,0.0064,0.00195,0.0385,0.00761,0.01405,0.00213,0.08914,0.02078,0.03222,0.00448,0.24462,0.07638,0.08919,0.02315,0.31213,0.23245,0.11434,0.08457,0.61908,0.26722,0.2314,0.10628,0.15987,0.03703,0.05917,0.0154,0.09745,0.00863,0.03581,0.00247,0.04329,0.00485,0.01588,0.00131,0.01157,0.00273,0.00424,0.00095,0.00101,0.00225,0.00037,0.00083,-0.00186,0.00192,-0.00068,0.00071,-0.00238,0.00173,-0.00088,0.00064,-0.00215,0.00162,-0.00079,0.0006,-0.00124,0.00121,-0.00046,0.00045
ISS_080RF_FMOVIE005_PRIME,0,5213,2008-08-14T06:50:39,66.74,170.98,6.609,14.91,7.207,14.243,15.013,14.542,81.263,83.724,82.548,84.419,28.96111111111111,3.5521,0.54351,0.45729,0.06285,1.27987,0.23618,0.16403,0.02389,1.85304,0.44962,0.23968,0.05959,0.41918,0.07758,0.05358,0.00573,0.00766,0.00441,0.00097,0.00052,0.02032,0.00543,0.00259,0.00057,0.03532,0.00479,0.00453,0.00042,0.05935,0.00851,0.0076,0.00054,0.1038,0.01201,0.01331,0.00053,0.22488,0.03635,0.0287,0.00189,0.3782,0.1318,0.0492,0.01826,0.43256,0.13642,0.05481,0.01342,0.18549,0.14965,0.02456,0.02021,1.28407,0.42586,0.16631,0.05588,0.56903,0.12511,0.07257,0.01042,0.20789,0.03357,0.02659,0.00204,0.05006,0.01036,0.00639,0.00085,0.00714,0.0043,0.00091,0.00051,-0.00138,0.00396,-0.00018,0.00051,-0.00388,0.00451,-0.0005,0.00059,-0.00339,0.0052,-0.00043,0.00072,-0.00316,0.00378,-0.00041,0.00049,-0.00185,0.00267,-0.00024,0.00035
ISS_081RI_FMOVIE106_VIMS,0,15915,2008-08-20T00:36:15,0.0,359.98,3.466,4.928,4.228,29.143,47.495,37.117,39.289,60.611,51.215,84.513,88.41666666666667,0.87717,0.2341,0.53502,0.11689,0.27713,0.05736,0.17002,0.03037,0.50784,0.1957,0.30884,0.1061,0.09219,0.02289,0.05616,0.01017,0.00173,0.00086,0.00106,0.0005,0.00453,0.00121,0.00277,0.00062,0.00847,0.00119,0.00521,0.00058,0.01422,0.00181,0.00873,0.00053,0.02458,0.00374,0.01503,0.00114,0.04538,0.00681,0.02813,0.0047,0.09176,0.04246,0.05431,0.01991,0.08118,0.03842,0.05157,0.02782,0.04176,0.03596,0.02488,0.02029,0.38191,0.15921,0.23253,0.08812,0.12491,0.04324,0.07626,0.02316,0.04244,0.0112,0.02583,0.00498,0.01151,0.00229,0.00703,0.00089,0.00251,0.00097,0.00153,0.00054,0.0005,0.00081,0.0003,0.0005,6e-05,0.00075,3e-05,0.00046,-8e-05,0.00074,-5e-05,0.00044,-0.00012,0.00067,-7e-05,0.0004,-8e-05,0.00057,-5e-05,0.00034
ISS_083RI_FMOVIE109_VIMS,0,15995,2008-08-30T16:19:11,31.78,351.66,6.956,7.7,7.119,20.905,26.548,23.624,103.18,110.271,106.689,84.677,88.86111111111111,1.83861,0.51703,0.51603,0.11782,0.60535,0.13523,0.17027,0.02593,0.98947,0.41389,0.27688,0.10529,0.2438,0.05962,0.06888,0.01472,0.00611,0.00212,0.00174,0.0006,0.01158,0.00181,0.00331,0.00055,0.02032,0.00327,0.00574,0.00054,0.03313,0.00407,0.00939,0.00064,0.05754,0.00991,0.01618,0.00123,0.11003,0.02913,0.03102,0.00622,0.19416,0.06013,0.05502,0.01752,0.16135,0.09381,0.04483,0.02319,0.09339,0.08426,0.02566,0.02225,0.71916,0.30278,0.20142,0.07727,0.27375,0.09926,0.07697,0.02534,0.11438,0.02992,0.0324,0.00791,0.0353,0.00671,0.00999,0.00155,0.00884,0.00227,0.0025,0.00058,0.00135,0.00154,0.00038,0.00045,-0.00024,0.00155,-7e-05,0.00045,-0.00051,0.00136,-0.00015,0.00038,-0.00063,0.0014,-0.00018,0.00038,-0.00038,0.00115,-0.00011,0.00032
ISS_085RF_FMOVIE003_PRIME_1,0,9055,2008-09-15T23:01:19,65.92,248.78,5.248,5.789,5.519,41.461,48.005,44.65,126.377,132.641,129.466,84.925,50.30555555555556,0.81212,0.20384,0.51255,0.11498,0.24775,0.02788,0.15716,0.01681,0.42387,0.1836,0.2665,0.10836,0.1405,0.03999,0.08889,0.02376,0.00282,0.00074,0.00179,0.00046,0.00568,0.00092,0.0036,0.00056,0.00989,0.00098,0.00628,0.00064,0.01545,0.00111,0.00981,0.00072,0.02519,0.00283,0.01595,0.00132,0.04495,0.00674,0.02871,0.00532,0.09255,0.02949,0.05852,0.0184,0.0477,0.01718,0.03032,0.01126,0.03833,0.03458,0.02367,0.02046,0.32076,0.1284,0.20219,0.07688,0.10504,0.06558,0.06607,0.03949,0.0632,0.02222,0.03994,0.01332,0.02609,0.00462,0.01654,0.00278,0.01,0.00133,0.00633,0.00075,0.00318,0.00086,0.00202,0.00053,0.00097,0.00084,0.00061,0.00053,0.00027,0.00077,0.00017,0.00049,6e-05,0.00068,4e-05,0.00043,-1e-05,0.00045,-0.0,0.00029
ISS_085RF_FMOVIE003_PRIME_2,0,6245,2008-09-16T06:34:07,120.46,245.34,5.287,6.073,5.641,48.221,53.0,50.582,130.326,135.655,132.95,84.928,34.69444444444444,0.77332,0.17979,0.52426,0.11176,0.2063,0.02756,0.14017,0.01643,0.44467,0.16663,0.30075,0.10754,0.12235,0.00838,0.08333,0.00607,0.00051,0.00093,0.00035,0.00063,0.00116,0.00111,0.00079,0.00075,0.00242,0.00122,0.00165,0.00082,0.00503,0.00124,0.00342,0.00083,0.0094,0.00127,0.0064,0.00081,0.0178,0.00146,0.01211,0.00083,0.04151,0.00282,0.02823,0.0013,0.10598,0.02068,0.07188,0.01258,0.13849,0.07578,0.09334,0.0491,0.28789,0.10935,0.1952,0.0718,0.06514,0.02596,0.04419,0.01726,0.04298,0.00502,0.02932,0.00391,0.02834,0.00465,0.01926,0.00292,0.01495,0.00188,0.01017,0.00117,0.00737,0.00126,0.00501,0.00081,0.00293,0.00118,0.00199,0.00079,0.00099,0.00112,0.00067,0.00076,0.00033,0.00107,0.00022,0.00072,9e-05,0.00069,6e-05,0.00046
ISS_087RF_FMOVIE003_PRIME,0,13961,2008-09-30T16:28:15,0.0,359.98,4.905,5.855,5.388,44.651,54.237,49.155,125.562,136.736,130.89,85.155,77.56111111111112,0.83552,0.17097,0.54873,0.12842,0.23303,0.04532,0.15199,0.02796,0.4793,0.16101,0.31633,0.1161,0.1232,0.0062,0.08042,0.00506,0.00112,0.00076,0.00073,0.00049,0.00215,0.00091,0.0014,0.00058,0.004,0.00089,0.00261,0.00057,0.0077,0.00097,0.00502,0.00059,0.01304,0.00113,0.0085,0.00068,0.02397,0.00173,0.01564,0.00113,0.05132,0.00539,0.0334,0.00253,0.11049,0.03356,0.07238,0.02171,0.10454,0.04009,0.06893,0.0278,0.34534,0.14372,0.22779,0.10012,0.08116,0.0092,0.05306,0.00718,0.05978,0.00212,0.03906,0.00267,0.0213,0.00131,0.01388,0.00065,0.00623,0.00071,0.00408,0.00054,0.00179,0.00066,0.00118,0.00046,0.00077,0.0008,0.00052,0.00053,0.00045,0.00074,0.0003,0.00049,0.00026,0.00065,0.00017,0.00043,0.0001,0.00047,7e-05,0.0003
ISS_089RF_FMOVIE003_PRIME,0,14613,2008-10-14T22:37:51,0.0,359.98,5.66,6.458,6.052,38.92,46.087,42.326,117.97,127.251,122.475,85.375,81.18333333333332,1.04096,0.20358,0.55925,0.11809,0.32245,0.06296,0.17184,0.02908,0.58759,0.19141,0.31735,0.10912,0.13092,0.0088,0.07006,0.00512,0.0019,0.00089,0.00101,0.00047,0.00414,0.00094,0.00221,0.00047,0.0081,0.00112,0.00432,0.0005,0.01329,0.00118,0.0071,0.00057,0.02224,0.00167,0.01188,0.00067,0.04194,0.00212,0.02247,0.00169,0.08437,0.01829,0.04469,0.00766,0.13268,0.05017,0.07078,0.02498,0.08311,0.05155,0.0451,0.02828,0.43626,0.17045,0.23548,0.09463,0.13009,0.01492,0.06988,0.01041,0.06199,0.00364,0.03315,0.00172,0.01563,0.00147,0.00834,0.00056,0.00343,0.00079,0.00183,0.00042,0.00092,0.00089,0.0005,0.00049,0.0004,0.00092,0.00023,0.0005,0.00024,0.00087,0.00014,0.00047,0.00016,0.00077,9e-05,0.00042,6e-05,0.00059,3e-05,0.00032
ISS_091RF_FMOVIE003_PRIME,0,15376,2008-10-29T20:23:27,27.78,335.28,5.749,8.673,7.143,43.519,55.778,49.204,127.867,141.26,134.18,85.606,85.42222222222222,1.06191,0.32123,0.7286,0.19397,0.30096,0.06787,0.2075,0.04025,0.57054,0.28467,0.3897,0.18449,0.19041,0.03074,0.1314,0.01747,0.00272,0.00124,0.00187,0.00082,0.00526,0.0013,0.00362,0.00078,0.00902,0.00151,0.00622,0.00081,0.01444,0.00192,0.00997,0.00089,0.02246,0.0027,0.0155,0.00106,0.03828,0.00624,0.02634,0.00271,0.06952,0.01198,0.04832,0.00869,0.12697,0.04824,0.0875,0.03249,0.07528,0.06579,0.04997,0.04104,0.45455,0.24335,0.31136,0.16095,0.07533,0.06826,0.05184,0.04658,0.06801,0.01491,0.04706,0.01001,0.04818,0.00819,0.03325,0.00483,0.02654,0.00332,0.01832,0.00141,0.0147,0.0024,0.01013,0.00116,0.007,0.00153,0.00482,0.00089,0.00262,0.00114,0.0018,0.00076,0.00084,0.00106,0.00057,0.00073,0.00019,0.00077,0.00013,0.00053
ISS_092RF_FMOVIE003_PRIME,0,3514,2008-11-07T03:06:39,230.4,300.66,5.826,6.169,5.957,48.894,51.155,50.107,132.839,135.374,134.18,85.728,19.522222222222222,0.79819,0.11557,0.55638,0.0819,0.24164,0.02841,0.16831,0.01914,0.46624,0.11354,0.32512,0.08014,0.09031,0.00736,0.06295,0.00535,0.00271,0.00087,0.00189,0.00061,0.00526,0.00112,0.00366,0.00078,0.00923,0.00134,0.00643,0.00095,0.01368,0.00129,0.00953,0.0009,0.02273,0.00171,0.01584,0.00119,0.03742,0.00284,0.02609,0.00218,0.07393,0.0202,0.05157,0.01448,0.06831,0.01912,0.04748,0.01273,0.09408,0.04643,0.0656,0.03234,0.3232,0.0999,0.22541,0.0703,0.08885,0.00635,0.06189,0.00417,0.04067,0.00169,0.02834,0.00132,0.01336,0.00108,0.00931,0.00077,0.00329,0.00108,0.00229,0.00075,0.00099,0.00117,0.00069,0.00082,0.00031,0.00139,0.00022,0.00097,8e-05,0.00129,6e-05,0.0009,0.0001,0.00107,7e-05,0.00075,1e-05,0.00065,1e-05,0.00045
ISS_093RF_FMOVIE003_PRIME,0,11328,2008-11-14T15:06:39,0.0,359.98,6.052,6.615,6.343,40.236,46.93,43.472,126.077,132.494,129.22,85.848,62.93333333333333,0.80856,0.10947,0.51166,0.07613,0.19818,0.01652,0.12516,0.01083,0.47195,0.10512,0.29909,0.07051,0.13843,0.00799,0.0874,0.00488,0.00067,0.0007,0.00042,0.00044,0.00139,0.00082,0.00088,0.00051,0.00279,0.00097,0.00176,0.0006,0.00536,0.00093,0.00338,0.00055,0.01059,0.00124,0.00668,0.0007,0.01855,0.00146,0.0117,0.00081,0.03893,0.00305,0.02457,0.00176,0.10293,0.01335,0.06495,0.00816,0.13399,0.03814,0.08478,0.02437,0.32211,0.08816,0.2044,0.05892,0.04979,0.01265,0.03145,0.00796,0.04743,0.0047,0.02988,0.00212,0.03335,0.00168,0.02108,0.00147,0.02038,0.00134,0.01287,0.00085,0.01132,0.00124,0.00717,0.00094,0.00545,0.00088,0.00345,0.00061,0.00227,0.00089,0.00144,0.00058,0.00096,0.00091,0.00061,0.00058,0.0003,0.0006,0.00019,0.00038
ISS_094RF_FMOVIE001_PRIME_1,0,8630,2008-11-21T21:26:55,0.0,359.98,6.23,6.567,6.408,36.091,41.009,38.492,121.865,126.966,124.38,85.959,47.94444444444444,0.80038,0.10231,0.45169,0.0592,0.2061,0.01688,0.11636,0.01055,0.44464,0.09572,0.25105,0.05518,0.14965,0.01662,0.08427,0.00788,0.00113,0.00098,0.00063,0.00055,0.00203,0.00118,0.00114,0.00066,0.00352,0.00125,0.00198,0.0007,0.0064,0.00131,0.00361,0.00073,0.0119,0.00154,0.00671,0.00086,0.02072,0.00178,0.01169,0.00099,0.04163,0.00308,0.02351,0.00215,0.10218,0.00922,0.05779,0.00667,0.12913,0.0365,0.07287,0.02079,0.28641,0.08538,0.16192,0.0493,0.07472,0.02317,0.04182,0.01164,0.05871,0.00798,0.03311,0.00431,0.03262,0.00302,0.01841,0.00173,0.01702,0.00206,0.00959,0.00106,0.00817,0.0017,0.00459,0.00088,0.00307,0.00135,0.00173,0.00074,0.00087,0.0013,0.00049,0.00073,0.0002,0.00103,0.00011,0.00057,-1e-05,0.00063,-1e-05,0.00035
ISS_094RF_FMOVIE001_PRIME_2,0,4610,2008-11-22T04:36:47,81.96,175.66,6.362,6.926,6.626,43.731,46.363,45.016,125.857,129.081,127.435,85.961,25.61111111111111,0.72184,0.11021,0.43862,0.06707,0.25332,0.03311,0.15404,0.02088,0.32884,0.11029,0.19984,0.06717,0.13968,0.0199,0.08474,0.01106,0.00285,0.00119,0.00173,0.00073,0.00569,0.00141,0.00346,0.00086,0.00975,0.00163,0.00592,0.00098,0.01561,0.00152,0.00948,0.00088,0.02527,0.0015,0.01536,0.00098,0.055,0.00219,0.03344,0.00182,0.07841,0.02465,0.04762,0.01481,0.05892,0.01869,0.03591,0.01179,0.03021,0.01901,0.01832,0.01135,0.26275,0.09504,0.15979,0.05827,0.07052,0.01621,0.04271,0.00907,0.06786,0.01588,0.04114,0.00927,0.02689,0.0029,0.01638,0.00204,0.01015,0.00125,0.00617,0.00076,0.00268,0.00109,0.00163,0.00066,0.00016,0.00093,9e-05,0.00056,-0.00035,0.0007,-0.00021,0.00043,-0.00035,0.00061,-0.00021,0.00037,-0.00019,0.00045,-0.00012,0.00027
ISS_096RF_FMOVIE004_PRIME,0,15282,2008-12-10T18:01:03,0.0,359.98,3.797,5.276,4.507,52.913,74.093,62.569,17.417,40.63,29.944,86.254,84.89999999999999,0.60455,0.08801,0.52178,0.09137,0.15963,0.02018,0.13717,0.01748,0.35702,0.08269,0.309,0.08026,0.0879,0.00775,0.07561,0.00785,0.00078,0.00095,0.00067,0.00082,0.00153,0.0011,0.00131,0.00094,0.00267,0.00113,0.0023,0.00097,0.00491,0.00113,0.00423,0.00099,0.0088,0.0012,0.00758,0.00116,0.01552,0.00128,0.01334,0.00122,0.03269,0.00164,0.02813,0.0022,0.07609,0.01261,0.06556,0.01208,0.07928,0.02762,0.06841,0.02458,0.25159,0.07469,0.21804,0.07004,0.06464,0.01202,0.05527,0.00878,0.04064,0.00314,0.03495,0.00322,0.01757,0.0012,0.01515,0.00163,0.00601,0.00099,0.00518,0.00095,0.00154,0.00097,0.00134,0.00086,0.00037,0.00098,0.00034,0.00084,6e-05,0.001,6e-05,0.00086,-5e-05,0.00104,-3e-05,0.0009,-6e-05,0.00073,-5e-05,0.00064
