Occultation Name,Ring Event Start Time,Ring Event End Time,Ring Event Mean Time,RevNo,Observation Name,Star Name,Direction,Minimum Wavelength,Maximum Wavelength,Data Quality Score,Minimum Inertial Longitude,Maximum Inertial Longitude,Mean Inertial Longitude,Minimum Co-Rot Longitude,Maximum Co-Rot Longitude,Mean Co-Rot Longitude,Ring Elevation,Lowest Detectable Opacity,Highest Detectable Opacity,Prometheus Distance,Equivalent Tau,Core30 ED,Core50 ED,Full ED,Before ISS ObsName,Before ISS Delta,After ISS ObsName,After ISS Delta
UVIS_HSP_2008_231_BETCEN_I,2008-08-18T11:38:08,2008-08-18T11:40:32,2008-08-18T11:39:20,81,UVIS_081ST_URBETCEN001_PRIME,BET CEN,INGRESS,110,190,GOOD,168.39,168.56,168.472,296.695,297.838,297.264,66.7,0.01,9.58,220.176,0.031,3.506,3.593,8.067,ISS_079RF_FRINGMRLF002_PRIME,12.22,ISS_081RI_FMOVIE106_VIMS,1.82
UVIS_HSP_2008_260_BETCEN_I,2008-09-16T23:00:54,2008-09-16T23:03:18,2008-09-16T23:02:06,85,"UVIS_085ST_URBETCEN001_PRIME,UVIS_085ST_URBETCEN001_PRIME",BET CEN,INGRESS,110,190,GOOD,167.83,168.0,167.916,63.242,64.385,63.815,66.7,0.01,9.44,216.915,0.013,1.205,1.364,6.229,ISS_083RI_FMOVIE109_VIMS,17.01,ISS_087RF_FMOVIE003_PRIME,13.96
UVIS_HSP_2008_261_ALPARA_I,2008-09-17T08:43:36,2008-09-17T08:45:29,2008-09-17T08:44:32,85,"UVIS_085ST_URALPARA001_PRIME,UVIS_085ST_URALPARA001_PRIME",ALP ARA,BOTH,110,190,GOOD,138.36,138.74,138.551,158.49,159.633,159.062,54.4,-1.0,-1.0,216.907,0.039,4.224,4.297,10.596,ISS_085RF_FMOVIE003_PRIME_2,0.99,,42.75
UVIS_HSP_2008_261_ALPARA_E,2008-09-17T13:36:19,2008-09-17T13:38:18,2008-09-17T13:37:19,85,"UVIS_085ST_URALPARA001_PRIME,UVIS_085ST_URALPARA001_PRIME",ALP ARA,BOTH,110,190,GOOD,37.95,38.36,38.157,299.738,300.953,300.348,54.4,-1.0,-1.0,216.907,0.01,0.744,1.06,3.928,ISS_083RI_FMOVIE109_VIMS,17.62,ISS_087RF_FMOVIE003_PRIME,13.35
UVIS_HSP_2008_268_ALPARA_E,2008-09-24T22:26:13,2008-09-24T22:28:12,2008-09-24T22:27:13,86,"UVIS_086ST_URALPARA001_PRIME,UVIS_086ST_URALPARA001_PRIME",ALP ARA,BOTH,110,190,GOOD,37.89,38.3,38.097,331.776,332.989,332.384,54.4,-1.0,-1.0,216.914,0.012,1.02,1.186,5.537,ISS_083RI_FMOVIE109_VIMS,24.99,ISS_087RF_FMOVIE003_PRIME,5.99
UVIS_HSP_2008_290_BETCEN_I,2008-10-16T09:00:19,2008-10-16T09:02:42,2008-10-16T09:01:31,89,UVIS_089ST_URBETCEN001_PRIME,BET CEN,INGRESS,110,190,GOOD,167.73,167.91,167.819,223.944,225.09,224.516,66.7,0.01,9.42,219.595,0.066,6.464,7.15,12.452,ISS_089RF_FMOVIE003_PRIME,1.19,ISS_091RF_FMOVIE003_PRIME,13.74
UVIS_HSP_2008_298_ALPARA_I,2008-10-24T01:38:16,2008-10-24T01:40:08,2008-10-24T01:39:12,90,UVIS_090ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,GOOD,138.88,139.26,139.069,38.246,39.379,38.811,54.4,-1.0,-1.0,220.921,0.035,3.573,3.928,7.907,ISS_089RF_FMOVIE003_PRIME,8.88,ISS_091RF_FMOVIE003_PRIME,6.04
UVIS_HSP_2008_298_ALPARA_E,2008-10-24T06:31:58,2008-10-24T06:33:55,2008-10-24T06:32:57,90,UVIS_090ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,GOOD,37.17,37.57,37.37,177.802,178.993,178.397,54.4,-1.0,-1.0,220.8,0.058,6.018,6.747,11.183,ISS_089RF_FMOVIE003_PRIME,9.08,ISS_091RF_FMOVIE003_PRIME,5.84
UVIS_HSP_2008_312_ALPCRU_I,2008-11-07T19:22:38,2008-11-07T19:25:53,2008-11-07T19:24:16,92,UVIS_092ST_URALP1CRU001_PRIME,ALP CRU,INGRESS,110,190,GOOD,229.16,229.44,229.303,190.592,191.634,191.112,68.2,0.01,10.42,221.749,0.087,8.324,9.135,14.982,ISS_091RF_FMOVIE003_PRIME,8.7,,33.2
UVIS_HSP_2008_313_BETCEN_E,2008-11-08T09:51:42,2008-11-08T09:54:20,2008-11-08T09:53:01,92,"UVIS_092ST_URBETCEN002_PRIME,UVIS_092ST_URBETCEN002_PRIME",BET CEN,EGRESS,110,190,GOOD,19.64,19.7,19.668,349.817,350.939,350.376,66.7,0.01,9.44,221.645,0.049,4.356,5.02,9.409,ISS_089RF_FMOVIE003_PRIME,24.22,ISS_093RF_FMOVIE003_PRIME,6.42
UVIS_HSP_2008_343_BETCEN_I,2008-12-08T16:55:42,2008-12-08T16:58:06,2008-12-08T16:56:54,96,UVIS_096ST_URBETCEN001_PRIME,BET CEN,INGRESS,110,190,GOOD,170.9,171.05,170.974,150.896,152.018,151.457,66.7,0.01,9.43,217.326,0.025,2.174,2.578,8.644,ISS_094RF_FMOVIE001_PRIME_2,16.44,ISS_096RF_FMOVIE004_PRIME,2.31
UVIS_HSP_2008_344_ALPARA_I,2008-12-09T05:17:15,2008-12-09T05:19:44,2008-12-09T05:18:29,96,UVIS_096ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,131.54,132.05,131.796,171.813,173.327,172.572,54.4,0.01,9.74,217.37,0.081,7.669,8.757,15.796,ISS_094RF_FMOVIE001_PRIME_2,16.95,ISS_096RF_FMOVIE004_PRIME,1.79
UVIS_HSP_2008_344_ALPARA_E,2008-12-09T09:57:56,2008-12-09T10:00:26,2008-12-09T09:59:11,96,UVIS_096ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,50.35,50.86,50.604,337.178,338.699,337.937,54.4,0.01,10.13,217.37,0.089,12.259,12.637,15.193,ISS_093RF_FMOVIE003_PRIME,24.59,ISS_096RF_FMOVIE004_PRIME,1.6
UVIS_HSP_2008_359_DELCEN_I,2008-12-24T00:41:10,2008-12-24T00:43:40,2008-12-24T00:42:25,98,UVIS_098ST_URDELCEN001_PRIME,DEL CEN,INGRESS,110,190,GOOD,193.95,193.96,193.957,256.342,257.338,256.842,55.6,0.01,7.37,213.163,0.058,5.415,6.163,10.588,ISS_096RF_FMOVIE004_PRIME,13.02,ISS_100RF_FMOVIE003_PRIME,18.65
UVIS_HSP_2008_359_BETCRU_I,2008-12-24T08:07:14,2008-12-24T08:09:57,2008-12-24T08:08:35,98,UVIS_098ST_URBETCRU001_PRIME,BET CRU,INGRESS,110,190,GOOD,214.36,214.53,214.444,96.552,97.475,97.012,65.2,0.01,9.31,213.275,0.057,5.998,6.394,12.561,ISS_096RF_FMOVIE004_PRIME,13.33,ISS_100RF_FMOVIE003_PRIME,18.34
UVIS_HSP_2008_360_ALPARA_I,2008-12-25T06:22:43,2008-12-25T06:25:50,2008-12-25T06:24:16,98,UVIS_098ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,134.24,134.77,134.507,196.373,198.163,197.272,54.4,0.01,9.41,212.919,0.047,4.57,4.978,10.209,ISS_096RF_FMOVIE004_PRIME,14.26,ISS_100RF_FMOVIE003_PRIME,17.41
UVIS_HSP_2008_360_ALPARA_E,2008-12-25T11:54:10,2008-12-25T11:57:18,2008-12-25T11:55:44,98,UVIS_098ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,57.1,57.63,57.363,345.276,347.066,346.168,54.4,0.01,9.49,212.62,0.081,9.945,10.614,18.355,ISS_096RF_FMOVIE004_PRIME,14.49,,47.32
UVIS_HSP_2009_012_ALPCRU_E,2009-01-12T20:51:46,2009-01-12T20:56:06,2009-01-12T20:53:56,100,UVIS_100ST_URALP1CRU001_PRIME,ALP CRU,BOTH,110,190,GOOD,318.49,319.08,318.786,354.142,355.307,354.723,68.2,0.01,11.86,210.106,0.086,8.471,8.973,13.369,,32.86,ISS_103RF_FMOVIE003_PRIME,28.95
UVIS_HSP_2009_031_BETCEN_I,2009-01-31T19:13:50,2009-01-31T19:16:17,2009-01-31T19:15:03,102,UVIS_102ST_URBETCEN001_PRIME,BET CEN,INGRESS,110,190,GOOD,189.6,189.61,189.605,7.686,8.689,8.187,66.7,0.01,8.98,209.558,0.04,3.789,4.217,9.862,ISS_100RF_FMOVIE003_PRIME,20.12,ISS_103RF_FMOVIE003_PRIME,10.02
UVIS_HSP_2009_053_BETCEN_I,2009-02-22T15:50:14,2009-02-22T15:53:29,2009-02-22T15:51:52,104,UVIS_104ST_URBETCEN001_PRIME,BET CEN,BOTH,110,190,GOOD,219.16,219.37,219.265,276.211,277.31,276.76,66.7,0.01,9.51,212.114,0.05,5.549,5.696,9.814,ISS_103RF_FMOVIE003_PRIME,11.84,ISS_105RF_FMOVIE002_PRIME,17.11
UVIS_HSP_2009_058_EPSCAS_I,2009-02-27T10:39:27,2009-02-27T10:43:34,2009-02-27T10:41:30,104,UVIS_104ST_UREPSCAS001_PRIME,EPS CAS,BOTH,110,190,POOR,62.3,62.85,62.572,215.119,216.234,215.675,-70.0,0.01,8.43,212.846,0.055,6.142,6.17,12.661,ISS_103RF_FMOVIE003_PRIME,16.63,ISS_105RF_FMOVIE002_PRIME,12.33
UVIS_HSP_2009_065_BETCEN_I,2009-03-06T14:45:26,2009-03-06T14:48:41,2009-03-06T14:47:03,105,UVIS_105ST_URBETCEN001_PRIME,BET CEN,BOTH,110,190,GOOD,219.22,219.43,219.327,158.892,159.993,159.444,66.7,0.01,9.44,213.177,0.029,2.691,2.976,10.67,,53.94,ISS_106RF_FMOVIE002_PRIME,17.11
UVIS_HSP_2009_065_BETCEN_E,2009-03-07T02:39:48,2009-03-07T02:43:03,2009-03-07T02:41:26,105,UVIS_105ST_URBETCEN001_PRIME,BET CEN,EGRESS,110,190,GOOD,344.91,345.12,345.018,355.873,356.975,356.427,66.7,0.01,9.56,213.364,0.102,9.512,10.68,16.111,ISS_105RF_FMOVIE003_PRIME,2.66,ISS_105RF_FMOVIE002_PRIME,4.66
UVIS_HSP_2009_066_ALPARA_I,2009-03-07T16:49:48,2009-03-07T16:53:07,2009-03-07T16:51:28,105,UVIS_105ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,147.06,147.44,147.25,174.265,175.987,175.126,54.4,-1.0,-1.0,213.42,0.054,6.121,6.28,14.164,ISS_103RF_FMOVIE003_PRIME,24.88,ISS_106RF_FMOVIE002_PRIME,16.03
UVIS_HSP_2009_066_ALPARA_E,2009-03-08T01:19:53,2009-03-08T01:23:13,2009-03-08T01:21:33,105,UVIS_105ST_URALPARA001_PRIME,ALP ARA,BOTH,110,190,FAIR,50.78,51.16,50.968,231.837,233.561,232.696,54.4,-1.0,-1.0,213.42,0.042,4.611,4.642,5.122,ISS_103RF_FMOVIE003_PRIME,25.24,ISS_105RF_FMOVIE002_PRIME,3.71
UVIS_HSP_2009_163_ZETCEN_I,2009-06-12T10:18:55,2009-06-12T10:22:44,2009-06-12T10:20:50,112,UVIS_112ST_URZETCEN001_PRIME,ZET CEN,INGRESS,110,190,GOOD,195.48,195.51,195.498,89.976,91.493,90.737,53.6,0.01,8.07,205.009,0.034,2.961,3.517,9.458,,32.83,,31.66
UVIS_HSP_2009_177_MUCEN_I,2009-06-26T19:56:01,2009-06-26T19:59:23,2009-06-26T19:57:42,113,UVIS_113ST_URMUCEN001_PRIME,MU CEN,INGRESS,110,190,FAIR,195.07,195.11,195.089,349.035,350.357,349.694,48.7,0.02,6.81,206.157,0.094,9.063,10.092,13.58,ISS_112RF_FMOVIE002_PRIME_2,15.92,ISS_114RF_FMOVIEEQX001_PRIME,17.26
UVIS_HSP_2009_193_BETLUP_I,2009-07-12T05:50:35,2009-07-12T05:57:23,2009-07-12T05:53:59,114,UVIS_114ST_URBETLUP001_PRIME,BET LUP,INGRESS,110,190,POOR,239.44,240.08,239.756,62.868,64.973,63.921,49.6,0.01,7.69,208.528,0.033,3.086,3.427,9.694,,31.6,ISS_114RF_FMOVIEEQX001_PRIME,1.84
UVIS_HSP_2009_195_LAMSCO_I,2009-07-14T09:28:32,2009-07-14T09:37:44,2009-07-14T09:33:08,114,UVIS_114ST_URLAMSCO001_PRIME,LAM SCO,INGRESS,110,190,POOR,240.88,241.41,241.147,251.215,254.407,252.815,41.7,0.01,9.39,209.024,0.054,5.111,5.639,12.468,,33.75,ISS_115RF_FMOVIEEQX001_PRIME,15.91
UVIS_HSP_2009_198_SIGSGR_I,2009-07-17T20:02:47,2009-07-17T20:08:08,2009-07-17T20:05:28,114,UVIS_114ST_URSIGSGR001_PRIME,SIG SGR,INGRESS,110,190,GOOD,186.86,186.89,186.875,356.002,358.198,357.1,29.1,0.01,8.0,209.639,0.085,8.017,9.066,15.543,ISS_114RF_FMOVIEEQX001_PRIME,3.75,ISS_115RF_FMOVIEEQX001_PRIME,12.47
UVIS_HSP_2009_223_ALPVIR_I,2009-08-11T14:31:19,2009-08-11T14:32:54,2009-08-11T14:32:07,116,UVIS_116ST_URALPVIR002_PRIME,ALP VIR,INGRESS,110,190,GOOD,187.95,188.02,187.985,343.476,344.186,343.831,17.3,0.01,8.85,210.26,0.085,7.77,9.092,11.452,ISS_115RF_FMOVIEEQX001_PRIME,12.3,,293.61
UVIS_HSP_2009_239_PI4ORI_E,2009-08-27T10:53:38,2009-08-27T10:54:43,2009-08-27T10:54:11,17,UVIS_117ST_URPI4ORI001_PRIME,PI4 ORI,BOTH,110,190,POOR,193.75,193.78,193.765,126.031,126.495,126.262,-11.1,0.07,5.26,209.222,0.046,4.66,4.876,9.665,ISS_115RF_FMOVIEEQX001_PRIME,28.15,,277.76
UVIS_HSP_2010_011_ALPVIR_E,2010-01-11T13:36:17,2010-01-11T13:37:42,2010-01-11T13:37:00,124,UVIS_124ST_URALPVIR001_PRIME,ALP VIR,EGRESS,110,190,GOOD,306.15,306.16,306.156,3.494,4.073,3.784,17.3,0.01,8.18,208.179,0.075,7.652,8.556,12.388,,165.26,,895.74
UVIS_HSP_2010_186_ALPVIR_I,2010-07-05T09:04:13,2010-07-05T09:05:54,2010-07-05T09:05:03,134,UVIS_134ST_URALPVIR001_PRIME,ALP VIR,INGRESS,110,190,GOOD,136.64,136.84,136.741,340.331,340.807,340.57,17.3,0.01,8.16,206.186,0.088,8.884,9.535,13.66,,34.16,,808.62
UVIS_HSP_2010_265_BETORI_E,2010-09-23T00:38:19,2010-09-23T00:38:56,2010-09-23T00:38:38,138,UVIS_138ST_URBETORI001_PRIME,BET ORI,BOTH,110,190,FAIR,243.42,243.73,243.577,174.921,174.986,174.954,3.1,-1.0,-1.0,217.37,0.03,2.618,3.098,7.422,,113.81,,728.97
UVIS_HSP_2012_004_IOTORI_E,2012-01-04T16:02:02,2012-01-04T16:03:10,2012-01-04T16:02:36,159,UVIS_159ST_URIOTORI001_PIE,IOT ORI,EGRESS,110,190,FAIR,225.34,225.54,225.44,303.924,304.581,304.252,1.2,0.02,6.58,249.988,0.017,1.318,1.674,4.536,,582.45,,172.64
UVIS_HSP_2012_181_KAPCMA_I,2012-06-29T00:56:08,2012-06-29T00:59:01,2012-06-29T00:57:34,168,UVIS_168ST_URKAPCMA001_PIE,KAP CMA,BOTH,110,190,FAIR,155.15,156.23,155.682,192.582,192.671,192.626,29.3,0.01,8.32,280.602,0.078,8.295,8.841,13.729,,758.82,,83.96
UVIS_HSP_2012_181_KAPCMA_E,2012-06-29T02:45:49,2012-06-29T02:48:40,2012-06-29T02:47:15,168,UVIS_168ST_URKAPCMA001_PIE,KAP CMA,BOTH,110,190,FAIR,200.6,201.66,201.136,193.704,193.794,193.75,29.3,0.01,8.32,280.468,0.033,3.084,3.506,6.856,,758.9,,83.88
UVIS_HSP_2012_247_ZETPUP_I,2012-09-03T08:11:56,2012-09-03T08:13:31,2012-09-03T08:12:43,171,UVIS_171ST_URZETPUP001_PIE,ZET PUP,BOTH,110,190,GOOD,131.92,132.25,132.082,103.38,103.689,103.532,38.6,0.01,10.04,284.024,0.112,8.68,12.15,15.732,,825.12,ISS_172RF_FMOVIE001_PRIME,17.66
UVIS_HSP_2012_247_ZETPUP_E,2012-09-03T12:40:42,2012-09-03T12:42:16,2012-09-03T12:41:29,171,UVIS_171ST_URZETPUP001_PIE,ZET PUP,BOTH,110,190,GOOD,238.05,238.39,238.219,100.898,101.204,101.053,38.6,-1.0,-1.0,284.024,0.117,11.257,12.516,16.385,,825.31,ISS_172RF_FMOVIE001_PRIME,17.47
UVIS_HSP_2012_267_GAMPEG_E,2012-09-23T22:06:04,2012-09-23T22:09:54,2012-09-23T22:07:59,172,UVIS_172ST_URGAMPEG001_PRIME,GAM PEG,BOTH,110,190,FAIR,150.76,151.61,151.179,24.592,26.993,25.782,-20.3,0.01,10.01,286.308,0.07,7.102,7.61,12.02,ISS_172RF_FMOVIE001_PRIME,2.92,ISS_172RI_EGAPMOVMP002_PRIME,7.93
UVIS_HSP_2012_292_EPSCMA_I,2012-10-18T04:29:17,2012-10-18T04:30:36,2012-10-18T04:29:56,173,UVIS_173ST_UREPSCMA001_PIE,EPS CMA,INGRESS,110,190,GOOD,74.32,74.59,74.453,227.157,227.963,227.558,26.0,0.01,10.91,293.293,0.088,7.669,9.377,11.011,ISS_173RF_FMOVIE001_PRIME_2,1.86,,49.89
UVIS_HSP_2012_293_ALPVIR_E,2012-10-19T12:43:58,2012-10-19T12:45:53,2012-10-19T12:44:55,173,UVIS_173ST_URALPVIR001_PIE,ALP VIR,BOTH,110,190,GOOD,328.24,328.75,328.493,58.951,60.235,59.59,17.3,0.01,10.73,293.615,0.079,7.025,8.279,13.503,ISS_173RF_FMOVIE001_PRIME_2,3.21,ISS_174RF_FRSTRCHAN001_PRIME_1,20.54
UVIS_HSP_2012_316_EPSCMA_I,2012-11-11T02:56:46,2012-11-11T02:58:05,2012-11-11T02:57:26,174,UVIS_174ST_UREPSCMA001_PRIME,EPS CMA,BOTH,110,190,GOOD,74.21,74.48,74.345,337.299,338.106,337.702,26.0,-1.0,-1.0,301.035,0.072,6.775,7.883,11.737,ISS_174RF_FRSTRCHAN001_PRIME_2,1.75,,44.13
UVIS_HSP_2013_069_DELCEN_E,2013-03-11T01:02:27,2013-03-11T01:04:25,2013-03-11T01:03:26,183,UVIS_183ST_URDELCEN002_PRIME,DEL CEN,EGRESS,110,190,FAIR,262.29,262.43,262.358,215.774,216.436,216.106,55.6,0.03,5.72,319.849,0.042,3.799,4.387,8.083,ISS_183RF_FMOVIE001_PRIME_2,5.74,ISS_184RF_FMOVIE002_PRIME,16.75
UVIS_HSP_2013_093_DELCEN_E,2013-04-03T23:06:35,2013-04-03T23:08:34,2013-04-03T23:07:34,185,UVIS_185ST_URDELCEN001_PRIME,DEL CEN,EGRESS,110,190,FAIR,262.06,262.2,262.131,335.236,335.892,335.565,55.6,0.03,5.69,326.491,0.025,2.622,2.737,7.561,ISS_184RF_FMOVIE002_PRIME,7.17,,32.84
UVIS_HSP_2013_141_THECAR_I,2013-05-21T03:15:44,2013-05-21T03:17:39,2013-05-21T03:16:41,190,UVIS_190ST_URTHECAR001_PRIME,THE CAR,INGRESS,110,190,GOOD,117.75,117.91,117.831,97.973,98.585,98.28,67.0,0.02,6.73,329.252,0.031,3.295,3.361,6.646,ISS_189RF_FMOVIE001_PRIME,14.33,ISS_191RF_FMOVIE002_PRIME,6.54
UVIS_HSP_2013_153_DELCEN_E,2013-06-02T13:15:05,2013-06-02T13:17:13,2013-06-02T13:16:09,191,UVIS_191ST_URDELCEN002_PRIME,DEL CEN,EGRESS,110,190,FAIR,270.59,270.65,270.619,224.834,225.633,225.233,55.6,0.03,5.69,330.15,0.086,9.002,9.549,11.126,ISS_189RF_FMOVIE001_PRIME,26.75,ISS_193RF_FMOVIE001_PRIME_1,17.57
UVIS_HSP_2014_067_ALPLYR_I,2014-03-08T03:11:59,2014-03-08T03:13:43,2014-03-08T03:12:51,202,UVIS_202ST_URALPLYR001_VIMS,ALP LYR,BOTH,110,190,FAIR,270.7,270.76,270.728,100.828,101.586,101.205,-35.2,-1.0,-1.0,388.043,0.026,2.426,2.756,7.77,,30.11,,36.45
UVIS_HSP_2014_067_ALPLYR_E,2014-03-08T11:04:51,2014-03-08T11:06:35,2014-03-08T11:05:43,202,UVIS_202ST_URALPLYR002_VIMS,ALP LYR,BOTH,110,190,POOR,107.07,107.13,107.103,106.094,106.852,106.476,-35.2,0.04,6.41,388.043,0.034,3.523,3.766,11.852,,30.43,,36.12
UVIS_HSP_2014_172_GAMCOL_I,2014-06-21T12:59:41,2014-06-21T13:03:42,2014-06-21T13:01:41,205,UVIS_205ST_URGAMCOL001_PRIME,GAM COL,BOTH,110,190,POOR,65.61,65.89,65.753,111.08,112.985,112.036,30.9,-1.0,-1.0,415.631,0.073,6.877,7.848,18.703,,68.63,ISS_205RF_FMOVIE001_PRIME,1.08
UVIS_HSP_2014_197_ALPLYR_I,2014-07-16T21:42:53,2014-07-16T21:44:55,2014-07-16T21:43:54,206,UVIS_206ST_URALPLYR001_VIMS,ALP LYR,INGRESS,110,190,FAIR,258.07,258.22,258.144,303.792,304.768,304.279,-35.2,0.03,6.58,418.496,0.03,1.974,3.085,6.342,ISS_205RF_FMOVIE001_PRIME,24.28,,30.81
UVIS_HSP_2014_339_ALPVIR_I,2014-12-05T04:47:17,2014-12-05T04:49:43,2014-12-05T04:48:30,210,UVIS_210ST_URALPVIR001_PIE,ALP VIR,INGRESS,110,190,GOOD,114.01,114.12,114.061,11.241,12.115,11.674,17.3,0.01,9.11,452.701,0.055,5.463,5.936,10.824,,75.38,ISS_211RI_EGAPMOVMP001_PRIME,29.11
UVIS_HSP_2015_008_ALPVIR_I,2015-01-08T02:40:14,2015-01-08T02:42:51,2015-01-08T02:41:32,211,UVIS_211ST_URALPVIR001_PRIME,ALP VIR,BOTH,110,190,GOOD,153.35,153.82,153.586,115.436,116.032,115.733,17.3,-1.0,-1.0,466.843,0.066,6.668,7.155,9.824,ISS_211RF_FMOVIE001_PRIME,4.04,,61.07
UVIS_HSP_2015_010_GAMPEG_E,2015-01-10T14:01:33,2015-01-10T14:03:01,2015-01-10T14:02:17,211,UVIS_211ST_URGAMPEG001_PIE,GAM PEG,EGRESS,110,190,FAIR,106.35,106.43,106.389,69.157,69.828,69.491,-20.3,0.03,7.01,468.009,0.066,6.732,7.177,12.071,ISS_211RF_FMOVIE001_PRIME,6.51,,58.59
UVIS_HSP_2015_020_BETCMA_I,2015-01-20T04:19:11,2015-01-20T04:26:49,2015-01-20T04:23:00,211,UVIS_211ST_URBETCMA001_PRIME,BET CMA,INGRESS,110,190,GOOD,99.58,99.6,99.587,235.632,238.697,237.161,14.2,0.01,8.37,472.41,0.043,4.013,4.572,10.74,ISS_211RF_HIRESFRNG001_PRIME,9.95,ISS_212RF_FMOVIE001_PRIME_1,17.95
UVIS_HSP_2016_030_ZETORI_I,2016-01-30T18:58:03,2016-01-30T19:00:09,2016-01-30T18:59:06,231,UVIS_231ST_URZETORI001_PRIME,ZET ORI,BOTH,110,190,GOOD,22.86,23.21,23.033,89.78,90.282,90.03,-2.7,0.01,10.47,569.826,0.024,1.931,2.394,8.714,,325.59,ISS_231RI_EGAPMOVMP001_PRIME,6.56
UVIS_HSP_2016_045_ALPVIR_E,2016-02-14T12:57:05,2016-02-14T13:00:16,2016-02-14T12:58:40,232,UVIS_232ST_URALPVIR002_PIE,ALP VIR,EGRESS,110,190,GOOD,339.34,339.38,339.361,101.899,103.227,102.564,17.3,0.01,7.99,576.886,0.051,3.417,5.291,9.571,ISS_232RF_FMOVIE001_PRIME,4.23,ISS_232RI_EGAPMOVMP001_PRIME_1,6.81
UVIS_HSP_2016_094_GAMORI_I,2016-04-03T16:14:08,2016-04-03T16:15:29,2016-04-03T16:14:49,234,UVIS_234ST_URGAMORI001_PIE,GAM ORI,INGRESS,110,190,GOOD,0.96,1.14,1.052,328.565,328.931,328.749,-11.2,0.01,7.7,590.91,0.044,3.521,4.523,9.329,ISS_234RF_FMOVIE001_PRIME,2.49,ISS_234RI_EGAPMOVMP001_PRIME,4.54
UVIS_HSP_2016_277_SIGSGR_E,2016-10-03T17:13:48,2016-10-03T17:16:01,2016-10-03T17:14:55,244,UVIS_244ST_URSIGSGR001_PRIME,SIG SGR,BOTH,110,190,FAIR,284.1,285.18,284.646,288.545,288.731,288.64,29.1,0.01,9.31,639.459,0.034,3.019,3.628,8.444,ISS_242RF_FMOVIE001_PRIME,16.37,ISS_246RF_FMOVIE002_PRIME,24.28
UVIS_HSP_2016_296_ZETCEN_E,2016-10-22T10:27:54,2016-10-22T10:30:36,2016-10-22T10:29:15,246,UVIS_246ST_URZETCEN001_PIE,ZET CEN,EGRESS,110,190,GOOD,350.03,350.19,350.112,260.113,261.363,260.74,53.6,0.02,6.51,648.019,0.048,4.226,4.947,5.259,ISS_243RF_FMOVIE001_PRIME_2,29.59,ISS_246RF_FMOVIE002_PRIME,5.56
UVIS_HSP_2016_315_ALPLUP_E,2016-11-10T16:24:44,2016-11-10T16:26:59,2016-11-10T16:25:52,248,UVIS_248ST_URALPLUP002_PRIME,ALP LUP,EGRESS,110,190,FAIR,336.99,337.03,337.013,205.723,206.675,206.202,53.9,0.02,6.13,657.314,0.158,19.784,22.96,27.928,ISS_246RF_FMOVIE002_PRIME,13.69,,36.64
UVIS_HSP_2016_315_LAMSCO_I,2016-11-10T17:30:51,2016-11-10T17:32:28,2016-11-10T17:31:40,248,UVIS_248ST_URLAMSCO001_PRIME,LAM SCO,BOTH,110,190,GOOD,202.57,202.9,202.736,45.171,45.491,45.332,41.7,0.01,9.48,657.644,0.079,8.182,9.361,15.952,ISS_246RF_FMOVIE002_PRIME,13.73,,36.6
UVIS_HSP_2017_051_BETCRU_I,2017-02-21T00:02:18,2017-02-21T00:04:06,2017-02-21T00:03:12,262,UVIS_262ST_BETCRURDI001_PRIME,BET CRU,INGRESS,110,190,GOOD,156.08,156.11,156.094,239.77,240.467,240.118,65.2,0.01,7.92,683.359,0.063,5.881,6.66,10.867,ISS_260RF_FMOVIE001_PRIME,15.51,,82.24
UVIS_HSP_2017_120_ALPCMA_I,2017-04-30T17:54:56,2017-04-30T17:58:17,2017-04-30T17:56:36,272,UVIS_272ST_URALPCMA001_VIMS,ALP CMA,BOTH,110,190,GOOD,190.05,190.48,190.263,226.468,227.393,226.929,13.5,-1.0,-1.0,711.144,0.059,5.833,6.301,10.58,,84.26,ISS_274RF_FMOVIE002_PRIME,13.49
UVIS_HSP_2017_120_ALPCMA_E,2017-05-01T01:24:08,2017-05-01T01:27:29,2017-05-01T01:25:49,272,UVIS_272ST_URALPCMA001_VIMS,ALP CMA,BOTH,110,190,GOOD,277.98,278.41,278.198,132.856,133.785,133.32,13.5,-1.0,-1.0,711.221,0.061,5.763,6.435,9.903,,84.57,ISS_274RF_FMOVIE002_PRIME,13.18
UVIS_HSP_2017_133_ALPCMA_E,2017-05-13T23:28:20,2017-05-13T23:30:56,2017-05-13T23:29:38,274,UVIS_274ST_URALPCMA001_VIMS,ALP CMA,EGRESS,110,190,GOOD,296.96,297.16,297.063,193.176,194.03,193.606,13.5,0.01,7.61,712.451,0.044,4.147,4.69,10.086,,97.49,ISS_274RF_FMOVIE002_PRIME,0.26
