Observation,Slice#,Num Data,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std,EWI,EWI Std,Normal EWI,Normal EWI Std,EWC,EWC Std,Normal EWC,Normal EWC Std,EWO,EWO Std,Normal EWO,Normal EWO Std,Normal EW3Z,Normal EW3Z Std,Normal EW3ZPN,Normal EW3ZPN Std
ISS_111RF_FMOVIE002_PRIME,10,50,2009-05-26T09:15:10,10.0,10.98,5.5160217,6.093725,5.780132,38.16169,38.19531,38.178112,93.18982,93.24439,93.21801,88.82511886,53.7,10.99365016,0.14479902,0.61718817,0.01258284,3.28532991,0.12092972,0.18437045,0.00535717,5.40842748,0.22305248,0.30369754,0.01480009,2.29989277,0.03517008,0.12912018,0.00296069,1.4602666,0.04975107,1.42667143,0.04863597
ISS_111RF_FMOVIE002_PRIME,11,50,2009-05-26T09:12:30,11.0,11.98,5.51894,6.1109896,5.8012257,38.190933,38.224613,38.210823,93.13506,93.18963,93.157745,88.82511886,53.7,10.71478608,0.05603887,0.59023133,0.00611945,3.49099642,0.04903528,0.1922817,0.0013186,4.94732133,0.07766541,0.27255052,0.00611261,2.27646834,0.00675056,0.1253991,0.00098561,1.3558606,0.01996789,1.32460474,0.01953105
ISS_111RF_FMOVIE002_PRIME,12,50,2009-05-26T09:10:22,12.0,12.98,5.532981,6.146744,5.837029,38.22015,38.25394,38.24298,93.08031,93.13488,93.098366,88.82511886,53.7,10.53781833,0.08400538,0.56958272,0.0071705,3.56355878,0.04279019,0.19259555,0.001191,4.6817787,0.09111835,0.25307705,0.00640268,2.29248085,0.00705346,0.12391012,0.00111951,1.28903991,0.02259606,1.25926633,0.02209241
ISS_111RF_FMOVIE002_PRIME,13,50,2009-05-26T09:08:14,13.0,13.98,5.539753,6.155076,5.8660603,38.249718,38.28255,38.27578,93.0269,93.08014,93.038216,88.82511886,53.7,10.17766192,0.11888416,0.53946114,0.00864173,3.55585442,0.02805989,0.18846642,0.00167478,4.35114133,0.09622777,0.23064155,0.00616706,2.27066618,0.01020539,0.12035317,0.00122649,1.20338399,0.02433159,1.17553342,0.0237809
ISS_111RF_FMOVIE002_PRIME,14,50,2009-05-26T09:08:14,14.0,14.98,6.1736984,7.231628,6.6793947,38.271027,38.27835,38.2749,93.018524,93.026726,93.02262,88.82511886,53.7,9.85090395,0.08114511,0.51944476,0.00468955,3.44791254,0.02893853,0.18181072,0.0016658,4.11470149,0.06994826,0.21697244,0.00385853,2.28828992,0.01735999,0.12066159,0.00082617,1.14612116,0.01547583,1.11959701,0.01511425
ISS_111RF_FMOVIE002_PRIME,15,50,2009-05-26T09:08:14,15.0,15.98,7.2550874,8.544068,7.8855367,38.260876,38.270847,38.266075,93.01019,93.01837,93.014275,88.82511886,53.7,9.66261676,0.06291967,0.50810753,0.00351644,3.32827047,0.02924265,0.17501729,0.00165677,3.99471735,0.05482178,0.21006188,0.00293326,2.33962894,0.01643033,0.12302836,0.00080567,1.1159125,0.01178063,1.09010129,0.01150637
ISS_111RF_FMOVIE002_PRIME,16,50,2009-05-26T09:08:14,16.0,16.98,8.572372,10.008221,9.281217,38.248066,38.26065,38.254566,93.00193,93.010025,93.005974,88.82511886,53.7,9.15989711,0.14457527,0.4803515,0.0079249,3.27468524,0.01388935,0.1717254,0.00084474,3.58102067,0.11949178,0.18779332,0.00639486,2.3041912,0.0190852,0.12083279,0.00108768,1.02468606,0.0261675,1.00100139,0.02555807
ISS_111RF_FMOVIE002_PRIME,17,50,2009-05-26T09:08:14,17.0,17.98,10.03883,11.571031,10.798612,38.232605,38.24778,38.2404,92.99371,93.00176,92.997734,88.82511886,53.7,8.92706799,0.03247976,0.46685508,0.00195997,3.21869459,0.01925786,0.16832713,0.00113189,3.40921954,0.02439173,0.1782906,0.00134295,2.29915387,0.00995597,0.12023735,0.00045546,0.98457179,0.00558782,0.96183397,0.00545531
ISS_111RF_FMOVIE002_PRIME,18,50,2009-05-26T09:08:14,18.0,18.98,11.602997,13.201947,12.39785,38.214527,38.232265,38.2236,92.98557,92.99355,92.98954,88.82511886,53.7,8.83949582,0.07887695,0.46101702,0.00446899,3.17561549,0.01280412,0.16562102,0.00077242,3.29838177,0.09083705,0.17202704,0.00487132,2.36549856,0.02415745,0.12336897,0.00117017,0.96142661,0.01834825,0.93924583,0.01791798
ISS_111RF_FMOVIE002_PRIME,19,50,2009-05-26T09:08:14,19.0,19.98,13.234987,14.881641,14.054817,38.193848,38.214134,38.20419,92.97746,92.98538,92.98142,88.82511886,53.7,8.64828496,0.13283881,0.44981986,0.00712038,3.12974867,0.01243181,0.16278571,0.00076288,3.06072003,0.13513851,0.15919851,0.00711273,2.45781625,0.02496199,0.12783563,0.00120882,0.91373269,0.02765732,0.89267705,0.02701504
ISS_111RF_FMOVIE002_PRIME,20,50,2009-05-26T09:08:14,20.0,20.98,14.915746,16.599611,15.754438,38.17062,38.193417,38.182217,92.969444,92.977295,92.973366,88.82511886,53.7,8.68771079,0.05658252,0.45064747,0.00304779,3.05736978,0.01954849,0.15859182,0.00111976,3.10038545,0.06509888,0.16082322,0.00341465,2.52995556,0.0264647,0.13123244,0.00129585,0.9201278,0.01286041,0.8989532,0.01256161
ISS_111RF_FMOVIE002_PRIME,21,50,2009-05-26T09:08:14,21.0,21.98,16.633423,18.34498,17.486841,38.14484,38.170128,38.15768,92.96146,92.96927,92.96536,88.82511886,53.7,8.23500313,0.1589727,0.42602212,0.00854872,2.99422427,0.01404539,0.15489864,0.00082786,2.66360676,0.12822942,0.13779956,0.00673745,2.57717211,0.02346489,0.13332392,0.0013039,0.8289911,0.02801814,0.80994199,0.02736589
ISS_111RF_FMOVIE002_PRIME,22,50,2009-05-26T09:08:14,22.0,22.98,18.379948,20.114468,19.245167,38.116547,38.1443,38.130623,92.95356,92.96131,92.95743,88.82511886,53.7,8.03924177,0.07457836,0.41477472,0.0036211,2.97600913,0.01230115,0.15354446,0.00068122,2.55514242,0.07766529,0.13182754,0.00392542,2.50809023,0.01349205,0.12940271,0.00074378,0.8009701,0.01513669,0.78259554,0.0147966
ISS_111RF_FMOVIE002_PRIME,23,29,2009-05-26T09:08:14,23.0,23.56,20.150497,21.154608,20.649637,38.101948,38.115955,38.10801,92.94899,92.95341,92.9512,88.82511886,53.7,8.16244832,0.02756437,0.42024771,0.00137099,2.96710789,0.00786585,0.1527632,0.00044819,2.68464614,0.02572554,0.13822024,0.00130893,2.51069429,0.01386121,0.12926426,0.00068931,0.82572564,0.00505167,0.80680912,0.0049378
ISS_111RF_FMOVIE002_PRIME,190,37,2009-05-26T16:42:38,190.26,190.98,5.814581,5.8984437,5.8554654,34.367317,34.370865,34.369156,103.18766,103.212265,103.19996,88.82511886,53.7,2.08817113,0.05649117,0.47683548,0.01293873,0.75355704,0.03933335,0.17207977,0.00907501,0.97254349,0.06430625,0.22207705,0.01463395,0.3620706,0.00392785,0.08267865,0.00087417,0.84369254,0.03545492,0.82843838,0.0348136
ISS_111RF_FMOVIE002_PRIME,191,50,2009-05-26T16:42:38,191.0,191.98,5.72093,5.812439,5.76441,34.37094,34.373425,34.37232,103.1535,103.186966,103.17025,88.82511886,53.7,1.79738451,0.08026495,0.40953882,0.01858654,0.66618352,0.01110217,0.15178688,0.0025393,0.76393994,0.07919426,0.17407323,0.01816943,0.36726106,0.00274542,0.08367871,0.00063068,0.69721338,0.04846362,0.68460498,0.0475874
ISS_111RF_FMOVIE002_PRIME,192,50,2009-05-26T16:42:38,192.0,192.98,5.655802,5.719349,5.685334,34.364708,34.371296,34.368183,103.11939,103.15283,103.13609,88.82511886,53.7,1.73940504,0.17539485,0.39528086,0.03959137,0.80927207,0.10715849,0.18390204,0.02421715,0.56109502,0.07685737,0.12751001,0.01740236,0.36903796,0.00502303,0.08386881,0.0010984,0.6061131,0.06671154,0.59515527,0.06550669
ISS_111RF_FMOVIE002_PRIME,193,50,2009-05-26T16:42:38,193.0,193.98,5.620078,5.654794,5.635068,34.35565,34.364548,34.360283,103.08544,103.11873,103.10207,88.82511886,53.7,2.21654118,0.04584473,0.50246017,0.01039112,0.91555108,0.10902909,0.20755985,0.02484758,0.91945789,0.10137015,0.20841252,0.02282546,0.38153221,0.00438503,0.08648781,0.00095537,0.84723134,0.03999956,0.8319223,0.03927924
ISS_111RF_FMOVIE002_PRIME,194,50,2009-05-26T16:42:38,194.0,194.98,5.61329,5.6196723,5.614942,34.34426,34.355446,34.350037,103.05167,103.08477,103.068214,88.82511886,53.7,2.191811,0.12652967,0.49560986,0.02889345,0.66873964,0.01941448,0.15121214,0.0044881,1.13765596,0.11406036,0.25725083,0.02591515,0.3854154,0.00384466,0.08714689,0.00089469,0.92137035,0.07158819,0.90473256,0.07029286
ISS_111RF_FMOVIE002_PRIME,195,50,2009-05-26T16:39:58,195.0,195.98,5.6115236,5.628496,5.617979,34.33575,34.357635,34.345573,103.001396,103.05099,103.028534,88.82511886,53.7,1.69369122,0.07832179,0.38180758,0.01740293,0.76364141,0.09762721,0.17212489,0.02178054,0.55209537,0.07994443,0.12447851,0.01815119,0.37795443,0.00306504,0.08520417,0.00064597,0.58794045,0.03806834,0.57732685,0.03738069
ISS_111RF_FMOVIE002_PRIME,196,50,2009-05-26T16:37:50,196.0,196.98,5.6096053,5.626832,5.6161284,34.346245,34.368156,34.35699,102.95113,103.00073,102.9766,88.82511886,53.7,2.02834214,0.15763117,0.4554256,0.03482031,0.85647963,0.03067822,0.19233369,0.00712339,0.78670465,0.18187798,0.17660477,0.04061732,0.38515786,0.00514688,0.08648714,0.0010607,0.74812457,0.10214533,0.73460844,0.10029457
ISS_111RF_FMOVIE002_PRIME,197,50,2009-05-26T16:35:42,197.0,197.98,5.607679,5.6251717,5.6143193,34.356823,34.378765,34.368515,102.900856,102.950485,102.92464,88.82511886,53.7,2.02470413,0.10553682,0.45289366,0.02416937,0.71424235,0.02943619,0.15976212,0.0067823,0.92064434,0.07949041,0.20594162,0.01802745,0.38981744,0.00311743,0.08718992,0.00066728,0.79444965,0.05387663,0.78008678,0.0529078
ISS_111RF_FMOVIE002_PRIME,198,50,2009-05-26T16:30:54,198.0,198.98,5.6038394,5.6408744,5.62153,34.361176,34.405373,34.37489,102.83342,102.90019,102.87637,88.82511886,53.7,1.62865149,0.11178711,0.36297554,0.02540408,0.70317325,0.01937198,0.15669549,0.00412563,0.53820764,0.12847427,0.11997832,0.0287946,0.3872706,0.00366998,0.08630172,0.00074128,0.56209462,0.0730561,0.55192863,0.07173935
ISS_111RF_FMOVIE002_PRIME,199,50,2009-05-26T16:30:54,199.0,199.98,5.603553,5.615873,5.607243,34.390987,34.402977,34.397167,102.80025,102.832756,102.81648,88.82511886,53.7,1.79258146,0.18801673,0.39761689,0.04142316,0.75756959,0.01076249,0.16805125,0.00240225,0.63525012,0.18488645,0.14088739,0.04091145,0.39976175,0.00448207,0.08867824,0.00094118,0.63167182,0.10937617,0.62023041,0.10739759
ISS_111RF_FMOVIE002_PRIME,200,50,2009-05-26T16:28:46,200.0,200.98,5.6018133,5.619529,5.608776,34.389366,34.411358,34.40418,102.74994,102.7996,102.76819,88.82511886,53.7,2.37021731,0.24603377,0.52379549,0.0540137,0.68788639,0.02394549,0.15203289,0.00544174,1.26892214,0.26393744,0.28039656,0.05813949,0.41340878,0.00608109,0.09136605,0.00133108,0.98995091,0.15065513,0.97201085,0.14792395
ISS_111RF_FMOVIE002_PRIME,201,50,2009-05-26T16:23:58,201.0,201.98,5.5980525,5.6178765,5.6059356,34.4003,34.43316,34.417477,102.68206,102.74928,102.71503,88.82511886,53.7,2.27266194,0.05322659,0.50022485,0.0120357,0.68303868,0.01331915,0.15033568,0.00280423,1.18361798,0.06194332,0.26052667,0.01382389,0.40600528,0.00260705,0.08936249,0.00056679,0.93368071,0.03485963,0.91674569,0.03422688
ISS_111RF_FMOVIE002_PRIME,202,50,2009-05-26T16:21:50,202.0,202.98,5.596061,5.6145854,5.6032686,34.422436,34.444527,34.430458,102.631584,102.6814,102.66213,88.82511886,53.7,2.01754003,0.08914321,0.44223775,0.01930646,0.71880232,0.00573722,0.15756275,0.00128585,0.89253462,0.09063324,0.19563492,0.01976237,0.40620308,0.00308667,0.08904009,0.0006462,0.76799877,0.05222401,0.7540567,0.05127161
ISS_111RF_FMOVIE002_PRIME,203,50,2009-05-26T16:19:42,203.0,203.98,5.59413,5.6129684,5.601392,34.43364,34.45576,34.442654,102.58109,102.630936,102.60992,88.82511886,53.7,2.23404285,0.04819861,0.48771765,0.01047652,0.69185836,0.00952225,0.15104329,0.0022343,1.13442124,0.05311718,0.24765437,0.01152394,0.40776325,0.00273724,0.08902,0.00064517,0.90042886,0.02953558,0.88406998,0.02900194
ISS_111RF_FMOVIE002_PRIME,204,50,2009-05-26T16:17:34,204.0,204.98,5.592227,5.6113267,5.5995455,34.44493,34.46709,34.45496,102.530594,102.58045,102.55766,88.82511886,53.7,2.18515209,0.02476863,0.47510277,0.00560938,0.68209005,0.00454672,0.14830088,0.00091288,1.0922297,0.027033,0.23747903,0.00604089,0.41083235,0.00486789,0.08932285,0.00095716,0.87117693,0.01552782,0.85533666,0.01524953
ISS_111RF_FMOVIE002_PRIME,205,50,2009-05-26T16:14:54,205.0,205.98,5.590317,5.609717,5.5977607,34.456314,34.4785,34.46737,102.48009,102.529945,102.50537,88.82511886,53.7,2.16005333,0.12066517,0.46775115,0.02671181,0.68912671,0.00418834,0.14921741,0.00092602,1.05728709,0.11896457,0.22896734,0.02604777,0.41363953,0.00347947,0.0895664,0.00082394,0.8499339,0.07007875,0.83446776,0.06881052
ISS_111RF_FMOVIE002_PRIME,206,50,2009-05-26T16:12:46,206.0,206.98,5.588284,5.6074047,5.595609,34.46805,34.49023,34.48033,102.42957,102.47944,102.45268,88.82511886,53.7,2.09393028,0.0547903,0.45150871,0.01134777,0.67700789,0.00613411,0.14598677,0.00148032,1.0040905,0.05599334,0.21650222,0.01183448,0.41283189,0.00335774,0.08901972,0.00066393,0.81320139,0.0311393,0.79839032,0.03056775
ISS_111RF_FMOVIE002_PRIME,207,50,2009-05-26T16:10:38,207.0,207.98,5.586374,5.6057653,5.593904,34.479614,34.501823,34.49296,102.379036,102.42892,102.40031,88.82511886,53.7,2.24546045,0.05331216,0.48220174,0.01189061,0.67572381,0.00633165,0.14510409,0.00123911,1.15201777,0.05741735,0.24739663,0.01256317,0.41771887,0.00364941,0.08970103,0.00077574,0.89584404,0.03277141,0.87951449,0.03217672
ISS_111RF_FMOVIE002_PRIME,208,50,2009-05-26T16:07:58,208.0,208.98,5.5844703,5.60416,5.592266,34.49126,34.51351,34.505695,102.32849,102.3784,102.347885,88.82511886,53.7,2.17341375,0.01723117,0.46477735,0.00363765,0.6862975,0.00566399,0.14676205,0.00114517,1.06886073,0.01616582,0.22857301,0.00348905,0.41825551,0.00414501,0.08944229,0.00085144,0.84727308,0.00922325,0.83181582,0.00905171
ISS_111RF_FMOVIE002_PRIME,209,50,2009-05-26T16:05:50,209.0,209.98,5.5827045,5.6032996,5.5911226,34.502743,34.52507,34.51809,102.27794,102.32785,102.29581,88.82511886,53.7,2.31118971,0.07130441,0.49217582,0.01477725,0.68973156,0.00416325,0.14688433,0.00085987,1.2024149,0.0708629,0.25605238,0.01488335,0.41904325,0.00253859,0.08923911,0.00055853,0.92102252,0.03975203,0.90420613,0.0390254
ISS_111RF_FMOVIE002_PRIME,210,50,2009-05-26T16:01:34,210.0,210.98,5.5787964,5.5994444,5.5869317,34.526756,34.549114,34.533768,102.20848,102.25854,102.24106,88.82511886,53.7,2.24147147,0.03816751,0.47525111,0.00826026,0.68767762,0.00478449,0.14580489,0.00100429,1.13046657,0.04069729,0.23969064,0.00872731,0.42332727,0.00390038,0.08975558,0.00077662,0.87704924,0.02278858,0.86101923,0.02237063
ISS_111RF_FMOVIE002_PRIME,211,50,2009-05-26T15:58:54,211.0,211.98,5.576878,5.5978594,5.585053,34.53877,34.56116,34.54685,102.15776,102.207855,102.1885,88.82511886,53.7,2.13203026,0.0617598,0.45014816,0.01355766,0.68811924,0.00469115,0.14528129,0.00092907,1.01740091,0.06319319,0.21481815,0.01358671,0.42651011,0.00322512,0.09004872,0.00070795,0.81056017,0.03623979,0.79573282,0.03557963
ISS_111RF_FMOVIE002_PRIME,212,50,2009-05-26T15:56:46,212.0,212.98,5.5749793,5.59627,5.58322,34.550873,34.5733,34.560047,102.10704,102.157135,102.13592,88.82511886,53.7,2.12810172,0.09304505,0.44737195,0.01906326,0.68423508,0.00631494,0.14384893,0.00145973,1.0141471,0.09691425,0.21318279,0.02014129,0.42971954,0.00277829,0.09034023,0.00053936,0.80536663,0.05295207,0.79062118,0.0519795
ISS_111RF_FMOVIE002_PRIME,213,50,2009-05-26T15:54:38,213.0,213.98,5.572944,5.5939384,5.5810103,34.563316,34.585743,34.573807,102.05631,102.10642,102.0829,88.82511886,53.7,2.22183976,0.04990359,0.46509067,0.01048048,0.68592149,0.00681555,0.1435801,0.00126674,1.10599277,0.04918559,0.23151535,0.01034288,0.4299255,0.00439211,0.08999523,0.00095801,0.85420789,0.02778078,0.83855421,0.02726972
ISS_111RF_FMOVIE002_PRIME,214,50,2009-05-26T15:52:30,214.0,214.98,5.571052,5.5923605,5.5792866,34.575603,34.59806,34.58722,102.00556,102.05569,102.03022,88.82511886,53.7,2.30985305,0.10439907,0.48141759,0.02131778,0.70799719,0.00737752,0.14756466,0.00138891,1.17243342,0.10043908,0.24434961,0.02071723,0.42942243,0.00257739,0.08950333,0.0005115,0.89247892,0.05621481,0.87610914,0.05517646
ISS_111RF_FMOVIE002_PRIME,215,50,2009-05-26T15:49:50,215.0,215.98,5.5693493,5.5916004,5.578113,34.587723,34.610264,34.60029,101.95482,102.004944,101.97792,88.82511886,53.7,2.25525142,0.12128626,0.46807571,0.02579106,0.70599716,0.00560765,0.14652018,0.00133656,1.1153336,0.11951129,0.23150277,0.02511251,0.43392065,0.00376813,0.09005276,0.00069574,0.8578557,0.06795206,0.84210841,0.06671118
ISS_111RF_FMOVIE002_PRIME,216,50,2009-05-26T15:47:42,216.0,216.98,5.567454,5.5901265,5.576534,34.60019,34.62277,34.61392,101.90404,101.95418,101.92517,88.82511886,53.7,2.21038347,0.12516084,0.45671034,0.02533019,0.70728816,0.00795878,0.146148,0.0014907,1.06872644,0.11895553,0.22080709,0.0243239,0.43436887,0.00314221,0.08975525,0.00064297,0.82884047,0.06639614,0.81361139,0.06517229
ISS_111RF_FMOVIE002_PRIME,217,50,2009-05-26T15:45:34,217.0,217.98,5.5654144,5.587783,5.5745196,34.612995,34.63557,34.628117,101.853264,101.90342,101.87199,88.82511886,53.7,2.31644562,0.03019051,0.47655386,0.00633092,0.72851481,0.00468618,0.14987433,0.00098812,1.15190809,0.02512642,0.236979,0.00525668,0.43602272,0.0049598,0.08970053,0.0009743,0.87629629,0.01508662,0.86018057,0.01480753
ISS_111RF_FMOVIE002_PRIME,218,50,2009-05-26T15:40:46,218.0,218.98,5.5616693,5.586243,5.5725756,34.625645,34.661034,34.642426,101.782364,101.85265,101.81876,88.82511886,53.7,2.1102448,0.1117349,0.43223352,0.0232549,0.71093253,0.00756193,0.14561182,0.00165179,0.9663773,0.1078638,0.19794943,0.02224873,0.43293498,0.00688931,0.08867227,0.0014132,0.76644477,0.06070161,0.75233611,0.05958428
ISS_111RF_FMOVIE002_PRIME,219,50,2009-05-26T15:38:38,219.0,219.98,5.559776,5.5832405,5.568991,34.651215,34.673904,34.658234,101.73142,101.78175,101.76427,88.82511886,53.7,2.18149608,0.23763425,0.44472694,0.04799264,0.74091288,0.01915608,0.15105759,0.00375363,1.006842,0.21796997,0.2052363,0.04422701,0.4337412,0.00386202,0.08843305,0.00072799,0.79159769,0.12279482,0.77701082,0.12053109
ISS_111RF_FMOVIE002_PRIME,220,50,2009-05-26T15:36:30,220.0,220.98,5.5578127,5.581714,5.567172,34.664146,34.686863,34.67233,101.68047,101.730804,101.71134,88.82511886,53.7,2.51667425,0.08364817,0.51081616,0.01632792,0.87620326,0.05503385,0.17784058,0.01097835,1.20092284,0.03676393,0.24375583,0.00716234,0.43954815,0.00275998,0.08921976,0.00053337,0.92316188,0.02746056,0.90613488,0.02694806
ISS_111RF_FMOVIE002_PRIME,221,50,2009-05-26T15:33:50,221.0,221.98,5.5559516,5.580132,5.565368,34.677147,34.699917,34.68654,101.62951,101.67986,101.65838,88.82511886,53.7,2.42989163,0.14865793,0.49105521,0.03059248,0.75894961,0.04779293,0.15337619,0.0098373,1.2327607,0.10912955,0.24913313,0.02231118,0.43818133,0.00389837,0.08854589,0.00079898,0.91288749,0.06784588,0.89603473,0.06659682
ISS_111RF_FMOVIE002_PRIME,222,50,2009-05-26T15:31:42,222.0,222.98,5.5540876,5.578662,5.5637083,34.69025,34.713062,34.70086,101.57854,101.62891,101.60537,88.82511886,53.7,2.64291651,0.19469177,0.5316181,0.03837236,0.86603431,0.16539312,0.17417389,0.03299745,1.33165549,0.0806506,0.26787866,0.01604125,0.44522671,0.00459312,0.08956555,0.00087544,0.98563852,0.05735646,0.96742493,0.05628846
ISS_111RF_FMOVIE002_PRIME,223,50,2009-05-26T15:29:34,223.0,223.98,5.5520525,5.576328,5.5615983,34.703686,34.726494,34.715748,101.527565,101.577934,101.5519,88.82511886,53.7,2.9918259,0.12754856,0.59911444,0.02521992,1.30356047,0.07233323,0.26103385,0.01428648,1.23739,0.08135271,0.2477912,0.01627394,0.45087543,0.00476694,0.09028939,0.0008669,1.01949764,0.05063697,1.00064043,0.04969993
ISS_111RF_FMOVIE002_PRIME,224,50,2009-05-26T15:26:54,224.0,224.98,5.5501604,5.574858,5.5600247,34.716976,34.739822,34.73028,101.47657,101.526955,101.498825,88.82511886,53.7,2.79178955,0.16607922,0.55658051,0.03382611,0.9585244,0.13577036,0.19111702,0.02736254,1.36958219,0.11820061,0.27302976,0.02361884,0.46368296,0.00444979,0.09243373,0.00084817,1.02023165,0.06615917,1.00134311,0.06493664
ISS_111RF_FMOVIE002_PRIME,225,50,2009-05-26T15:24:46,225.0,225.98,5.548261,5.5733633,5.5584984,34.73035,34.75324,34.74493,101.425575,101.475975,101.44569,88.82511886,53.7,2.51384599,0.18420202,0.49880423,0.03597484,1.01730298,0.07730689,0.20185335,0.01508452,1.03638757,0.11303511,0.205638,0.02221884,0.46015544,0.00273938,0.09131288,0.00056127,0.84836797,0.0734422,0.83264594,0.07207896
