Observation,Slice#,Date,Min Long,Max Long,Min Res,Max Res,Mean Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW,EW Std,Normal EW,Normal EW Std
ISS_000RI_SATSRCHAP001_PRIME,0,2004-06-21T02:27:28,0.0,9.98,39.147,45.136,42.142,67.292,67.316,67.304,73.848,73.94,73.894,65.45,100,1.94514,0.21521,0.53917,0.05971
ISS_000RI_SATSRCHAP001_PRIME,1,2004-06-21T02:11:28,10.0,19.98,39.853,45.147,42.5,67.305,67.318,67.312,73.863,73.94,73.901,65.45,100,2.43039,0.18096,0.67318,0.05008
ISS_000RI_SATSRCHAP001_PRIME,2,2004-06-21T01:39:28,20.0,29.98,39.922,45.243,42.583,67.306,67.321,67.314,73.862,73.94,73.901,65.45,100,2.2938,0.33682,0.63532,0.09319
ISS_000RI_SATSRCHAP001_PRIME,3,2004-06-21T01:23:28,30.0,39.98,39.962,45.256,42.609,67.31,67.323,67.316,73.864,73.939,73.901,65.45,100,2.89594,0.49676,0.80213,0.13752
ISS_000RI_SATSRCHAP001_PRIME,4,2004-06-21T00:51:28,40.0,49.98,39.926,45.353,42.639,67.311,67.325,67.318,73.861,73.938,73.9,65.45,100,3.64814,0.44998,1.01059,0.12468
ISS_000RI_SATSRCHAP001_PRIME,5,2004-06-21T00:35:28,50.0,59.98,40.097,45.436,42.767,67.314,67.327,67.32,73.862,73.938,73.9,65.45,100,3.7141,0.44563,1.02872,0.12324
ISS_000RI_SATSRCHAP001_PRIME,6,2004-06-21T00:03:28,60.0,69.98,40.14,45.508,42.824,67.315,67.33,67.322,73.861,73.937,73.899,65.45,100,3.35853,0.6598,0.93045,0.18263
ISS_000RI_SATSRCHAP001_PRIME,7,2004-06-20T23:47:28,70.0,79.98,40.147,45.544,42.846,67.319,67.331,67.325,73.863,73.937,73.9,65.45,100,1.85299,0.1983,0.51324,0.05493
ISS_000RI_SATSRCHAP001_PRIME,8,2004-06-20T23:15:28,80.0,89.98,40.129,45.664,42.897,67.319,67.334,67.327,73.86,73.936,73.898,65.45,100,2.30096,0.39294,0.63756,0.10897
ISS_000RI_SATSRCHAP001_PRIME,9,2004-06-20T22:59:28,90.0,99.98,40.32,45.735,43.028,67.322,67.336,67.329,73.86,73.936,73.898,65.45,100,2.21934,0.24473,0.61478,0.06795
ISS_000RI_SATSRCHAP001_PRIME,10,2004-06-20T22:27:28,100.0,109.98,40.273,45.771,43.022,67.325,67.338,67.331,73.859,73.935,73.897,65.45,100,1.98766,0.19722,0.55077,0.05472
ISS_000RI_SATSRCHAP001_PRIME,11,2004-06-20T21:55:28,110.0,119.98,40.388,45.868,43.128,67.326,67.34,67.333,73.859,73.935,73.897,65.45,100,1.94503,0.41175,0.53888,0.11427
ISS_000RI_SATSRCHAP001_PRIME,12,2004-06-20T21:39:28,120.0,129.98,40.508,45.927,43.217,67.329,67.342,67.336,73.858,73.934,73.896,65.45,100,1.74003,0.21393,0.48213,0.05931
ISS_000RI_SATSRCHAP001_PRIME,13,2004-06-20T21:07:28,130.0,139.98,40.54,45.976,43.258,67.33,67.345,67.338,73.857,73.933,73.895,65.45,100,1.83629,0.10171,0.5088,0.02819
ISS_000RI_SATSRCHAP001_PRIME,14,2004-06-20T20:51:28,140.0,149.98,40.621,46.059,43.34,67.333,67.346,67.34,73.857,73.933,73.895,65.45,100,1.87352,0.29674,0.51911,0.08216
ISS_000RI_SATSRCHAP001_PRIME,15,2004-06-20T20:35:28,150.0,159.98,40.662,46.156,43.409,67.335,67.349,67.342,73.857,73.932,73.895,65.45,100,1.93519,0.47563,0.53623,0.1317
ISS_000RI_SATSRCHAP001_PRIME,16,2004-06-20T20:03:28,160.0,169.98,40.662,61.67,51.166,67.141,67.351,67.246,73.763,73.932,73.847,65.45,100,1.86063,0.21684,0.51567,0.06012
ISS_000RI_SATSRCHAP001_PRIME,17,2004-06-21T09:55:28,170.0,179.98,46.358,61.277,53.818,67.144,67.223,67.183,73.764,73.823,73.794,65.45,100,2.15379,0.60201,0.60102,0.16755
ISS_000RI_SATSRCHAP001_PRIME,18,2004-06-21T09:55:28,180.0,189.98,38.358,46.335,42.346,67.223,67.267,67.245,73.823,73.884,73.854,65.45,100,2.01754,0.24552,0.56108,0.06836
ISS_000RI_SATSRCHAP001_PRIME,19,2004-06-21T09:39:28,190.0,199.98,38.196,40.778,39.487,67.259,67.277,67.268,73.866,73.931,73.898,65.45,100,2.06279,0.26914,0.57187,0.07495
ISS_000RI_SATSRCHAP001_PRIME,20,2004-06-21T09:07:28,200.0,209.98,38.25,40.873,39.562,67.266,67.28,67.273,73.871,73.93,73.901,65.45,100,2.06338,0.37301,0.57151,0.10332
ISS_000RI_SATSRCHAP001_PRIME,21,2004-06-21T08:51:28,210.0,219.98,38.304,40.896,39.6,67.267,67.282,67.275,73.871,73.93,73.9,65.45,100,1.66588,0.20226,0.46142,0.05602
ISS_000RI_SATSRCHAP001_PRIME,22,2004-06-21T08:19:28,220.0,229.98,38.358,40.966,39.662,67.27,67.284,67.277,73.869,73.929,73.899,65.45,100,1.6304,0.23462,0.45163,0.06495
ISS_000RI_SATSRCHAP001_PRIME,23,2004-06-21T07:47:28,230.0,239.98,38.431,41.054,39.743,67.271,67.287,67.279,73.87,73.929,73.899,65.45,100,1.74444,0.27058,0.48324,0.07495
ISS_000RI_SATSRCHAP001_PRIME,24,2004-06-21T07:23:28,240.0,249.98,38.485,41.122,39.804,67.275,67.289,67.282,73.869,73.928,73.899,65.45,100,1.95239,0.27031,0.54085,0.07485
ISS_000RI_SATSRCHAP001_PRIME,25,2004-06-21T07:15:28,250.0,259.98,39.156,44.332,41.744,67.276,67.291,67.284,73.869,73.946,73.908,65.45,100,2.03303,0.34386,0.56293,0.09527
ISS_000RI_SATSRCHAP001_PRIME,26,2004-06-21T06:43:28,260.0,269.98,38.592,42.664,40.628,67.275,67.294,67.284,73.861,73.937,73.899,65.45,100,1.99388,0.6246,0.55256,0.17287
ISS_000RI_SATSRCHAP001_PRIME,27,2004-06-21T06:19:28,270.0,279.98,38.664,41.301,39.983,67.281,67.296,67.288,73.868,73.927,73.897,65.45,100,1.74459,0.25581,0.48334,0.07095
ISS_000RI_SATSRCHAP001_PRIME,28,2004-06-21T05:47:28,280.0,289.98,38.719,41.385,40.052,67.284,67.298,67.291,73.868,73.926,73.897,65.45,100,1.67799,0.32548,0.4649,0.09014
ISS_000RI_SATSRCHAP001_PRIME,29,2004-06-21T05:23:28,290.0,299.98,38.773,41.427,40.1,67.286,67.301,67.293,73.867,73.926,73.896,65.45,100,2.34818,0.33595,0.65058,0.09298
ISS_000RI_SATSRCHAP001_PRIME,30,2004-06-21T04:59:28,300.0,309.98,38.809,41.469,40.139,67.287,67.303,67.295,73.866,73.924,73.895,65.45,100,3.17461,1.39563,0.87963,0.38672
ISS_000RI_SATSRCHAP001_PRIME,31,2004-06-21T04:35:28,310.0,319.98,38.88,41.528,40.204,67.29,67.305,67.298,73.866,73.924,73.895,65.45,100,3.30646,0.42216,0.91618,0.11698
ISS_000RI_SATSRCHAP001_PRIME,32,2004-06-21T04:19:28,320.0,329.98,38.916,41.597,40.256,67.293,67.307,67.3,73.866,73.924,73.895,65.45,100,2.5476,0.26857,0.70592,0.07437
ISS_000RI_SATSRCHAP001_PRIME,33,2004-06-21T03:47:28,330.0,339.98,38.97,41.694,40.332,67.297,67.31,67.303,73.866,73.923,73.895,65.45,100,2.42914,0.12852,0.67311,0.03567
ISS_000RI_SATSRCHAP001_PRIME,34,2004-06-21T03:15:28,340.0,349.98,39.059,42.01,40.534,67.288,67.312,67.3,73.847,73.924,73.885,65.45,100,2.71322,0.55898,0.75187,0.15502
ISS_000RI_SATSRCHAP001_PRIME,35,2004-06-21T02:59:28,350.0,359.98,39.738,44.991,42.365,67.3,67.314,67.307,73.864,73.941,73.902,65.45,100,1.88725,0.1602,0.52269,0.04451
ISS_006RI_LPHRLFMOV001_PRIME,0,2005-04-13T04:31:12,0.0,9.98,7.253,7.583,7.418,38.225,38.413,38.319,83.629,83.647,83.638,67.982,96,3.57242,0.2231,0.39592,0.02491
ISS_006RI_LPHRLFMOV001_PRIME,1,2005-04-13T04:05:52,10.0,19.98,7.335,7.907,7.621,38.412,38.624,38.518,83.639,83.673,83.656,67.982,96,3.68932,0.35641,0.40795,0.03917
ISS_006RI_LPHRLFMOV001_PRIME,2,2005-04-13T03:40:48,20.0,29.98,7.449,7.687,7.568,38.623,38.832,38.728,83.656,83.678,83.667,67.982,96,3.58152,0.29962,0.39513,0.03302
ISS_006RI_LPHRLFMOV001_PRIME,3,2005-04-13T03:15:28,30.0,39.98,7.44,7.797,7.618,38.831,39.038,38.935,83.667,83.693,83.68,67.982,96,3.94064,0.64865,0.43374,0.07136
ISS_006RI_LPHRLFMOV001_PRIME,4,2005-04-13T02:52:00,40.0,49.98,7.52,7.871,7.695,39.037,39.226,39.132,83.684,83.704,83.694,67.982,96,3.59563,0.42347,0.3949,0.04662
ISS_006RI_LPHRLFMOV001_PRIME,5,2005-04-13T02:37:52,50.0,59.98,7.518,10.658,9.088,39.225,39.348,39.286,83.647,83.713,83.68,67.982,96,3.12387,0.30877,0.34325,0.03427
ISS_006RI_LPHRLFMOV001_PRIME,6,2005-04-13T02:37:52,60.0,83.28,8.064,16.442,12.253,31.251,39.419,35.335,83.29,83.646,83.468,67.982,96,3.06974,0.39628,0.34721,0.04412
ISS_006RI_LPHRLFMOV001_PRIME,7,2005-04-13T16:15:28,83.3,93.28,5.923,8.051,6.987,31.15,31.251,31.201,83.163,83.289,83.226,67.982,96,2.906,0.26906,0.34336,0.03132
ISS_006RI_LPHRLFMOV001_PRIME,8,2005-04-13T15:50:08,93.3,103.28,5.966,6.385,6.176,31.235,31.549,31.392,83.151,83.209,83.18,67.982,96,3.13738,0.34384,0.37243,0.04101
ISS_006RI_LPHRLFMOV001_PRIME,9,2005-04-13T15:25:36,103.3,113.28,6.025,6.221,6.123,31.546,31.851,31.698,83.184,83.216,83.2,67.982,96,3.33222,0.27923,0.39443,0.03288
ISS_006RI_LPHRLFMOV001_PRIME,10,2005-04-13T14:57:52,113.3,123.28,6.068,6.44,6.254,31.845,32.183,32.014,83.195,83.243,83.219,67.982,96,3.40684,0.30899,0.40215,0.03668
ISS_006RI_LPHRLFMOV001_PRIME,11,2005-04-13T14:32:32,123.3,133.28,6.135,6.297,6.216,32.178,32.48,32.329,83.223,83.255,83.239,67.982,96,3.55167,0.30796,0.41806,0.03608
ISS_006RI_LPHRLFMOV001_PRIME,12,2005-04-13T14:07:12,133.3,143.28,6.205,6.312,6.259,32.477,32.771,32.624,83.247,83.27,83.258,67.982,96,3.36171,0.2639,0.39463,0.03107
ISS_006RI_LPHRLFMOV001_PRIME,13,2005-04-13T13:41:52,143.3,153.28,6.265,6.455,6.36,32.77,33.06,32.915,83.264,83.295,83.28,67.982,96,3.42218,0.25835,0.40062,0.03006
ISS_006RI_LPHRLFMOV001_PRIME,14,2005-04-13T13:17:20,153.3,163.28,6.295,6.492,6.393,33.058,33.337,33.198,83.281,83.305,83.293,67.982,96,3.70133,0.28945,0.43214,0.03366
ISS_006RI_LPHRLFMOV001_PRIME,15,2005-04-13T12:51:28,163.3,173.28,6.327,6.549,6.438,33.333,33.623,33.478,83.293,83.324,83.308,67.982,96,4.21579,0.4808,0.49084,0.05566
ISS_006RI_LPHRLFMOV001_PRIME,16,2005-04-13T12:25:36,173.3,183.28,6.387,6.612,6.499,33.62,33.905,33.763,83.313,83.344,83.328,67.982,96,4.17969,0.18183,0.4854,0.02127
ISS_006RI_LPHRLFMOV001_PRIME,17,2005-04-13T12:00:16,183.3,193.28,6.461,6.698,6.579,33.904,34.176,34.04,83.338,83.363,83.351,67.982,96,4.49421,0.29747,0.52054,0.03452
ISS_006RI_LPHRLFMOV001_PRIME,18,2005-04-13T11:34:56,193.3,203.28,6.504,6.987,6.745,34.182,34.444,34.313,83.347,83.395,83.371,67.982,96,4.85241,0.41285,0.56055,0.04761
ISS_006RI_LPHRLFMOV001_PRIME,19,2005-04-13T11:09:36,203.3,213.28,6.54,6.947,6.743,34.441,34.707,34.574,83.364,83.404,83.384,67.982,96,5.41288,0.45474,0.62364,0.05212
ISS_006RI_LPHRLFMOV001_PRIME,20,2005-04-13T10:43:44,213.3,223.28,6.619,6.785,6.702,34.705,34.973,34.839,83.387,83.413,83.4,67.982,96,5.16692,0.27976,0.5938,0.03243
ISS_006RI_LPHRLFMOV001_PRIME,21,2005-04-13T10:17:52,223.3,233.28,6.677,6.846,6.762,34.972,35.235,35.103,83.407,83.428,83.417,67.982,96,5.27035,0.38951,0.60408,0.04422
ISS_006RI_LPHRLFMOV001_PRIME,22,2005-04-13T09:56:16,233.3,243.28,6.723,7.226,6.974,35.234,35.45,35.342,83.42,83.442,83.431,67.982,96,5.20593,0.41024,0.59537,0.04711
ISS_006RI_LPHRLFMOV001_PRIME,23,2005-04-13T09:25:20,243.3,253.28,6.719,7.608,7.163,35.445,35.757,35.601,83.407,83.481,83.444,67.982,96,4.57864,0.5533,0.52206,0.06293
ISS_006RI_LPHRLFMOV001_PRIME,24,2005-04-13T09:01:52,253.3,263.28,6.774,7.136,6.955,35.753,35.981,35.867,83.448,83.478,83.463,67.982,96,4.43142,0.3602,0.50406,0.04093
ISS_006RI_LPHRLFMOV001_PRIME,25,2005-04-13T08:36:48,263.3,273.28,6.847,7.077,6.962,35.98,36.223,36.101,83.47,83.494,83.482,67.982,96,4.0659,0.53888,0.46139,0.06138
ISS_006RI_LPHRLFMOV001_PRIME,26,2005-04-13T08:10:40,273.3,283.28,6.953,7.11,7.031,36.222,36.468,36.345,83.491,83.514,83.503,67.982,96,3.78943,0.29634,0.4289,0.03334
ISS_006RI_LPHRLFMOV001_PRIME,27,2005-04-13T07:45:36,283.3,293.28,6.999,7.107,7.053,36.466,36.703,36.584,83.508,83.527,83.517,67.982,96,4.78245,0.36384,0.53997,0.04081
ISS_006RI_LPHRLFMOV001_PRIME,28,2005-04-13T07:20:48,293.3,303.28,7.028,7.18,7.104,36.702,36.929,36.815,83.522,83.542,83.532,67.982,96,4.31124,0.21424,0.48559,0.02437
ISS_006RI_LPHRLFMOV001_PRIME,29,2005-04-13T06:54:56,303.3,313.28,7.084,7.236,7.16,36.928,37.164,37.046,83.537,83.558,83.548,67.982,96,4.2459,0.16517,0.47706,0.01839
ISS_006RI_LPHRLFMOV001_PRIME,30,2005-04-13T06:29:36,313.3,323.28,7.123,7.32,7.221,37.163,37.39,37.277,83.553,83.575,83.564,67.982,96,4.43031,0.35082,0.49656,0.03924
ISS_006RI_LPHRLFMOV001_PRIME,31,2005-04-13T06:03:44,323.3,333.28,7.201,7.373,7.287,37.39,37.62,37.505,83.571,83.593,83.582,67.982,96,3.88529,0.32393,0.43446,0.03646
ISS_006RI_LPHRLFMOV001_PRIME,32,2005-04-13T05:39:12,333.3,343.28,7.202,7.415,7.308,37.619,37.835,37.727,83.582,83.605,83.594,67.982,96,3.61941,0.19772,0.40373,0.02198
ISS_006RI_LPHRLFMOV001_PRIME,33,2005-04-13T05:13:52,343.3,353.28,7.296,7.424,7.36,37.834,38.052,37.943,83.602,83.62,83.611,67.982,96,4.46293,0.66153,0.49664,0.07356
ISS_007RI_HPMRDFMOV001_PRIME,0,2005-05-04T09:28:16,0.0,9.98,5.866,7.993,6.929,117.135,117.383,117.259,93.807,93.894,93.851,68.187,72,9.94959,0.43441,0.66727,0.02732
ISS_007RI_HPMRDFMOV001_PRIME,1,2005-05-04T08:59:12,10.0,19.98,5.787,8.335,7.061,117.352,117.875,117.613,93.86,94.079,93.97,68.187,72,10.20065,1.00828,0.70989,0.07473
ISS_007RI_HPMRDFMOV001_PRIME,2,2005-05-04T08:18:24,20.0,29.98,5.772,9.29,7.531,117.853,118.574,118.213,94.024,94.324,94.174,68.187,72,9.84302,0.53101,0.70798,0.04289
ISS_007RI_HPMRDFMOV001_PRIME,3,2005-05-04T07:57:52,30.0,39.98,5.665,7.708,6.687,118.563,118.936,118.749,94.251,94.407,94.329,68.187,72,10.54808,0.70268,0.78904,0.05463
ISS_007RI_HPMRDFMOV001_PRIME,4,2005-05-04T07:40:32,40.0,49.98,5.618,7.327,6.472,118.87,119.242,119.056,94.347,94.473,94.41,68.187,72,9.84425,0.8096,0.75414,0.05778
ISS_007RI_HPMRDFMOV001_PRIME,5,2005-05-04T07:05:20,50.0,59.98,5.588,7.486,6.537,119.216,119.886,119.551,94.44,94.722,94.581,68.187,72,8.28452,0.46595,0.65785,0.0377
ISS_007RI_HPMRDFMOV001_PRIME,6,2005-05-04T06:45:04,60.0,69.98,5.504,6.255,5.88,119.87,120.259,120.064,94.655,94.786,94.721,68.187,72,7.92384,0.4565,0.65012,0.03823
ISS_007RI_HPMRDFMOV001_PRIME,7,2005-05-04T06:21:36,70.0,79.98,5.447,6.417,5.932,120.25,120.701,120.476,94.772,94.922,94.847,68.187,72,8.04198,0.55508,0.67869,0.04749
ISS_007RI_HPMRDFMOV001_PRIME,8,2005-05-04T05:55:28,80.0,89.98,5.385,6.091,5.738,120.693,121.209,120.951,94.908,95.079,94.993,68.187,72,7.76044,0.45771,0.67577,0.04274
ISS_007RI_HPMRDFMOV001_PRIME,9,2005-05-04T05:29:04,90.0,99.98,5.332,6.011,5.672,121.19,121.729,121.46,95.049,95.255,95.152,68.187,72,8.18885,0.65907,0.7375,0.05746
ISS_007RI_HPMRDFMOV001_PRIME,10,2005-05-04T05:02:56,100.0,109.98,5.268,5.604,5.436,121.721,122.261,121.991,95.222,95.401,95.312,68.187,72,7.8577,0.41858,0.72835,0.03965
ISS_007RI_HPMRDFMOV001_PRIME,11,2005-05-04T04:36:48,110.0,119.98,5.202,5.808,5.505,122.253,122.809,122.531,95.385,95.574,95.479,68.187,72,8.41427,0.53666,0.80615,0.05235
ISS_007RI_HPMRDFMOV001_PRIME,12,2005-05-04T04:10:24,120.0,129.98,5.143,5.358,5.25,122.798,123.372,123.085,95.551,95.758,95.654,68.187,72,8.35691,0.35454,0.82564,0.0389
ISS_007RI_HPMRDFMOV001_PRIME,13,2005-05-04T03:44:16,130.0,139.98,5.083,5.546,5.315,123.348,123.947,123.647,95.705,95.943,95.824,68.187,72,8.56416,0.51826,0.87116,0.04716
ISS_007RI_HPMRDFMOV001_PRIME,14,2005-05-04T03:14:56,140.0,149.98,5.021,5.199,5.11,123.929,124.593,124.261,95.894,96.12,96.007,68.187,72,7.79571,0.35865,0.81693,0.04193
ISS_007RI_HPMRDFMOV001_PRIME,15,2005-05-04T02:48:48,150.0,159.98,4.961,5.059,5.01,124.585,125.197,124.891,96.099,96.304,96.201,68.187,72,8.4491,0.57166,0.91134,0.064
ISS_007RI_HPMRDFMOV001_PRIME,16,2005-05-04T02:19:28,160.0,169.98,4.908,5.097,5.002,125.188,125.892,125.54,96.28,96.532,96.406,68.187,72,9.47295,0.86108,1.05179,0.10115
ISS_007RI_HPMRDFMOV001_PRIME,17,2005-05-04T01:56:16,170.0,179.98,4.837,4.996,4.916,125.876,126.451,126.163,96.486,96.679,96.583,68.187,72,10.08998,0.4979,1.15377,0.05245
ISS_007RI_HPMRDFMOV001_PRIME,18,2005-05-04T01:32:48,180.0,189.98,4.777,5.143,4.96,126.425,127.029,126.727,96.623,96.851,96.737,68.187,72,9.71666,0.42393,1.143,0.0537
ISS_007RI_HPMRDFMOV001_PRIME,19,2005-05-04T01:03:44,190.0,199.98,4.71,4.95,4.83,127.009,127.773,127.391,96.806,97.074,96.94,68.187,72,10.52251,1.08779,1.27428,0.13634
ISS_007RI_HPMRDFMOV001_PRIME,20,2005-05-04T00:37:36,200.0,209.98,4.645,4.761,4.703,127.763,128.462,128.112,97.049,97.278,97.164,68.187,72,11.67339,0.98366,1.45425,0.12825
ISS_007RI_HPMRDFMOV001_PRIME,21,2005-05-04T00:14:08,210.0,219.98,4.588,4.669,4.628,128.452,129.091,128.771,97.254,97.464,97.359,68.187,72,11.84861,0.44758,1.51797,0.05886
ISS_007RI_HPMRDFMOV001_PRIME,22,2005-05-03T23:48:00,220.0,229.98,4.524,4.734,4.629,129.068,129.816,129.442,97.412,97.674,97.543,68.187,72,11.52414,0.51163,1.51939,0.07012
ISS_007RI_HPMRDFMOV001_PRIME,23,2005-05-03T23:15:44,230.0,241.2,4.445,4.686,4.566,129.802,130.749,130.275,97.639,97.99,97.814,68.187,72,11.51606,0.89704,1.56258,0.10855
ISS_007RI_HPMRDFMOV001_PRIME,24,2005-05-03T22:43:44,241.22,253.64,4.365,4.532,4.448,130.724,131.688,131.206,97.92,98.225,98.072,68.187,72,9.17011,0.97419,1.28701,0.13364
ISS_007RI_HPMRDFMOV001_PRIME,25,2005-05-03T22:29:04,253.66,359.4,4.329,11.616,7.972,117.135,132.132,124.633,93.836,98.353,96.095,68.187,72,9.64864,1.22412,0.9431,0.25356
ISS_007RI_LPHRLFMOV001_PRIME,0,2005-05-01T10:21:20,0.0,9.98,6.714,6.84,6.777,32.543,32.862,32.702,68.69,69.039,68.864,68.16,63,1.04049,0.12617,0.37564,0.04562
ISS_007RI_LPHRLFMOV001_PRIME,1,2005-05-01T09:55:12,10.0,19.98,6.757,6.89,6.824,32.765,33.076,32.92,68.724,69.072,68.898,68.16,63,1.12935,0.27492,0.40717,0.09929
ISS_007RI_LPHRLFMOV001_PRIME,2,2005-05-01T09:29:20,20.0,29.98,6.807,6.936,6.871,32.984,33.287,33.136,68.759,69.102,68.93,68.16,63,1.24674,0.18323,0.44905,0.06703
ISS_007RI_LPHRLFMOV001_PRIME,3,2005-05-01T09:06:24,30.0,39.98,6.857,6.988,6.922,33.2,33.48,33.34,68.791,69.136,68.964,68.16,63,1.44088,0.28096,0.51842,0.10162
ISS_007RI_LPHRLFMOV001_PRIME,4,2005-05-01T08:40:32,40.0,49.98,6.904,7.045,6.975,33.387,33.689,33.538,68.822,69.174,68.998,68.16,63,1.2897,0.31313,0.46332,0.11244
ISS_007RI_LPHRLFMOV001_PRIME,5,2005-05-01T08:14:24,50.0,59.98,6.954,7.096,7.025,33.598,33.893,33.746,68.856,69.208,69.032,68.16,63,0.91365,0.15107,0.32758,0.05445
ISS_007RI_LPHRLFMOV001_PRIME,6,2005-05-01T07:48:32,60.0,69.98,6.996,7.143,7.07,33.806,34.094,33.95,68.891,69.238,69.065,68.16,63,0.90484,0.14693,0.32393,0.05274
ISS_007RI_LPHRLFMOV001_PRIME,7,2005-05-01T07:22:24,70.0,79.98,7.044,7.192,7.118,33.988,34.294,34.141,68.923,69.271,69.097,68.16,63,0.97993,0.1776,0.34995,0.06351
ISS_007RI_LPHRLFMOV001_PRIME,8,2005-05-01T06:59:44,80.0,89.98,7.083,7.243,7.163,34.192,34.478,34.335,68.957,69.305,69.131,68.16,63,0.94426,0.1441,0.33731,0.05144
ISS_007RI_LPHRLFMOV001_PRIME,9,2005-05-01T06:33:52,90.0,99.98,7.139,7.294,7.217,34.392,34.673,34.533,68.985,69.339,69.162,68.16,63,1.15203,0.22755,0.41058,0.08133
ISS_007RI_LPHRLFMOV001_PRIME,10,2005-05-01T06:07:44,100.0,109.98,7.18,7.335,7.258,34.591,34.864,34.727,69.019,69.367,69.193,68.16,63,1.08704,0.17242,0.38694,0.06138
ISS_007RI_LPHRLFMOV001_PRIME,11,2005-05-01T05:41:52,110.0,119.98,7.227,7.387,7.307,34.765,35.055,34.91,69.052,69.401,69.227,68.16,63,1.21848,0.19139,0.43298,0.06792
ISS_007RI_LPHRLFMOV001_PRIME,12,2005-05-01T05:18:56,120.0,129.98,7.273,7.439,7.356,34.96,35.231,35.095,69.088,69.435,69.261,68.16,63,1.23636,0.15537,0.43859,0.05543
ISS_007RI_LPHRLFMOV001_PRIME,13,2005-05-01T04:53:04,130.0,139.98,7.321,7.487,7.404,35.151,35.419,35.285,69.118,69.467,69.293,68.16,63,1.21624,0.15016,0.43093,0.05346
ISS_007RI_LPHRLFMOV001_PRIME,14,2005-05-01T04:26:56,140.0,149.98,7.359,7.527,7.443,35.341,35.601,35.471,69.147,69.495,69.321,68.16,63,1.15102,0.16657,0.40731,0.05924
ISS_007RI_LPHRLFMOV001_PRIME,15,2005-05-01T04:07:28,150.0,159.98,7.405,7.58,7.492,35.509,35.747,35.628,69.181,69.53,69.356,68.16,63,1.29777,0.15916,0.457,0.05527
ISS_007RI_LPHRLFMOV001_PRIME,16,2005-05-01T04:07:28,160.0,275.96,6.252,7.685,6.968,29.889,35.79,32.84,68.677,69.583,69.13,68.16,63,1.36968,0.24999,0.48469,0.08726
ISS_007RI_LPHRLFMOV001_PRIME,17,2005-05-01T13:33:04,275.98,301.62,6.385,6.534,6.46,30.593,31.209,30.901,68.754,68.848,68.801,68.16,63,1.2356,0.2918,0.44678,0.10558
ISS_007RI_LPHRLFMOV001_PRIME,18,2005-05-01T12:47:28,301.64,319.84,6.501,6.629,6.565,31.209,31.627,31.418,68.821,68.907,68.864,68.16,63,1.29272,0.34854,0.46602,0.12547
ISS_007RI_LPHRLFMOV001_PRIME,19,2005-05-01T12:02:08,319.86,330.7,6.562,6.692,6.627,31.625,31.995,31.81,68.62,68.946,68.783,68.16,63,1.28453,0.3675,0.4624,0.13233
ISS_007RI_LPHRLFMOV001_PRIME,20,2005-05-01T11:49:04,330.72,341.8,6.566,6.746,6.656,31.889,32.121,32.005,68.626,68.98,68.803,68.16,63,1.09362,0.16766,0.39307,0.06016
ISS_007RI_LPHRLFMOV001_PRIME,21,2005-05-01T11:06:40,341.82,351.8,6.625,6.799,6.712,32.121,32.469,32.295,68.642,69.013,68.828,68.16,63,1.67337,0.99616,0.60052,0.35717
ISS_00ARI_SPKMOVPER001_PRIME,0,2004-11-15T21:28:32,13.6,23.58,31.587,45.259,38.423,84.213,84.301,84.257,77.211,77.277,77.244,66.603,95,2.45798,0.34405,0.54264,0.07537
ISS_00ARI_SPKMOVPER001_PRIME,1,2004-11-15T21:16:32,23.6,33.58,27.22,31.568,29.394,84.301,84.34,84.32,77.277,77.345,77.311,66.603,95,2.41227,0.3306,0.53007,0.07274
ISS_00ARI_SPKMOVPER001_PRIME,2,2004-11-15T20:52:32,33.6,43.58,27.449,30.527,28.988,84.34,84.358,84.349,77.305,77.372,77.339,66.603,95,2.41193,0.30785,0.52801,0.06742
ISS_00ARI_SPKMOVPER001_PRIME,3,2004-11-15T20:28:32,43.6,53.58,27.431,30.509,28.97,84.358,84.376,84.367,77.303,77.371,77.337,66.603,95,2.14075,0.26222,0.46872,0.05745
ISS_00ARI_SPKMOVPER001_PRIME,4,2004-11-15T20:28:32,53.6,63.58,27.206,32.216,29.711,84.376,84.386,84.381,77.32,77.379,77.349,66.603,95,2.0884,0.27084,0.45723,0.05931
ISS_00ARI_SPKMOVPER001_PRIME,5,2004-11-15T19:16:32,63.6,73.58,32.241,43.009,37.625,84.355,84.384,84.37,77.229,77.429,77.329,66.603,95,2.25941,0.2839,0.49426,0.06223
ISS_00ARI_SPKMOVPER001_PRIME,6,2004-11-15T19:04:32,73.6,83.58,27.249,35.336,31.292,84.376,84.43,84.403,77.245,77.313,77.279,66.603,95,1.93099,0.24556,0.4252,0.05382
ISS_00ARI_SPKMOVPER001_PRIME,7,2004-11-15T18:52:32,83.6,93.58,27.187,30.48,28.833,84.419,84.448,84.434,77.279,77.362,77.321,66.603,95,2.92417,0.87662,0.64107,0.19182
ISS_00ARI_SPKMOVPER001_PRIME,8,2004-11-15T18:28:32,93.6,103.58,27.397,30.436,28.917,84.448,84.466,84.457,77.293,77.361,77.327,66.603,95,3.34854,0.40995,0.73372,0.0898
