Occultation Name,Ring Event Start Time,Ring Event End Time,Ring Event Mean Time,RevNo,Observation Name,Star Name,Direction,Minimum Wavelength,Maximum Wavelength,Data Quality Score,Minimum Inertial Longitude,Maximum Inertial Longitude,Mean Inertial Longitude,Minimum Co-Rot Longitude,Maximum Co-Rot Longitude,Mean Co-Rot Longitude,Ring Elevation,Lowest Detectable Opacity,Highest Detectable Opacity,Prometheus Distance,Equivalent Tau,Core30 ED,Core50 ED,Full ED,Before ISS ObsName,Before ISS Delta,After ISS ObsName,After ISS Delta
VIMS_2013_112_GAMCRU_E,2013-04-22T21:41:10,2013-04-22T21:43:17,2013-04-22T21:42:13,187,N/A,GAMCRU,BOTH,2866.0,2977.0,FAIR,251.46,251.68,251.57,101.861,102.501,102.181,-62.35,0.0006,6.4374,328.921,0.047,4.53,4.925,6.436,,67.84,ISS_189RF_FMOVIE001_PRIME,13.9
VIMS_2013_121_RDOR_I,2013-05-01T19:12:20,2013-05-01T19:14:31,2013-05-01T19:13:25,188,N/A,RDOR,BOTH,2866.0,2977.0,FAIR,142.168,142.774,142.469,215.406,215.684,215.544,-56.27,0.0003,6.5165,328.99,0.06,4.891,6.361,13.311,,35.01,ISS_189RF_FMOVIE001_PRIME,5.01
VIMS_2013_121_RDOR_E,2013-05-01T22:30:27,2013-05-01T22:32:38,2013-05-01T22:31:32,188,N/A,RDOR,BOTH,2866.0,2977.0,FAIR,213.48,214.088,213.786,206.652,206.927,206.79,-56.27,0.0004,6.4144,328.99,0.044,3.938,4.61,8.673,,35.15,ISS_189RF_FMOVIE001_PRIME,4.87
VIMS_2013_132_WHYA_E,2013-05-12T15:22:02,2013-05-12T15:23:51,2013-05-12T15:22:57,189,N/A,WHYA,EGRESS,2866.0,2977.0,GOOD,289.492,289.566,289.529,173.74,174.547,174.143,-34.65,0.0078,2.4406,328.931,0.054,4.97,5.757,8.202,ISS_189RF_FMOVIE001_PRIME,5.83,ISS_191RF_FMOVIE002_PRIME,15.03
VIMS_2013_149_MUCEP_I,2013-05-28T20:18:10,2013-05-28T20:21:38,2013-05-28T20:19:54,191,N/A,MUCEP,INGRESS,2866.0,2977.0,FAIR,285.895,285.938,285.917,98.417,99.772,99.095,59.9,0.0148,3.5243,329.905,0.05,4.735,5.428,14.784,ISS_191RF_FMOVIE002_PRIME,1.18,,84.37
VIMS_2013_152_RCAR_I,2013-06-01T18:12:21,2013-06-01T18:14:32,2013-06-01T18:13:27,191,N/A,RCAR,INGRESS,2866.0,2977.0,FAIR,122.197,122.384,122.29,178.37,179.069,178.719,-63.48,0.0396,2.8086,330.053,0.043,4.251,4.74,5.091,ISS_191RF_FMOVIE002_PRIME,5.09,ISS_193RF_FMOVIE001_PRIME_1,18.36
VIMS_2013_172_MUCEP_I,2013-06-21T18:22:35,2013-06-21T18:26:03,2013-06-21T18:24:19,193,N/A,MUCEP,INGRESS,2866.0,2977.0,GOOD,285.972,286.016,285.994,218.073,219.427,218.75,59.9,0.0145,3.543,333.969,0.055,5.074,6.287,11.571,ISS_193RF_FMOVIE001_PRIME_2,1.31,ISS_194RF_FMOVIE001_PRIME_1,10.51
VIMS_2013_184_MUCEP_I,2013-07-03T17:29:00,2013-07-03T17:32:28,2013-07-03T17:30:44,194,N/A,MUCEP,INGRESS,2866.0,2977.0,GOOD,285.783,285.825,285.804,95.968,97.324,96.646,59.9,0.0227,3.1614,337.416,0.045,4.65,4.872,6.342,,37.06,,48.49
VIMS_2013_186_RCAS_E,2013-07-05T04:19:37,2013-07-05T04:22:31,2013-07-05T04:21:04,194,N/A,RCAS,EGRESS,2866.0,2977.0,GOOD,91.172,91.242,91.207,136.708,137.805,137.257,56.04,0.0353,2.6352,337.606,0.04,3.858,4.245,14.163,ISS_194RF_FMOVIE001_PRIME_2,2.58,,47.04
VIMS_2013_188_ETACAR_I,2013-07-07T18:35:32,2013-07-07T18:37:44,2013-07-07T18:36:38,194,N/A,ETACAR,INGRESS,2866.0,2977.0,FAIR,118.347,118.496,118.421,94.403,95.142,94.772,-62.47,0.0428,2.71,338.766,0.058,5.073,6.096,17.881,,41.1,,44.45
VIMS_2013_189_2CEN_I,2013-07-08T14:31:10,2013-07-08T14:33:28,2013-07-08T14:32:16,194,N/A,2CEN,BOTH,2866.0,2977.0,FAIR,128.46,128.691,128.569,341.353,342.051,341.719,-40.73,0.0048,3.2045,339.231,0.21,23.496,26.342,32.561,,41.93,,43.61
VIMS_2013_196_MUCEP_I,2013-07-15T15:51:42,2013-07-15T15:57:07,2013-07-15T15:54:25,195,N/A,MUCEP,INGRESS,2866.0,2977.0,FAIR,324.267,324.678,324.471,29.785,31.562,30.674,59.9,0.0085,4.0051,341.662,0.071,5.295,7.244,14.702,,48.99,,36.56
VIMS_2013_229_WHYA_I,2013-08-17T17:50:16,2013-08-17T17:52:40,2013-08-17T17:51:28,196,N/A,WHYA,BOTH,2866.0,2977.0,FAIR,147.423,147.829,147.625,41.423,41.993,41.708,-34.65,0.0003,4.2476,352.877,0.067,6.052,6.944,13.792,,82.07,ISS_196RF_FMOVIE003_PRIME,3.48
VIMS_2013_241_BETAND_E,2013-08-29T06:20:21,2013-08-29T06:32:35,2013-08-29T06:26:32,196,N/A,BETAND,BOTH,2866.0,2977.0,GOOD,28.765,30.032,29.407,54.912,58.589,56.731,41.52,0.0004,4.8543,354.533,0.037,3.534,3.976,4.415,ISS_196RF_FMOVIE006_PRIME,0.57,,50.61
VIMS_2013_253_WHYA_I,2013-09-10T16:03:42,2013-09-10T16:06:08,2013-09-10T16:04:55,197,N/A,WHYA,BOTH,2866.0,2977.0,GOOD,147.94,148.353,148.146,157.868,158.44,158.154,-34.65,0.0004,4.0799,355.188,0.06,5.539,6.646,11.034,ISS_197RF_FMOVIE007_PRIME,3.09,ISS_197RF_FMOVIE002_PRIME,5.06
VIMS_2013_281_L2PUP_I,2013-10-08T12:29:19,2013-10-08T12:38:49,2013-10-08T12:34:01,198,N/A,L2PUP,BOTH,2866.0,2977.0,FAIR,29.521,30.624,30.079,27.83,32.775,30.325,-41.91,0.0009,4.451,355.916,0.053,5.536,5.919,22.463,ISS_197RF_FMOVIE002_PRIME,22.79,ISS_198RF_FMOVIE001_PRIME_1,10.35
VIMS_2013_289_RLYR_I,2013-10-16T07:57:53,2013-10-16T08:00:23,2013-10-16T07:59:08,198,N/A,RLYR,INGRESS,2866.0,2977.0,GOOD,269.154,269.231,269.192,44.276,45.365,44.821,40.77,0.0137,2.5292,356.659,0.059,5.594,6.417,8.84,,48.63,ISS_198RF_FMOVIE001_PRIME_1,2.54
VIMS_2013_337_RLYR_I,2013-12-03T00:02:52,2013-12-03T00:05:24,2013-12-03T00:04:08,199,N/A,RLYR,INGRESS,2866.0,2977.0,GOOD,253.66,253.87,253.765,6.471,7.707,7.089,40.77,0.0097,2.7531,372.263,0.039,3.437,4.026,8.47,ISS_199RI_EGAPMOVMP001_PRIME,7.65,,65.02
VIMS_2013_337_RLYR_E,2013-12-03T09:25:33,2013-12-03T09:28:05,2013-12-03T09:26:49,199,N/A,RLYR,EGRESS,2866.0,2977.0,GOOD,127.831,128.042,127.936,13.239,14.477,13.858,40.77,0.0131,2.5571,372.696,0.041,3.822,4.391,5.481,,45.19,,64.63
VIMS_2014_003_RLYR_I,2014-01-03T17:06:10,2014-01-03T17:08:18,2014-01-03T17:07:14,200,N/A,RLYR,INGRESS,2866.0,2977.0,GOOD,266.22,266.318,266.269,284.751,285.711,285.231,40.77,0.0147,2.4843,382.486,0.075,7.282,7.911,10.378,,39.36,ISS_201RF_FMOVIE001_PRIME_1,26.4
VIMS_2014_041_GAMERI_I,2014-02-10T18:50:47,2014-02-10T18:52:18,2014-02-10T18:51:32,201,N/A,GAMERI,BOTH,2866.0,2977.0,FAIR,43.639,44.295,43.969,225.51,226.777,226.147,-7.39,0.0006,0.6919,384.785,0.038,3.509,3.927,4.985,ISS_201RF_FMOVIE001_PRIME_2,11.36,ISS_202RF_FMOVIE001_PRIME_1,19.27
VIMS_2014_041_GAMERI_E,2014-02-10T20:48:35,2014-02-10T20:50:06,2014-02-10T20:49:21,201,N/A,GAMERI,BOTH,2866.0,2977.0,FAIR,340.125,340.788,340.455,114.383,115.661,115.019,-7.39,0.0006,0.6938,384.785,0.039,3.438,4.085,9.992,ISS_201RF_FMOVIE001_VIMS,4.84,,61.72
VIMS_2014_051_L2PUP_I,2014-02-19T22:50:42,2014-02-19T22:56:32,2014-02-19T22:53:37,201,N/A,L2PUP,INGRESS,2866.0,2977.0,FAIR,96.626,96.639,96.632,342.117,344.488,343.302,-41.91,0.0175,2.44,384.973,0.054,3.98,5.612,12.886,ISS_201RF_FMOVIE001_VIMS,13.93,ISS_202RF_FMOVIE001_PRIME_1,10.1
VIMS_2014_085_LAMVEL_E,2014-03-26T12:34:42,2014-03-26T12:45:00,2014-03-26T12:39:51,203,N/A,LAMVEL,BOTH,2866.0,2977.0,FAIR,325.073,325.513,325.292,248.968,253.568,251.264,-43.81,0.0007,4.7638,393.805,0.053,4.551,5.603,10.955,ISS_202RF_FMOVIE001_PRIME_2,24.19,,88.09
VIMS_2014_175_L2PUP_I,2014-06-23T21:18:03,2014-06-23T21:23:48,2014-06-23T21:20:56,205,N/A,L2PUP,INGRESS,2866.0,2977.0,FAIR,124.814,125.037,124.925,244.463,246.565,245.514,-41.91,0.0124,2.6715,415.758,0.07,6.017,7.315,9.053,ISS_205RF_FMOVIE001_PRIME,1.27,,53.83
VIMS_2014_175_L2PUP_E,2014-06-24T17:57:53,2014-06-24T18:03:38,2014-06-24T18:00:46,205,N/A,L2PUP,EGRESS,2866.0,2977.0,FAIR,247.521,247.747,247.634,226.107,228.208,227.157,-41.91,0.0108,2.7606,415.532,0.033,3.054,3.509,9.203,ISS_205RF_FMOVIE001_PRIME,2.13,,52.97
VIMS_2014_198_RLYR_I,2014-07-17T01:58:19,2014-07-17T02:00:23,2014-07-17T01:59:21,206,N/A,RLYR,INGRESS,2866.0,2977.0,GOOD,291.992,292.101,292.046,234.578,235.304,234.941,40.77,0.0232,2.1909,418.496,0.05,4.395,5.216,10.912,ISS_205RF_FMOVIE001_PRIME,24.46,,30.64
VIMS_2014_206_L2PUP_E,2014-07-25T22:35:55,2014-07-25T22:40:29,2014-07-25T22:38:12,206,N/A,L2PUP,EGRESS,2866.0,2977.0,FAIR,282.306,282.337,282.322,107.899,109.774,108.837,-41.91,0.0294,2.1001,421.678,0.049,4.98,5.386,11.77,,33.32,ISS_207RF_FMOVIE001_PRIME,21.78
VIMS_2014_262_RLYR_E,2014-09-19T12:36:43,2014-09-19T12:38:47,2014-09-19T12:37:45,208,N/A,RLYR,EGRESS,2866.0,2977.0,FAIR,69.212,69.423,69.318,308.203,308.826,308.515,40.77,0.0121,2.6129,443.06,0.049,5.262,5.444,10.926,,33.81,ISS_208RF_FMOVIE001_PRIME_1,1.13
VIMS_2015_009_ALPHER_I,2015-01-09T07:00:57,2015-01-09T07:02:07,2015-01-09T07:01:32,211,N/A,ALPHER,BOTH,2866.0,2977.0,GOOD,227.411,228.104,227.76,222.284,223.448,222.869,9.27,0.0002,1.1089,467.543,0.055,5.42,5.841,10.319,ISS_211RF_FMOVIE001_PRIME,5.22,ISS_211RF_HIRESFRNG001_PRIME,0.94
VIMS_2015_009_ALPHER_E,2015-01-09T08:24:57,2015-01-09T08:26:08,2015-01-09T08:25:33,211,N/A,ALPHER,BOTH,2866.0,2977.0,GOOD,166.437,167.138,166.785,127.355,128.53,127.94,9.27,0.0002,1.1042,467.543,0.058,6.012,6.624,11.131,ISS_211RF_FMOVIE001_PRIME,5.28,,59.83
VIMS_2015_041_ALPHER_I,2015-02-10T10:49:40,2015-02-10T10:50:22,2015-02-10T10:50:01,212,N/A,ALPHER,INGRESS,2866.0,2977.0,GOOD,272.554,272.597,272.575,272.33,272.657,272.493,9.27,0.0026,0.6663,478.722,0.053,4.688,5.555,9.384,ISS_212RF_FMOVIE001_PRIME_2,3.04,ISS_213RF_FMOVIE001_PRIME,27.73
VIMS_2016_030_OMICET_I,2016-01-30T07:47:54,2016-01-30T07:49:45,2016-01-30T07:48:49,231,N/A,OMICET,INGRESS,2866.0,2977.0,GOOD,320.692,320.962,320.827,298.203,299.219,298.712,3.45,0.0017,0.217,569.555,0.039,2.822,3.999,5.112,,325.12,ISS_231RI_EGAPMOVMP001_PRIME,7.02
VIMS_2016_030_OMICET_E,2016-01-30T13:40:08,2016-01-30T13:41:48,2016-01-30T13:40:58,231,N/A,OMICET,EGRESS,2866.0,2977.0,GOOD,195.398,195.64,195.519,30.628,31.543,31.085,3.45,0.0017,0.2169,569.555,0.03,2.804,3.131,4.727,,325.36,ISS_231RI_EGAPMOVMP001_PRIME,6.78
VIMS_2016_069_EPSPEG_I,2016-03-09T18:42:49,2016-03-09T18:43:35,2016-03-09T18:43:12,233,N/A,EPSPEG,INGRESS,2866.0,2977.0,FAIR,320.902,321.052,320.977,17.573,18.036,17.804,11.54,0.0223,0.4498,586.323,0.049,5.099,5.378,7.637,ISS_233RF_FMOVIE001_PRIME_1,3.56,ISS_234RF_FMOVIE001_PRIME,22.41
VIMS_2016_148_WHYA_I,2016-05-27T02:28:16,2016-05-27T02:36:52,2016-05-27T02:32:34,236,N/A,WHYA,INGRESS,2866.0,2977.0,FAIR,122.315,122.561,122.438,314.521,318.247,316.385,-34.65,0.0018,3.2752,601.795,0.043,3.476,4.33,8.991,ISS_235RF_FMOVIE002_PRIME_2,16.86,ISS_236RF_FMOVIE002_PRIME,14.7
VIMS_2016_177_ALPSCO_I,2016-06-25T12:30:44,2016-06-25T12:35:53,2016-06-25T12:33:18,237,N/A,ALPSCO,BOTH,2866.0,2977.0,GOOD,212.019,212.562,212.289,205.728,207.263,206.496,-32.16,0.0001,4.8058,615.038,0.107,12.354,12.97,16.824,ISS_236RF_FMOVIE002_PRIME,14.71,,38.34
VIMS_2016_177_ALPSCO_E,2016-06-25T21:14:28,2016-06-25T21:19:36,2016-06-25T21:17:02,237,N/A,ALPSCO,BOTH,2866.0,2977.0,GOOD,286.322,286.863,286.594,68.374,69.907,69.14,-32.16,0.0001,4.8083,615.727,0.079,4.552,8.281,12.678,ISS_236RF_FMOVIE002_PRIME,15.08,,37.98
VIMS_2016_180_BETPEG_I,2016-06-28T21:05:47,2016-06-28T21:08:26,2016-06-28T21:07:06,237,N/A,BETPEG,BOTH,2866.0,2977.0,GOOD,283.524,284.113,283.82,123.653,125.313,124.486,31.68,0.0006,3.5893,617.121,0.057,4.683,5.948,7.753,ISS_236RF_FMOVIE002_PRIME,18.07,,34.98
VIMS_2016_180_BETPEG_E,2016-06-29T01:09:31,2016-06-29T01:12:11,2016-06-29T01:10:51,237,N/A,BETPEG,BOTH,2866.0,2977.0,GOOD,213.136,213.729,213.431,314.758,316.426,315.59,31.68,0.0005,3.6313,617.121,0.04,3.31,4.085,7.838,ISS_236RF_FMOVIE002_PRIME,18.24,,34.81
VIMS_2016_218_ALPSCO_I,2016-08-05T16:24:16,2016-08-05T16:26:26,2016-08-05T16:25:21,239,N/A,ALPSCO,INGRESS,2866.0,2977.0,GOOD,138.02,138.122,138.071,297.487,298.464,297.975,-32.16,0.0032,2.7258,629.209,0.065,6.358,7.138,11.623,ISS_239RF_FMOVIE001_PRIME,2.82,ISS_239RF_FMOVIE002_PRIME_1,7.0
VIMS_2016_221_RCAS_I,2016-08-07T21:33:40,2016-08-07T21:36:12,2016-08-07T21:34:56,239,N/A,RCAS,BOTH,2866.0,2977.0,GOOD,17.585,18.038,17.811,328.388,328.953,328.671,56.04,0.0028,4.7363,629.702,0.037,3.527,4.009,15.738,,58.09,ISS_239RF_FMOVIE002_PRIME_1,4.78
VIMS_2016_221_RCAS_E,2016-08-08T02:54:47,2016-08-08T02:57:19,2016-08-08T02:56:03,239,N/A,RCAS,BOTH,2866.0,2977.0,FAIR,103.642,104.097,103.87,284.671,285.235,284.953,56.04,0.0027,4.7442,629.702,0.05,4.94,5.626,10.148,ISS_239RF_FMOVIE001_PRIME,5.26,ISS_239RF_FMOVIE002_PRIME_1,4.56
VIMS_2016_221_RHOPER_E,2016-08-08T15:05:41,2016-08-08T15:07:30,2016-08-08T15:06:36,239,N/A,RHOPER,EGRESS,2866.0,2977.0,GOOD,149.019,149.057,149.038,34.529,35.227,34.878,45.27,0.0283,2.3027,629.827,0.015,1.402,1.629,2.625,ISS_239RF_FMOVIE001_PRIME,5.77,ISS_239RF_FMOVIE002_PRIME_1,4.05
VIMS_2016_234_ALPORI_I,2016-08-21T13:16:27,2016-08-21T13:17:44,2016-08-21T13:17:06,240,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,279.684,280.158,279.922,203.984,204.98,204.483,11.68,0.0001,1.6434,631.085,0.038,3.689,4.039,6.947,ISS_239RF_FMOVIE001_PRIME,18.69,ISS_240RF_FMOVIE002_PRIME,1.65
VIMS_2016_234_ALPORI_E,2016-08-21T15:50:54,2016-08-21T15:52:11,2016-08-21T15:51:32,240,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,197.982,198.456,198.218,59.865,60.861,60.361,11.68,0.0001,1.6737,631.085,0.202,17.159,21.896,26.899,ISS_239RF_FMOVIE001_PRIME,18.8,ISS_241RF_FMOVIE001_PRIME,8.42
VIMS_2016_243_ALPSCO_I,2016-08-30T11:39:15,2016-08-30T11:40:59,2016-08-30T11:40:07,241,N/A,ALPSCO,INGRESS,2866.0,2977.0,GOOD,117.927,118.161,118.044,243.657,244.587,244.122,-32.16,0.0028,2.7994,631.405,0.057,3.726,6.12,5.343,ISS_241RF_FMOVIE001_PRIME,0.4,ISS_242RF_FMOVIE001_PRIME,17.86
VIMS_2016_243_ALPSCO_E,2016-08-30T17:43:36,2016-08-30T17:45:20,2016-08-30T17:44:28,241,N/A,ALPSCO,EGRESS,2866.0,2977.0,GOOD,356.616,356.85,356.733,335.096,336.028,335.561,-32.16,0.0015,3.1198,631.327,0.022,2.046,2.283,6.774,ISS_241RF_FMOVIE001_PRIME,0.66,ISS_242RF_FMOVIE001_PRIME,17.61
VIMS_2016_246_ALPORI_I,2016-09-02T12:06:21,2016-09-02T12:07:38,2016-09-02T12:07:00,241,N/A,ALPORI,BOTH,2866.0,2977.0,FAIR,280.178,280.645,280.412,89.242,90.225,89.735,11.68,0.0001,1.6268,632.323,0.048,4.538,5.144,8.646,ISS_241RF_FMOVIE001_PRIME,3.42,ISS_242RF_FMOVIE001_PRIME,14.84
VIMS_2016_246_ALPORI_E,2016-09-02T14:42:38,2016-09-02T14:43:54,2016-09-02T14:43:16,241,N/A,ALPORI,BOTH,2866.0,2977.0,FAIR,197.355,197.818,197.586,303.264,304.243,303.752,11.68,0.0001,1.6139,632.323,0.041,3.844,4.283,7.076,ISS_241RF_FMOVIE001_PRIME,3.53,ISS_242RF_FMOVIE001_PRIME,14.74
VIMS_2016_267_ALPSCO_E,2016-09-23T16:03:54,2016-09-23T16:05:37,2016-09-23T16:04:45,243,N/A,ALPSCO,EGRESS,2866.0,2977.0,GOOD,356.201,356.432,356.316,87.844,88.77,88.307,-32.16,0.0016,3.082,636.061,0.072,7.749,8.203,13.684,ISS_242RF_FMOVIE001_PRIME,6.32,,34.33
VIMS_2016_268_RCAS_I,2016-09-24T15:24:29,2016-09-24T15:26:11,2016-09-24T15:25:20,243,N/A,RCAS,INGRESS,2866.0,2977.0,FAIR,348.209,348.338,348.273,233.954,234.51,234.232,56.04,0.078,1.9993,636.495,0.032,2.893,3.476,11.612,ISS_243RF_FMOVIE001_PRIME_2,1.8,,33.35
VIMS_2016_287_ALPSCO_I,2016-10-13T01:53:46,2016-10-13T01:55:02,2016-10-13T01:54:24,245,N/A,ALPSCO,BOTH,2866.0,2977.0,GOOD,113.937,114.177,114.057,70.057,70.809,70.433,-32.16,0.0002,4.2571,643.621,0.06,6.264,7.481,12.481,ISS_242RF_FMOVIE001_PRIME,25.73,ISS_246RF_FMOVIE002_PRIME,14.92
VIMS_2016_287_ALPSCO_E,2016-10-13T06:17:16,2016-10-13T06:18:32,2016-10-13T06:17:54,245,N/A,ALPSCO,BOTH,2866.0,2977.0,GOOD,353.275,353.518,353.396,202.899,203.657,203.277,-32.16,0.0002,4.1519,643.621,0.023,1.713,2.452,4.859,ISS_243RF_FMOVIE001_PRIME_2,20.42,ISS_246RF_FMOVIE002_PRIME,14.73
VIMS_2016_289_ALPORI_I,2016-10-15T12:08:39,2016-10-15T12:10:24,2016-10-15T12:09:32,245,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,269.119,269.788,269.455,252.611,253.989,253.303,11.68,0.0001,1.6576,644.668,0.033,2.45,3.385,5.361,ISS_243RF_FMOVIE001_PRIME_2,22.66,ISS_246RF_FMOVIE002_PRIME,12.49
VIMS_2016_289_ALPORI_E,2016-10-15T14:22:44,2016-10-15T14:24:29,2016-10-15T14:23:37,245,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,206.157,206.822,206.488,135.461,136.834,136.145,11.68,0.0001,1.653,644.668,0.032,2.774,3.381,5.761,ISS_243RF_FMOVIE001_PRIME_2,22.75,ISS_246RF_FMOVIE002_PRIME,12.4
VIMS_2016_308_ALPORI_I,2016-11-03T15:06:58,2016-11-03T15:08:39,2016-11-03T15:07:48,247,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,270.841,271.466,271.155,284.985,286.286,285.638,11.68,0.0001,1.6618,654.343,0.023,2.207,2.409,4.914,ISS_246RF_FMOVIE002_PRIME,6.63,,43.7
VIMS_2016_308_ALPORI_E,2016-11-03T17:27:03,2016-11-03T17:28:43,2016-11-03T17:27:53,247,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,204.663,205.292,204.976,162.194,163.501,162.845,11.68,0.0001,1.6274,654.343,0.034,2.17,3.53,6.63,ISS_246RF_FMOVIE002_PRIME,6.73,,43.6
VIMS_2016_355_ALPORI_I,2016-12-20T09:00:59,2016-12-20T09:03:08,2016-12-20T09:02:03,253,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,269.84,270.47,270.157,79.392,80.892,80.145,11.68,0.0001,1.6408,669.65,0.039,3.843,4.109,6.37,ISS_253RF_FMOVIE001_PRIME_2,3.05,ISS_256RF_FMOVIE001_PRIME_1,18.53
VIMS_2017_010_ALPORI_I,2017-01-10T20:32:18,2017-01-10T20:34:08,2017-01-10T20:33:13,256,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,276.321,276.817,276.57,185.359,186.596,185.979,11.68,0.0001,1.6204,672.559,0.092,6.683,10.054,11.74,ISS_253RF_FMOVIE001_PRIME_2,24.53,ISS_260RF_FMOVIE001_PRIME,25.64
VIMS_2017_010_ALPORI_E,2017-01-11T00:01:37,2017-01-11T00:03:27,2017-01-11T00:02:32,256,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,196.812,197.305,197.057,21.258,22.492,21.873,11.68,0.0001,1.6606,672.559,0.056,5.495,6.089,6.892,ISS_256RF_FMOVIE001_PRIME_2,2.77,ISS_260RF_FMOVIE001_PRIME,25.49
VIMS_2017_039_ALPORI_I,2017-02-08T12:27:59,2017-02-08T12:29:34,2017-02-08T12:28:46,260,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,284.446,284.816,284.632,72.367,73.373,72.871,11.68,0.0001,1.6352,677.603,0.044,4.538,4.852,5.753,ISS_260RF_FMOVIE001_PRIME,3.03,,81.71
VIMS_2017_039_ALPORI_E,2017-02-08T16:31:25,2017-02-08T16:32:59,2017-02-08T16:32:12,260,N/A,ALPORI,BOTH,2866.0,2977.0,GOOD,188.291,188.657,188.474,237.832,238.832,238.331,11.68,0.0001,1.6667,678.136,0.061,5.692,6.469,7.477,ISS_260RF_FMOVIE001_PRIME,3.2,,94.55
VIMS_2017_053_ALPORI_I,2017-02-22T20:40:33,2017-02-22T20:42:02,2017-02-22T20:41:18,262,N/A,ALPORI,BOTH,2866.0,2977.0,POOR,288.673,288.99,288.832,10.067,10.983,10.526,11.68,0.0001,1.6246,684.372,0.06,4.231,6.1,10.868,ISS_260RF_FMOVIE001_PRIME,17.37,,67.37
VIMS_2017_053_ALPORI_E,2017-02-23T01:00:41,2017-02-23T01:02:10,2017-02-23T01:01:26,262,N/A,ALPORI,BOTH,2866.0,2977.0,POOR,183.963,184.278,184.12,160.227,161.14,160.683,11.68,0.0001,1.5575,684.372,0.024,2.181,2.499,7.371,ISS_260RF_FMOVIE001_PRIME,17.55,,80.2
VIMS_2017_066_GAMCRU_I,2017-03-07T07:44:28,2017-03-07T07:46:19,2017-03-07T07:45:24,264,N/A,GAMCRU,INGRESS,2866.0,2977.0,GOOD,146.832,146.85,146.841,176.195,176.959,176.577,-62.35,0.0124,3.7888,689.896,0.031,2.934,3.391,5.335,ISS_260RF_FMOVIE001_PRIME,29.83,,67.92
VIMS_2017_096_ALPORI_E,2017-04-07T00:43:06,2017-04-07T00:44:26,2017-04-07T00:43:46,268,N/A,ALPORI,EGRESS,2866.0,2977.0,GOOD,173.852,174.069,173.961,332.834,333.586,333.21,11.68,0.0005,1.2112,704.021,0.017,1.399,1.721,4.645,ISS_265RF_FMOVIE001_PRIME,25.91,ISS_272RF_FMOVIE001_PRIME,24.2
VIMS_2017_100_VYCMA_I,2017-04-10T06:57:45,2017-04-10T07:00:46,2017-04-10T06:59:15,269,N/A,VYCMA,INGRESS,2866.0,2977.0,GOOD,176.454,176.688,176.57,237.686,238.669,238.177,-23.43,0.0062,1.6571,705.516,0.04,3.356,4.152,10.653,,63.8,,33.95
VIMS_2017_102_ETACAR_I,2017-04-12T00:08:28,2017-04-12T00:10:42,2017-04-12T00:09:35,269,N/A,ETACAR,INGRESS,2866.0,2977.0,FAIR,164.934,165.037,164.986,307.827,308.629,308.228,-62.47,0.066,2.336,706.015,0.033,2.631,3.432,11.683,,30.88,ISS_272RF_FMOVIE001_PRIME,19.22
VIMS_2017_102_GAMCRU_I,2017-04-12T03:20:48,2017-04-12T03:22:38,2017-04-12T03:21:43,269,N/A,GAMCRU,INGRESS,2866.0,2977.0,GOOD,145.711,145.73,145.72,210.932,211.693,211.312,-62.35,0.0106,3.9229,706.015,0.095,10.689,11.626,14.808,,65.65,,32.1
VIMS_2017_120_ALPCMA_E,2017-05-01T01:24:08,2017-05-01T01:27:29,2017-05-01T01:25:49,272,N/A,ALPCMA,BOTH,2866.0,2977.0,POOR,277.985,278.413,278.2,132.857,133.782,133.319,-13.48,0.0012,1.2327,711.221,0.056,4.91,5.814,10.432,,84.57,ISS_274RF_FMOVIE002_PRIME,13.18
VIMS_2017_133_ALPCMA_E,2017-05-13T23:28:19,2017-05-13T23:30:56,2017-05-13T23:29:38,274,N/A,ALPCMA,EGRESS,2866.0,2977.0,GOOD,296.961,297.166,297.064,193.183,194.031,193.607,-13.48,0.0047,0.9106,712.451,0.033,3.234,3.454,4.529,,97.49,ISS_274RF_FMOVIE002_PRIME,0.26
VIMS_2017_148_GAMCRU_I,2017-05-28T10:05:39,2017-05-28T10:06:55,2017-05-28T10:06:17,276,N/A,GAMCRU,INGRESS,2866.0,2977.0,FAIR,143.86,143.863,143.862,275.354,275.864,275.609,-62.35,0.0202,3.3612,714.32,0.056,4.647,5.876,14.029,ISS_274RF_FMOVIE002_PRIME,14.18,,82.78
VIMS_2017_156_ALPORI_I,2017-06-04T22:02:57,2017-06-04T22:04:34,2017-06-04T22:03:46,277,N/A,ALPORI,INGRESS,2866.0,2977.0,GOOD,347.447,347.634,347.54,75.349,75.81,75.579,11.68,0.0007,1.1403,715.46,0.034,2.778,3.528,5.129,ISS_274RF_FMOVIE002_PRIME,21.68,,75.28
