TARGET_NAME,score,set1_opus_id,set2_opus_id,d_phase,d_incidence,d_emission,d_sub_solar_lat,d_sub_obs_lat,d_sub_solar_lon,d_sub_obs_lon,set1_name,set1_volume,set1_file,set1_filter,set1_instrument,set1_phase,set1_incidence,set1_emission,set1_sub_solar_lat,set1_sub_obs_lat,set1_sub_solar_lon,set1_sub_obs_lon,set1_resolution_km_px,set1_fov_fraction,set2_name,set2_volume,set2_file,set2_filter,set2_instrument,set2_phase,set2_incidence,set2_emission,set2_sub_solar_lat,set2_sub_obs_lat,set2_sub_solar_lon,set2_sub_obs_lon,set2_resolution_km_px,set2_fov_fraction
RHEA,13.948002088112833,co-iss-n1711684695,vg-iss-1-s-c3488407,4.475000000000001,4.875,0.48150000000000404,9.961,6.412,2.9339999999999975,1.2569999999999766,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684695_1.LBL,"CL1,CL2",ISSNA,17.998,52.2095,45.1325,13.526,-0.283,206.082,194.431,2.57165,0.5798654317267125,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,13.95184873054464,co-iss-n1711685300,vg-iss-1-s-c3488407,4.283999999999999,5.285000000000004,1.5020000000000095,9.961,6.409999999999999,2.3760000000000048,0.3990000000000009,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685300_1.LBL,"CL1,CL2",ISSNA,17.807,52.6195,44.111999999999995,13.526,-0.281,206.64,195.289,2.59794,0.573997450864916,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,13.99542629754449,co-iss-n1711684640,vg-iss-1-s-c3488407,4.4929999999999986,4.911500000000004,0.7310000000000016,9.961,6.412,2.984999999999985,1.3349999999999795,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684640_1.LBL,"CL1,CL2",ISSNA,18.016,52.246,44.883,13.526,-0.283,206.031,194.353,2.56927,0.5804025803049115,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,13.995878178949686,co-iss-n1711685135,vg-iss-1-s-c3488407,4.336000000000002,5.417999999999999,0.7899999999999991,9.961,6.409999999999999,2.5289999999999964,0.6319999999999766,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685135_1.LBL,"CL1,CL2",ISSNA,17.859,52.7525,44.824000000000005,13.526,-0.281,206.487,195.056,2.59074,0.5755926636791033,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.016198923031881,co-iss-n1711685740,vg-iss-1-s-c3488407,4.149999999999999,5.865000000000002,0.7845000000000013,9.961,6.4079999999999995,1.9710000000000036,0.22100000000000364,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685740_1.LBL,"CL1,CL2",ISSNA,17.673,53.1995,44.8295,13.526,-0.279,207.045,195.909,2.61724,0.5697646900933808,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.054834328443718,co-iss-n1711685355,vg-iss-1-s-c3488407,4.268000000000001,5.747,0.6960000000000051,9.961,6.409,2.3259999999999934,0.32099999999999795,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685355_1.LBL,"CL1,CL2",ISSNA,17.791,53.0815,44.918,13.526,-0.28,206.69,195.367,2.60035,0.5734654709942892,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.072521522456451,co-iss-n1711684585,vg-iss-1-s-c3488407,4.510999999999999,4.928000000000004,1.3600000000000065,9.961,6.412,3.0360000000000014,1.4139999999999873,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684585_1.LBL,"CL1,CL2",ISSNA,18.034,52.2625,44.254,13.526,-0.283,205.98,194.274,2.56689,0.5809407249628928,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.0743725703848,co-iss-n1711685795,vg-iss-1-s-c3488407,4.134,6.0560000000000045,0.5135000000000076,9.961,6.4079999999999995,1.9199999999999875,0.2980000000000018,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685795_1.LBL,"CL1,CL2",ISSNA,17.657,53.3905,45.1005,13.526,-0.279,207.096,195.986,2.61966,0.5692383505874808,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.12091581661756,co-iss-n1711684530,vg-iss-1-s-c3488407,4.529,5.121500000000005,0.7535000000000025,9.961,6.412,3.086999999999989,1.4919999999999902,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684530_1.LBL,"CL1,CL2",ISSNA,18.052,52.456,44.8605,13.526,-0.283,205.929,194.196,2.56452,0.5814776010715456,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.150995000352447,co-iss-n1711684970,vg-iss-1-s-c3488407,4.388000000000002,5.707500000000003,0.40050000000000097,9.961,6.411,2.680999999999983,0.8659999999999854,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684970_1.LBL,"CL1,CL2",ISSNA,17.911,53.042,45.2135,13.526,-0.282,206.335,194.822,2.58357,0.5771900654907745,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.16791053754928,co-iss-n1711684750,vg-iss-1-s-c3488407,4.458000000000002,5.545000000000002,0.2810000000000059,9.961,6.411,2.883999999999986,1.179000000000002,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684750_1.LBL,"CL1,CL2",ISSNA,17.981,52.8795,45.333,13.526,-0.282,206.132,194.509,2.57403,0.5793292764653093,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.196886604111477,co-iss-n1711685080,vg-iss-1-s-c3488407,4.3530000000000015,5.8260000000000005,1.093500000000006,9.961,6.409999999999999,2.5789999999999793,0.7099999999999795,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685080_1.LBL,"CL1,CL2",ISSNA,17.876,53.1605,44.5205,13.526,-0.281,206.437,194.978,2.58835,0.576124147623003,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.224661665572222,co-iss-n1711685025,vg-iss-1-s-c3488407,4.370000000000001,5.841499999999996,1.1285000000000025,9.961,6.409999999999999,2.6299999999999955,0.7879999999999825,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685025_1.LBL,"CL1,CL2",ISSNA,17.893,53.175999999999995,44.4855,13.526,-0.281,206.386,194.9,2.58596,0.5766566139847484,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.261398081885238,co-iss-n1711685520,vg-iss-1-s-c3488407,4.216999999999999,6.325000000000003,0.7535000000000025,9.961,6.409,2.173999999999978,0.08899999999999864,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685520_1.LBL,"CL1,CL2",ISSNA,17.74,53.6595,44.8605,13.526,-0.28,206.842,195.599,2.60757,0.571877624570002,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.27354859521626,co-iss-n1711684915,vg-iss-1-s-c3488407,4.405000000000001,5.877500000000005,1.052500000000002,9.961,6.411,2.7319999999999993,0.9439999999999884,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684915_1.LBL,"CL1,CL2",ISSNA,17.928,53.212,44.5615,13.526,-0.282,206.284,194.744,2.58118,0.5777245048776142,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.283526289050613,co-iss-n1711685245,vg-iss-1-s-c3488407,4.302,6.179000000000002,0.95150000000001,9.961,6.409999999999999,2.4269999999999925,0.4759999999999991,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685245_1.LBL,"CL1,CL2",ISSNA,17.825,53.5135,44.662499999999994,13.526,-0.281,206.589,195.212,2.59554,0.5745282051133868,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.445576139427601,co-iss-n1711685465,vg-iss-1-s-c3488407,4.234000000000002,6.736000000000004,0.32200000000000273,9.961,6.409,2.2239999999999895,0.16599999999999682,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711685465_1.LBL,"CL1,CL2",ISSNA,17.757,54.0705,45.292,13.526,-0.28,206.792,195.522,2.60516,0.5724066612031506,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.524532703326466,co-iss-n1711684805,vg-iss-1-s-c3488407,4.440000000000001,6.429500000000004,0.5930000000000035,9.961,6.411,2.8329999999999984,1.0999999999999943,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684805_1.LBL,"CL1,CL2",ISSNA,17.963,53.764,45.021,13.526,-0.282,206.183,194.588,2.57641,0.5787941117679252,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,14.754365370967331,co-iss-n1711684475,vg-iss-1-s-c3488407,4.545999999999999,6.600499999999997,0.9025000000000034,9.961,6.412,3.1370000000000005,1.570999999999998,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711684475_1.LBL,"CL1,CL2",ISSNA,18.069,53.934999999999995,44.7115,13.526,-0.283,205.879,194.117,2.56215,0.582015470405714,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,15.522139817048433,co-iss-w1673432224,vg-iss-1-s-c3488407,1.4540000000000006,1.0195000000000007,1.3145000000000024,4.115,6.656,8.959000000000003,9.724000000000018,Cassini ISS,COISS_2067,data/1673425957_1673472095/W1673432224_1.LBL,"CL1,CL2",ISSWA,14.977,46.315,44.2995,7.68,-0.527,217.975,205.412,16.18588,0.09213035914636708,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,15.58439617052903,co-iss-w1711683794,vg-iss-1-s-c3488407,4.773,1.0730000000000075,7.609999999999999,9.961,6.414,3.7649999999999864,2.548000000000002,Cassini ISS,COISS_2073,data/1711681787_1711687639/W1711683794_1.LBL,"CL1,CL2",ISSWA,18.296,48.407500000000006,38.004000000000005,13.526,-0.285,205.251,193.14,25.26612,0.059020179493329404,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,15.6367315718471,co-iss-n1711683794,vg-iss-1-s-c3488407,4.773,7.725499999999997,1.007000000000005,9.961,6.414,3.7649999999999864,2.548000000000002,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711683794_1.LBL,"CL1,CL2",ISSNA,18.296,39.609,44.607,13.526,-0.285,205.251,193.14,2.53299,0.588715682849123,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,15.642781098640988,co-iss-w1711682174,vg-iss-1-s-c3488407,5.3530000000000015,4.670500000000004,1.4125000000000085,9.961,6.42,5.259999999999991,4.911999999999978,Cassini ISS,COISS_2073,data/1711681787_1711687639/W1711682174_1.LBL,"CL1,CL2",ISSWA,18.876,52.005,44.201499999999996,13.526,-0.291,203.756,190.776,24.58849,0.060646706548470444,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,16.12177636769595,co-iss-n1711682174,vg-iss-1-s-c3488407,5.3530000000000015,6.216999999999999,0.6105000000000089,9.961,6.42,5.259999999999991,4.911999999999978,Cassini ISS,COISS_2073,data/1711681787_1711687639/N1711682174_1.LBL,"CL1,CL2",ISSNA,18.876,53.5515,45.003499999999995,13.526,-0.291,203.756,190.776,2.46506,0.6049390024989251,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,18.362198288875973,co-iss-n1572256382,vg-iss-1-s-c3486955,0.04299999999999926,2.3980000000000032,5.392000000000003,13.260000000000002,4.638,5.197999999999979,8.830999999999989,Cassini ISS,COISS_2038,data/1572235642_1572371574/N1572256382_1.LBL,"CL1,CL2",ISSNA,19.323,53.513000000000005,45.5855,-9.701,1.941,176.492,161.006,9.12408,0.16343685472946315,Voyager ISS,VGISS_6112,DATA/C34869XX/C3486955_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,19.28,51.115,40.1935,3.559,6.579,171.294,152.175,28.94212,0.06595059380584421
RHEA,18.59315767964118,co-iss-n1572408219,vg-iss-1-s-c3492538,7.8919999999999995,5.295499999999997,0.07849999999999824,13.255,3.3840000000000003,2.7690000000000055,7.781999999999982,Cassini ISS,COISS_2038,data/1572371593_1572556520/N1572408219_1.LBL,"CL1,CL2",ISSNA,13.388,51.284,44.283500000000004,-9.672,1.814,316.497,309.574,16.20193,0.09203909271920073,Voyager ISS,VGISS_6113,DATA/C34925XX/C3492538_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,5.496,45.9885,44.362,3.583,-1.57,319.266,317.356,11.97675,0.15937128185860105
RHEA,18.6821400607639,co-iss-n1572408219,vg-iss-1-s-c3492544,7.846,5.152999999999999,0.36949999999999505,13.255,3.42,3.033999999999992,8.010999999999967,Cassini ISS,COISS_2038,data/1572371593_1572556520/N1572408219_1.LBL,"CL1,CL2",ISSNA,13.388,51.284,44.283500000000004,-9.672,1.814,316.497,309.574,16.20193,0.09203909271920073,Voyager ISS,VGISS_6113,DATA/C34925XX/C3492544_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,5.542,46.131,44.653,3.583,-1.606,319.531,317.585,11.94774,0.15975824716640974
RHEA,18.73607712409404,co-iss-n1572256382,vg-iss-1-s-c3487002,0.07400000000000162,4.676000000000002,5.989000000000004,13.260000000000002,4.6370000000000005,4.887999999999977,8.490000000000009,Cassini ISS,COISS_2038,data/1572235642_1572371574/N1572256382_1.LBL,"CL1,CL2",ISSNA,19.323,53.513000000000005,45.5855,-9.701,1.941,176.492,161.006,9.12408,0.16343685472946315,Voyager ISS,VGISS_6112,DATA/C34870XX/C3487002_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,19.249,48.837,39.5965,3.559,6.578,171.604,152.516,28.88016,0.06609208536240796
RHEA,19.125750318614937,co-iss-n1572408219,vg-iss-1-s-c3492610,7.641,4.287500000000001,1.4309999999999903,13.255,3.576,4.185000000000002,8.998999999999967,Cassini ISS,COISS_2038,data/1572371593_1572556520/N1572408219_1.LBL,"CL1,CL2",ISSNA,13.388,51.284,44.283500000000004,-9.672,1.814,316.497,309.574,16.20193,0.09203909271920073,Voyager ISS,VGISS_6113,DATA/C34926XX/C3492610_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,5.747,46.9965,45.714499999999994,3.583,-1.762,320.682,318.573,11.82094,0.16147193032026216
RHEA,19.187773971985393,co-iss-n1580699974,vg-iss-2-s-c4397714,4.259,2.8699999999999974,2.5529999999999973,15.964,5.632,6.368000000000002,2.8560000000000016,Cassini ISS,COISS_2041,data/1580614432_1580756339/N1580699974_2.LBL,"CL1,CL2",ISSNA,31.034,53.7595,41.807,-8.243,17.436,41.098,23.46,13.61083,0.10956061735397474,Voyager ISS,VGISS_6213,DATA/C43977XX/C4397714_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,26.775,56.6295,44.36,7.721,11.804,47.466,20.604,15.73155,0.12133260867492396
RHEA,20.03721236225241,co-iss-n1572297754,vg-iss-1-s-c3488407,0.3019999999999996,1.7495000000000047,2.338000000000008,13.26,4.002,5.6340000000000146,13.011000000000024,Cassini ISS,COISS_2038,data/1572235642_1572371574/N1572297754_2.LBL,"CL1,CL2",ISSNA,13.221,49.084,43.275999999999996,-9.695,2.127,214.65,208.699,9.94457,0.1499522792337929,Voyager ISS,VGISS_6112,DATA/C34884XX/C3488407_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.523,47.3345,45.614000000000004,3.565,6.129,209.016,195.688,22.46229,0.08497575269484992
RHEA,22.149122764795916,co-iss-n1576936847,vg-iss-2-s-c4388814,2.476000000000001,4.222999999999999,0.6884999999999977,16.58,6.643,0.5230000000000246,12.118000000000023,Cassini ISS,COISS_2040,data/1576929656_1577178609/N1576936847_1.LBL,"CL1,CL2",ISSNA,15.641,50.559,45.0405,-8.898,6.736,171.669,171.187,5.33327,0.27960537109503175,Voyager ISS,VGISS_6212,DATA/C43888XX/C4388814_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,13.165,46.336,45.729,7.682,13.379,171.146,159.069,35.14017,0.054318177743590886
RHEA,22.80289822040172,co-iss-n1843694168,vg-iss-2-s-c4391248,9.094000000000001,8.866999999999997,0.2115000000000009,18.232,3.710000000000001,2.531000000000006,2.454999999999984,Cassini ISS,COISS_2104,data/1843625152_1843995563/N1843694168_1.LBL,"CL1,CL2",ISSNA,15.952,50.364,44.5385,25.923,10.056,233.873,235.612,3.43817,0.4337222817661721,Voyager ISS,VGISS_6213,DATA/C43912XX/C4391248_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,6.858,41.497,44.75,7.691,13.766,236.404,233.157,28.76387,0.06635929031802744
RHEA,24.678938095063994,co-iss-n1572256382,vg-iss-1-s-c3487722,2.6020000000000003,1.792500000000004,2.5464999999999947,13.263,4.503,14.594000000000023,13.543000000000006,Cassini ISS,COISS_2038,data/1572235642_1572371574/N1572256382_1.LBL,"CL1,CL2",ISSNA,19.323,53.513000000000005,45.5855,-9.701,1.941,176.492,161.006,9.12408,0.16343685472946315,Voyager ISS,VGISS_6112,DATA/C34877XX/C3487722_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,16.721,51.7205,48.132,3.562,6.444,191.086,174.549,25.26041,0.07556290654031347
RHEA,25.07500847457484,co-iss-n1519487727,vg-iss-1-s-c3485530,5.574000000000002,4.954999999999998,1.0509999999999948,21.662,6.7139999999999995,5.77800000000002,4.931999999999988,Cassini ISS,COISS_2020,data/1519478774_1519575099/N1519487727_1.LBL,"CL1,CL2",ISSNA,26.71,57.241,44.38,-18.11,-0.201,127.219,107.055,2.09507,0.7117714145589407,Voyager ISS,VGISS_6112,DATA/C34855XX/C3485530_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,21.136,52.286,45.431,3.552,6.513,132.997,111.987,37.39086,0.05104857176325979
RHEA,25.27221452504707,co-iss-n1519488890,vg-iss-1-s-c3485530,6.647000000000002,5.4439999999999955,0.48699999999999477,21.662,6.713,4.706000000000017,5.307999999999993,Cassini ISS,COISS_2020,data/1519478774_1519575099/N1519488890_1.LBL,"CL1,CL2",ISSNA,27.783,57.73,44.944,-18.11,-0.2,128.291,106.679,2.04232,0.7301553808903599,Voyager ISS,VGISS_6112,DATA/C34855XX/C3485530_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,21.136,52.286,45.431,3.552,6.513,132.997,111.987,37.39086,0.05104857176325979
RHEA,25.842426613033084,co-iss-n1572256382,vg-iss-1-s-c3487713,2.539999999999999,9.325000000000003,2.3575000000000017,13.263,4.508,14.195000000000022,13.081999999999994,Cassini ISS,COISS_2038,data/1572235642_1572371574/N1572256382_1.LBL,"CL1,CL2",ISSNA,19.323,53.513000000000005,45.5855,-9.701,1.941,176.492,161.006,9.12408,0.16343685472946315,Voyager ISS,VGISS_6112,DATA/C34877XX/C3487713_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,16.783,44.188,43.228,3.562,6.449,190.687,174.088,25.32864,0.07535935604912068
RHEA,26.301796126880763,co-iss-n1519487727,vg-iss-1-s-c3485523,5.573,9.276499999999999,3.015500000000003,21.662,6.712999999999999,5.468999999999994,4.622,Cassini ISS,COISS_2020,data/1519478774_1519575099/N1519487727_1.LBL,"CL1,CL2",ISSNA,26.71,57.241,44.38,-18.11,-0.201,127.219,107.055,2.09507,0.7117714145589407,Voyager ISS,VGISS_6112,DATA/C34855XX/C3485523_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,21.137,47.9645,41.3645,3.552,6.512,132.688,111.677,37.46376,0.05094923734296824
RHEA,26.66371931107886,co-iss-n1519488890,vg-iss-1-s-c3485523,6.646000000000001,9.765499999999996,3.579500000000003,21.662,6.712,4.396999999999991,4.998000000000005,Cassini ISS,COISS_2020,data/1519478774_1519575099/N1519488890_1.LBL,"CL1,CL2",ISSNA,27.783,57.73,44.944,-18.11,-0.2,128.291,106.679,2.04232,0.7301553808903599,Voyager ISS,VGISS_6112,DATA/C34855XX/C3485523_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,21.137,47.9645,41.3645,3.552,6.512,132.688,111.677,37.46376,0.05094923734296824
RHEA,27.52598137215093,co-iss-w1511714612,vg-iss-1-s-c3486955,0.3810000000000002,1.6865000000000023,3.4765000000000015,22.759,6.883,10.177000000000021,8.583999999999975,Cassini ISS,COISS_2017,data/1511234877_1511715187/W1511714612_1.LBL,"CL1,CL2",ISSWA,18.899,52.801500000000004,43.67,-19.2,-0.304,161.117,160.759,10.36324,0.14389427799607074,Voyager ISS,VGISS_6112,DATA/C34869XX/C3486955_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,19.28,51.115,40.1935,3.559,6.579,171.294,152.175,28.94212,0.06595059380584421
RHEA,27.85123669606074,co-iss-w1511714612,vg-iss-1-s-c3487002,0.34999999999999787,3.964500000000001,4.073500000000003,22.759,6.882000000000001,10.487000000000023,8.242999999999995,Cassini ISS,COISS_2017,data/1511234877_1511715187/W1511714612_1.LBL,"CL1,CL2",ISSWA,18.899,52.801500000000004,43.67,-19.2,-0.304,161.117,160.759,10.36324,0.14389427799607074,Voyager ISS,VGISS_6112,DATA/C34870XX/C3487002_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,19.249,48.837,39.5965,3.559,6.578,171.604,152.516,28.88016,0.06609208536240796
TETHYS,17.978829306993266,co-iss-n1572471790,vg-iss-1-s-c3492618,5.864999999999998,1.5690000000000026,3.7324999999999946,14.99,2.6310000000000002,5.931999999999995,2.3739999999999988,Cassini ISS,COISS_2038,data/1572371593_1572556520/N1572471790_1.LBL,"CL1,CL2",ISSNA,24.445,52.6305,42.487,-11.022,0.882,42.67,21.194,16.94542,0.06120293123451647,Voyager ISS,VGISS_6113,DATA/C34926XX/C3492618_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,30.31,54.1995,46.2195,3.968,-1.749,48.602,18.82,11.48191,0.1156166526300938
TETHYS,18.25172781546997,co-iss-n1572234308,vg-iss-1-s-c3490038,0.4530000000000012,6.020999999999994,0.3475000000000037,15.025,4.0,6.859000000000009,2.7840000000000202,Cassini ISS,COISS_2038,data/1572142854_1572235572/N1572234308_1.LBL,"CL1,CL2",ISSNA,11.361,44.091,45.978,-11.07,0.224,238.634,237.341,10.62392,0.09762021692557926,Voyager ISS,VGISS_6113,DATA/C34900XX/C3490038_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,10.908,50.111999999999995,46.325500000000005,3.955,4.224,245.493,234.557,18.44263,0.07197997248765496
TETHYS,19.960017766775664,co-iss-n1579492705,vg-iss-2-s-c4395913,2.0410000000000004,3.118000000000002,1.3935000000000102,16.826,0.9869999999999983,9.864000000000004,1.0889999999999986,Cassini ISS,COISS_2041,data/1579447229_1579621185/N1579492705_2.LBL,"CL1,CL2",ISSNA,23.203,50.8815,44.162000000000006,-9.673,11.351,56.14,46.268,11.35119,0.09136569601953627,Voyager ISS,VGISS_6213,DATA/C43959XX/C4395913_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,21.162,47.7635,42.768499999999996,7.153,12.338,66.004,45.179,19.11882,0.06943420148314593
TETHYS,21.6304170209453,co-iss-n1583582754,vg-iss-2-s-c4396317,7.6860000000000035,0.5664999999999907,0.5844999999999985,15.986,7.319000000000001,9.935000000000002,0.5600000000000023,Cassini ISS,COISS_2042,data/1583421206_1583798789/N1583582754_2.LBL,"CL1,CL2",ISSNA,32.392,53.714000000000006,44.0315,-8.831,20.556,81.916,68.066,10.32511,0.10044535845138695,Voyager ISS,VGISS_6213,DATA/C43963XX/C4396317_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,24.706,54.280499999999996,44.616,7.155,13.237,91.851,67.506,16.84017,0.07882937048735256
TETHYS,23.858049113454364,co-iss-n1577178609,vg-iss-2-s-c4400357,0.8640000000000008,6.214499999999994,1.7175000000000011,17.301,4.552999999999999,0.8439999999999941,14.357000000000028,Cassini ISS,COISS_2040,data/1576929656_1577178609/N1577178609_3.LBL,"CL1,CL2",ISSNA,23.967,50.313500000000005,43.053,-10.133,12.426,349.495,341.329,13.75634,0.07539137408642124,Voyager ISS,VGISS_6214,DATA/C44003XX/C4400357_RAW.LBL,CLEAR,NARROW ANGLE CAMERA,24.831,56.528,44.7705,7.168,16.979,350.339,326.972,2.61421,0.507801592067967
